期間,出生人數_原始值,出生人數_年增率(%),粗出生率(0/00)_原始值,粗出生率(0/00)_年增率(%),男性出生人數_原始值,男性出生人數_年增率(%),女性出生人數_原始值,女性出生人數_年增率(%),死亡人數_原始值,死亡人數_年增率(%),粗死亡率(0/00)_原始值,粗死亡率(0/00)_年增率(%),男性死亡人數_原始值,男性死亡人數_年增率(%),女性死亡人數_原始值,女性死亡人數_年增率(%),自然增加-人數_原始值,自然增加-人數_年增率(%),自然增加-增加率(0/00)_原始值,自然增加-增加率(0/00)_年增率(%),社會增加-增加人數_原始值,社會增加-增加人數_年增率(%),社會增加-增加率(0/00)_原始值,社會增加-增加率(0/00)_年增率(%),總增加-增加人數_原始值,總增加-增加人數_年增率(%),總增加-總增加率(0/00)_原始值,總增加-總增加率(0/00)_年增率(%),婚生-計_原始值,婚生-計_年增率(%),婚生-男性_原始值,婚生-男性_年增率(%),婚生-女性_原始值,婚生-女性_年增率(%),非婚生-已認領-計_原始值,非婚生-已認領-計_年增率(%),非婚生-已認領-男性_原始值,非婚生-已認領-男性_年增率(%),非婚生-已認領-女性_原始值,非婚生-已認領-女性_年增率(%),非婚生-未認領-計_原始值,非婚生-未認領-計_年增率(%),非婚生-未認領-男性_原始值,非婚生-未認領-男性_年增率(%),非婚生-未認領-女性_原始值,非婚生-未認領-女性_年增率(%),棄嬰或無依兒童-計_原始值,棄嬰或無依兒童-計_年增率(%),棄嬰或無依兒童-男性_原始值,棄嬰或無依兒童-男性_年增率(%),棄嬰或無依兒童-女性_原始值,棄嬰或無依兒童-女性_年增率(%),出生登記人數-遺腹子-計_原始值,出生登記人數-遺腹子-計_年增率(%),出生登記人數-遺腹子-男性_原始值,出生登記人數-遺腹子-男性_年增率(%),出生登記人數-遺腹子-女性_原始值,出生登記人數-遺腹子-女性_年增率(%),出生登記人數-雙生者-計_原始值,出生登記人數-雙生者-計_年增率(%),出生登記人數-雙生者-男性_原始值,出生登記人數-雙生者-男性_年增率(%),出生登記人數-雙生者-女性_原始值,出生登記人數-雙生者-女性_年增率(%),出生登記人數-三生以上者-計_原始值,出生登記人數-三生以上者-計_年增率(%),出生登記人數-三生以上者-男性_原始值,出生登記人數-三生以上者-男性_年增率(%),出生登記人數-三生以上者-女性_原始值,出生登記人數-三生以上者-女性_年增率(%)
2013M07,"16,221",-4.00,0.69,-,"8,445",-4.10,"7,776",-3.89,"13,618",0.31,0.58,-,"8,194",0.05,"5,424",0.71,"2,603",-,0.11,-,"2,908",-,0.12,-,"5,511",-,0.24,-,"15,526",-4.21,"8,075",-4.38,"7,451",-4.03,258,-7.53,131,-14.38,127,0.79,437,7.11,239,15.46,198,-1.49,0,-100.00,0,-100.00,0,--,7,75.00,3,200.00,4,33.33,560,-7.44,297,-1.33,263,-13.49,6,-71.43,5,-64.29,1,-85.71
2013M08,"15,318",-21.91,0.66,-,"7,879",-21.37,"7,439",-22.47,"12,063",-5.21,0.52,-,"7,324",-4.83,"4,739",-5.79,"3,255",-,0.14,-,"1,082",-,0.05,-,"4,337",-,0.19,-,"14,656",-22.51,"7,521",-22.15,"7,135",-22.88,261,-12.42,148,-7.50,113,-18.12,400,-0.99,210,5.53,190,-7.32,1,--,0,--,1,--,1,-66.67,0,-100.00,1,--,467,-32.32,241,-27.41,226,-36.87,13,85.71,6,50.00,7,133.33
2013M09,"15,750",-16.70,0.67,-,"8,097",-17.64,"7,653",-15.69,"12,365",8.86,0.53,-,"7,521",8.26,"4,844",9.79,"3,385",-,0.14,-,-858,-,-0.04,-,"2,527",-,0.11,-,"15,091",-17.21,"7,778",-17.93,"7,313",-16.43,253,-3.80,114,-19.15,139,13.93,404,-3.12,204,-4.23,200,-1.96,2,--,1,--,1,--,2,-33.33,2,100.00,0,-100.00,485,-19.70,256,-18.73,229,-20.76,8,166.67,5,--,3,0.00
2013M10,"17,521",-25.12,0.75,-,"9,138",-24.87,"8,383",-25.38,"13,253",1.11,0.57,-,"8,112",3.21,"5,141",-2.02,"4,268",-,0.18,-,291,-,0.01,-,"4,559",-,0.20,-,"16,782",-25.58,"8,778",-25.10,"8,004",-26.11,288,-10.84,142,-17.92,146,-2.67,451,-13.93,218,-19.56,233,-7.91,0,--,0,--,0,--,8,700.00,5,400.00,3,--,492,-29.41,245,-34.14,247,-24.00,6,-62.50,4,-60.00,2,-66.67
2013M11,"16,632",-24.24,0.71,-,"8,592",-24.80,"8,040",-23.63,"12,218",1.09,0.52,-,"7,359",-0.38,"4,859",3.40,"4,414",-,0.19,-,"1,759",-,0.08,-,"6,173",-,0.26,-,"16,004",-24.43,"8,263",-25.01,"7,741",-23.79,263,-17.30,135,-18.18,128,-16.34,364,-19.82,194,-18.14,170,-21.66,1,-75.00,0,-100.00,1,--,3,-25.00,1,0.00,2,-33.33,469,-32.61,237,-33.80,232,-31.36,7,-53.33,0,-100.00,7,40.00
2013M12,"17,451",-17.69,0.75,-,"8,988",-17.25,"8,463",-18.16,"13,845",16.90,0.59,-,"8,363",15.40,"5,482",19.28,"3,606",-,0.15,-,"2,591",-,0.11,-,"6,197",-,0.27,-,"16,781",-18.06,"8,656",-17.42,"8,125",-18.73,271,-6.55,131,-3.68,140,-9.09,398,-7.66,200,-17.36,198,4.76,1,-50.00,1,0.00,0,-100.00,1,-50.00,1,-50.00,0,--,491,-32.28,251,-24.17,240,-39.09,15,25.00,5,-28.57,10,100.00
2014M01,"15,716",-28.51,0.67,-,"8,310",-26.69,"7,406",-30.43,"13,935",-9.23,0.60,-,"8,365",-10.23,"5,570",-7.69,"1,781",-,0.08,-,"2,217",-,0.09,-,"3,998",-,0.17,-,"15,073",-28.83,"7,962",-27.09,"7,111",-30.68,236,-26.25,116,-30.12,120,-22.08,406,-15.94,232,-6.83,174,-25.64,1,--,0,--,1,--,3,50.00,2,--,1,-50.00,512,-32.10,265,-30.45,247,-33.78,6,-57.14,6,0.00,0,-100.00
2014M02,"15,357",-1.97,0.66,-,"7,851",-2.73,"7,506",-1.17,"15,349",29.66,0.66,-,"9,248",27.95,"6,101",32.34,8,-,0.00,-,"1,606",-,0.07,-,"1,614",-,0.07,-,"14,788",-2.16,"7,559",-3.13,"7,229",-1.14,219,4.29,118,21.65,101,-10.62,348,2.35,173,1.76,175,2.94,2,100.00,1,0.00,1,--,2,-33.33,2,0.00,0,-100.00,531,15.69,261,13.97,270,17.39,8,-11.11,4,-50.00,4,300.00
2014M03,"17,588",4.19,0.75,-,"9,053",4.25,"8,535",4.14,"15,465",12.82,0.66,-,"9,246",12.18,"6,219",13.78,"2,123",-,0.09,-,"-1,658",-,-0.07,-,465,-,0.02,-,"16,917",4.69,"8,694",4.60,"8,223",4.79,268,-10.07,143,-15.38,125,-3.10,402,-4.29,215,6.44,187,-14.22,1,-66.67,1,0.00,0,-100.00,3,50.00,3,200.00,0,-100.00,595,25.79,293,27.95,302,23.77,17,88.89,8,166.67,9,50.00
2014M04,"17,507",12.90,0.75,-,"9,007",10.38,"8,500",15.71,"14,114",7.12,0.60,-,"8,527",5.91,"5,587",9.01,"3,393",-,0.15,-,-39,-,0.00,-,"3,354",-,0.14,-,"16,853",13.41,"8,671",11.11,"8,182",15.96,245,-10.58,135,-7.53,110,-14.06,409,10.24,201,-4.29,208,29.19,0,-100.00,0,--,0,-100.00,1,0.00,1,0.00,0,--,531,-2.75,266,-4.66,265,-0.75,12,-20.00,6,-25.00,6,-14.29
2014M05,"15,658",-3.48,0.67,-,"8,109",-4.81,"7,549",-2.01,"13,187",1.65,0.56,-,"7,929",0.81,"5,258",2.94,"2,471",-,0.11,-,"1,464",-,0.06,-,"3,935",-,0.17,-,"15,045",-3.63,"7,770",-5.53,"7,275",-1.50,259,7.02,141,22.61,118,-7.09,354,-3.80,198,11.24,156,-17.89,0,-100.00,0,-100.00,0,-100.00,2,-50.00,1,-50.00,1,-50.00,478,-18.15,241,-22.76,237,-12.87,15,150.00,4,33.33,11,266.67
2014M06,"16,420",17.60,0.70,-,"8,502",17.90,"7,918",17.27,"12,664",10.13,0.54,-,"7,600",9.70,"5,064",10.79,"3,756",-,0.16,-,"1,397",-,0.06,-,"5,153",-,0.22,-,"15,818",18.28,"8,181",18.55,"7,637",18.00,217,-4.82,115,4.55,102,-13.56,385,6.35,206,3.00,179,10.49,0,--,0,--,0,--,2,100.00,1,--,1,0.00,551,13.61,275,9.56,276,17.95,9,80.00,6,100.00,3,50.00
2014M07,"17,658",8.86,0.75,-,"9,198",8.92,"8,460",8.80,"14,090",3.47,0.60,-,"8,482",3.51,"5,608",3.39,"3,568",-,0.15,-,"2,659",-,0.11,-,"6,227",-,0.27,-,"16,988",9.42,"8,863",9.76,"8,125",9.05,257,-0.39,124,-5.34,133,4.72,413,-5.49,211,-11.72,202,2.02,0,--,0,--,0,--,2,-71.43,2,-33.33,0,-100.00,638,13.93,349,17.51,289,9.89,11,83.33,6,20.00,5,400.00
2014M08,"16,566",8.15,0.71,-,"8,574",8.82,"7,992",7.43,"12,397",2.77,0.53,-,"7,543",2.99,"4,854",2.43,"4,169",-,0.18,-,"1,811",-,0.08,-,"5,980",-,0.26,-,"15,945",8.80,"8,250",9.69,"7,695",7.85,220,-15.71,123,-16.89,97,-14.16,400,0.00,200,-4.76,200,5.26,1,0.00,1,--,0,-100.00,4,300.00,3,--,1,0.00,526,12.63,251,4.15,275,21.68,0,-100.00,0,-100.00,0,-100.00
