期間,合計_原始值,合計_年增率(%),食品及飲料製造業_原始值,食品及飲料製造業_年增率(%),食品及飲料製造業-飲料製造業_原始值,食品及飲料製造業-飲料製造業_年增率(%),菸草製造業_原始值,菸草製造業_年增率(%),紡織業_原始值,紡織業_年增率(%),成衣及服飾品製造業_原始值,成衣及服飾品製造業_年增率(%),皮革、毛皮及其製品製造業_原始值,皮革、毛皮及其製品製造業_年增率(%),木竹製品製造業_原始值,木竹製品製造業_年增率(%),紙漿、紙及紙製品製造業_原始值,紙漿、紙及紙製品製造業_年增率(%),印刷及資料儲存媒體複製業_原始值,印刷及資料儲存媒體複製業_年增率(%),石油及煤製品製造業_原始值,石油及煤製品製造業_年增率(%),化學材料製造業_原始值,化學材料製造業_年增率(%),化學製品製造業_原始值,化學製品製造業_年增率(%),化學製品製造業-藥品製造業_原始值,化學製品製造業-藥品製造業_年增率(%),橡膠製品製造業_原始值,橡膠製品製造業_年增率(%),塑膠製品製造業_原始值,塑膠製品製造業_年增率(%),非金屬礦物製品製造業_原始值,非金屬礦物製品製造業_年增率(%),基本金屬製造業_原始值,基本金屬製造業_年增率(%),金屬製品製造業_原始值,金屬製品製造業_年增率(%),電子零組件製造業_原始值,電子零組件製造業_年增率(%),電腦、電子產品及光學製品製造業_原始值,電腦、電子產品及光學製品製造業_年增率(%),電力設備製造業_原始值,電力設備製造業_年增率(%),機械設備製造業_原始值,機械設備製造業_年增率(%),運輸工具製造業_原始值,運輸工具製造業_年增率(%),運輸工具製造業-汽車及其零件製造業_原始值,運輸工具製造業-汽車及其零件製造業_年增率(%),家具製造業_原始值,家具製造業_年增率(%),其他製造業_原始值,其他製造業_年增率(%),產業用機械設備維修及安裝業_原始值,產業用機械設備維修及安裝業_年增率(%)
2013M10,"4,245,899",-0.71,"162,823",5.44,"11,190",2.45,699,85.90,"144,053",4.94,"26,945",4.68,"40,628",-1.21,"12,622",9.90,"68,107",4.73,"29,468",13.96,"218,674",-3.51,"305,092",2.10,"96,385",7.61,"29,409",12.59,"43,723",-1.17,"143,288",5.65,"98,288",19.97,"390,504",-3.97,"335,344",12.83,"1,109,893",-10.71,"452,393",-1.10,"136,165",7.13,"203,201",6.77,"149,502",4.34,"83,104",3.94,"17,084",6.89,"51,819",5.93,"9,199",11.45
2013M11,"4,245,833",0.66,"163,136",2.07,"11,104",0.25,522,29.53,"145,329",7.79,"28,416",11.79,"39,827",-2.88,"12,608",5.50,"67,799",12.28,"29,089",8.22,"213,274",-4.17,"298,890",-2.03,"97,709",7.02,"30,043",14.16,"43,065",-2.53,"148,565",10.14,"100,554",22.72,"392,466",-2.07,"334,271",11.72,"1,100,753",-9.64,"457,412",9.18,"142,233",11.35,"201,934",5.24,"150,387",3.36,"84,082",2.15,"17,147",7.30,"51,650",0.88,"8,797",12.51
2013M12,"4,258,197",0.12,"163,791",2.30,"11,806",4.56,122,-59.87,"154,334",3.45,"27,988",8.72,"40,346",-1.28,"12,791",5.40,"70,657",13.78,"29,394",7.64,"211,024",-8.56,"297,536",-2.00,"95,225",2.90,"30,185",11.25,"42,784",-2.83,"144,640",6.07,"108,897",24.21,"397,778",-0.36,"341,006",9.70,"1,083,152",-9.52,"457,678",6.92,"143,529",12.49,"204,018",4.83,"153,061",4.70,"87,385",6.99,"17,519",7.28,"52,473",-0.18,"8,454",5.33
2014M01,"4,227,516",1.24,"164,213",4.68,"11,327",10.13,545,55.27,"138,860",-0.12,"27,986",3.80,"39,922",-2.30,"12,533",6.18,"70,767",16.58,"28,634",8.30,"213,593",-4.66,"289,395",-7.12,"95,903",3.18,"30,132",9.24,"41,871",-2.87,"144,565",5.86,"103,302",23.70,"382,881",-2.29,"337,262",11.21,"1,068,832",-10.69,"486,632",23.83,"146,073",16.16,"203,470",6.60,"151,222",5.44,"86,096",8.00,"17,168",8.07,"53,739",3.48,"8,148",-3.13
2014M02,"4,224,555",0.17,"159,844",3.07,"11,145",4.72,517,61.06,"138,920",-3.00,"27,416",-0.51,"40,209",-1.35,"12,646",2.26,"71,093",15.95,"28,736",7.74,"214,496",-8.31,"297,040",-6.40,"96,531",1.80,"30,620",10.10,"41,925",-2.24,"146,533",6.42,"102,669",21.82,"380,303",-2.78,"339,619",11.09,"1,058,373",-12.35,"486,316",23.11,"145,807",15.59,"202,524",6.61,"153,258",4.27,"87,179",5.06,"17,378",7.67,"54,413",5.17,"7,989",-9.42
2014M03,"4,168,583",-0.55,"160,630",3.58,"11,311",5.03,530,32.83,"159,514",0.10,"28,389",5.46,"39,405",-3.27,"13,329",9.57,"70,830",14.99,"28,764",8.03,"214,500",0.32,"294,459",-2.38,"96,092",3.11,"30,470",7.41,"41,903",-3.04,"145,028",4.78,"111,226",17.90,"376,849",-5.59,"341,322",10.18,"1,034,093",-12.82,"439,954",11.45,"137,210",10.22,"200,864",5.64,"151,361",4.94,"85,841",5.92,"17,298",8.88,"55,786",10.83,"9,247",1.35
2014M04,"4,186,573",0.37,"160,360",4.10,"11,324",7.12,486,37.29,"140,765",-1.26,"29,449",11.67,"40,003",-2.04,"13,694",11.32,"71,383",16.13,"28,757",7.26,"214,118",2.68,"289,470",-7.96,"94,854",-0.16,"29,991",7.66,"41,511",-3.35,"151,953",10.27,"102,168",19.77,"377,892",-6.46,"343,585",10.39,"1,049,741",-9.21,"460,718",11.20,"141,461",13.79,"200,280",4.11,"150,462",4.71,"86,136",7.03,"17,060",7.51,"56,155",11.88,"10,248",1.05
2014M05,"4,187,655",1.05,"161,480",3.22,"11,849",10.94,470,107.05,"140,302",3.19,"28,868",7.54,"39,133",-0.63,"13,970",13.95,"71,118",13.48,"28,756",4.36,"209,655",3.58,"287,918",-8.41,"95,379",-0.40,"30,539",6.88,"42,117",-2.99,"154,706",12.22,"99,919",13.88,"378,586",-6.57,"348,782",10.15,"1,039,948",-8.79,"470,281",18.38,"136,674",7.79,"202,814",3.93,"153,899",7.44,"88,491",9.13,"17,186",11.23,"55,427",6.08,"10,267",12.31
2014M06,"4,195,889",0.43,"168,246",5.73,"11,786",7.73,790,75.95,"159,735",6.65,"29,178",9.33,"39,451",3.17,"14,381",18.31,"73,165",14.05,"29,441",4.76,"206,863",-3.27,"294,415",-5.85,"95,828",0.83,"30,858",5.91,"42,009",-4.21,"150,102",6.05,"102,395",3.71,"376,045",-7.63,"354,954",11.48,"1,018,119",-10.12,"451,596",16.40,"140,246",6.88,"208,729",6.94,"153,525",6.57,"87,657",7.39,"18,896",19.42,"57,253",10.77,"10,527",15.39
2014M07,"4,263,252",1.29,"165,374",3.74,"11,380",1.97,792,29.84,"147,213",5.20,"30,538",13.15,"37,145",0.44,"14,744",21.30,"72,697",14.29,"28,569",0.49,"215,064",-9.36,"305,508",-1.87,"97,256",3.21,"30,396",4.79,"41,650",-4.57,"148,231",6.26,"103,560",12.59,"370,988",-7.40,"362,097",13.26,"1,049,464",-7.29,"480,225",13.05,"139,226",8.86,"211,026",7.07,"155,714",7.83,"88,573",8.72,"18,355",13.46,"57,422",13.01,"10,394",13.57
