期間,櫃買市場證券-總成交值 (十億元)_原始值,櫃買市場證券-總成交值 (十億元)_年增率(%),上市證券信用交易-總成交值(十億元)_原始值,上市證券信用交易-總成交值(十億元)_年增率(%),上櫃證券信用交易-總成交值(十億元)_原始值,上櫃證券信用交易-總成交值(十億元)_年增率(%),證券服務事業-證券商總公司家數(家)_原始值,證券服務事業-證券商總公司家數(家)_年增率(%),證券服務事業-經紀商家數(家)_原始值,證券服務事業-經紀商家數(家)_年增率(%),期貨商-專營家數(家)_原始值,期貨商-專營家數(家)_年增率(%),期貨經理事業-專營家數(家)_原始值,期貨經理事業-專營家數(家)_年增率(%)
2005,"213,517.40",44.75,"19,050.24",-21.20,"3,166.03",-8.45,143,-3.38,103,-4.63,24,4.35,13,-7.14
2006,"181,768.20",-14.87,"24,195.03",27.01,"5,128.98",62.00,137,-4.20,97,-5.83,23,-4.17,12,-7.69
2007,"142,022.90",-21.87,"33,504.37",38.48,"8,537.38",66.45,133,-2.92,95,-2.06,18,-21.74,10,-16.67
2008,"101,766.73",-28.34,"26,662.24",-20.42,"3,285.46",-61.52,132,-0.75,95,0.00,19,5.56,5,-50.00
2009,"77,035.79",-24.30,"30,112.08",12.94,"5,238.95",59.46,131,-0.76,92,-3.16,20,5.26,3,-40.00
2010,"82,388.80",6.95,"28,877.10",-4.10,"5,633.58",7.53,125,-4.58,89,-3.26,18,-10.00,2,-33.33
2011,"75,597.66",-8.24,"26,989.13",-6.54,"3,993.04",-29.12,122,-2.40,86,-3.37,18,0.00,1,-50.00
2012,"68,187.20",-9.80,"20,788.03",-22.98,"2,951.71",-26.08,120,-1.64,83,-3.49,17,-5.56,1,0.00
2013,"55,994.73",-17.88,"19,602.87",-5.70,"4,030.88",36.56,121,0.83,82,-1.20,15,-11.76,1,0.00
