期間,垃圾產生量(公噸)-總計_原始值,垃圾產生量(公噸)-總計_年增率(%),垃圾產生量(公噸)-焚化_原始值,垃圾產生量(公噸)-焚化_年增率(%),垃圾產生量(公噸)-衛生掩埋_原始值,垃圾產生量(公噸)-衛生掩埋_年增率(%),垃圾產生量(公噸)-巨大垃圾回收再利用_原始值,垃圾產生量(公噸)-巨大垃圾回收再利用_年增率(%),垃圾產生量(公噸)-廚餘回收_原始值,垃圾產生量(公噸)-廚餘回收_年增率(%),垃圾產生量(公噸)-資源回收_原始值,垃圾產生量(公噸)-資源回收_年增率(%),垃圾產生量(公噸)-其他_原始值,垃圾產生量(公噸)-其他_年增率(%),平均每人每日垃圾產生量(公斤)_原始值,平均每人每日垃圾產生量(公斤)_年增率(%),平均每人每日垃圾清運量(公斤)_原始值,平均每人每日垃圾清運量(公斤)_年增率(%),垃圾妥善處理率(%)_原始值,垃圾妥善處理率(%)_年增率(%),垃圾回收率(%)-總計_原始值,垃圾回收率(%)-總計_年增率(%),垃圾回收率(%)-巨大垃圾回收再利用率_原始值,垃圾回收率(%)-巨大垃圾回收再利用率_年增率(%),垃圾回收率(%)-廚餘回收率_原始值,垃圾回收率(%)-廚餘回收率_年增率(%),垃圾回收率(%)-資源回收率_原始值,垃圾回收率(%)-資源回收率_年增率(%)
2004,"7,554,870",2.71,"4,307,737",0.07,"1,474,166",-13.31,0,-,"299,265",78.88,"1,392,715",32.77,"80,987",-39.58,0.912,1.221,0.708,-5.851,98.93,-,22.40,-,0.00,-,3.96,-,18.43,-
2005,"7,775,064",2.92,"4,300,399",-0.17,"1,184,599",-19.64,"29,575",-,"464,201",55.11,"1,756,035",26.09,"40,255",-50.29,0.938,2.851,0.667,-5.791,99.48,-,28.94,-,0.38,-,5.97,-,22.59,-
2006,"7,738,531",-0.47,"4,163,968",-3.17,"851,015",-28.16,"28,646",-3.14,"570,176",22.83,"2,107,037",19.99,"17,689",-56.06,0.930,-0.853,0.605,-9.295,99.77,-,34.97,-,0.37,-,7.37,-,27.23,-
