期間,合計-計_原始值,合計-計_年增率(%),合計-購置不動產_原始值,合計-購置不動產_年增率(%),合計-購置動產_原始值,合計-購置動產_年增率(%),合計-企業投資_原始值,合計-企業投資_年增率(%),合計-週轉金_原始值,合計-週轉金_年增率(%),公、民營企業-小計-計_原始值,公、民營企業-小計-計_年增率(%),公、民營企業-小計-購置不動產_原始值,公、民營企業-小計-購置不動產_年增率(%),公、民營企業-小計-購置動產_原始值,公、民營企業-小計-購置動產_年增率(%),公、民營企業-小計-企業投資_原始值,公、民營企業-小計-企業投資_年增率(%),公、民營企業-小計-週轉金_原始值,公、民營企業-小計-週轉金_年增率(%),公、民營企業-農林漁牧業-計_原始值,公、民營企業-農林漁牧業-計_年增率(%),公、民營企業-農林漁牧業-購置不動產_原始值,公、民營企業-農林漁牧業-購置不動產_年增率(%),公、民營企業-農林漁牧業-購置動產_原始值,公、民營企業-農林漁牧業-購置動產_年增率(%),公、民營企業-農林漁牧業-企業投資_原始值,公、民營企業-農林漁牧業-企業投資_年增率(%),公、民營企業-農林漁牧業-週轉金_原始值,公、民營企業-農林漁牧業-週轉金_年增率(%),公、民營企業-礦業及土石採取業-計_原始值,公、民營企業-礦業及土石採取業-計_年增率(%),公、民營企業-礦業及土石採取業-購置不動產_原始值,公、民營企業-礦業及土石採取業-購置不動產_年增率(%),公、民營企業-礦業及土石採取業-購置動產_原始值,公、民營企業-礦業及土石採取業-購置動產_年增率(%),公、民營企業-礦業及土石採取業-企業投資_原始值,公、民營企業-礦業及土石採取業-企業投資_年增率(%),公、民營企業-礦業及土石採取業-週轉金_原始值,公、民營企業-礦業及土石採取業-週轉金_年增率(%),公、民營企業-製造業-計_原始值,公、民營企業-製造業-計_年增率(%),公、民營企業-製造業-購置不動產_原始值,公、民營企業-製造業-購置不動產_年增率(%),公、民營企業-製造業-購置動產_原始值,公、民營企業-製造業-購置動產_年增率(%),公、民營企業-製造業-企業投資_原始值,公、民營企業-製造業-企業投資_年增率(%),公、民營企業-製造業-週轉金_原始值,公、民營企業-製造業-週轉金_年增率(%),公、民營企業-水電燃氣及污染整治業-計_原始值,公、民營企業-水電燃氣及污染整治業-計_年增率(%),公、民營企業-水電燃氣及污染整治業-購置不動產_原始值,公、民營企業-水電燃氣及污染整治業-購置不動產_年增率(%),公、民營企業-水電燃氣及污染整治業-購置動產_原始值,公、民營企業-水電燃氣及污染整治業-購置動產_年增率(%),公、民營企業-水電燃氣及污染整治業-企業投資_原始值,公、民營企業-水電燃氣及污染整治業-企業投資_年增率(%),公、民營企業-水電燃氣及污染整治業-週轉金_原始值,公、民營企業-水電燃氣及污染整治業-週轉金_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-計_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-計_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-購置不動產_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-購置不動產_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-購置動產_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-購置動產_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-企業投資_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-企業投資_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-週轉金_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-週轉金_年增率(%),公、民營企業-營造業-計_原始值,公、民營企業-營造業-計_年增率(%),公、民營企業-營造業-購置不動產_原始值,公、民營企業-營造業-購置不動產_年增率(%),公、民營企業-營造業-購置動產_原始值,公、民營企業-營造業-購置動產_年增率(%),公、民營企業-營造業-企業投資_原始值,公、民營企業-營造業-企業投資_年增率(%),公、民營企業-營造業-週轉金_原始值,公、民營企業-營造業-週轉金_年增率(%),公、民營企業-批發及零售業-計_原始值,公、民營企業-批發及零售業-計_年增率(%),公、民營企業-批發及零售業-購置不動產_原始值,公、民營企業-批發及零售業-購置不動產_年增率(%),公、民營企業-批發及零售業-購置動產_原始值,公、民營企業-批發及零售業-購置動產_年增率(%),公、民營企業-批發及零售業-企業投資_原始值,公、民營企業-批發及零售業-企業投資_年增率(%),公、民營企業-批發及零售業-週轉金_原始值,公、民營企業-批發及零售業-週轉金_年增率(%),公、民營企業-住宿及餐飲業-計_原始值,公、民營企業-住宿及餐飲業-計_年增率(%),公、民營企業-住宿及餐飲業-購置不動產_原始值,公、民營企業-住宿及餐飲業-購置不動產_年增率(%),公、民營企業-住宿及餐飲業-購置動產_原始值,公、民營企業-住宿及餐飲業-購置動產_年增率(%),公、民營企業-住宿及餐飲業-企業投資_原始值,公、民營企業-住宿及餐飲業-企業投資_年增率(%),公、民營企業-住宿及餐飲業-週轉金_原始值,公、民營企業-住宿及餐飲業-週轉金_年增率(%),公、民營企業-運輸及倉儲業-計_原始值,公、民營企業-運輸及倉儲業-計_年增率(%),公、民營企業-運輸及倉儲業-購置不動產_原始值,公、民營企業-運輸及倉儲業-購置不動產_年增率(%),公、民營企業-運輸及倉儲業-購置動產_原始值,公、民營企業-運輸及倉儲業-購置動產_年增率(%),公、民營企業-運輸及倉儲業-企業投資_原始值,公、民營企業-運輸及倉儲業-企業投資_年增率(%),公、民營企業-運輸及倉儲業-週轉金_原始值,公、民營企業-運輸及倉儲業-週轉金_年增率(%),公、民營企業-資訊及通訊傳播業-計_原始值,公、民營企業-資訊及通訊傳播業-計_年增率(%),公、民營企業-資訊及通訊傳播業-購置不動產_原始值,公、民營企業-資訊及通訊傳播業-購置不動產_年增率(%),公、民營企業-資訊及通訊傳播業-購置動產_原始值,公、民營企業-資訊及通訊傳播業-購置動產_年增率(%),公、民營企業-資訊及通訊傳播業-企業投資_原始值,公、民營企業-資訊及通訊傳播業-企業投資_年增率(%),公、民營企業-資訊及通訊傳播業-週轉金_原始值,公、民營企業-資訊及通訊傳播業-週轉金_年增率(%),公、民營企業-金融及保險業-計_原始值,公、民營企業-金融及保險業-計_年增率(%),公、民營企業-金融及保險業-購置不動產_原始值,公、民營企業-金融及保險業-購置不動產_年增率(%),公、民營企業-金融及保險業-購置動產_原始值,公、民營企業-金融及保險業-購置動產_年增率(%),公、民營企業-金融及保險業-企業投資_原始值,公、民營企業-金融及保險業-企業投資_年增率(%),公、民營企業-金融及保險業-週轉金_原始值,公、民營企業-金融及保險業-週轉金_年增率(%),公、民營企業-不動產業-計_原始值,公、民營企業-不動產業-計_年增率(%),公、民營企業-不動產業-購置不動產_原始值,公、民營企業-不動產業-購置不動產_年增率(%),公、民營企業-不動產業-購置動產_原始值,公、民營企業-不動產業-購置動產_年增率(%),公、民營企業-不動產業-企業投資_原始值,公、民營企業-不動產業-企業投資_年增率(%),公、民營企業-不動產業-週轉金_原始值,公、民營企業-不動產業-週轉金_年增率(%),公、民營企業-服務業-計_原始值,公、民營企業-服務業-計_年增率(%),公、民營企業-服務業-購置不動產_原始值,公、民營企業-服務業-購置不動產_年增率(%),公、民營企業-服務業-購置動產_原始值,公、民營企業-服務業-購置動產_年增率(%),公、民營企業-服務業-企業投資_原始值,公、民營企業-服務業-企業投資_年增率(%),公、民營企業-服務業-週轉金_原始值,公、民營企業-服務業-週轉金_年增率(%),政府機關-計_原始值,政府機關-計_年增率(%),政府機關-購置不動產_原始值,政府機關-購置不動產_年增率(%),政府機關-購置動產_原始值,政府機關-購置動產_年增率(%),政府機關-企業投資_原始值,政府機關-企業投資_年增率(%),政府機關-週轉金_原始值,政府機關-週轉金_年增率(%),社會保險、退休基金及非營利團體-計_原始值,社會保險、退休基金及非營利團體-計_年增率(%),社會保險、退休基金及非營利團體-購置不動產_原始值,社會保險、退休基金及非營利團體-購置不動產_年增率(%),社會保險、退休基金及非營利團體-購置動產_原始值,社會保險、退休基金及非營利團體-購置動產_年增率(%),社會保險、退休基金及非營利團體-企業投資_原始值,社會保險、退休基金及非營利團體-企業投資_年增率(%),社會保險、退休基金及非營利團體-週轉金_原始值,社會保險、退休基金及非營利團體-週轉金_年增率(%),個人-計_原始值,個人-計_年增率(%),個人-購置不動產_原始值,個人-購置不動產_年增率(%),個人-購置動產_原始值,個人-購置動產_年增率(%),個人-企業投資_原始值,個人-企業投資_年增率(%),個人-週轉金_原始值,個人-週轉金_年增率(%)
2011M04,"19,173,644",8.59,"8,270,828",8.96,"939,157",-0.94,"354,674",12.41,"9,608,985",9.16,"8,589,853",11.48,"1,586,713",22.90,"861,999",-1.89,"339,378",12.21,"5,801,763",10.86,"14,035",-1.34,"2,043",31.05,943,4.08,105,-27.59,"10,944",-5.79,"8,690",3.28,"1,341",24.98,300,22.45,28,33.33,"7,021",-0.76,"3,937,505",11.23,"390,974",1.10,"497,561",-1.98,"51,476",-26.15,"2,997,494",16.36,"528,499",6.57,"22,977",-17.90,"107,352",-16.30,"14,399",-7.89,"383,771",18.43,"72,526",13.01,"14,823",-21.78,"3,940",13.02,941,-58.55,"52,822",33.84,"286,093",-4.61,"49,694",-13.86,"3,785",45.69,"5,694",141.89,"226,920",-4.36,"980,065",9.93,"164,104",18.66,"17,491",-26.45,"11,468",15.22,"787,002",9.39,"123,750",21.28,"54,928",33.93,"4,774",27.07,"5,864",41.17,"58,184",9.55,"700,526",2.82,"155,401",85.12,"167,781",15.58,"123,381",0.30,"253,963",-22.86,"159,401",39.26,"13,410",22.86,"13,249",152.36,"28,820",74.42,"103,922",27.08,"596,731",24.76,"30,323",24.64,"8,896",9.30,"70,698",160.51,"486,814",16.27,"983,525",21.27,"648,115",38.45,"7,654",-29.12,"16,508",-17.18,"311,248",-0.30,"271,033",1.04,"53,403",8.05,"32,213",-23.50,"10,937",-21.27,"174,480",7.17,"1,629,786",7.02,"40,293",-32.20,613,-51.50,-,-,"1,588,880",8.75,"130,190",-16.94,"14,742",-8.62,"1,828",-9.19,293,-2.98,"113,327",-18.05,"8,823,815",6.67,"6,629,080",6.51,"74,717",12.99,"15,003",28.32,"2,105,015",6.85
2011M05,"19,322,496",8.09,"8,309,555",7.51,"938,108",-2.15,"346,917",9.69,"9,727,916",9.63,"8,765,649",11.42,"1,613,778",16.54,"860,439",-3.24,"330,994",9.23,"5,960,438",12.67,"14,499",3.51,"2,297",50.23,"1,052",14.72,104,-26.76,"11,046",-3.27,"8,290",2.02,"1,208",14.94,312,25.30,28,33.33,"6,742",-0.93,"4,065,589",11.22,"393,708",1.61,"497,388",-1.36,"47,139",-28.76,"3,127,354",15.93,"537,164",4.05,"22,801",-18.12,"106,482",-16.55,"14,355",-7.95,"393,526",14.00,"72,723",13.45,"15,036",-20.34,"3,892",10.69,923,-59.11,"52,872",34.01,"289,137",-5.34,"49,200",-17.65,"3,838",47.90,"6,111",170.40,"229,988",-4.51,"1,000,032",9.52,"168,019",18.74,"17,644",-26.16,"11,108",5.86,"803,261",8.96,"124,028",19.60,"56,233",34.23,"4,845",29.30,"6,349",42.61,"56,601",5.58,"706,330",2.43,"156,580",-4.24,"166,957",3.47,"123,373",-1.37,"259,420",8.26,"158,838",38.49,"13,382",19.30,"13,248",151.29,"28,799",77.03,"103,409",26.21,"602,309",29.42,"32,460",30.32,"9,256",30.90,"70,551",144.85,"490,042",21.12,"997,058",22.32,"665,549",40.36,"7,258",-33.09,"18,224",-6.03,"306,027",-1.51,"262,375",-1.49,"52,341",4.93,"32,159",-22.39,"4,853",-66.14,"173,022",7.67,"1,584,791",5.58,"40,005",-32.67,445,-60.76,-,-,"1,544,341",7.29,"121,140",-28.26,"16,031",-4.34,"1,835",-8.84,292,-2.67,"102,982",-31.25,"8,850,916",6.13,"6,639,741",5.93,"75,389",13.59,"15,631",31.76,"2,120,155",6.36
2011M06,"19,333,013",7.73,"8,357,701",7.62,"941,990",-1.17,"353,679",12.68,"9,679,643",8.60,"8,863,802",11.55,"1,654,493",19.10,"863,677",-2.21,"337,641",12.29,"6,007,991",11.81,"15,514",12.31,"2,416",50.06,"1,084",9.16,103,-25.36,"11,911",7.57,"9,124",4.74,"1,235",20.37,314,27.13,28,27.27,"7,547",1.77,"4,082,203",12.02,"405,592",5.45,"506,916",3.23,"47,853",-25.69,"3,121,842",15.46,"547,233",3.59,"21,578",-19.28,"103,665",-16.24,"14,232",-14.96,"407,758",12.95,"71,162",12.68,"13,490",-24.21,"3,797",9.64,803,-58.63,"53,072",32.84,"287,021",-5.36,"50,645",-12.65,"4,243",60.78,"6,115",161.55,"226,018",-5.95,"1,018,377",7.38,"174,215",21.30,"18,245",-23.90,"11,260",6.34,"814,657",5.78,"125,584",14.88,"58,707",33.00,"4,223",10.58,"6,196",-3.02,"56,458",2.71,"713,355",5.11,"156,879",1.54,"166,199",-1.42,"123,351",0.03,"266,926",14.92,"158,749",29.76,"14,331",28.18,"12,809",78.77,"28,559",76.36,"103,050",17.37,"627,975",26.97,"34,150",17.02,"6,782",-20.43,"77,250",184.77,"509,793",18.63,"1,008,940",21.96,"682,688",40.87,"6,280",-41.25,"17,742",-6.58,"302,230",-3.42,"269,727",0.73,"52,057",4.22,"32,917",-21.16,"4,952",-65.74,"179,801",11.26,"1,501,627",5.77,"39,593",-24.40,442,-52.73,-,-,"1,461,592",7.02,"95,827",-46.09,"15,179",-4.92,"1,515",-24.70,290,-3.01,"78,843",-50.56,"8,871,757",5.59,"6,648,436",5.39,"76,356",14.04,"15,748",29.07,"2,131,217",5.77
2011M07,"19,438,129",7.54,"8,418,118",7.81,"947,857",0.30,"350,362",12.30,"9,721,792",7.90,"8,913,861",11.34,"1,692,449",21.59,"867,818",-0.68,"334,839",12.19,"6,018,755",10.60,"15,596",14.33,"2,412",43.66,"1,344",28.98,97,-29.20,"11,743",8.90,"8,160",-1.22,"1,371",25.66,256,4.49,27,12.50,"6,506",-5.72,"4,109,858",11.09,"407,605",5.27,"517,497",6.61,"46,969",-24.90,"3,137,787",13.50,"558,439",6.34,"21,491",-19.44,"100,200",-17.53,"14,257",-13.65,"422,491",17.21,"71,370",13.41,"13,823",-22.24,"3,560",2.36,"1,039",-46.11,"52,948",33.20,"282,498",-4.32,"51,198",-10.86,"3,901",32.87,"5,315",124.55,"222,084",-4.49,"1,027,778",8.75,"175,773",22.02,"16,711",-29.79,"9,768",-4.53,"825,526",7.63,"131,684",21.69,"62,057",36.18,"4,100",7.72,"6,079",-4.31,"59,448",13.27,"715,118",4.80,"157,434",1.84,"166,108",-1.43,"122,832",-0.37,"268,744",13.90,"175,113",22.02,"14,177",23.70,"13,144",30.00,"28,363",37.64,"119,429",17.86,"596,840",22.31,"36,322",37.94,"5,811",-24.60,"77,528",186.14,"477,179",11.80,"1,021,757",22.53,"710,225",46.33,"5,737",-45.89,"18,862",6.38,"286,933",-10.38,"271,020",3.10,"52,384",3.80,"33,009",-13.38,"4,742",-59.03,"180,885",11.15,"1,535,846",6.10,"33,879",-33.39,440,-52.79,-,-,"1,501,527",7.63,"97,167",-45.65,"14,522",-9.11,"1,352",-39.75,299,0.34,"80,994",-49.46,"8,891,255",5.31,"6,677,268",5.16,"78,247",14.96,"15,224",21.48,"2,120,516",5.35
2011M08,"19,649,421",7.70,"8,433,539",7.55,"958,640",0.05,"381,684",22.70,"9,875,558",8.12,"9,125,096",11.78,"1,724,978",22.25,"870,914",-1.76,"365,865",22.93,"6,163,339",10.68,"15,776",16.45,"2,486",49.76,"1,419",39.94,55,-56.35,"11,816",9.94,"7,938",0.38,"1,176",2.71,242,5.22,27,12.50,"6,493",-0.25,"4,275,648",12.08,"408,091",5.21,"523,804",4.28,"47,758",-23.92,"3,295,995",15.17,"561,173",6.87,"22,149",-17.12,"98,801",-17.64,"14,942",-7.66,"425,281",17.40,"71,364",13.09,"14,372",-19.63,"3,526",2.95,"1,023",-46.41,"52,443",31.47,"276,516",-7.83,"51,721",-14.09,"3,949",30.98,"5,425",124.82,"215,421",-8.08,"1,048,702",8.98,"176,584",21.96,"14,970",-37.08,"11,014",6.87,"846,134",8.00,"130,497",19.29,"63,450",36.78,"3,949",4.42,"5,345",-15.53,"57,753",9.17,"722,566",2.67,"157,100",1.08,"164,422",-2.23,"122,746",-0.33,"278,298",8.27,"175,398",20.82,"13,878",16.14,"12,965",26.54,"28,286",51.90,"120,269",15.25,"584,673",22.79,"36,491",34.64,"5,971",-21.49,"106,670",271.53,"435,541",5.52,"1,053,906",25.35,"739,185",48.81,"5,431",-34.95,"15,764",-4.94,"293,526",-8.02,"272,303",2.90,"52,667",3.19,"34,991",-8.02,"7,833",-36.88,"176,812",8.39,"1,509,822",3.29,"32,750",-35.30,427,-53.59,-,-,"1,476,645",4.76,"97,165",-36.87,"14,392",-9.82,"1,357",-30.73,280,-8.50,"81,136",-40.21,"8,917,338",5.34,"6,661,419",4.68,"85,942",24.92,"15,539",25.00,"2,154,438",6.65
2011M09,"19,719,780",7.94,"8,477,726",7.39,"970,167",1.18,"379,464",22.69,"9,892,423",8.62,"9,204,437",12.65,"1,739,180",21.04,"889,206",0.41,"364,073",23.75,"6,211,978",11.84,"15,695",10.18,"2,414",45.42,"1,446",62.29,55,-56.00,"11,780",1.82,"7,586",-4.89,"1,171",-3.38,240,3.90,27,8.00,"6,148",-5.53,"4,310,606",14.41,"414,985",5.86,"544,216",8.57,"44,240",-27.21,"3,307,165",17.55,"555,715",4.41,"20,860",-17.64,"96,569",-19.59,"14,766",-4.21,"423,520",14.03,"72,562",14.95,"13,169",-22.37,"3,443",1.89,958,-38.43,"54,992",33.39,"274,450",-10.87,"51,792",-16.11,"3,946",27.99,"5,401",111.72,"213,311",-11.32,"1,055,559",10.31,"176,973",23.21,"15,724",-33.80,"10,769",4.10,"852,093",9.36,"131,472",17.74,"65,602",37.43,"3,896",0.96,"5,563",-11.63,"56,411",4.90,"730,120",2.88,"157,101",0.63,"166,688",-1.84,"122,804",-0.25,"283,527",8.78,"181,786",22.84,"14,188",15.11,"12,620",27.60,"28,690",54.80,"126,288",17.77,"606,440",22.08,"35,913",28.75,"6,000",-19.05,"106,623",275.74,"457,904",5.73,"1,072,611",25.17,"746,140",44.90,"5,693",-31.00,"17,226",7.75,"303,552",-4.48,"262,397",0.43,"52,041",-0.37,"32,168",-13.27,"7,909",-37.45,"170,279",6.90,"1,476,530",3.55,"35,282",-27.07,425,-53.65,-,-,"1,440,823",4.72,"100,066",-36.98,"14,205",-10.65,"1,356",-29.70,309,1.31,"84,196",-40.14,"8,938,747",4.99,"6,689,059",4.63,"79,180",12.41,"15,082",6.96,"2,155,426",5.87
2011M10,"19,703,687",7.37,"8,492,618",7.09,"971,126",1.77,"377,643",22.24,"9,862,300",7.68,"9,170,029",11.45,"1,750,138",20.87,"889,563",1.23,"361,999",23.18,"6,168,329",10.01,"15,247",6.18,"2,501",51.03,"1,424",65.77,60,-51.61,"11,262",-3.91,"7,698",-2.52,"1,130",-8.20,254,-0.78,27,-37.21,"6,287",-1.26,"4,311,648",12.82,"415,903",5.43,"549,615",10.65,"42,715",-29.40,"3,303,415",15.10,"538,960",0.27,"19,980",-20.59,"94,398",-19.22,"12,746",-14.67,"411,836",8.23,"72,013",11.78,"13,112",-22.23,"3,317",-2.98,953,-37.22,"54,631",28.17,"272,827",-10.17,"52,627",-10.82,"3,996",27.55,"2,329",-20.81,"213,875",-10.37,"1,054,459",10.02,"177,414",22.93,"14,611",-39.33,"10,953",11.62,"851,481",9.13,"130,314",15.78,"63,582",32.45,"2,980",-23.22,"4,667",-23.94,"59,085",8.34,"741,390",4.76,"160,635",2.43,"166,146",-2.06,"125,013",1.57,"289,596",12.17,"176,766",18.95,"14,125",4.67,"12,580",27.34,"27,392",50.55,"122,669",14.61,"580,919",18.71,"35,718",22.36,"6,152",-37.14,"107,400",268.38,"431,649",2.48,"1,078,799",24.53,"754,137",43.76,"4,944",-39.87,"21,186",30.04,"298,532",-5.88,"261,002",0.53,"52,386",4.76,"32,463",-8.30,"7,511",-40.66,"168,642",4.39,"1,473,930",4.55,"35,189",-26.60,423,-53.62,-,-,"1,438,318",5.75,"101,645",-38.96,"13,718",-12.00,"1,202",-40.35,291,1.75,"86,434",-41.84,"8,958,083",4.80,"6,693,573",4.28,"79,938",10.19,"15,353",9.01,"2,169,219",6.20
2011M11,"19,735,697",7.08,"8,513,191",6.64,"965,906",0.27,"379,715",19.90,"9,876,885",7.74,"9,237,208",11.65,"1,768,459",20.92,"883,544",-0.36,"363,703",20.53,"6,221,502",10.65,"14,833",3.39,"2,511",50.54,"1,422",72.78,59,-46.85,"10,841",-7.70,"7,540",-4.54,"1,126",-9.49,253,-2.69,27,-35.71,"6,134",-3.45,"4,385,565",13.79,"419,420",7.94,"542,583",7.19,"47,254",-23.31,"3,376,308",16.51,"542,995",1.36,"19,700",-21.71,"93,971",-19.36,"12,700",-17.28,"416,624",10.03,"71,576",11.17,"12,814",-24.11,"3,214",-16.02,943,-30.15,"54,605",29.01,"272,932",-7.51,"51,595",-8.04,"3,958",26.57,"1,602",-48.26,"215,777",-7.29,"1,060,054",10.25,"183,311",26.14,"16,445",-33.83,"9,265",-19.39,"851,033",9.14,"130,998",13.55,"64,423",32.44,"3,029",-24.76,"4,736",-23.34,"58,810",4.06,"739,431",4.44,"160,210",2.52,"166,078",-1.43,"125,393",1.48,"287,750",10.80,"175,371",24.01,"14,380",6.64,"12,786",27.91,"27,634",52.00,"120,571",20.87,"557,301",13.68,"36,172",25.66,"6,074",-33.30,"106,490",222.18,"408,565",-2.56,"1,086,969",22.64,"763,420",39.58,"4,889",-43.16,"21,238",31.07,"297,422",-5.46,"263,219",-0.16,"52,191",3.70,"32,056",-7.71,"7,305",-43.21,"171,667",3.59,"1,410,740",2.33,"33,524",-29.13,420,-53.85,-,-,"1,376,796",3.54,"107,900",-36.61,"13,753",-11.30,"1,208",-37.96,290,17.89,"92,649",-39.25,"8,979,849",4.32,"6,697,455",3.71,"80,734",9.51,"15,722",12.47,"2,185,938",6.01
2011M12,"19,819,265",5.78,"8,546,401",5.71,"983,320",3.38,"388,273",19.44,"9,901,271",5.62,"9,120,660",9.22,"1,783,931",19.02,"899,387",3.04,"371,732",19.67,"6,065,610",7.00,"15,253",5.22,"2,531",64.56,"1,193",45.13,56,-48.62,"11,473",-4.61,"7,720",-9.83,"1,156",-26.84,265,1.92,27,-35.71,"6,272",-6.11,"4,263,035",12.22,"414,537",7.45,"558,816",13.36,"50,661",-7.31,"3,239,021",13.04,"545,684",-3.50,"19,056",-20.34,"95,791",-16.15,"17,636",17.29,"413,201",0.22,"74,607",5.33,"12,128",-22.81,"8,659",111.04,883,-14.85,"52,937",5.92,"267,724",-8.20,"51,591",-2.60,"3,866",20.51,"1,657",-47.46,"210,610",-9.34,"1,043,437",7.92,"186,185",26.57,"15,847",-35.10,"8,949",-22.79,"832,456",6.22,"131,627",10.90,"65,326",30.85,"2,763",-34.80,"4,122",-30.73,"59,416",1.43,"753,739",6.62,"164,449",5.31,"165,461",-2.13,"128,285",3.85,"295,544",14.47,"166,198",2.31,"14,390",5.97,"12,867",0.97,"26,533",-7.52,"112,408",4.62,"553,333",6.43,"38,103",29.40,"6,165",-33.89,"105,705",177.81,"403,360",-8.97,"1,110,160",19.77,"773,576",32.10,"4,660",-44.78,"20,743",28.71,"311,181",-1.74,"262,750",-2.84,"53,031",3.46,"31,693",-4.46,"7,358",-46.35,"170,668",-0.94,"1,537,801",2.15,"32,680",-26.99,417,-51.51,-,-,"1,504,704",3.12,"127,636",-24.63,"13,851",-7.82,"1,189",-38.23,215,-11.16,"112,381",-26.14,"9,033,168",3.71,"6,715,939",2.91,"82,327",8.98,"16,326",21.00,"2,218,576",5.92
2012M01,"19,958,028",4.67,"8,576,289",5.42,"966,757",1.20,"390,250",13.94,"10,024,732",4.05,"9,113,416",7.94,"1,838,156",20.56,"882,063",0.98,"373,984",14.20,"6,019,213",5.28,"15,269",2.24,"2,593",28.18,"1,214",35.64,54,-50.00,"11,408",-4.20,"7,559",-9.33,"1,160",-7.05,261,0.00,26,-38.10,"6,112",-9.93,"4,249,430",10.17,"418,076",8.40,"545,290",10.04,"49,477",-8.06,"3,236,587",10.76,"539,273",-1.88,"19,087",-19.53,"91,695",-18.07,"21,485",45.10,"407,006",1.96,"74,248",6.96,"12,088",-22.11,"8,553",110.04,888,-12.86,"52,719",8.02,"267,832",-7.12,"52,426",-2.99,"3,896",16.23,"2,766",-7.83,"208,744",-8.43,"1,040,898",7.51,"186,247",22.99,"15,508",-34.65,"8,447",-17.36,"830,696",6.11,"132,360",9.63,"65,522",29.99,"1,995",-55.27,"5,084",-14.38,"59,759",-0.28,"756,204",9.47,"164,621",5.26,"165,682",-2.29,"127,568",3.17,"298,333",23.71,"167,525",3.45,"14,280",7.50,"12,880",-2.98,"25,299",-11.63,"115,066",7.79,"549,223",-4.00,"37,379",26.46,"7,478",-17.30,"106,056",78.54,"398,310",-15.99,"1,123,131",19.53,"823,365",36.31,"4,698",-42.04,"20,339",22.81,"274,729",-11.63,"264,712",-2.41,"53,400",1.13,"31,466",-5.71,"7,383",-34.77,"172,463",-0.74,"1,727,199",-0.69,"31,604",-27.02,415,-50.54,-,-,"1,695,180",0.05,"125,510",-17.13,"14,242",-5.26,"1,215",-36.85,213,-32.17,"109,840",-18.14,"8,991,903",2.95,"6,692,287",2.13,"83,064",5.13,"16,053",14.73,"2,200,499",5.37
