期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-計_原始值,資產--對非金融機構證券投資-計_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--企業及個人存款-計_原始值,負債與淨值--企業及個人存款-計_年增率(%),負債與淨值--企業及個人存款-支票存款_原始值,負債與淨值--企業及個人存款-支票存款_年增率(%),負債與淨值--企業及個人存款-活期存款_原始值,負債與淨值--企業及個人存款-活期存款_年增率(%),負債與淨值--企業及個人存款-活期儲蓄存款_原始值,負債與淨值--企業及個人存款-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-定期存款_原始值,負債與淨值--企業及個人存款-定期存款_年增率(%),負債與淨值--企業及個人存款-可轉讓定期存單_原始值,負債與淨值--企業及個人存款-可轉讓定期存單_年增率(%),負債與淨值--企業及個人存款-定期儲蓄存款_原始值,負債與淨值--企業及個人存款-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-外匯存款_原始值,負債與淨值--企業及個人存款-外匯存款_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_原始值,負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
1999M08,"18,514,775",10.67,"568,376",47.56,"11,746,840",6.80,"1,645,403",11.57,"343,496",-0.72,"9,757,941",6.31,"2,019,452",14.80,"632,821",47.01,"51,286",-4.15,"1,335,345",4.72,"119,067",25.36,"45,806",-0.08,"1,426,220",58.99,"195,139",19.62,"18,046",-31.47,"129,225",-2.50,"2,246,604",0.94,"209,202",-6.22,"11,151,118",10.79,"243,743",-1.21,"725,595",12.96,"2,061,618",27.17,"2,475,653",-5.59,"198,246",-54.26,"4,937,933",24.86,"508,330",-6.56,"620,296",4.34,"310,984",-11.41,"2,556,889",25.14,"1,412,164",42.29,"299,557",17.94,"113,783",34.14,"1,798,139",-1.40,"1,454,807",12.78
1999M09,"18,695,796",10.04,"587,651",36.81,"11,848,324",6.54,"1,650,974",9.84,"355,460",-0.48,"9,841,890",6.28,"2,030,573",8.33,"651,351",47.14,"56,167",-6.21,"1,323,055",-3.55,"122,200",25.57,"45,807",-0.08,"1,437,360",59.66,"202,812",10.80,"19,888",-24.52,"134,136",3.77,"2,267,045",3.85,"214,396",3.34,"11,192,398",9.61,"249,663",-9.32,"732,735",15.28,"2,079,205",28.39,"2,460,800",-5.90,"193,211",-55.29,"4,959,492",21.73,"517,292",-7.56,"650,677",9.64,"316,047",-7.67,"2,546,122",22.00,"1,391,439",35.94,"291,267",0.29,"109,959",22.89,"1,880,145",1.98,"1,494,785",12.86
1999M10,"18,686,009",9.28,"576,666",31.30,"11,802,845",6.46,"1,667,749",10.28,"343,270",-1.89,"9,791,826",6.15,"1,947,969",-5.61,"605,810",30.30,"50,344",-19.19,"1,291,815",-15.92,"129,044",19.34,"45,807",-0.08,"1,507,291",58.74,"174,084",10.16,"18,417",-19.58,"122,692",-4.56,"2,361,194",12.56,"185,615",-9.19,"11,229,968",8.68,"263,832",14.80,"708,484",9.75,"2,064,479",25.17,"2,467,371",-7.98,"195,606",-52.49,"4,985,838",18.77,"544,358",5.17,"648,074",15.80,"306,146",-9.44,"2,532,507",17.76,"1,391,948",29.55,"286,917",-3.66,"107,555",15.63,"1,885,219",5.75,"1,504,008",12.20
1999M11,"18,892,243",8.81,"616,735",45.44,"11,949,701",5.35,"1,710,978",11.79,"344,067",-2.63,"9,894,656",4.60,"1,953,203",-3.73,"634,574",27.70,"50,076",-25.16,"1,268,553",-13.41,"134,903",-20.77,"45,807",-0.08,"1,502,946",49.78,"185,500",12.06,"22,552",5.63,"130,073",-5.19,"2,350,823",16.24,"194,202",-3.16,"11,282,134",7.40,"242,503",-2.76,"735,698",9.87,"2,096,666",21.76,"2,448,933",-9.57,"205,562",-44.91,"5,019,891",17.10,"532,881",7.55,"657,020",15.65,"308,361",-10.57,"2,556,018",15.63,"1,403,759",26.71,"305,189",1.14,"103,986",11.90,"1,975,500",10.49,"1,509,833",11.78
1999M12,"19,260,074",9.76,"627,970",38.38,"12,148,297",6.51,"1,724,515",12.07,"361,217",0.97,"10,062,565",5.82,"2,021,404",1.83,"711,122",43.58,"45,901",-33.36,"1,264,381",-11.01,"146,711",-11.52,"45,805",-0.08,"1,479,970",32.75,"170,546",17.20,"20,346",1.74,"152,445",12.42,"2,446,580",17.88,"202,111",-1.70,"11,571,886",8.90,"304,610",13.89,"811,263",10.89,"2,148,266",23.37,"2,501,414",-7.16,"215,856",-36.63,"5,077,513",15.67,"512,964",11.16,"670,058",7.46,"310,691",-7.36,"2,601,615",15.77,"1,425,015",24.67,"305,247",-1.77,"97,796",5.82,"1,994,055",12.81,"1,506,615",12.50
2000M01,"19,338,719",8.12,"617,769",32.13,"12,184,280",6.15,"1,751,521",12.92,"377,972",6.11,"10,054,787",5.06,"2,134,154",4.00,"709,763",26.05,"52,466",-26.03,"1,371,925",-3.26,"156,579",-7.23,"45,804",-0.07,"1,518,991",35.20,"134,006",-28.12,"21,181",37.08,"235,705",43.86,"2,290,250",4.85,"225,949",7.95,"11,719,933",8.73,"306,284",9.07,"823,124",24.53,"2,352,835",29.95,"2,439,982",-10.44,"201,791",-37.23,"5,118,336",13.39,"477,581",2.25,"640,748",4.06,"308,078",-12.95,"2,573,617",13.11,"1,424,520",22.83,"307,561",0.32,"96,201",3.76,"1,945,719",7.09,"1,520,913",5.90
2000M02,"19,357,962",7.68,"620,518",39.52,"12,187,873",5.70,"1,753,145",10.24,"369,907",0.20,"10,064,821",5.15,"2,131,315",1.50,"690,880",19.61,"56,863",-24.06,"1,383,572",-4.40,"148,183",-10.20,"45,804",-0.07,"1,705,664",68.50,"117,744",-28.87,"20,897",28.30,"147,302",-1.95,"2,232,662",-4.86,"239,843",17.82,"11,757,387",8.37,"266,982",2.27,"777,979",23.08,"2,373,644",27.74,"2,497,470",-7.16,"205,958",-34.53,"5,142,570",11.83,"492,784",-0.27,"672,134",18.10,"312,261",-6.83,"2,588,337",13.94,"1,434,086",20.68,"311,293",0.40,"90,868",-0.64,"1,852,224",-2.84,"1,533,615",6.40
2000M03,"19,545,471",8.58,"555,246",25.31,"12,285,982",6.40,"1,794,863",12.95,"367,619",1.82,"10,123,500",5.49,"2,141,884",-0.65,"680,725",14.30,"62,575",-24.50,"1,398,584",-5.33,"124,715",-19.70,"45,804",-0.07,"1,671,630",49.00,"176,671",20.43,"21,709",14.88,"138,407",1.78,"2,383,423",6.89,"221,052",25.19,"11,924,111",9.37,"253,144",6.24,"797,388",22.49,"2,486,095",30.85,"2,506,364",-4.83,"203,888",-26.88,"5,152,505",9.79,"524,727",3.29,"664,545",14.62,"299,780",-6.23,"2,615,064",12.71,"1,449,221",18.07,"304,014",-0.95,"89,629",-12.11,"1,892,385",0.60,"1,534,891",8.77
2000M04,"19,603,052",7.58,"532,700",7.67,"12,297,657",6.11,"1,791,887",11.19,"358,097",4.04,"10,147,673",5.34,"2,079,783",-2.63,"672,115",12.80,"66,168",-14.14,"1,341,500",-8.30,"143,442",-4.64,"45,801",-0.02,"1,708,806",37.81,"162,436",3.71,"20,376",5.39,"130,515",-0.54,"2,481,536",9.84,"243,612",32.12,"11,859,111",7.98,"269,953",14.97,"803,432",23.79,"2,383,435",21.71,"2,514,867",-3.94,"205,889",-18.39,"5,166,488",8.29,"515,047",3.17,"683,809",14.13,"311,954",-1.14,"2,618,686",9.87,"1,445,958",13.72,"301,554",-2.45,"84,825",-16.83,"1,955,952",1.53,"1,543,549",8.73
2000M05,"19,496,592",6.67,"530,359",10.28,"12,367,690",6.32,"1,779,968",9.85,"349,677",2.34,"10,238,045",5.87,"2,050,758",-3.45,"656,551",12.31,"67,063",2.24,"1,327,144",-9.96,"143,629",16.47,"45,780",-0.06,"1,732,882",38.41,"123,683",-19.95,"27,411",40.06,"130,877",0.09,"2,343,523",1.30,"226,830",31.11,"11,765,797",7.36,"248,965",5.70,"803,592",20.76,"2,273,525",18.11,"2,533,332",-1.78,"214,677",-7.28,"5,179,710",7.45,"511,996",1.95,"720,165",11.84,"338,027",6.75,"2,588,742",6.26,"1,449,211",10.90,"299,033",-1.94,"86,555",-10.33,"1,926,690",0.11,"1,544,753",8.66
2000M06,"19,499,312",4.68,"556,708",5.68,"12,500,293",5.19,"1,806,001",6.44,"361,956",3.03,"10,332,336",5.05,"1,952,653",-4.50,"654,259",9.88,"64,698",16.55,"1,233,696",-11.49,"138,651",6.34,"45,776",-0.07,"1,718,134",25.04,"138,548",-26.54,"30,945",40.21,"127,735",-1.86,"2,289,869",0.33,"216,636",8.35,"11,892,275",6.17,"261,215",-8.46,"844,777",10.89,"2,268,020",9.78,"2,532,537",0.49,"222,268",3.84,"5,209,495",7.03,"553,963",13.95,"713,791",4.89,"311,665",-0.95,"2,609,514",3.25,"1,447,304",6.48,"300,198",-0.86,"83,812",-11.39,"1,825,640",-2.76,"1,545,781",8.07
2000M07,"19,553,044",5.78,"495,002",-9.90,"12,551,103",6.41,"1,832,237",7.76,"374,950",8.46,"10,343,916",6.11,"1,946,437",-3.98,"627,625",2.03,"66,516",10.36,"1,252,296",-7.36,"138,538",10.17,"45,777",-0.06,"1,651,752",24.07,"171,363",-9.92,"31,350",57.15,"134,785",5.04,"2,386,937",5.07,"199,718",5.40,"11,858,794",6.70,"243,228",4.95,"788,733",12.92,"2,253,346",11.12,"2,517,868",0.30,"226,323",11.18,"5,264,082",6.97,"565,214",8.42,"723,427",17.52,"307,933",-1.38,"2,618,710",3.56,"1,461,006",5.28,"307,717",0.92,"81,163",-28.73,"1,891,149",1.54,"1,564,433",8.43
2000M08,"19,596,648",5.84,"502,871",-11.52,"12,491,769",6.34,"1,810,958",10.06,"355,087",3.37,"10,325,724",5.82,"2,001,003",-0.91,"627,644",-0.82,"66,236",29.15,"1,307,123",-2.11,"153,443",28.87,"45,777",-0.06,"1,640,657",15.04,"166,320",-14.77,"30,916",71.32,"131,662",1.89,"2,432,230",8.26,"178,307",-14.77,"11,953,255",7.19,"241,498",-0.92,"827,550",14.05,"2,237,252",8.52,"2,509,187",1.35,"238,387",20.25,"5,305,520",7.44,"593,861",16.83,"714,494",15.19,"291,620",-6.23,"2,596,687",1.56,"1,453,108",2.90,"304,847",1.77,"77,982",-31.46,"1,898,057",5.56,"1,581,399",8.70
2000M09,"19,597,971",4.83,"560,647",-4.60,"12,539,584",5.83,"1,828,959",10.78,"356,183",0.20,"10,354,442",5.21,"1,932,941",-4.81,"629,169",-3.41,"65,255",16.18,"1,238,517",-6.39,"137,114",12.20,"45,777",-0.07,"1,551,530",7.94,"185,217",-8.68,"30,209",51.90,"131,247",-2.15,"2,483,705",9.56,"187,398",-12.59,"11,935,773",6.64,"225,192",-9.80,"784,526",7.07,"2,169,344",4.34,"2,518,342",2.34,"243,350",25.95,"5,335,423",7.58,"659,596",27.51,"705,114",8.37,"292,425",-7.47,"2,600,182",2.12,"1,461,520",5.04,"296,130",1.67,"72,046",-34.48,"1,919,719",2.10,"1,589,184",6.32
2000M10,"19,712,099",5.49,"562,885",-2.39,"12,642,084",7.11,"1,892,575",13.48,"358,141",4.33,"10,391,368",6.12,"1,819,932",-6.57,"648,284",7.01,"57,192",13.60,"1,114,456",-13.73,"127,493",-1.20,"45,778",-0.06,"1,534,643",1.81,"222,361",27.73,"30,805",67.26,"131,467",7.15,"2,594,651",9.89,"151,211",-18.54,"11,997,997",6.84,"228,405",-13.43,"770,140",8.70,"2,150,348",4.16,"2,499,890",1.32,"252,963",29.32,"5,343,486",7.17,"752,765",38.28,"691,006",6.62,"292,703",-4.39,"2,600,232",2.67,"1,457,923",4.74,"284,128",-0.97,"74,930",-30.33,"2,026,662",7.50,"1,593,230",5.93
2000M11,"19,931,684",5.50,"676,020",9.61,"12,679,766",6.11,"1,954,747",14.25,"358,610",4.23,"10,366,409",4.77,"1,869,712",-4.27,"663,785",4.60,"57,559",14.94,"1,148,368",-9.47,"132,584",-1.72,"45,778",-0.06,"1,469,559",-2.22,"250,540",35.06,"34,582",53.34,"132,038",1.51,"2,641,105",12.35,"181,635",-6.47,"12,134,180",7.55,"232,054",-4.31,"764,493",3.91,"2,177,987",3.88,"2,490,102",1.68,"270,362",31.52,"5,356,165",6.70,"843,017",58.20,"696,550",6.02,"281,535",-8.70,"2,604,121",1.88,"1,466,630",4.48,"281,885",-7.64,"82,821",-20.35,"2,076,907",5.13,"1,592,050",5.45
2000M12,"20,438,185",6.12,"769,869",22.60,"12,896,175",6.16,"2,061,110",19.52,"380,847",5.43,"10,454,218",3.89,"1,826,064",-9.66,"685,009",-3.67,"53,302",16.12,"1,087,753",-13.97,"144,519",-1.49,"45,776",-0.06,"1,426,869",-3.59,"306,824",79.91,"36,343",78.62,"136,757",-10.29,"2,848,989",16.45,"193,082",-4.47,"12,414,696",7.28,"296,925",-2.52,"834,816",2.90,"2,218,086",3.25,"2,472,558",-1.15,"282,007",30.65,"5,384,980",6.06,"925,324",80.39,"715,766",6.82,"282,307",-9.14,"2,704,160",3.94,"1,521,448",6.77,"280,491",-8.11,"91,668",-6.27,"2,182,894",9.47,"1,573,121",4.41
2001M01,"20,306,422",5.00,"769,862",24.62,"12,825,466",5.26,"2,107,029",20.30,"393,345",4.07,"10,325,092",2.69,"1,877,770",-12.01,"693,774",-2.25,"61,513",17.24,"1,122,483",-18.18,"144,864",-7.48,"45,780",-0.05,"1,325,149",-12.76,"204,720",52.77,"39,981",88.76,"178,811",-24.14,"2,894,019",26.36,"135,097",-40.21,"12,383,508",5.66,"224,193",-26.80,"727,056",-11.67,"2,342,066",-0.46,"2,432,673",-0.30,"288,905",43.17,"5,459,867",6.67,"908,748",90.28,"671,026",4.73,"282,935",-8.16,"2,657,360",3.25,"1,548,589",8.71,"285,617",-7.13,"94,942",-1.31,"2,207,208",13.44,"1,588,729",4.46
2001M02,"20,390,436",5.33,"774,036",24.74,"12,738,173",4.52,"2,123,106",21.10,"372,682",0.75,"10,242,385",1.76,"1,963,014",-7.90,"709,814",2.74,"66,097",16.24,"1,187,103",-14.20,"160,832",8.54,"45,780",-0.05,"1,415,154",-17.03,"205,102",74.19,"40,747",94.99,"134,857",-8.45,"2,912,741",30.46,"126,791",-47.14,"12,503,498",6.35,"258,748",-3.08,"714,484",-8.16,"2,321,274",-2.21,"2,466,379",-1.24,"300,332",45.82,"5,561,557",8.15,"880,724",78.72,"658,355",-2.05,"280,632",-10.13,"2,656,515",2.63,"1,548,618",7.99,"299,812",-3.69,"97,395",7.18,"2,172,008",17.26,"1,595,430",4.03
2001M03,"20,530,978",5.04,"785,415",41.45,"12,761,056",3.87,"2,124,534",18.37,"369,420",0.49,"10,267,102",1.42,"1,959,487",-8.52,"687,491",0.99,"64,194",2.59,"1,207,802",-13.64,"150,619",20.77,"45,783",-0.05,"1,484,603",-11.19,"217,729",23.24,"42,245",94.60,"129,118",-6.71,"2,954,923",23.98,"117,063",-47.04,"12,543,224",5.19,"251,286",-0.73,"722,730",-9.36,"2,335,241",-6.07,"2,447,812",-2.34,"274,170",34.47,"5,631,804",9.30,"880,181",67.74,"663,869",-0.10,"282,853",-5.65,"2,677,881",2.40,"1,567,342",8.15,"322,035",5.93,"98,207",9.57,"2,225,420",17.60,"1,600,426",4.27
2001M04,"20,373,958",3.93,"806,971",51.49,"12,656,267",2.92,"2,109,291",17.71,"360,096",0.56,"10,186,880",0.39,"1,972,247",-5.17,"706,570",5.13,"58,643",-11.37,"1,207,034",-10.02,"130,799",-8.81,"45,783",-0.04,"1,514,424",-11.38,"240,985",48.36,"40,881",100.63,"134,180",2.81,"2,831,421",14.10,"128,033",-47.44,"12,436,198",4.87,"225,295",-16.54,"723,874",-9.90,"2,258,679",-5.23,"2,435,487",-3.16,"252,614",22.69,"5,673,153",9.81,"867,096",68.35,"678,773",-0.74,"270,420",-13.31,"2,694,678",2.90,"1,567,133",8.38,"326,262",8.19,"99,778",17.63,"2,143,681",9.60,"1,596,135",3.41
