期間,資產淨額=負債淨值淨額_原始值,資產淨額=負債淨值淨額_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對人壽保險公司等債權_原始值,資產--對人壽保險公司等債權_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--通貨發行額_原始值,負債與淨值--通貨發行額_年增率(%),負債與淨值--企業及個人存款與貨幣市場-計_原始值,負債與淨值--企業及個人存款與貨幣市場-計_年增率(%),負債與淨值--企業及個人存款與貨幣市場-支票存款_原始值,負債與淨值--企業及個人存款與貨幣市場-支票存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-活期存款_原始值,負債與淨值--企業及個人存款與貨幣市場-活期存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-活期儲蓄存款_原始值,負債與淨值--企業及個人存款與貨幣市場-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-定期存款_原始值,負債與淨值--企業及個人存款與貨幣市場-定期存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-定期儲蓄存款_原始值,負債與淨值--企業及個人存款與貨幣市場-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-外匯存款_原始值,負債與淨值--企業及個人存款與貨幣市場-外匯存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-郵政儲金_原始值,負債與淨值--企業及個人存款與貨幣市場-郵政儲金_年增率(%),負債與淨值--企業及個人存款與貨幣市場-貨幣市場共同基金_原始值,負債與淨值--企業及個人存款與貨幣市場-貨幣市場共同基金_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對人壽保險公司等負債_原始值,負債與淨值--對人壽保險公司等負債_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%),負債與淨值--其他項目(淨額)_原始值,負債與淨值--其他項目(淨額)_年增率(%)
2002M03,"23,024,501",4.35,"6,318,604",26.38,"13,706,321",-3.83,"2,136,913",0.49,"467,217",25.70,"11,102,191",-5.54,"1,042,064",23.66,"64,884",-3.68,"1,449,208",2.07,"174,895",-18.33,"56,460",7.97,"45,624",-0.35,"166,441",-2.95,"546,675",32.89,"725,866",1.55,"18,968,916",4.30,"257,843",-6.29,"1,039,562",10.66,"3,387,905",25.00,"2,833,074",-13.24,"7,151,319",3.69,"1,186,154",6.87,"3,113,059",4.13,-,-,"896,250",1.42,"292,044",-14.94,"236,234",140.55,"2,516,181",12.65,"-1,157,665",--
2002M04,"23,117,116",5.15,"6,442,830",27.31,"13,704,017",-3.09,"2,170,071",2.78,"472,495",30.58,"11,061,451",-5.19,"1,029,189",20.20,"65,200",4.79,"1,427,417",1.39,"172,498",-6.21,"56,639",17.50,"45,624",-0.35,"173,702",-3.23,"627,931",47.66,"714,041",0.81,"18,870,710",4.58,"238,572",-3.38,"1,068,721",14.33,"3,372,187",28.45,"2,828,322",-12.42,"7,136,518",2.79,"1,130,182",4.80,"3,096,208",3.66,-,-,"871,531",-2.89,"302,165",-12.99,"244,570",145.11,"2,527,866",12.44,"-1,041,698",--
2002M05,"23,117,789",4.37,"6,552,212",24.37,"13,628,512",-3.18,"2,078,997",2.74,"478,463",30.53,"11,071,052",-5.27,"1,103,920",21.71,"56,643",-1.37,"1,348,947",-2.12,"159,752",-20.85,"56,010",24.79,"45,623",-0.35,"166,170",-2.20,"654,320",55.92,"698,475",1.76,"18,747,937",3.97,"232,917",1.53,"1,084,434",17.32,"3,303,111",28.50,"2,831,411",-11.53,"7,130,155",2.27,"1,094,049",-6.04,"3,071,860",3.39,-,-,"917,338",-0.04,"306,656",-14.47,"259,059",142.03,"2,421,675",3.47,"-887,671",--
2002M06,"23,239,917",4.09,"6,723,858",25.64,"13,648,642",-3.68,"2,019,952",-1.07,"491,148",32.85,"11,137,542",-5.29,"1,110,162",24.93,"71,833",22.31,"1,237,784",-10.24,"180,880",-16.70,"53,966",9.60,"45,617",-0.02,"167,175",0.37,"786,442",87.65,"690,661",-0.52,"18,903,792",2.94,"287,733",1.17,"1,155,470",19.10,"3,327,146",24.31,"2,914,734",-8.50,"7,142,669",1.89,"1,002,747",-18.53,"3,073,293",2.21,-,-,"921,634",2.03,"304,370",-13.91,"277,444",162.05,"2,344,132",-1.93,"-988,558",--
2002M07,"23,353,447",3.67,"6,884,293",24.72,"13,548,648",-3.95,"1,999,662",-1.37,"502,111",18.89,"11,046,875",-5.22,"1,121,328",22.27,"70,857",18.43,"1,183,197",-19.75,"278,379",49.95,"53,497",13.07,"45,605",-0.05,"167,643",-1.68,"814,866",69.56,"677,236",-1.41,"18,753,229",2.27,"247,272",-31.69,"1,127,867",25.45,"3,274,919",25.67,"2,926,348",-6.78,"7,164,618",1.72,"934,126",-25.23,"3,078,079",1.35,-,-,"949,491",-1.43,"304,501",-17.38,"309,976",184.67,"2,411,872",-2.39,"-867,724",--
2002M08,"23,248,666",3.12,"6,877,592",21.39,"13,568,279",-2.45,"1,969,866",-0.07,"496,389",20.14,"11,102,024",-3.67,"1,121,961",17.73,"69,820",25.20,"1,166,797",-22.37,"180,523",-9.21,"52,926",7.96,"45,606",-0.05,"165,162",-0.21,"720,056",35.38,"675,455",-0.50,"18,847,112",2.59,"281,376",23.11,"1,136,813",16.50,"3,312,162",24.33,"2,925,516",-7.25,"7,193,403",1.25,"929,388",-21.93,"3,068,454",0.47,-,-,"899,523",-2.08,"293,124",-14.84,"315,298",150.31,"2,482,343",-0.04,"-984,245",--
2002M09,"23,380,852",3.39,"7,027,837",21.04,"13,603,466",-2.18,"1,957,316",-2.37,"482,972",18.03,"11,163,178",-2.86,"1,114,657",16.69,"64,420",6.65,"1,143,880",-20.25,"158,135",-18.51,"53,136",4.44,"45,606",-0.05,"169,715",4.41,"729,359",21.05,"679,687",-2.02,"18,752,831",2.10,"252,956",-5.18,"1,141,661",20.52,"3,258,420",20.41,"2,900,784",-6.70,"7,215,741",0.94,"930,568",-17.53,"3,052,701",-0.26,-,-,"921,661",-2.80,"260,488",-24.09,"342,980",133.07,"2,614,829",4.38,"-920,983",--
2002M10,"23,364,517",3.74,"7,072,592",22.58,"13,518,176",-2.05,"1,925,963",-4.87,"480,565",19.50,"11,111,648",-2.31,"1,126,922",11.53,"57,288",4.36,"1,176,600",-17.93,"156,685",-13.94,"51,962",-16.89,"38,542",-15.53,"165,750",2.78,"717,731",35.10,"674,373",0.05,"18,792,900",2.46,"237,181",3.83,"1,146,304",20.24,"3,290,225",19.61,"2,865,693",-6.32,"7,246,948",1.19,"962,580",-15.32,"3,043,969",-0.23,-,-,"893,680",-1.29,"252,880",-25.37,"361,944",133.85,"2,598,813",3.27,"-927,804",--
2002M11,"23,459,919",4.00,"7,198,878",23.35,"13,526,552",-1.52,"1,917,386",-6.21,"466,083",16.51,"11,143,083",-1.31,"1,129,530",11.30,"64,729",1.97,"1,140,785",-21.38,"145,537",-22.13,"51,089",-12.60,"38,542",-15.53,"164,277",-0.48,"731,075",36.63,"685,185",0.80,"18,891,232",2.68,"271,098",19.92,"1,135,181",18.99,"3,331,899",15.78,"2,851,314",-5.77,"7,286,196",1.72,"964,741",-12.50,"3,050,803",0.06,-,-,"920,266",-0.07,"240,226",-28.52,"367,968",100.16,"2,644,896",5.91,"-1,020,929",--
2002M12,"23,784,621",3.68,"7,319,789",21.93,"13,731,393",-2.17,"1,934,899",-9.36,"476,744",3.52,"11,319,750",-1.06,"1,168,000",15.45,"60,516",2.85,"1,118,090",-19.10,"126,682",-27.77,"50,430",-15.48,"38,539",-15.53,"171,182",2.35,"704,305",30.40,"698,460",0.80,"19,154,113",2.20,"278,593",1.48,"1,284,642",14.85,"3,401,076",9.46,"2,822,960",-4.60,"7,288,831",2.07,"1,016,499",-7.70,"3,061,512",0.67,-,-,"890,066",-6.25,"237,510",-30.15,"377,303",86.22,"2,553,103",2.54,"-830,239",--
2003M01,"24,141,189",4.46,"7,465,440",22.37,"13,696,466",-1.77,"2,023,635",-8.96,"476,843",2.43,"11,195,988",-0.52,"1,198,177",17.89,"69,437",3.54,"1,234,760",-13.48,"151,568",-15.64,"46,618",-19.83,"38,540",-15.53,"240,183",-12.14,"837,823",50.72,"1,031,544",25.64,"19,255,693",2.46,"302,553",22.83,"1,065,907",0.06,"3,571,182",9.40,"2,792,513",-3.06,"7,346,178",3.05,"1,015,230",-9.76,"3,162,130",2.59,-,-,"836,072",-11.28,"230,551",-29.76,"384,270",80.85,"2,638,816",6.30,"-1,073,580",--
2003M02,"24,064,226",4.46,"7,541,096",21.97,"13,652,245",-1.32,"2,025,319",-8.85,"462,763",-1.72,"11,164,163",0.20,"1,214,629",17.95,"63,215",0.52,"1,172,071",-20.00,"152,393",-12.91,"46,670",-18.53,"38,524",-15.56,"183,383",-0.58,"872,009",59.98,"779,061",-2.06,"19,312,171",2.17,"275,569",1.02,"1,135,025",11.70,"3,539,863",6.64,"2,793,763",-2.21,"7,388,671",3.33,"1,019,014",-11.71,"3,160,266",0.91,-,-,"851,471",-8.07,"224,302",-26.68,"397,583",81.58,"2,689,526",7.16,"-1,061,897",--
2003M03,"23,980,291",4.15,"7,585,467",20.05,"13,585,755",-0.88,"2,020,570",-5.44,"448,776",-3.95,"11,116,409",0.13,"1,251,015",20.05,"62,497",-3.68,"1,158,547",-20.06,"115,376",-34.03,"46,558",-17.54,288,-99.37,"174,788",5.01,"880,361",61.04,"746,723",2.87,"19,235,676",1.41,"246,097",-4.56,"1,166,923",12.25,"3,533,282",4.29,"2,721,558",-3.94,"7,403,617",3.53,"1,029,093",-13.24,"3,135,106",0.71,-,-,"849,381",-5.23,"218,968",-25.02,"395,544",67.44,"2,703,965",7.46,"-1,050,327",--
2003M04,"24,060,231",4.08,"7,601,773",17.99,"13,636,018",-0.50,"2,032,913",-6.32,"445,025",-5.81,"11,158,080",0.87,"1,235,758",20.07,"57,241",-12.21,"1,185,474",-16.95,"122,290",-29.11,"45,672",-19.36,288,-99.37,"175,717",1.16,"871,906",38.85,"738,591",3.44,"19,223,301",1.87,"244,158",2.34,"1,177,443",10.17,"3,558,725",5.53,"2,688,132",-4.96,"7,409,534",3.83,"1,019,304",-9.81,"3,126,005",0.96,-,-,"868,445",-0.35,"213,944",-29.20,"398,362",62.88,"2,786,710",10.24,"-1,041,028",--
2003M05,"24,249,742",4.90,"7,764,127",18.50,"13,648,848",0.15,"1,997,169",-3.94,"431,780",-9.76,"11,219,899",1.34,"1,248,586",13.10,"59,025",4.21,"1,179,280",-12.58,"137,176",-14.13,"41,006",-26.79,288,-99.37,"171,406",3.15,"924,756",41.33,"739,293",5.84,"19,284,396",2.86,"271,436",16.54,"1,163,576",7.30,"3,607,141",9.20,"2,661,039",-6.02,"7,407,348",3.89,"1,051,501",-3.89,"3,122,355",1.64,-,-,"856,828",-6.60,"188,424",-38.56,"413,039",59.44,"2,888,363",19.27,"-1,045,357",--
2003M06,"24,405,347",5.01,"7,766,612",15.51,"13,855,481",1.52,"1,993,851",-1.29,"447,692",-8.85,"11,413,938",2.48,"1,214,177",9.37,"62,585",-12.87,"1,157,023",-6.52,"136,876",-24.33,"38,899",-27.92,288,-99.37,"173,406",3.73,"927,912",17.99,"743,719",7.68,"19,464,594",2.97,"272,160",-5.41,"1,277,426",10.55,"3,675,004",10.46,"2,629,620",-9.78,"7,414,531",3.81,"1,093,110",9.01,"3,102,743",0.96,-,-,"911,044",-1.15,"189,540",-37.73,"424,438",52.98,"2,834,362",20.91,"-1,090,262",--
2003M07,"24,542,968",5.09,"7,918,825",15.03,"13,779,675",1.71,"1,964,293",-1.77,"452,003",-9.98,"11,363,379",2.87,"1,262,185",12.56,"64,459",-9.03,"1,144,178",-3.30,"164,133",-41.04,"37,346",-30.19,288,-99.37,"171,879",2.53,"963,332",18.22,"740,023",9.27,"19,531,401",4.15,"255,674",3.40,"1,244,897",10.38,"3,766,964",15.02,"2,597,745",-11.23,"7,398,181",3.26,"1,146,431",22.73,"3,121,509",1.41,-,-,"966,289",1.77,"200,502",-34.15,"430,785",38.97,"2,790,876",15.71,"-1,080,240",--
2003M08,"24,581,036",5.73,"7,979,335",16.02,"13,798,217",1.69,"1,910,370",-3.02,"449,863",-9.37,"11,437,984",3.03,"1,251,793",11.57,"62,109",-11.04,"1,127,388",-3.38,"154,637",-14.34,"40,200",-24.04,288,-99.37,"167,069",1.15,"963,231",33.77,"743,273",10.04,"19,641,786",4.22,"296,609",5.41,"1,258,132",10.67,"3,859,654",16.53,"2,602,639",-11.04,"7,383,754",2.65,"1,127,783",21.35,"3,113,215",1.46,-,-,"920,243",2.30,"200,110",-31.73,"437,030",38.61,"2,708,647",9.12,"-1,033,284",--
2003M09,"24,950,447",6.71,"8,281,883",17.84,"13,906,797",2.23,"1,951,913",-0.28,"449,989",-6.83,"11,504,895",3.06,"1,237,298",11.00,"59,781",-7.20,"1,059,731",-7.36,"190,066",20.19,"39,546",-25.58,288,-99.37,"175,057",3.15,"1,025,998",40.67,"744,207",9.49,"19,660,837",4.84,"274,181",8.39,"1,347,977",18.07,"3,889,473",19.37,"2,577,665",-11.14,"7,363,030",2.04,"1,100,186",18.23,"3,108,325",1.82,-,-,"964,286",4.62,"180,182",-30.83,"463,230",35.06,"2,743,452",4.92,"-831,745",--
2003M10,"25,135,343",7.58,"8,540,300",20.75,"13,875,595",2.64,"1,894,580",-1.63,"438,547",-8.74,"11,542,468",3.88,"1,214,297",7.75,"59,190",3.32,"983,301",-16.43,"252,781",61.33,"38,299",-26.29,288,-99.25,"171,292",3.34,"1,083,418",50.95,"751,142",11.38,"19,729,799",4.99,"258,431",8.96,"1,389,448",21.21,"3,924,119",19.27,"2,620,558",-8.55,"7,361,575",1.58,"1,063,027",10.44,"3,112,641",2.26,-,-,"936,520",4.79,"183,653",-27.38,"488,186",34.88,"2,802,439",7.84,"-839,814",--
2003M11,"25,378,761",8.18,"8,713,952",21.05,"14,023,166",3.67,"1,923,493",0.32,"432,098",-7.29,"11,667,575",4.71,"1,192,379",5.56,"57,468",-11.22,"1,019,999",-10.59,"163,430",12.29,"37,658",-26.29,288,-99.25,"170,421",3.74,"1,127,701",54.25,"759,709",10.88,"19,815,702",4.89,"301,641",11.27,"1,391,971",22.62,"3,940,715",18.27,"2,650,471",-7.04,"7,335,078",0.67,"1,085,274",12.49,"3,110,552",1.96,-,-,"968,250",5.21,"177,363",-26.17,"509,967",38.59,"2,953,709",11.68,"-933,640",--
2003M12,"25,755,256",8.29,"8,850,771",20.92,"14,332,857",4.38,"1,944,921",0.52,"436,102",-8.52,"11,951,834",5.58,"1,203,452",3.04,"55,912",-7.61,"942,835",-15.67,"156,950",23.89,"35,239",-30.12,281,-99.27,"176,959",3.37,"1,139,591",61.80,"785,164",12.41,"20,158,128",5.24,"315,679",13.31,"1,600,804",24.61,"4,028,144",18.44,"2,665,711",-5.57,"7,310,961",0.30,"1,123,318",10.51,"3,113,511",1.70,-,-,"929,593",4.44,"163,831",-31.02,"541,227",43.45,"2,817,476",10.35,"-779,754",--
2004M01,"25,996,492",7.69,"8,959,676",20.02,"14,515,295",5.98,"2,056,868",1.64,"445,108",-6.66,"12,013,319",7.30,"1,155,426",-3.57,"59,161",-14.80,"900,915",-27.04,"135,893",-10.34,"38,075",-18.33,281,-99.27,"231,770",-3.50,"1,215,236",45.05,"1,000,554",-3.00,"20,382,008",5.85,"315,156",4.17,"1,390,809",30.48,"4,287,431",20.06,"2,688,921",-3.71,"7,321,597",-0.33,"1,142,462",12.53,"3,235,632",2.32,-,-,"938,255",12.22,"163,032",-29.29,"547,900",42.58,"2,699,309",2.29,"-949,802",--
2004M02,"26,176,511",8.78,"9,127,152",21.03,"14,570,219",6.72,"2,055,579",1.49,"426,667",-7.80,"12,087,973",8.27,"1,154,527",-4.95,"59,837",-5.34,"908,616",-22.48,"133,914",-12.13,"38,039",-18.49,281,-99.27,"183,926",0.30,"1,242,677",42.51,"848,056",8.86,"20,533,697",6.33,"312,660",13.46,"1,461,699",28.78,"4,342,918",22.69,"2,739,951",-1.93,"7,336,127",-0.71,"1,098,220",7.77,"3,242,122",2.59,-,-,"914,494",7.40,"166,148",-25.93,"555,521",39.72,"2,728,949",1.47,"-813,031",--
2004M03,"26,415,997",10.16,"9,181,542",21.04,"14,724,505",8.38,"2,029,203",0.43,"430,210",-4.14,"12,265,092",10.33,"1,161,673",-7.14,"63,161",1.06,"937,095",-19.11,"130,120",12.78,"35,774",-23.16,281,-2.43,"181,846",4.04,"1,421,463",61.46,"827,793",10.86,"20,688,102",7.55,"287,459",16.81,"1,601,627",37.25,"4,356,605",23.30,"2,762,166",1.49,"7,307,738",-1.30,"1,144,524",11.22,"3,227,983",2.96,-,-,"938,026",10.44,"135,431",-38.15,"601,972",52.19,"2,675,157",-1.07,"-871,947",--
2004M04,"26,691,413",10.94,"9,313,823",22.52,"14,828,832",8.75,"2,013,708",-0.94,"422,398",-5.08,"12,392,726",11.07,"1,192,619",-3.49,"66,005",15.31,"932,419",-21.35,"128,561",5.13,"44,856",-1.79,281,-2.43,"184,017",4.72,"1,524,865",74.89,"822,586",11.37,"20,690,823",7.63,"280,654",14.95,"1,574,336",33.71,"4,390,726",23.38,"2,789,403",3.77,"7,293,622",-1.56,"1,133,815",11.23,"3,228,267",3.27,-,-,"927,004",6.74,"144,287",-32.56,"608,939",52.86,"2,696,296",-3.24,"-723,387",--
2004M05,"26,940,011",11.09,"9,420,537",21.33,"15,067,868",10.40,"2,003,901",0.34,"433,571",0.41,"12,630,396",12.57,"1,130,841",-9.43,"65,460",10.90,"905,107",-23.25,"121,328",-11.55,"42,440",3.50,281,-2.43,"186,149",8.60,"1,666,390",80.20,"818,825",10.76,"20,559,435",6.61,"285,649",5.24,"1,544,854",32.77,"4,310,062",19.49,"2,792,521",4.94,"7,283,855",-1.67,"1,127,681",7.24,"3,214,813",2.96,-,-,"1,005,431",17.34,"144,745",-23.18,"624,020",51.08,"2,769,491",-4.12,"-648,326",--
