期間,本國銀行_原始值,本國銀行_年增率(%),本國銀行_原始值,本國銀行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),信用合作社_原始值,信用合作社_年增率(%),信用合作社_原始值,信用合作社_年增率(%)
2000,"3,988,344",29.94,"7,351,078",0.43,"1,650,302",-28.21,"880,314",36.46,"106,040",91.72,"318,294",-36.81,"2,704,508",-14.01,"533,433",14.26,"1,085,575",36.06,"452,580",4.96,980,145.00,50,-
2001,"3,766,989",-5.55,"9,958,287",35.47,"3,919,123",137.48,"440,112",-50.01,"171,448",61.68,"155,817",-51.05,"3,310,703",22.41,"276,828",-48.10,"324,100",-70.14,"661,619",46.19,300,-69.39,-,-
2002,"4,375,514",16.15,"8,092,479",-18.74,"1,858,220",-52.59,"923,740",109.89,"195,130",13.81,"122,462",-21.41,"2,957,879",-10.66,"167,058",-39.65,"300,920",-7.15,"381,924",-42.27,-,-,-,-
