期間,本國銀行_原始值,本國銀行_年增率(%),本國銀行_原始值,本國銀行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),信用合作社_原始值,信用合作社_年增率(%),信用合作社_原始值,信用合作社_年增率(%)
2006,"172,718",-14.82,"167,613",-12.93,"8,431",4.34,"11,286",-78.30,-,-,"6,570",-4.85,"74,042",-15.77,"5,052",-51.00,"1,200",-88.03,"65,870",39.97,-,-,-,-
2007,"149,926",-13.20,"122,050",-27.18,"8,790",4.26,"44,840",297.31,-,-,550,-91.63,"34,597",-53.27,"4,273",-15.42,"7,350",512.50,"28,950",-56.05,-,-,-,-
2008,"97,347",-35.07,"135,914",11.36,"25,047",184.95,"15,049",-66.44,-,-,-,-,"31,959",-7.62,340,-92.04,"6,260",-14.83,"9,310",-67.84,-,-,-,-
