期間,當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%)
1976Q4,"192,743",19.45,"-1,276",--,"191,467",19.31,"17,570",23.27,-,--,"173,897",18.92,-,-,"28,647",--,"145,250",20.14,"173,897",18.92,189,--,"174,086",19.09,"122,808",9.76,"51,278",49.53,"68,848",41.82,35.96,--,"471,199",13.35,"-3,407",--,"467,792",13.18,"30,299",14.11,-,--,"437,493",13.12,"31,524",--,"55,507",--,"413,510",14.60,"469,017",14.09,506,--,"469,523",14.25,"361,398",9.73,"108,125",32.47,"138,424",27.96,29.59,--,40.90,5.36,--,--,40.93,5.41,57.99,8.03,--,--,39.75,5.13,-,-,51.61,--,35.13,4.83,37.08,4.25,--,--,37.08,4.25,33.98,0.03,47.42,12.88,49.74,10.83,--,--
1977Q1,"193,124",15.46,-296,--,"192,828",15.99,"19,032",20.88,-,--,"173,796",15.48,-,-,"26,237",--,"147,559",16.50,"173,796",15.48,104,--,"173,900",15.41,"141,591",13.76,"32,309",23.28,"51,341",22.38,26.63,--,"464,912",11.63,-768,--,"464,144",12.18,"31,124",12.91,-,--,"433,020",12.13,"33,019",--,"47,496",--,"418,543",11.01,"466,039",10.67,270,--,"466,309",10.61,"391,849",8.92,"74,460",20.39,"105,584",18.08,22.75,--,41.54,3.44,--,--,41.54,3.38,61.15,7.06,--,--,40.14,3.00,-,-,55.24,--,35.26,4.94,37.29,4.34,--,--,37.29,4.34,36.13,4.42,43.39,2.41,48.63,3.64,--,--
1977Q2,"208,244",18.12,"-2,036",--,"206,208",18.09,"19,123",18.15,-,--,"187,085",18.09,-,-,"31,308",--,"155,777",18.89,"187,085",18.09,134,--,"187,219",17.98,"132,306",15.00,"54,913",25.82,"74,036",23.75,35.90,--,"485,755",13.21,"-5,157",--,"480,598",13.21,"31,945",11.90,-,--,"448,653",13.30,"34,434",--,"56,401",--,"426,686",12.72,"483,087",12.41,340,--,"483,427",12.30,"368,134",8.89,"115,293",24.77,"147,238",21.73,30.64,--,42.87,4.33,--,--,42.91,4.33,59.86,5.57,--,--,41.70,4.22,-,-,55.51,--,36.51,5.49,38.73,5.07,--,--,38.73,5.07,35.94,5.61,47.63,0.85,50.28,1.64,--,--
1977Q3,"209,949",16.13,-753,--,"209,196",16.38,"19,738",15.48,-,--,"189,458",16.48,-,-,"29,090",--,"160,368",16.88,"189,458",16.48,-4,--,"189,454",16.37,"145,000",19.02,"44,454",8.51,"64,192",10.56,30.69,--,"467,750",8.51,"-1,819",--,"465,931",8.78,"32,813",11.18,-,--,"433,118",8.60,"39,923",--,"50,277",--,"422,764",8.35,"473,041",8.11,-10,--,"473,031",8.01,"382,661",6.77,"90,370",13.59,"123,183",12.94,26.44,--,44.88,7.01,--,--,44.90,6.98,60.15,3.87,--,--,43.74,7.23,-,-,57.86,--,37.93,7.85,40.05,7.75,--,--,40.05,7.75,37.89,11.47,49.19,-4.49,52.11,-2.10,--,--
1977Q4,"229,529",19.09,"-2,039",--,"227,490",18.81,"20,282",15.44,-,--,"207,208",19.16,-,-,"34,464",--,"172,744",18.93,"207,208",19.16,-68,--,"207,140",18.99,"146,742",19.49,"60,398",17.79,"80,680",17.19,35.47,--,"519,602",10.27,"-5,021",--,"514,581",10.00,"33,664",11.11,-,--,"480,917",9.93,"38,034",--,"60,506",--,"458,445",10.87,"518,951",10.65,-168,--,"518,783",10.49,"394,973",9.29,"123,810",14.51,"157,474",13.76,30.60,--,44.17,8.00,--,--,44.21,8.01,60.25,3.90,--,--,43.09,8.40,-,-,56.96,--,37.68,7.26,39.93,7.69,--,--,39.93,7.69,37.15,9.33,48.78,2.87,51.23,3.00,--,--
1978Q1,"227,729",17.92,399,--,"228,128",18.31,"20,918",9.91,-,--,"207,210",19.23,-,-,"30,108",--,"177,102",20.02,"207,210",19.23,-61,--,"207,149",19.12,"167,586",18.36,"39,563",22.45,"60,481",17.80,26.51,--,"524,687",12.86,969,--,"525,656",13.25,"34,592",11.14,-,--,"491,064",13.40,"34,094",--,"50,695",--,"474,463",13.36,"525,158",12.69,-148,--,"525,010",12.59,"430,882",9.96,"94,128",26.41,"128,720",21.91,24.49,--,43.40,4.48,--,--,43.40,4.48,60.47,-1.11,--,--,42.20,5.13,-,-,59.39,--,37.33,5.87,39.46,5.82,--,--,39.46,5.82,38.89,7.64,42.03,-3.13,46.99,-3.37,--,--
1978Q2,"246,733",18.48,"-1,964",--,"244,769",18.70,"21,458",12.21,-,--,"223,311",19.36,-,-,"39,344",--,"183,967",18.10,"223,311",19.36,-261,--,"223,050",19.14,"156,245",18.09,"66,805",21.66,"88,263",19.22,36.06,--,"545,696",12.34,"-4,674",--,"541,022",12.57,"35,651",11.60,-,--,"505,371",12.64,"30,034",--,"66,325",--,"469,080",9.94,"535,405",10.83,-622,--,"534,783",10.62,"404,181",9.79,"130,602",13.28,"166,253",12.91,30.73,--,45.21,5.46,--,--,45.24,5.43,60.19,0.55,--,--,44.19,5.97,-,-,59.32,--,39.22,7.42,41.71,7.69,--,--,41.71,7.69,38.66,7.57,51.15,7.39,53.09,5.59,--,--
1978Q3,"257,653",22.72,864,--,"258,517",23.58,"22,769",15.36,-,--,"235,748",24.43,-,-,"36,054",--,"199,694",24.52,"235,748",24.43,-230,--,"235,518",24.31,"165,289",13.99,"70,229",57.98,"92,998",44.87,35.97,--,"547,570",17.06,"2,028",--,"549,598",17.96,"36,666",11.74,-,--,"512,932",18.43,"31,029",--,"58,921",--,"485,040",14.73,"543,961",14.99,-541,--,"543,420",14.88,"423,622",10.70,"119,798",32.56,"156,464",27.02,28.47,--,47.05,4.84,--,--,47.04,4.77,62.10,3.24,--,--,45.96,5.08,-,-,61.19,--,41.17,8.54,43.34,8.21,--,--,43.34,8.21,39.02,2.98,58.62,19.17,59.44,14.07,--,--
1978Q4,"274,554",19.62,"-1,630",--,"272,924",19.97,"24,093",18.79,-,--,"248,831",20.09,-,-,"43,758",--,"205,073",18.71,"248,831",20.09,-524,--,"248,307",19.87,"172,237",17.37,"76,070",25.95,"100,163",24.15,36.70,--,"581,523",11.92,"-3,747",--,"577,776",12.28,"37,637",11.80,-,--,"540,139",12.31,"30,260",--,"71,070",--,"499,329",8.92,"570,399",9.91,"-1,207",--,"569,192",9.72,"431,481",9.24,"137,711",11.23,"175,348",11.35,30.35,--,47.21,6.88,--,--,47.24,6.85,64.01,6.24,--,--,46.07,6.92,-,-,61.57,--,41.07,9.00,43.62,9.24,--,--,43.62,9.24,39.92,7.46,55.24,13.24,57.12,11.50,--,--
1979Q1,"278,747",22.40,718,--,"279,465",22.50,"26,022",24.40,-,--,"253,443",22.31,-,-,"40,731",--,"212,712",20.11,"253,443",22.31,"-2,166",--,"251,277",21.30,"198,243",18.29,"53,034",34.05,"79,056",30.71,28.29,--,"577,135",10.00,"1,639",--,"578,774",10.11,"38,737",11.98,-,--,"540,037",9.97,"37,001",--,"60,066",--,"516,972",8.96,"577,038",9.88,"-4,953",--,"572,085",8.97,"473,948",9.99,"98,137",4.26,"136,874",6.33,23.65,--,48.30,11.29,--,--,48.29,11.27,67.18,11.10,--,--,46.93,11.21,-,-,67.81,--,41.15,10.23,43.92,11.30,--,--,43.92,11.30,41.83,7.56,54.04,28.57,57.76,22.92,--,--
1979Q2,"299,112",21.23,744,--,"299,856",22.51,"27,546",28.37,-,--,"272,310",21.94,-,-,"51,020",--,"221,290",20.29,"272,310",21.94,"-3,284",--,"269,026",20.61,"186,425",19.32,"82,601",23.64,"110,147",24.79,36.73,--,"595,024",9.04,"1,633",--,"596,657",10.28,"40,012",12.23,-,--,"556,645",10.15,"38,882",--,"76,676",--,"518,851",10.61,"595,527",11.23,"-7,221",--,"588,306",10.01,"444,396",9.95,"143,910",10.19,"183,922",10.63,30.83,--,50.27,11.19,--,--,50.26,11.10,68.84,14.37,--,--,48.92,10.70,-,-,66.54,--,42.65,8.75,45.73,9.64,--,--,45.73,9.64,41.95,8.51,57.40,12.22,59.89,12.81,--,--
1979Q3,"310,466",20.50,196,--,"310,662",20.17,"29,307",28.71,-,--,"281,355",19.35,-,-,"44,039",--,"237,316",18.84,"281,355",19.35,"-1,666",--,"279,689",18.75,"210,220",27.18,"69,469",-1.08,"98,776",6.21,31.80,--,"584,490",6.74,411,--,"584,901",6.42,"41,192",12.34,-,--,"543,709",6.00,"37,515",--,"62,009",--,"519,215",7.05,"581,224",6.85,"-3,496",--,"577,728",6.31,"475,245",12.19,"102,483",-14.45,"143,675",-8.17,24.56,--,53.12,12.90,--,--,53.11,12.90,71.15,14.57,--,--,51.75,12.60,-,-,71.02,--,45.71,11.03,48.41,11.70,--,--,48.41,11.70,44.23,13.35,67.79,15.64,68.75,15.66,--,--
1979Q4,"327,070",19.13,"-1,258",--,"325,812",19.38,"30,625",27.11,-,--,"295,187",18.63,-,-,"49,945",--,"245,242",19.59,"295,187",18.63,-875,--,"294,312",18.53,"211,821",22.98,"82,491",8.44,"113,116",12.93,34.72,--,"619,088",6.46,"-2,583",--,"616,505",6.70,"42,384",12.61,-,--,"574,121",6.29,"30,095",--,"75,446",--,"528,770",5.90,"604,216",5.93,"-1,800",--,"602,416",5.84,"468,754",8.64,"133,662",-2.94,"176,046",0.40,28.56,--,52.83,11.90,--,--,52.85,11.88,72.26,12.89,--,--,51.42,11.61,-,-,66.20,--,46.38,12.93,48.85,11.99,--,--,48.86,12.01,45.19,13.20,61.72,11.73,64.25,12.48,--,--
1980Q1,"349,634",25.43,"2,021",--,"351,655",25.83,"34,270",31.70,-,--,"317,385",25.23,-,-,"49,020",--,"268,365",26.16,"317,385",25.23,"-1,089",--,"316,296",25.88,"253,958",28.10,"62,338",17.54,"96,608",22.20,27.47,--,"619,318",7.31,"3,925",--,"623,243",7.68,"43,672",12.74,-,--,"579,571",7.32,"31,145",--,"64,781",--,"545,935",5.60,"610,716",5.84,"-2,118",--,"608,598",6.38,"508,350",7.26,"100,248",2.15,"143,920",5.15,23.09,--,56.45,16.87,--,--,56.42,16.84,78.47,16.81,--,--,54.76,16.68,-,-,75.67,--,49.16,19.47,51.97,18.33,--,--,51.97,18.33,49.96,19.44,62.18,15.06,67.13,16.22,--,--
1980Q2,"372,950",24.69,"-2,496",--,"370,454",23.54,"36,023",30.77,-,--,"334,431",22.81,-,-,"58,345",--,"276,086",24.76,"334,431",22.81,"-1,179",--,"333,252",23.87,"238,227",27.79,"95,025",15.04,"131,048",18.98,35.37,--,"640,160",7.59,"-4,673",--,"635,487",6.51,"45,205",12.98,-,--,"590,282",6.04,"27,608",--,"78,877",--,"539,013",3.89,"617,890",3.76,"-2,211",--,"615,679",4.65,"474,464",6.77,"141,215",-1.87,"186,420",1.36,29.33,--,58.26,15.89,--,--,58.29,15.98,79.69,15.76,--,--,56.66,15.82,-,-,73.97,--,51.22,20.09,54.12,18.35,--,--,54.13,18.37,50.21,19.69,67.29,17.23,70.30,17.38,--,--
1980Q3,"382,869",23.32,"2,094",--,"384,963",23.92,"37,923",29.40,-,--,"347,040",23.35,-,-,"52,701",--,"294,339",24.03,"347,040",23.35,-827,--,"346,213",23.78,"267,372",27.19,"78,841",13.49,"116,764",18.21,30.33,--,"626,100",7.12,"3,697",--,"629,797",7.68,"46,771",13.54,-,--,"583,026",7.23,"28,437",--,"67,730",--,"543,733",4.72,"611,463",5.20,"-1,463",--,"610,000",5.59,"502,320",5.70,"107,680",5.07,"154,451",7.50,24.52,--,61.15,15.12,--,--,61.12,15.08,81.08,13.96,--,--,59.52,15.01,-,-,77.81,--,54.13,18.42,56.76,17.25,--,--,56.76,17.25,53.23,20.35,73.22,8.01,75.60,9.96,--,--
1980Q4,"414,493",26.73,"-3,725",--,"410,768",26.08,"39,540",29.11,-,--,"371,228",25.76,-,-,"59,309",--,"311,919",27.19,"371,228",25.76,-328,--,"370,900",26.02,"272,202",28.51,"98,698",19.65,"138,238",22.21,33.65,--,"664,164",7.28,"-6,252",--,"657,912",6.72,"48,268",13.88,-,--,"609,644",6.19,"24,824",--,"77,346",--,"557,122",5.36,"634,468",5.01,-552,--,"633,916",5.23,"494,903",5.58,"139,013",4.00,"187,281",6.38,28.47,--,62.41,18.13,--,--,62.44,18.15,81.92,13.37,--,--,60.89,18.42,-,-,76.68,--,55.99,20.72,58.51,19.77,--,--,58.51,19.75,55.00,21.71,71.00,15.04,73.81,14.88,--,--
1981Q1,"424,595",21.44,"-1,277",--,"423,318",20.38,"41,505",21.11,893,--,"380,920",20.02,-,-,"54,879",--,"326,041",21.49,"380,920",20.02,-678,--,"380,242",20.22,"317,461",25.01,"62,781",0.71,"104,286",7.95,24.64,--,"660,399",6.63,"-2,026",--,"658,373",5.64,"49,733",13.88,282,--,"608,358",4.97,"21,227",--,"66,995",--,"562,590",3.05,"629,585",3.09,"-1,077",--,"628,508",3.27,"534,535",5.15,"93,973",-6.26,"143,706",-0.15,21.83,--,64.29,13.89,--,--,64.30,13.97,83.46,6.36,--,--,62.61,14.34,-,-,81.92,--,57.95,17.88,60.50,16.41,--,--,60.50,16.41,59.39,18.88,66.81,7.45,72.57,8.10,--,--
1981Q2,"452,214",21.25,"-2,725",--,"449,489",21.33,"42,599",18.26,"1,433",--,"405,457",21.24,-,-,"60,037",--,"345,420",25.11,"405,457",21.24,"-1,098",--,"404,359",21.34,"296,971",24.66,"107,388",13.01,"149,987",14.45,33.37,--,"681,009",6.38,"-4,266",--,"676,743",6.49,"51,342",13.58,278,--,"625,123",5.90,"23,793",--,"72,406",--,"576,510",6.96,"648,916",5.02,"-1,722",--,"647,194",5.12,"498,059",4.97,"149,135",5.61,"200,477",7.54,29.62,--,66.40,13.97,--,--,66.42,13.95,82.97,4.12,--,--,64.86,14.47,-,-,82.92,--,59.92,16.99,62.48,15.45,--,--,62.48,15.43,59.63,18.76,72.01,7.01,74.82,6.43,--,--
1981Q3,"461,027",20.41,"-1,693",--,"459,334",19.32,"43,863",15.66,"-1,031",--,"416,502",20.02,-,-,"55,223",--,"361,279",22.74,"416,502",20.02,-977,--,"415,525",20.02,"317,985",18.93,"97,540",23.72,"141,403",21.10,30.78,--,"674,162",7.68,"-2,600",--,"671,562",6.63,"52,867",13.03,"-1,825",--,"620,520",6.43,"27,893",--,"65,248",--,"583,165",7.25,"648,413",6.04,"-1,503",--,"646,910",6.05,"524,891",4.49,"122,019",13.32,"174,886",13.23,26.04,--,68.39,11.84,--,--,68.40,11.91,82.97,2.33,--,--,67.12,12.77,-,-,84.64,--,61.95,14.45,64.23,13.16,--,--,64.23,13.16,60.58,13.81,79.94,9.18,80.85,6.94,--,--
1981Q4,"472,993",14.11,"-3,958",--,"469,035",14.18,"44,841",13.41,"-1,295",--,"425,489",14.62,-,-,"63,912",--,"361,577",15.92,"425,489",14.62,-639,--,"424,850",14.55,"309,562",13.73,"115,288",16.81,"160,129",15.84,34.14,--,"698,785",5.21,"-6,074",--,"692,711",5.29,"54,233",12.36,"1,265",--,"637,213",4.52,"26,720",--,"79,665",--,"584,268",4.87,"663,933",4.64,-982,--,"662,951",4.58,"513,983",3.86,"148,968",7.16,"203,201",8.50,29.33,--,67.69,8.46,--,--,67.71,8.44,82.68,0.93,--,--,66.77,9.66,-,-,80.23,--,61.89,10.54,64.09,9.54,--,--,64.08,9.52,60.23,9.51,77.39,9.00,78.80,6.76,--,--
