期間,出口-合計_原始值,出口-合計_年增率(%),出口-合計_原始值,出口-合計_年增率(%),出口-動物及動物產品_原始值,出口-動物及動物產品_年增率(%),出口-動物及動物產品_原始值,出口-動物及動物產品_年增率(%),出口-動物及動物產品-(1)水產品_原始值,出口-動物及動物產品-(1)水產品_年增率(%),出口-動物及動物產品-(1)水產品_原始值,出口-動物及動物產品-(1)水產品_年增率(%),出口-植物產品_原始值,出口-植物產品_年增率(%),出口-植物產品_原始值,出口-植物產品_年增率(%),出口-調製食品、飲料及菸業_原始值,出口-調製食品、飲料及菸業_年增率(%),出口-調製食品、飲料及菸業_原始值,出口-調製食品、飲料及菸業_年增率(%),出口-礦產品_原始值,出口-礦產品_年增率(%),出口-礦產品_原始值,出口-礦產品_年增率(%),出口-化學品_原始值,出口-化學品_年增率(%),出口-化學品_原始值,出口-化學品_年增率(%),出口-塑膠、橡膠及其製品_原始值,出口-塑膠、橡膠及其製品_年增率(%),出口-塑膠、橡膠及其製品_原始值,出口-塑膠、橡膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(1)塑膠及其製品_原始值,出口-塑膠、橡膠及其製品-(1)塑膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(1)塑膠及其製品_原始值,出口-塑膠、橡膠及其製品-(1)塑膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(2)橡膠及其製品_原始值,出口-塑膠、橡膠及其製品-(2)橡膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(2)橡膠及其製品_原始值,出口-塑膠、橡膠及其製品-(2)橡膠及其製品_年增率(%),出口-皮革、毛皮製品_原始值,出口-皮革、毛皮製品_年增率(%),出口-皮革、毛皮製品_原始值,出口-皮革、毛皮製品_年增率(%),出口-木材、木製品及編結品、合板_原始值,出口-木材、木製品及編結品、合板_年增率(%),出口-木材、木製品及編結品、合板_原始值,出口-木材、木製品及編結品、合板_年增率(%),出口-紡織品_原始值,出口-紡織品_年增率(%),出口-紡織品_原始值,出口-紡織品_年增率(%),出口-紡織品-(1)紗布_原始值,出口-紡織品-(1)紗布_年增率(%),出口-紡織品-(1)紗布_原始值,出口-紡織品-(1)紗布_年增率(%),出口-紡織品-(2)成衣_原始值,出口-紡織品-(2)成衣_年增率(%),出口-紡織品-(2)成衣_原始值,出口-紡織品-(2)成衣_年增率(%),出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_原始值,出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_年增率(%),出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_原始值,出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_年增率(%),出口-石料、水泥、陶瓷、玻璃及其製品_原始值,出口-石料、水泥、陶瓷、玻璃及其製品_年增率(%),出口-石料、水泥、陶瓷、玻璃及其製品_原始值,出口-石料、水泥、陶瓷、玻璃及其製品_年增率(%),出口-基本金屬及其製品_原始值,出口-基本金屬及其製品_年增率(%),出口-基本金屬及其製品_原始值,出口-基本金屬及其製品_年增率(%),出口-基本金屬及其製品-(1)鋼鐵及其製品_原始值,出口-基本金屬及其製品-(1)鋼鐵及其製品_年增率(%),出口-基本金屬及其製品-(1)鋼鐵及其製品_原始值,出口-基本金屬及其製品-(1)鋼鐵及其製品_年增率(%),出口-基本金屬及其製品-(2)其他金屬製品_原始值,出口-基本金屬及其製品-(2)其他金屬製品_年增率(%),出口-基本金屬及其製品-(2)其他金屬製品_原始值,出口-基本金屬及其製品-(2)其他金屬製品_年增率(%),出口-機械及電機設備_原始值,出口-機械及電機設備_年增率(%),出口-機械及電機設備_原始值,出口-機械及電機設備_年增率(%),出口-機械及電機設備-(1)電子產品_原始值,出口-機械及電機設備-(1)電子產品_年增率(%),出口-機械及電機設備-(1)電子產品_原始值,出口-機械及電機設備-(1)電子產品_年增率(%),出口-機械及電機設備-(2)機械_原始值,出口-機械及電機設備-(2)機械_年增率(%),出口-機械及電機設備-(2)機械_原始值,出口-機械及電機設備-(2)機械_年增率(%),出口-機械及電機設備-(3)電機產品_原始值,出口-機械及電機設備-(3)電機產品_年增率(%),出口-機械及電機設備-(3)電機產品_原始值,出口-機械及電機設備-(3)電機產品_年增率(%),出口-機械及電機設備-(4)資訊與通信產品_原始值,出口-機械及電機設備-(4)資訊與通信產品_年增率(%),出口-機械及電機設備-(4)資訊與通信產品_原始值,出口-機械及電機設備-(4)資訊與通信產品_年增率(%),出口-機械及電機設備-(5)家用電器_原始值,出口-機械及電機設備-(5)家用電器_年增率(%),出口-機械及電機設備-(5)家用電器_原始值,出口-機械及電機設備-(5)家用電器_年增率(%),出口-車輛、航空器、船舶及有關運輸設備_原始值,出口-車輛、航空器、船舶及有關運輸設備_年增率(%),出口-車輛、航空器、船舶及有關運輸設備_原始值,出口-車輛、航空器、船舶及有關運輸設備_年增率(%),出口-精密儀器、鐘錶、樂器_原始值,出口-精密儀器、鐘錶、樂器_年增率(%),出口-精密儀器、鐘錶、樂器_原始值,出口-精密儀器、鐘錶、樂器_年增率(%),出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_原始值,出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_年增率(%),出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_原始值,出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_年增率(%),出口-精密儀器、鐘錶、樂器-(2)鐘錶_原始值,出口-精密儀器、鐘錶、樂器-(2)鐘錶_年增率(%),出口-精密儀器、鐘錶、樂器-(2)鐘錶_原始值,出口-精密儀器、鐘錶、樂器-(2)鐘錶_年增率(%),出口-玩具遊戲品與運動用品及其零、附件_原始值,出口-玩具遊戲品與運動用品及其零、附件_年增率(%),出口-玩具遊戲品與運動用品及其零、附件_原始值,出口-玩具遊戲品與運動用品及其零、附件_年增率(%),出口-其他_原始值,出口-其他_年增率(%),出口-其他_原始值,出口-其他_年增率(%),出口-其他-家具_原始值,出口-其他-家具_年增率(%),出口-其他-家具_原始值,出口-其他-家具_年增率(%)
2003M08,"443,763",16.85,"12,918.9",14.54,"3,567",1.74,103.8,-0.29,"3,143",0.38,91.5,-1.61,712,-1.39,20.7,-3.72,"1,350",8.00,39.3,5.93,"9,802",129.02,285.4,124.55,"18,467",19.79,537.6,17.41,"30,213",15.34,879.6,13.07,"26,488",16.13,771.1,13.85,"3,725",10.01,108.5,7.85,"2,294",-9.54,66.8,-11.29,907,-0.55,26.4,-2.58,"34,203",-1.97,995.7,-3.91,"22,578",-4.05,657.3,-5.95,"5,483",-1.54,159.6,-3.51,"1,843",1.38,53.7,-0.56,"2,975",9.29,86.6,7.05,"39,972",11.85,"1,163.7",9.64,"25,877",16.47,753.3,14.17,"14,094",4.24,410.3,2.17,"242,363",17.23,"7,055.7",14.91,"109,016",30.62,"3,173.7",28.04,"31,611",12.75,920.3,10.52,"19,723",34.66,574.2,32.00,"41,021",-5.73,"1,194.2",-7.59,"1,334",-9.62,38.8,-11.42,"15,484",12.26,450.8,10.03,"24,152",67.39,703.1,64.08,"20,806",74.01,605.7,70.57,269,-17.99,7.8,-19.59,"4,773",1.25,138.9,-0.79,"10,686",5.91,311.1,3.80,"3,081",3.32,89.7,1.24
2003M09,"448,926",12.16,"13,168.8",12.38,"4,344",27.20,127.4,27.40,"3,830",30.54,112.4,30.85,634,-4.80,18.6,-4.62,"1,307",-0.53,38.4,-0.26,"10,649",27.27,312.4,27.56,"16,318",5.20,478.7,5.42,"27,429",10.34,804.6,10.57,"23,713",9.32,695.6,9.54,"3,716",17.30,109.0,17.58,"2,425",-13.98,71.1,-13.82,895,0.22,26.2,0.38,"34,086",-4.50,999.9,-4.31,"23,271",-4.67,682.6,-4.48,"4,884",-7.15,143.3,-6.95,"1,683",-8.88,49.4,-8.69,"2,787",5.01,81.7,5.15,"42,133",12.13,"1,235.9",12.36,"27,706",18.51,812.7,18.75,"14,427",1.63,423.2,1.85,"246,961",12.33,"7,244.4",12.56,"110,628",23.82,"3,245.2",24.08,"30,199",9.48,885.9,9.71,"20,309",24.51,595.8,24.77,"41,080",-11.30,"1,205.1",-11.12,"1,398",-6.80,41.0,-6.61,"15,745",14.10,461.9,14.33,"25,528",70.70,748.8,71.04,"22,397",84.69,657.0,85.07,377,-0.53,11.1,0.00,"5,283",-0.75,155.0,-0.51,"10,719",-0.06,314.4,0.13,"3,234",-6.18,94.9,-5.95
2003M10,"460,599",10.95,"13,651.4",14.90,"4,203",3.24,124.6,6.95,"3,736",5.69,110.7,9.39,621,10.11,18.4,14.29,"1,334",-0.30,39.5,3.13,"7,354",5.54,218.0,9.33,"16,814",7.62,498.3,11.43,"31,476",17.22,932.9,21.39,"27,728",17.62,821.8,21.80,"3,748",14.41,111.1,18.44,"2,579",-11.41,76.4,-8.28,925,6.08,27.4,9.60,"34,562",-6.32,"1,024.4",-2.98,"24,230",-6.70,718.2,-3.38,"4,040",-10.74,119.7,-7.57,"1,521",-13.53,45.1,-10.34,"3,011",12.52,89.2,16.45,"41,493",9.14,"1,229.8",13.02,"26,262",11.06,778.4,15.03,"15,231",5.98,451.4,9.75,"256,175",11.88,"7,592.6",15.86,"115,086",28.84,"3,411.0",33.43,"30,152",4.07,893.6,7.75,"20,226",25.71,599.5,30.18,"44,536",-12.77,"1,320.0",-9.66,"1,335",-9.86,39.6,-6.60,"16,395",3.90,485.9,7.60,"25,813",62.86,765.1,68.67,"22,705",71.62,672.9,77.73,293,-26.01,8.7,-23.01,"5,194",-0.50,153.9,3.01,"11,129",3.25,329.8,6.90,"3,473",0.70,102.9,4.26
2003M11,"490,179",14.83,"14,446.8",17.27,"3,887",-11.17,114.6,-9.26,"3,441",-10.88,101.4,-8.98,728,23.39,21.4,25.88,"1,382",-7.06,40.7,-5.13,"11,358",16.44,334.8,18.93,"19,211",25.73,566.2,28.42,"30,568",13.15,900.9,15.54,"26,667",12.82,785.9,15.20,"3,901",15.48,115.0,17.95,"2,954",3.58,87.1,5.83,852,3.02,25.1,5.02,"34,279",-0.50,"1,010.3",1.62,"24,354",-0.68,717.8,1.44,"3,724",-6.43,109.8,-4.44,"1,788",-1.22,52.7,0.96,"2,969",11.16,87.5,13.49,"43,977",10.79,"1,296.1",13.15,"29,026",13.38,855.5,15.80,"14,951",6.09,440.6,8.34,"272,814",14.77,"8,040.5",17.20,"122,214",31.46,"3,601.9",34.25,"31,138",7.73,917.7,10.02,"22,493",29.17,662.9,31.89,"49,913",-9.34,"1,471.1",-7.41,"1,301",-17.66,38.4,-15.79,"16,178",0.49,476.8,2.63,"29,967",87.89,883.2,91.87,"26,759",105.95,788.7,110.32,338,-24.55,9.9,-23.26,"5,597",1.47,165.0,3.64,"11,668",8.12,343.8,10.37,"3,817",3.19,112.5,5.44
2003M12,"498,141",17.92,"14,642.6",20.66,"3,832",-14.06,112.7,-12.02,"3,451",-15.17,101.4,-13.26,773,13.18,22.7,15.82,"1,544",8.81,45.4,11.27,"14,320",74.27,420.9,78.27,"19,381",24.89,569.7,27.79,"32,625",22.54,959.0,25.39,"28,437",23.13,835.9,25.98,"4,188",18.74,123.1,21.52,"2,684",-6.12,78.9,-3.90,947,5.34,27.8,7.75,"35,054",1.61,"1,030.4",3.98,"24,129",0.20,709.3,2.54,"4,766",-0.25,140.1,2.04,"1,979",0.15,58.2,2.46,"3,086",9.43,90.7,11.98,"46,857",12.14,"1,377.3",14.74,"30,285",12.96,890.2,15.58,"16,572",10.66,487.1,13.23,"270,234",16.39,"7,943.4",19.09,"119,915",30.83,"3,524.8",33.87,"34,396",7.64,"1,011.1",10.15,"21,555",20.25,633.6,23.05,"46,453",-5.56,"1,365.5",-3.37,"1,505",-0.20,44.2,2.08,"17,135",2.84,503.7,5.24,"30,226",89.46,888.5,93.87,"26,989",110.00,793.3,114.87,359,-21.62,10.6,-19.70,"5,822",10.12,171.1,12.64,"11,641",9.99,342.2,12.57,"3,468",0.49,101.9,2.83
2004M01,"418,172",15.24,"12,361.0",18.06,"3,281",-19.37,97.0,-17.38,"2,916",-22.57,86.2,-20.63,695,0.14,20.5,2.50,"1,137",-3.07,33.6,-0.59,"13,347",56.38,394.5,60.17,"16,812",23.54,496.9,26.57,"28,365",14.77,838.5,17.60,"24,888",16.42,735.7,19.30,"3,477",4.23,102.8,6.75,"1,697",-23.28,50.2,-21.32,749,0.13,22.1,2.31,"27,382",-1.14,809.4,1.29,"18,765",-2.76,554.7,-0.36,"3,459",-4.97,102.3,-2.57,"1,599",-10.22,47.3,-7.98,"2,612",4.44,77.2,6.93,"39,032",0.11,"1,153.8",2.56,"25,224",-1.40,745.6,1.02,"13,808",2.98,408.1,5.48,"223,960",15.72,"6,620.2",18.56,"105,538",34.10,"3,119.7",37.39,"27,942",7.24,825.9,9.87,"18,442",12.44,545.1,15.19,"34,059",-8.23,"1,006.8",-5.98,"1,125",-10.79,33.2,-8.79,"14,488",2.19,428.3,4.69,"28,533",97.34,843.4,102.16,"26,086",117.42,771.1,122.73,254,-25.29,7.5,-23.47,"4,705",2.37,139.1,4.90,"9,777",4.20,289.0,6.76,"3,162",-6.84,93.5,-4.49
2004M02,"461,173",30.76,"13,836.8",35.94,"3,714",14.84,111.4,19.40,"3,357",14.34,100.7,18.89,668,14.97,20.0,19.05,"1,242",33.84,37.3,39.18,"13,942",37.70,418.3,43.16,"19,640",46.12,589.3,51.92,"30,737",22.47,922.2,27.32,"26,863",21.03,806.0,25.84,"3,874",33.45,116.2,38.66,"2,022",10.92,60.7,15.40,779,11.76,23.4,16.42,"30,808",13.03,924.3,17.49,"21,782",14.73,653.6,19.29,"3,085",-4.40,92.6,-0.54,"1,691",17.84,50.7,22.46,"2,814",27.50,84.4,32.50,"42,870",30.53,"1,286.3",35.71,"28,241",29.66,847.3,34.79,"14,629",32.26,438.9,37.50,"247,721",28.69,"7,432.4",33.79,"116,754",51.18,"3,503.0",57.16,"29,636",31.80,889.2,37.03,"20,605",40.88,618.2,46.46,"38,725",-8.48,"1,161.9",-4.85,"1,208",5.32,36.3,9.67,"16,211",12.06,486.4,16.50,"31,459",132.84,943.9,142.09,"28,623",150.55,858.8,160.48,305,4.81,9.1,8.33,"4,285",13.06,128.6,17.55,"10,570",20.48,317.1,25.24,"3,052",5.31,91.6,9.57
2004M03,"513,608",12.58,"15,419.1",17.01,"4,045",0.42,121.4,4.30,"3,634",-0.22,109.1,3.71,929,-14.14,27.9,-10.86,"1,573",1.81,47.2,5.83,"13,802",29.84,414.3,34.95,"21,058",22.37,632.2,27.20,"34,322",12.84,"1,030.4",17.28,"29,949",13.80,899.1,18.27,"4,373",6.71,131.3,10.90,"2,788",-12.02,83.7,-8.52,"1,010",0.40,30.3,4.12,"36,688",-2.29,"1,101.4",1.55,"26,794",-2.27,804.4,1.58,"3,575",-9.13,107.3,-5.55,"1,911",-0.78,57.4,3.24,"3,357",6.94,100.8,11.14,"49,645",8.18,"1,490.4",12.43,"31,599",5.06,948.6,9.19,"18,046",14.11,541.8,18.61,"271,513",13.10,"8,151.1",17.55,"121,634",24.62,"3,651.6",29.52,"35,840",7.91,"1,076.0",12.17,"24,841",37.20,745.8,42.60,"42,244",-6.64,"1,268.2",-2.97,"1,665",-13.33,50.0,-9.91,"18,845",-1.69,565.8,2.19,"34,004",57.22,"1,020.8",63.41,"30,506",66.49,915.8,73.02,294,-33.48,8.8,-31.25,"5,728",5.31,172.0,9.48,"12,392",0.47,372.1,4.43,"3,946",-5.60,118.5,-1.82
2004M04,"485,537",16.34,"14,699.9",22.32,"3,948",-7.39,119.5,-2.61,"3,486",-10.48,105.6,-5.80,932,-8.36,28.2,-3.75,"1,458",1.11,44.2,6.51,"13,729",48.15,415.7,55.81,"20,479",36.54,620.0,43.58,"33,012",20.31,999.5,26.50,"28,998",22.24,878.0,28.53,"4,014",7.99,121.5,13.55,"3,144",1.95,95.2,7.21,971,7.89,29.4,13.51,"36,375",0.57,"1,101.3",5.75,"27,350",2.12,828.0,7.37,"2,680",-20.87,81.2,-16.72,"1,710",-4.15,51.8,0.78,"3,035",1.95,91.9,7.23,"48,356",16.53,"1,464.0",22.52,"31,166",16.74,943.6,22.75,"17,190",16.13,520.4,22.10,"248,921",14.70,"7,536.2",20.61,"117,977",30.26,"3,571.8",36.96,"33,937",9.81,"1,027.5",15.46,"22,214",39.73,672.5,46.90,"34,487",-13.41,"1,044.1",-8.96,"1,416",-31.46,42.9,-27.90,"17,190",6.73,520.4,12.20,"35,428",56.02,"1,072.6",64.06,"32,249",77.32,976.3,86.42,312,-14.99,9.4,-11.32,"4,919",-2.38,148.9,2.62,"11,928",2.36,361.1,7.60,"3,437",-4.82,104.1,0.10
2004M05,"546,954",34.66,"16,425.2",40.52,"4,129",0.34,124.0,4.73,"3,676",-2.16,110.4,2.13,"1,100",9.45,33.0,14.19,"1,828",15.84,54.9,20.93,"13,923",75.29,418.1,82.90,"23,874",54.46,716.9,61.17,"37,011",30.84,"1,111.5",36.55,"32,328",31.71,970.9,37.46,"4,683",25.11,140.6,30.55,"3,568",6.67,107.1,11.21,923,7.95,27.7,12.60,"41,312",14.72,"1,240.6",19.71,"30,637",13.25,920.0,18.18,"3,402",-2.49,102.2,1.79,"1,929",12.74,57.9,17.68,"3,490",28.97,104.8,34.53,"52,706",30.44,"1,582.8",36.13,"33,714",29.47,"1,012.4",35.09,"18,992",32.21,570.3,37.95,"281,459",34.03,"8,452.3",39.87,"133,483",46.89,"4,008.5",53.29,"38,661",30.27,"1,161.0",35.95,"25,749",65.10,773.3,72.30,"42,033",18.34,"1,262.3",23.50,"1,726",-13.79,51.8,-10.07,"20,826",36.66,625.4,42.62,"40,424",85.63,"1,213.9",93.70,"37,053",95.64,"1,112.7",104.17,316,13.26,9.5,18.75,"5,273",15.03,158.4,20.09,"13,179",17.88,395.8,23.03,"3,815",11.06,114.6,15.99
2004M06,"509,721",21.92,"15,179.3",25.66,"3,964",3.96,118.0,7.08,"3,418",2.55,101.8,5.71,922,-4.75,27.5,-1.79,"1,413",3.14,42.1,6.31,"16,749",78.75,498.8,84.26,"21,590",14.46,643.0,17.98,"35,694",24.05,"1,063.0",27.86,"31,204",26.25,929.3,30.12,"4,490",10.67,133.7,14.08,"3,013",2.20,89.7,5.28,933,5.78,27.8,9.02,"38,680",4.06,"1,151.9",7.25,"28,162",5.24,838.6,8.46,"4,067",-9.94,121.1,-7.20,"1,714",-0.64,51.0,2.41,"3,335",12.67,99.3,16.14,"51,823",31.70,"1,543.3",35.75,"33,422",29.73,995.3,33.72,"18,401",35.42,548.0,39.58,"255,558",19.42,"7,610.4",23.08,"122,286",34.21,"3,641.6",38.33,"37,242",22.99,"1,109.1",26.77,"21,977",40.81,654.5,45.12,"35,911",-5.56,"1,069.4",-2.66,"1,530",-10.42,45.6,-7.51,"18,861",2.75,561.7,5.90,"38,611",78.56,"1,149.8",84.03,"34,972",89.63,"1,041.4",95.42,294,-6.96,8.8,-3.30,"4,950",4.63,147.4,7.83,"11,910",6.46,354.7,9.71,"3,625",7.79,107.9,11.01
2004M07,"517,222",23.76,"15,352.4",26.26,"4,402",6.48,130.7,8.65,"4,002",7.52,118.8,9.70,950,-4.90,28.2,-3.09,"1,593",20.96,47.3,23.50,"16,751",54.34,497.2,57.44,"21,512",25.73,638.5,28.26,"35,141",25.78,"1,043.1",28.32,"30,658",27.19,910.0,29.74,"4,483",16.96,133.1,19.37,"2,779",10.54,82.5,12.86,956,14.77,28.4,17.36,"37,125",5.58,"1,102.0",7.71,"25,748",9.67,764.3,11.89,"4,625",-16.47,137.3,-14.77,"1,749",-1.46,51.9,0.39,"3,562",27.85,105.7,30.33,"53,247",30.35,"1,580.5",32.98,"34,848",28.73,"1,034.4",31.34,"18,400",33.57,546.1,36.25,"263,362",21.82,"7,817.2",24.28,"130,174",36.52,"3,863.9",39.28,"36,154",22.91,"1,073.1",25.38,"24,308",51.02,721.5,54.07,"32,683",-8.59,970.1,-6.75,"1,420",-0.63,42.1,1.20,"17,712",-0.20,525.7,1.80,"39,859",80.26,"1,183.1",83.88,"36,246",87.93,"1,075.9",91.71,336,5.99,10.0,8.70,"4,817",0.61,143.0,2.66,"11,704",8.17,347.4,10.36,"3,481",7.74,103.3,9.89
2004M08,"526,888",18.73,"15,464.9",19.71,"4,975",39.47,146.0,40.66,"4,441",41.30,130.3,42.40,778,9.27,22.8,10.14,"1,470",8.89,43.2,9.92,"15,198",55.05,446.1,56.31,"24,395",32.10,716.0,33.18,"38,599",27.76,"1,132.9",28.80,"33,662",27.08,988.0,28.13,"4,937",32.54,144.9,33.55,"2,549",11.12,74.8,11.98,"1,083",19.40,31.8,20.45,"35,269",3.12,"1,035.2",3.97,"23,903",5.87,701.6,6.74,"4,707",-14.15,138.2,-13.41,"1,768",-4.07,51.9,-3.35,"3,726",25.24,109.4,26.33,"56,274",40.78,"1,651.7",41.94,"36,922",42.68,"1,083.7",43.86,"19,352",37.31,568.0,38.44,"266,993",10.16,"7,836.6",11.07,"132,359",21.41,"3,884.9",22.41,"37,345",18.14,"1,096.1",19.10,"23,811",20.73,698.9,21.72,"33,117",-19.27,972.0,-18.61,"1,418",6.30,41.6,7.22,"18,458",19.21,541.8,20.19,"38,500",59.41,"1,130.0",60.72,"34,786",67.19,"1,021.0",68.57,302,12.27,8.9,14.10,"5,532",15.90,162.4,16.92,"11,323",5.96,332.3,6.81,"3,506",13.79,102.9,14.72
2004M09,"529,953",18.05,"15,642.0",18.78,"6,046",39.18,178.5,40.11,"5,618",46.68,165.8,47.51,648,2.21,19.1,2.69,"1,377",5.36,40.6,5.73,"20,022",88.02,591.0,89.18,"25,327",55.21,747.6,56.17,"36,814",34.22,"1,086.6",35.05,"32,559",37.30,961.0,38.15,"4,255",14.50,125.6,15.23,"2,694",11.09,79.5,11.81,945,5.59,27.9,6.49,"35,041",2.80,"1,034.3",3.44,"24,059",3.39,710.1,4.03,"4,180",-14.41,123.4,-13.89,"1,651",-1.90,48.7,-1.42,"3,768",35.20,111.2,36.11,"54,245",28.75,"1,601.1",29.55,"35,951",29.76,"1,061.1",30.56,"18,294",26.80,540.0,27.60,"275,602",11.60,"8,134.7",12.29,"138,860",25.52,"4,098.6",26.30,"36,041",19.35,"1,063.8",20.08,"23,451",15.47,692.2,16.18,"33,853",-17.59,999.2,-17.09,"1,290",-7.73,38.1,-7.07,"18,845",19.69,556.2,20.42,"30,041",17.68,886.7,18.42,"26,442",18.06,780.5,18.80,313,-16.98,9.2,-17.12,"5,230",-1.00,154.4,-0.39,"11,655",8.73,344.0,9.41,"3,426",5.94,101.1,6.53
2004M10,"546,067",18.56,"16,127.2",18.14,"4,548",8.21,134.3,7.78,"4,038",8.08,119.2,7.68,665,7.09,19.6,6.52,"1,621",21.51,47.9,21.27,"20,264",175.55,598.5,174.54,"25,074",49.13,740.5,48.61,"39,970",26.99,"1,180.5",26.54,"35,418",27.73,"1,046.1",27.29,"4,552",21.45,134.4,20.97,"2,812",9.03,83.1,8.77,914,-1.19,27.0,-1.46,"36,158",4.62,"1,067.9",4.25,"25,752",6.28,760.5,5.89,"3,376",-16.44,99.7,-16.71,"1,711",12.49,50.5,11.97,"3,937",30.75,116.3,30.38,"56,175",35.38,"1,659.0",34.90,"36,688",39.70,"1,083.5",39.20,"19,487",27.94,575.5,27.49,"284,665",11.12,"8,407.1",10.73,"143,933",25.07,"4,250.8",24.62,"37,088",23.00,"1,095.3",22.57,"25,072",23.96,740.4,23.50,"35,372",-20.58,"1,044.7",-20.86,"1,374",2.92,40.6,2.53,"19,385",18.24,572.5,17.82,"30,718",19.00,907.2,18.57,"27,039",19.09,798.5,18.67,312,6.48,9.2,5.75,"5,328",2.58,157.3,2.21,"12,124",8.94,358.0,8.55,"3,629",4.49,107.2,4.18
