期間,總人口數_原始值,總人口數_年增率(%),0~4歲_原始值,0~4歲_年增率(%),5~9歲_原始值,5~9歲_年增率(%),10~14歲_原始值,10~14歲_年增率(%),15~19歲_原始值,15~19歲_年增率(%),20~24歲_原始值,20~24歲_年增率(%),25~29歲_原始值,25~29歲_年增率(%),30~34歲_原始值,30~34歲_年增率(%),35~39歲_原始值,35~39歲_年增率(%),40~44歲_原始值,40~44歲_年增率(%),45~49歲_原始值,45~49歲_年增率(%),50~54歲_原始值,50~54歲_年增率(%),55~59歲_原始值,55~59歲_年增率(%),60~64歲_原始值,60~64歲_年增率(%),65~69歲_原始值,65~69歲_年增率(%),70~74歲_原始值,70~74歲_年增率(%),75~79歲_原始值,75~79歲_年增率(%),80~84歲_原始值,80~84歲_年增率(%),85~89歲_原始值,85~89歲_年增率(%),90~94歲_原始值,90~94歲_年增率(%),95~99歲_原始值,95~99歲_年增率(%),100歲以上_原始值,100歲以上_年增率(%),平均年齡(歲)_原始值,平均年齡(歲)_年增率(%)
2009M04,"23,059,339",0.33,"1,018,885",-2.43,"1,297,142",-3.58,"1,551,082",-3.39,"1,610,971",-0.58,"1,625,720",-1.91,"1,981,893",-1.61,"1,934,013",3.03,"1,813,064",-1.20,"1,869,489",-0.79,"1,894,929",0.33,"1,732,955",3.09,"1,437,000",5.25,"872,632",8.77,"762,016",1.07,"617,775",2.61,"494,668",0.00,"335,860",5.77,"151,365",8.36,"45,474",7.04,"10,481",6.46,"1,925",-1.53,37.31,1.27
2009M05,"23,063,027",0.32,"1,014,996",-2.61,"1,290,214",-3.84,"1,549,058",-3.23,"1,612,818",-0.39,"1,622,804",-2.01,"1,978,116",-1.76,"1,938,717",3.13,"1,811,471",-1.22,"1,868,025",-0.81,"1,895,358",0.35,"1,737,462",2.93,"1,446,472",5.71,"873,655",8.12,"762,555",1.11,"619,503",2.80,"494,610",0.01,"336,760",5.67,"152,252",8.47,"45,680",7.06,"10,561",7.09,"1,940",0.36,37.35,1.28
2009M06,"23,069,345",0.33,"1,014,818",-2.32,"1,283,971",-4.01,"1,546,597",-3.15,"1,614,430",-0.18,"1,619,884",-2.10,"1,974,177",-1.89,"1,944,427",3.24,"1,810,098",-1.25,"1,869,217",-0.77,"1,895,585",0.32,"1,740,234",2.75,"1,454,529",5.73,"875,127",8.05,"763,416",1.17,"619,983",2.78,"493,910",-0.16,"337,774",5.71,"152,816",8.45,"45,844",6.83,"10,562",7.05,"1,946",1.99,37.37,1.26
2009M07,"23,077,191",0.33,"1,013,602",-2.18,"1,278,537",-4.17,"1,543,444",-3.05,"1,615,667",-0.02,"1,616,003",-2.18,"1,969,997",-2.03,"1,950,293",3.23,"1,809,919",-1.20,"1,870,306",-0.73,"1,897,297",0.36,"1,743,841",2.79,"1,461,102",5.52,"876,723",8.02,"764,681",1.22,"620,959",2.85,"493,623",-0.22,"338,921",5.60,"153,628",8.56,"46,100",7.08,"10,602",7.59,"1,946",2.91,37.41,1.25
2009M08,"23,082,125",0.33,"1,009,810",-2.17,"1,273,841",-4.23,"1,539,090",-2.95,"1,616,461",0.07,"1,610,268",-2.36,"1,966,239",-2.02,"1,955,179",3.11,"1,809,261",-1.06,"1,870,209",-0.71,"1,900,076",0.46,"1,747,563",2.68,"1,465,619",5.22,"883,441",8.49,"764,696",1.07,"622,301",2.94,"493,457",-0.29,"340,687",5.47,"154,851",8.65,"46,422",7.29,"10,663",7.47,"1,991",5.18,37.45,1.25
2009M09,"23,086,441",0.34,"1,007,169",-2.18,"1,269,124",-4.36,"1,533,859",-2.84,"1,615,696",0.17,"1,605,073",-2.44,"1,961,969",-2.10,"1,961,385",3.10,"1,809,802",-1.00,"1,868,619",-0.71,"1,901,058",0.52,"1,750,456",2.64,"1,470,281",4.97,"891,443",8.96,"764,627",0.95,"623,519",2.98,"493,999",-0.19,"342,703",5.32,"156,163",8.82,"46,685",6.89,"10,808",7.93,"2,003",6.94,37.50,1.26
2009M10,"23,098,049",0.36,"1,003,677",-2.30,"1,265,612",-4.45,"1,528,451",-2.74,"1,616,780",0.36,"1,598,052",-2.76,"1,957,460",-2.13,"1,968,419",3.18,"1,810,768",-0.82,"1,870,169",-0.55,"1,901,303",0.27,"1,753,598",2.68,"1,478,828",4.99,"897,006",9.16,"765,539",0.83,"625,130",2.94,"494,876",0.07,"344,661",5.09,"157,470",8.75,"47,243",7.25,"10,994",8.72,"2,013",8.11,37.55,1.26
2009M11,"23,109,141",0.35,"1,002,392",-2.52,"1,260,626",-4.70,"1,523,929",-2.59,"1,617,722",0.65,"1,593,656",-2.99,"1,953,920",-2.16,"1,976,012",3.32,"1,806,843",-0.97,"1,869,671",-0.56,"1,902,660",0.38,"1,755,691",2.54,"1,488,803",5.25,"903,153",9.10,"765,093",0.56,"626,610",2.85,"495,763",0.13,"347,132",5.23,"158,540",8.55,"47,785",7.56,"11,143",9.56,"1,997",6.96,37.59,1.27
2009M12,"23,119,772",0.36,"1,002,160",-2.34,"1,255,927",-4.84,"1,519,931",-2.51,"1,618,327",0.77,"1,589,926",-3.19,"1,950,841",-2.19,"1,982,094",3.41,"1,804,994",-1.02,"1,868,115",-0.55,"1,905,475",0.51,"1,755,730",2.32,"1,497,842",5.32,"910,762",9.20,"764,075",0.20,"627,518",2.95,"496,030",0.23,"349,408",5.53,"159,031",7.88,"48,364",8.43,"11,221",9.14,"2,001",6.83,37.63,1.27
2010M01,"23,124,514",0.34,"999,396",-2.15,"1,250,002",-5.00,"1,517,588",-2.45,"1,618,281",0.79,"1,587,092",-3.21,"1,946,006",-2.24,"1,985,872",3.31,"1,802,925",-1.00,"1,866,376",-0.52,"1,905,571",0.53,"1,756,848",1.98,"1,504,247",5.20,"920,469",9.74,"762,799",0.00,"630,293",2.90,"496,768",0.23,"351,188",5.36,"160,402",7.51,"48,990",8.68,"11,387",8.92,"2,014",5.61,37.67,1.25
2010M02,"23,127,845",0.34,"996,490",-2.53,"1,242,765",-5.20,"1,516,030",-2.41,"1,617,796",0.70,"1,586,188",-2.98,"1,941,562",-2.32,"1,989,719",3.30,"1,799,946",-1.06,"1,863,049",-0.60,"1,902,590",0.51,"1,760,157",2.10,"1,516,184",5.46,"927,962",9.59,"760,151",-0.32,"633,081",3.17,"496,741",0.35,"352,840",5.59,"161,584",7.99,"49,468",9.58,"11,510",10.16,"2,032",5.67,37.72,1.30
2010M03,"23,131,093",0.31,"995,339",-2.88,"1,234,255",-5.37,"1,515,219",-2.40,"1,616,225",0.50,"1,586,929",-2.61,"1,936,614",-2.45,"1,992,488",3.22,"1,797,750",-0.95,"1,860,046",-0.59,"1,903,571",0.46,"1,761,896",1.98,"1,519,377",5.21,"941,998",10.19,"757,647",-0.65,"635,153",3.28,"496,717",0.34,"354,234",5.62,"162,361",7.74,"49,679",9.52,"11,543",9.98,"2,052",6.38,37.76,1.31
2010M04,"23,133,074",0.32,"992,781",-2.56,"1,226,600",-5.44,"1,513,936",-2.39,"1,615,681",0.29,"1,587,036",-2.38,"1,933,692",-2.43,"1,993,990",3.10,"1,798,102",-0.83,"1,857,977",-0.62,"1,903,631",0.46,"1,763,174",1.74,"1,521,348",5.87,"953,752",9.30,"756,651",-0.70,"637,233",3.15,"496,528",0.38,"354,056",5.42,"163,488",8.01,"49,806",9.53,"11,560",10.29,"2,052",6.60,37.79,1.29
2010M05,"23,135,715",0.32,"989,353",-2.53,"1,219,661",-5.47,"1,511,976",-2.39,"1,615,037",0.14,"1,587,020",-2.21,"1,929,908",-2.44,"1,997,062",3.01,"1,796,825",-0.81,"1,858,134",-0.53,"1,904,782",0.50,"1,764,755",1.57,"1,530,517",5.81,"957,450",9.59,"755,733",-0.89,"638,265",3.03,"496,599",0.40,"354,572",5.29,"164,367",7.96,"50,060",9.59,"11,579",9.64,"2,060",6.19,37.83,1.29
2010M06,"23,138,381",0.30,"985,990",-2.84,"1,212,974",-5.53,"1,509,741",-2.38,"1,614,077",-0.02,"1,587,597",-1.99,"1,924,625",-2.51,"2,001,230",2.92,"1,796,404",-0.76,"1,858,088",-0.60,"1,907,201",0.61,"1,764,676",1.40,"1,539,948",5.87,"961,359",9.85,"754,226",-1.20,"639,399",3.13,"496,250",0.47,"355,564",5.27,"165,146",8.07,"50,245",9.60,"11,579",9.63,"2,062",5.96,37.86,1.31
2010M07,"23,142,460",0.28,"981,461",-3.17,"1,205,384",-5.72,"1,508,557",-2.26,"1,612,700",-0.18,"1,587,654",-1.75,"1,919,023",-2.59,"2,007,342",2.93,"1,795,891",-0.78,"1,861,183",-0.49,"1,907,603",0.54,"1,766,170",1.28,"1,548,083",5.95,"965,179",10.09,"753,169",-1.51,"640,427",3.14,"496,066",0.49,"356,418",5.16,"165,900",7.99,"50,612",9.79,"11,606",9.47,"2,032",4.42,37.90,1.32
2010M08,"23,145,020",0.27,"978,121",-3.14,"1,196,631",-6.06,"1,507,344",-2.06,"1,610,231",-0.39,"1,588,416",-1.36,"1,912,474",-2.73,"2,012,505",2.93,"1,793,936",-0.85,"1,862,728",-0.40,"1,906,156",0.32,"1,770,473",1.31,"1,553,339",5.99,"974,562",10.31,"751,287",-1.75,"640,793",2.97,"496,026",0.52,"357,945",5.07,"167,289",8.03,"51,033",9.93,"11,689",9.62,"2,042",2.56,37.94,1.31
2010M09,"23,146,090",0.26,"974,497",-3.24,"1,186,443",-6.51,"1,507,214",-1.74,"1,607,573",-0.50,"1,588,052",-1.06,"1,906,560",-2.82,"2,016,353",2.80,"1,793,130",-0.92,"1,863,492",-0.27,"1,905,555",0.24,"1,771,787",1.22,"1,558,163",5.98,"988,460",10.88,"745,733",-2.47,"641,896",2.95,"496,426",0.49,"360,006",5.05,"169,056",8.26,"51,771",10.89,"11,859",9.72,"2,064",3.05,37.99,1.32
2010M10,"23,150,923",0.23,"969,049",-3.45,"1,176,143",-7.07,"1,506,184",-1.46,"1,606,501",-0.64,"1,588,180",-0.62,"1,900,282",-2.92,"2,020,889",2.67,"1,791,838",-1.05,"1,862,714",-0.40,"1,905,028",0.20,"1,774,798",1.21,"1,565,577",5.87,"1,003,091",11.83,"740,893",-3.22,"644,682",3.13,"496,519",0.33,"361,478",4.88,"170,790",8.46,"52,278",10.66,"11,920",8.42,"2,089",3.78,38.05,1.33
2010M11,"23,157,178",0.21,"966,814",-3.55,"1,166,481",-7.47,"1,503,890",-1.31,"1,607,706",-0.62,"1,586,988",-0.42,"1,893,173",-3.11,"2,025,037",2.48,"1,791,565",-0.85,"1,863,454",-0.33,"1,904,360",0.09,"1,778,266",1.29,"1,569,918",5.45,"1,016,070",12.50,"736,741",-3.71,"647,420",3.32,"497,396",0.33,"362,965",4.56,"171,987",8.48,"52,847",10.59,"12,009",7.77,"2,091",4.71,38.09,1.34
2010M12,"23,162,123",0.18,"964,093",-3.80,"1,158,304",-7.77,"1,501,914",-1.19,"1,608,154",-0.63,"1,586,737",-0.20,"1,886,699",-3.29,"2,029,110",2.37,"1,791,704",-0.74,"1,862,445",-0.30,"1,904,868",-0.03,"1,780,392",1.40,"1,572,529",4.99,"1,027,281",12.79,"736,850",-3.56,"648,886",3.41,"497,209",0.24,"364,105",4.21,"173,270",8.95,"53,396",10.40,"12,066",7.53,"2,111",5.50,38.14,1.35
2011M01,"23,164,628",0.17,"961,394",-3.80,"1,151,936",-7.85,"1,498,296",-1.27,"1,609,051",-0.57,"1,586,013",-0.07,"1,879,406",-3.42,"2,032,612",2.35,"1,790,417",-0.69,"1,861,209",-0.28,"1,901,926",-0.19,"1,783,769",1.53,"1,576,269",4.79,"1,043,048",13.32,"731,840",-4.06,"651,756",3.41,"497,757",0.20,"365,320",4.02,"174,231",8.62,"54,168",10.57,"12,090",6.17,"2,120",5.26,38.18,1.35
2011M02,"23,164,457",0.16,"958,613",-3.80,"1,147,009",-7.71,"1,495,064",-1.38,"1,608,860",-0.55,"1,586,159",0.00,"1,871,667",-3.60,"2,034,005",2.23,"1,790,284",-0.54,"1,858,238",-0.26,"1,903,672",0.06,"1,785,720",1.45,"1,576,189",3.96,"1,059,181",14.14,"727,144",-4.34,"654,905",3.45,"497,820",0.22,"365,874",3.69,"174,995",8.30,"54,750",10.68,"12,164",5.68,"2,144",5.51,38.22,1.33
2011M03,"23,165,878",0.15,"959,077",-3.64,"1,142,329",-7.45,"1,489,703",-1.68,"1,610,001",-0.39,"1,586,582",-0.02,"1,864,211",-3.74,"2,033,653",2.07,"1,792,428",-0.30,"1,855,232",-0.26,"1,903,823",0.01,"1,784,473",1.28,"1,580,854",4.05,"1,075,108",14.13,"723,493",-4.51,"656,470",3.36,"497,669",0.19,"366,234",3.39,"175,357",8.00,"54,940",10.59,"12,120",5.00,"2,121",3.36,38.25,1.31
