期間,資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款_原始值,資產--放款_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--對金融機構債權_原始值,資產--對金融機構債權_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),負債與淨值--人壽保險準備_原始值,負債與淨值--人壽保險準備_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2007M04,"2,209,907",20.64,"1,068,014",11.05,"1,606,891",1.76,"52,727",63.06,"1,081,561",16.21,"460,012",13.61,"273,202",9.58,"350,242",40.60,719,17.87,"1,062,463",41.94,"8,165,738",16.85,"6,680,165",12.07,"979,932",69.26,"505,641",12.71
2007M05,"2,205,466",19.06,"1,078,559",11.00,"1,594,979",2.37,"52,358",41.12,"1,125,634",25.07,"455,563",5.87,"277,179",10.98,"352,645",21.81,678,-2.45,"1,108,371",39.09,"8,251,432",16.44,"6,745,538",12.24,"1,013,863",52.33,"492,031",19.75
2007M06,"2,191,391",14.95,"1,089,006",10.66,"1,591,397",2.93,"52,831",39.65,"1,125,292",21.17,"456,191",7.71,"278,027",10.15,"365,540",28.51,630,-13.34,"1,162,545",50.79,"8,312,850",16.51,"6,794,079",11.92,"1,034,104",55.47,"484,667",21.35
2007M07,"2,204,092",11.41,"1,103,332",11.25,"1,576,781",1.83,"54,053",40.65,"1,131,497",24.78,"436,360",3.82,"285,643",12.96,"407,940",33.96,705,0.43,"1,203,368",54.53,"8,403,771",16.38,"6,846,027",11.64,"1,070,492",57.20,"487,252",19.47
2007M08,"2,237,829",11.71,"1,119,212",12.07,"1,585,527",1.23,"56,359",28.53,"1,128,455",25.21,"421,709",-0.43,"288,852",13.34,"410,472",27.14,814,6.68,"1,220,903",46.78,"8,470,132",15.29,"6,899,407",11.32,"1,092,849",52.68,"477,876",10.18
2007M09,"2,252,007",10.34,"1,130,463",12.34,"1,579,045",0.09,"55,786",65.69,"1,143,441",27.54,"440,375",4.85,"292,069",13.70,"430,153",24.64,624,-20.91,"1,284,191",51.09,"8,608,154",15.89,"6,956,503",11.32,"1,145,868",58.65,"505,783",10.73
2007M10,"2,269,153",9.67,"1,140,498",12.12,"1,580,529",-0.30,"55,374",26.50,"1,141,936",26.77,"419,270",0.74,"296,829",15.28,"458,981",38.52,773,-2.52,"1,344,243",50.58,"8,707,586",15.87,"7,007,303",11.33,"1,187,946",59.48,"512,337",7.68
2007M11,"2,247,171",9.46,"1,147,498",11.71,"1,599,825",0.88,"56,944",23.43,"1,097,122",16.82,"403,428",-6.03,"299,563",15.77,"482,375",35.72,782,2.76,"1,354,240",51.57,"8,688,948",14.49,"7,058,663",11.16,"1,182,614",58.33,"447,671",-9.10
2007M12,"2,264,501",10.43,"1,159,358",12.34,"1,625,342",2.17,"67,353",34.31,"1,029,724",4.88,"405,770",-5.84,"295,044",12.45,"544,164",34.20,668,9.51,"1,351,429",42.11,"8,743,353",12.73,"7,140,109",10.97,"1,162,595",41.88,"440,649",-12.25
2008M01,"2,299,765",10.21,"1,166,388",10.65,"1,654,608",4.43,"67,990",32.38,"1,027,759",-1.50,"437,686",1.96,"295,881",12.45,"487,967",26.57,816,20.35,"1,373,506",43.75,"8,812,366",12.20,"7,214,963",10.77,"1,204,779",43.02,"392,624",-21.20
2008M02,"2,233,643",4.53,"1,167,525",10.07,"1,657,959",4.37,"67,997",28.84,"1,070,176",4.06,"438,292",-0.47,"296,298",12.10,"494,556",30.81,770,0.26,"1,485,842",49.89,"8,913,058",12.22,"7,266,776",10.73,"1,239,688",43.66,"406,594",-21.28
2008M03,"2,199,853",1.61,"1,173,157",10.21,"1,677,523",5.57,"67,996",29.09,"1,091,979",1.55,"425,383",-6.95,"297,256",9.50,"544,016",48.75,684,15.35,"1,457,237",43.24,"8,935,084",10.87,"7,321,495",10.46,"1,235,304",34.92,"378,285",-26.58
2008M04,"2,217,643",0.35,"1,173,350",9.86,"1,663,486",3.52,"70,865",34.40,"1,136,047",5.04,"425,440",-7.52,"295,992",8.34,"538,117",53.64,783,8.90,"1,550,594",45.94,"9,072,317",11.10,"7,366,081",10.27,"1,335,293",36.26,"370,943",-26.64
2008M05,"2,250,266",2.03,"1,180,944",9.49,"1,657,985",3.95,"70,595",34.83,"1,097,249",-2.52,"439,696",-3.48,"298,508",7.70,"511,656",45.09,791,16.67,"1,606,657",44.96,"9,114,347",10.46,"7,429,851",10.14,"1,361,378",34.28,"323,118",-34.33
2008M06,"2,261,380",3.19,"1,189,923",9.27,"1,699,357",6.78,"67,988",28.69,"1,063,914",-5.45,"448,069",-1.78,"300,449",8.06,"491,884",34.56,686,8.89,"1,520,675",30.81,"9,044,325",8.80,"7,493,771",10.30,"1,284,180",24.18,"266,374",-45.04
2008M07,"2,358,439",7.00,"1,197,937",8.57,"1,703,116",8.01,"69,204",28.03,"1,050,597",-7.15,"444,680",1.91,"305,174",6.84,"428,103",4.94,791,12.20,"1,522,442",26.52,"9,080,483",8.05,"7,558,814",10.41,"1,265,737",18.24,"255,932",-47.47
2008M08,"2,426,262",8.42,"1,207,666",7.90,"1,734,905",9.42,"70,015",24.23,"1,050,782",-6.88,"446,826",5.96,"308,370",6.76,"415,610",1.25,785,-3.56,"1,519,743",24.48,"9,180,964",8.39,"7,627,376",10.55,"1,290,543",18.09,"263,045",-44.96
2008M09,"2,376,175",5.51,"1,223,986",8.27,"1,770,991",12.16,"70,186",25.81,"930,076",-18.66,"443,527",0.72,"313,920",7.48,"494,293",14.91,665,6.57,"1,444,845",12.51,"9,068,664",5.35,"7,686,278",10.49,"1,219,746",6.45,"162,640",-67.84
2008M10,"2,276,860",0.34,"1,250,700",9.66,"1,775,049",12.31,"69,890",26.21,"847,343",-25.80,"438,993",4.70,"311,139",4.82,"572,846",24.81,810,4.79,"1,316,281",-2.08,"8,859,911",1.75,"7,724,710",10.24,"1,087,113",-8.49,"48,088",-90.61
2008M11,"2,312,330",2.90,"1,254,024",9.28,"1,828,647",14.30,"70,034",22.99,"849,514",-22.57,"429,299",6.41,"319,426",6.63,"663,459",37.54,799,2.17,"1,252,948",-7.48,"8,980,480",3.36,"7,775,644",10.16,"1,077,677",-8.87,"127,159",-71.60
2008M12,"2,344,662",3.54,"1,252,269",8.01,"1,824,555",12.26,"69,650",3.41,"1,010,807",-1.84,"430,822",6.17,"324,877",10.11,"642,749",18.12,744,11.38,"1,254,544",-7.17,"9,155,679",4.72,"7,842,007",9.83,"1,106,078",-4.86,"207,594",-52.89
2009M01,"2,400,869",4.40,"1,245,421",6.78,"1,823,999",10.24,"69,431",2.12,"1,056,165",2.76,"429,614",-1.84,"328,258",10.94,"618,595",26.77,868,6.37,"1,269,324",-7.59,"9,242,544",4.88,"7,968,051",10.44,"1,118,767",-7.14,"155,726",-60.34
2009M02,"2,480,729",11.06,"1,235,172",5.79,"1,822,040",9.90,"70,455",3.61,"1,108,364",3.57,"428,396",-2.26,"328,418",10.84,"667,453",34.96,648,-15.84,"1,253,336",-15.65,"9,395,011",5.41,"8,072,756",11.09,"1,148,034",-7.39,"174,221",-57.15
2009M03,"2,425,345",10.25,"1,226,641",4.56,"1,825,192",8.80,"71,420",5.04,"1,180,788",8.13,"418,206",-1.69,"322,067",8.35,"706,239",29.82,797,16.52,"1,293,292",-11.25,"9,469,987",5.99,"8,168,092",11.56,"1,108,104",-10.30,"193,791",-48.77
2009M04,"2,393,929",7.95,"1,220,230",4.00,"1,825,543",9.74,"72,935",2.92,"1,202,685",5.87,"422,197",-0.76,"338,114",14.23,"746,860",38.79,653,-16.60,"1,372,034",-11.52,"9,595,180",5.76,"8,241,869",11.89,"1,125,438",-15.72,"227,873",-38.57
2009M05,"2,442,642",8.55,"1,218,971",3.22,"1,835,495",10.71,"76,120",7.83,"1,215,020",10.73,"422,903",-3.82,"345,343",15.69,"768,461",50.19,698,-11.76,"1,456,220",-9.36,"9,781,873",7.32,"8,306,322",11.80,"1,181,233",-13.23,"294,318",-8.91
2009M06,"2,548,003",12.67,"1,214,775",2.09,"1,956,124",15.11,"74,191",9.12,"1,056,731",-0.68,"441,069",-1.56,"348,524",16.00,"756,729",53.84,578,-15.74,"1,461,485",-3.89,"9,858,209",9.00,"8,390,128",11.96,"1,183,827",-7.81,"284,254",6.71
2009M07,"2,617,934",11.00,"1,205,428",0.63,"1,989,575",16.82,"81,231",17.38,"1,116,123",6.24,"439,509",-1.16,"352,471",15.50,"737,942",72.37,583,-26.30,"1,553,592",2.05,"10,094,388",11.17,"8,475,461",12.13,"1,273,854",0.64,"345,073",34.83
2009M08,"2,703,862",11.44,"1,203,532",-0.34,"2,019,629",16.41,"83,734",19.59,"1,095,333",4.24,"439,045",-1.74,"367,150",19.06,"734,171",76.65,567,-27.77,"1,561,509",2.75,"10,208,532",11.19,"8,552,964",12.14,"1,302,222",0.90,"353,346",34.33
2009M09,"2,728,592",14.83,"1,201,281",-1.86,"2,025,569",14.37,"83,833",19.44,"1,167,422",25.52,"440,592",-0.66,"372,265",18.59,"721,826",46.03,555,-16.54,"1,629,022",12.75,"10,370,957",14.36,"8,647,702",12.51,"1,312,400",7.60,"410,855",152.62
2009M10,"2,850,162",25.18,"1,194,621",-4.48,"2,009,133",13.19,"92,145",31.84,"1,161,637",37.09,"461,530",5.13,"385,700",23.96,"714,175",24.67,560,-30.86,"1,630,739",23.89,"10,500,402",18.52,"8,741,549",13.16,"1,362,853",25.36,"396,000",723.49
2009M11,"2,898,268",25.34,"1,191,593",-4.98,"1,986,804",8.65,"93,433",33.41,"1,187,443",39.78,"465,733",8.49,"393,505",23.19,"707,996",6.71,567,-29.04,"1,678,334",33.95,"10,603,676",18.07,"8,839,514",13.68,"1,359,791",26.18,"404,371",218.00
2009M12,"2,884,404",23.02,"1,189,617",-5.00,"1,964,357",7.66,"108,430",55.68,"1,199,735",18.69,"490,483",13.85,"392,675",20.87,"887,857",38.13,529,-28.90,"1,673,599",33.40,"10,791,686",17.87,"8,973,000",14.42,"1,380,559",24.82,"438,127",111.05
