期間,民意代表企業主管及經理人員_原始值,民意代表企業主管及經理人員_年增率(%),民意代表企業主管及經理人員_原始值,民意代表企業主管及經理人員_年增率(%),民意代表企業主管及經理人員_原始值,民意代表企業主管及經理人員_年增率(%),專業人員_原始值,專業人員_年增率(%),專業人員_原始值,專業人員_年增率(%),專業人員_原始值,專業人員_年增率(%),技術員及助理專業人員_原始值,技術員及助理專業人員_年增率(%),技術員及助理專業人員_原始值,技術員及助理專業人員_年增率(%),技術員及助理專業人員_原始值,技術員及助理專業人員_年增率(%),事務工作人員_原始值,事務工作人員_年增率(%),事務工作人員_原始值,事務工作人員_年增率(%),事務工作人員_原始值,事務工作人員_年增率(%),服務工作人員及售貨員_原始值,服務工作人員及售貨員_年增率(%),服務工作人員及售貨員_原始值,服務工作人員及售貨員_年增率(%),服務工作人員及售貨員_原始值,服務工作人員及售貨員_年增率(%),農林漁牧工作人員_原始值,農林漁牧工作人員_年增率(%),農林漁牧工作人員_原始值,農林漁牧工作人員_年增率(%),農林漁牧工作人員_原始值,農林漁牧工作人員_年增率(%),生產及有關工人、機械設備操作工及體力工_原始值,生產及有關工人、機械設備操作工及體力工_年增率(%),生產及有關工人、機械設備操作工及體力工_原始值,生產及有關工人、機械設備操作工及體力工_年增率(%),生產及有關工人、機械設備操作工及體力工_原始值,生產及有關工人、機械設備操作工及體力工_年增率(%)
2001M06,399,-0.90,340,-0.71,60,-1.99,609,-0.75,313,2.25,296,-3.73,"1,601",1.39,951,-0.38,650,4.11,"1,022",-0.93,227,-0.85,795,-0.95,"1,760",2.67,792,-1.40,968,6.25,684,-6.44,486,-6.67,198,-5.87,"3,286",-3.74,"2,414",-3.72,872,-3.79
2001M07,404,-1.18,337,-1.84,68,2.23,608,-0.39,312,2.31,296,-3.09,"1,610",1.41,962,0.38,648,2.99,"1,025",-1.62,226,-1.08,799,-1.77,"1,752",1.73,797,-0.66,955,3.81,690,-4.61,501,-4.38,189,-5.21,"3,281",-3.97,"2,408",-4.11,873,-3.56
2001M08,410,-0.73,347,1.25,63,-10.38,616,1.65,312,1.91,304,1.37,"1,620",1.42,977,1.22,643,1.73,"1,034",-0.98,243,0.14,791,-1.32,"1,744",0.79,788,-1.39,956,2.66,696,-3.10,508,-3.41,188,-2.23,"3,265",-4.60,"2,380",-5.06,884,-3.33
2001M09,411,-0.22,349,0.99,62,-6.52,619,1.78,313,1.57,307,2.00,"1,628",1.14,967,0.96,661,1.42,"1,039",0.11,248,2.00,792,-0.47,"1,718",0.55,765,-1.96,953,2.66,705,-0.88,504,-1.26,201,0.08,"3,236",-5.32,"2,389",-5.30,846,-5.38
2001M10,413,0.45,352,-0.31,61,5.05,625,2.20,325,3.38,300,0.96,"1,637",1.15,953,0.22,685,2.48,"1,032",-0.75,248,1.06,784,-1.31,"1,734",0.83,776,-0.27,958,1.74,703,-0.78,503,-1.42,200,0.86,"3,218",-5.69,"2,368",-5.76,850,-5.50
2001M11,410,-1.21,352,-1.04,58,-2.22,630,2.76,327,5.28,303,0.17,"1,644",0.85,959,-0.37,685,2.61,"1,036",0.28,231,-4.61,805,1.77,"1,754",1.05,795,0.69,958,1.34,711,1.08,515,2.44,196,-2.34,"3,210",-5.97,"2,355",-5.96,855,-5.98
2001M12,413,0.03,356,1.25,57,-7.01,638,4.14,325,6.40,313,1.88,"1,639",0.33,964,-1.22,675,2.63,"1,042",1.38,229,-3.58,813,2.87,"1,779",1.85,809,3.71,970,0.35,714,1.92,519,4.45,195,-4.27,"3,197",-6.37,"2,343",-7.09,854,-4.36
2002M01,418,1.50,360,3.11,58,-7.50,643,6.15,314,2.45,329,9.95,"1,646",1.43,961,-2.02,685,6.68,"1,036",1.55,232,-2.30,804,2.72,"1,780",2.14,796,5.43,984,-0.37,707,1.54,516,1.88,191,0.62,"3,218",-4.91,"2,373",-5.64,844,-2.78
2002M02,424,3.61,356,1.83,68,14.10,633,5.32,322,5.67,311,4.96,"1,643",2.28,966,-0.58,677,6.67,"1,040",3.11,223,-3.32,816,5.02,"1,772",2.96,793,4.33,979,1.88,702,2.46,522,4.05,179,-1.90,"3,207",-4.65,"2,358",-4.59,849,-4.80
2002M03,417,3.92,351,1.30,66,20.44,634,4.83,327,10.25,307,-0.39,"1,649",3.19,960,1.53,689,5.61,"1,044",3.25,218,-5.67,826,5.90,"1,776",2.61,809,2.16,967,2.98,695,1.72,525,4.79,170,-6.76,"3,201",-4.40,"2,341",-4.67,860,-3.65
2002M04,421,6.22,357,6.51,63,4.62,641,4.72,326,8.78,315,0.83,"1,640",3.48,951,1.07,688,7.01,"1,054",3.70,227,0.15,827,4.72,"1,789",2.69,816,0.38,973,4.71,703,1.80,522,3.04,181,-1.63,"3,193",-3.46,"2,337",-3.67,855,-2.90
2002M05,425,7.84,356,6.40,69,15.89,643,4.77,335,8.58,308,0.91,"1,641",3.40,976,3.88,665,2.71,"1,060",4.07,235,3.54,825,4.22,"1,794",2.19,805,-0.35,989,4.36,699,1.93,510,1.25,190,3.81,"3,188",-2.83,"2,319",-3.08,869,-2.18
2002M06,421,5.43,361,6.23,60,0.87,650,6.79,334,6.87,316,6.71,"1,650",3.09,972,2.22,678,4.36,"1,051",2.84,233,2.48,818,2.94,"1,790",1.69,808,2.02,982,1.42,691,1.02,505,3.86,186,-5.96,"3,201",-2.56,"2,332",-3.40,870,-0.23
2002M07,424,4.88,360,7.00,64,-5.68,654,7.58,330,5.76,324,9.50,"1,656",2.86,964,0.23,692,6.76,"1,047",2.12,250,10.28,797,-0.19,"1,804",2.97,826,3.67,977,2.38,694,0.56,503,0.29,191,1.28,"3,189",-2.78,"2,321",-3.63,869,-0.46
2002M08,428,4.43,363,4.62,65,3.38,659,6.96,328,5.34,331,8.62,"1,666",2.84,978,0.15,688,6.92,"1,040",0.57,242,-0.43,798,0.87,"1,815",4.07,820,4.10,994,4.04,695,-0.12,501,-1.37,194,3.23,"3,172",-2.85,"2,324",-2.36,847,-4.19
2002M09,432,5.22,373,7.05,59,-5.08,655,5.76,340,8.62,315,2.85,"1,672",2.70,975,0.77,697,5.53,"1,028",-1.05,241,-2.59,787,-0.58,"1,792",4.28,799,4.41,993,4.18,699,-0.83,502,-0.54,197,-1.56,"3,165",-2.18,"2,317",-3.01,848,0.18
