期間,總計,關稅,礦區稅,所得稅,所得稅-營利事業所得稅,所得稅-綜合所得稅,遺產稅,贈與稅,貨物稅,證券交易稅,期貨交易稅,營業稅,印花稅,使用牌照稅,土地稅,土地稅-田賦,土地稅-地價稅,土地稅-土地增值稅,房屋稅,娛樂稅,契稅,教育臨時捐,公賣利益(應繳庫數),菸酒稅,金融保險業營業稅,健康福利捐,特種貨物稅及勞務稅
1987M11,"35,945.868","6,992.673",0.557,"3,870.776",660.639,"3,210.137",246.433,37.394,"5,617.978",682.180,-,"6,432.944",239.842,263.889,"5,951.504",...,872.739,"5,072.493",90.888,55.039,635.290,139.557,"3,698.057",-,-,-,-
1987M12,"47,670.153","7,335.852",7.486,"13,848.274","9,688.637","4,159.637",466.084,240.925,"5,166.316",766.291,-,"6,095.692",279.576,55.998,"7,627.671",...,536.798,"7,088.544",91.344,49.391,673.295,149.130,"3,777.466",-,-,-,-
1988M01,"47,439.185","5,954.833",0.115,"11,466.216","5,732.234","5,733.982",207.574,46.621,"4,496.705",686.089,-,"6,793.561",259.052,401.693,"11,514.911",...,"5,767.756","5,744.934",152.668,49.705,583.702,154.932,"3,779.322",-,-,-,-
1988M02,"39,887.009","6,744.793",0.157,"5,462.431",718.174,"4,744.257",193.733,36.456,"5,356.652",921.774,-,"6,024.996",216.983,334.720,"9,008.237",...,"4,307.456","4,698.057",55.799,47.610,507.099,110.709,"3,796.254",-,-,-,-
1988M03,"56,326.657","6,927.348",0.117,"24,006.948","9,970.781","14,036.167",299.339,48.753,"5,617.169","1,169.107",-,"5,108.505",249.853,569.195,"6,922.194",...,395.113,"6,525.087",72.788,61.559,691.775,141.804,"3,478.530",-,-,-,-
1988M04,"54,293.223","6,254.244",0.257,"14,864.783","4,775.664","10,089.119",324.754,42.285,"5,713.538","1,362.876",-,"6,548.837",245.210,"7,257.651","5,945.786",...,115.115,"5,829.409",99.865,56.756,763.857,161.914,"3,740.025",-,-,-,-
1988M05,"68,443.186","6,554.949",0.735,"14,493.878","9,753.979","4,739.899",390.348,45.642,"6,647.238","1,965.832",-,"6,882.635",286.435,"1,804.303","6,258.208",...,117.836,"6,138.716","15,545.809",59.996,758.375,"1,903.043","3,802.954",-,-,-,-
1988M06,"51,763.753","6,740.095",8.356,"6,737.728","2,317.787","4,419.941",663.629,50.443,"7,611.786","2,072.676",-,"6,442.937",359.282,270.140,"8,462.899",...,177.793,"8,283.155","4,362.257",69.931,857.869,868.881,"5,147.479",-,-,-,-
1988M07,"53,985.521","6,805.942",0.248,"14,051.921","10,177.339","3,874.582",258.084,70.601,"6,009.592","1,808.368",-,"7,580.691",213.309,215.441,"10,386.360",...,129.201,"10,254.298",241.401,48.060,874.890,203.648,"4,096.472",-,-,-,-
1988M08,"41,884.497","7,148.424",0.285,"8,899.821","5,209.030","3,690.791",422.929,89.748,"6,936.053","2,942.515",-,"-2,191.131",292.746,197.492,"10,618.138",...,74.265,"10,542.302",183.517,64.251,768.010,184.462,"4,136.465",-,-,-,-
