期間,總指數_原始值,總指數_年增率(%),一.食物類_原始值,一.食物類_年增率(%),1.穀類及其製品_原始值,1.穀類及其製品_年增率(%),(1)米類及其製品_原始值,(1)米類及其製品_年增率(%),(2)其他穀類及其製品_原始值,(2)其他穀類及其製品_年增率(%),2.肉類_原始值,2.肉類_年增率(%),(1)生鮮家畜_原始值,(1)生鮮家畜_年增率(%),(2)生鮮家禽_原始值,(2)生鮮家禽_年增率(%),3.肉類製品_原始值,3.肉類製品_年增率(%),4.蛋類_原始值,4.蛋類_年增率(%),5.水產品_原始值,5.水產品_年增率(%),6.加工水產品_原始值,6.加工水產品_年增率(%),7.蔬菜_原始值,7.蔬菜_年增率(%),(1)根菜_原始值,(1)根菜_年增率(%),(2)莖菜_原始值,(2)莖菜_年增率(%),(3)葉菜_原始值,(3)葉菜_年增率(%),(4)果菜及其他_原始值,(4)果菜及其他_年增率(%),8.加工蔬菜_原始值,8.加工蔬菜_年增率(%),9.水果_原始值,9.水果_年增率(%),10.加工水果_原始值,10.加工水果_年增率(%),11.乳類_原始值,11.乳類_年增率(%),12.食用油_原始值,12.食用油_年增率(%),13.調味品_原始值,13.調味品_年增率(%),14.酒_原始值,14.酒_年增率(%),15.非酒精性飲料及材料_原始值,15.非酒精性飲料及材料_年增率(%),16.調理食品_原始值,16.調理食品_年增率(%),17.外食費_原始值,17.外食費_年增率(%),18.其他食品_原始值,18.其他食品_年增率(%),二.衣著類_原始值,二.衣著類_年增率(%),1.成衣_原始值,1.成衣_年增率(%),(1)男人衣著_原始值,(1)男人衣著_年增率(%),(2)女人衣著_原始值,(2)女人衣著_年增率(%),(3)兒童衣著及學生制服_原始值,(3)兒童衣著及學生制服_年增率(%),2.鞋類_原始值,2.鞋類_年增率(%),3.衣著服務及配件_原始值,3.衣著服務及配件_年增率(%),三.居住類_原始值,三.居住類_年增率(%),1.房租_原始值,1.房租_年增率(%),2.住宅維修費_原始值,2.住宅維修費_年增率(%),(1)維修材料_原始值,(1)維修材料_年增率(%),(2)維修服務_原始值,(2)維修服務_年增率(%),3.家庭用品_原始值,3.家庭用品_年增率(%),(1)紡織品_原始值,(1)紡織品_年增率(%),(2)家具_原始值,(2)家具_年增率(%),(3)家庭耐久設備_原始值,(3)家庭耐久設備_年增率(%),(4)餐具及其他家用品_原始值,(4)餐具及其他家用品_年增率(%),4.家庭管理費用_原始值,4.家庭管理費用_年增率(%),5.水電燃氣_原始值,5.水電燃氣_年增率(%),(1)燃氣_原始值,(1)燃氣_年增率(%),(2)水費_原始值,(2)水費_年增率(%),(3)電費_原始值,(3)電費_年增率(%),(4)公共附加費_原始值,(4)公共附加費_年增率(%),四.交通及通訊類_原始值,四.交通及通訊類_年增率(%),1.交通設備_原始值,1.交通設備_年增率(%),(1)交通工具_原始值,(1)交通工具_年增率(%),(2)通訊設備_原始值,(2)通訊設備_年增率(%),2.油料費_原始值,2.油料費_年增率(%),3.交通服務及維修零件_原始值,3.交通服務及維修零件_年增率(%),(1)運輸費_原始值,(1)運輸費_年增率(%),(2)通訊費_原始值,(2)通訊費_年增率(%),(3)交通工具零件及維修費_原始值,(3)交通工具零件及維修費_年增率(%),(4)其他交通服務費_原始值,(4)其他交通服務費_年增率(%),五.醫藥保健類_原始值,五.醫藥保健類_年增率(%),1.醫療費用_原始值,1.醫療費用_年增率(%),2.藥品及保健食品_原始值,2.藥品及保健食品_年增率(%),3.醫療保健器材_原始值,3.醫療保健器材_年增率(%),六.教養娛樂類_原始值,六.教養娛樂類_年增率(%),1.教養費用_原始值,1.教養費用_年增率(%),(1)書報期刊_原始值,(1)書報期刊_年增率(%),(2)學雜費_原始值,(2)學雜費_年增率(%),(3)補習及學習費_原始值,(3)補習及學習費_年增率(%),(4)教養設備及用具_原始值,(4)教養設備及用具_年增率(%),2.娛樂費用_原始值,2.娛樂費用_年增率(%),(1)娛樂設備_原始值,(1)娛樂設備_年增率(%),(2)娛樂服務_原始值,(2)娛樂服務_年增率(%),七.雜項類_原始值,七.雜項類_年增率(%),1.香菸及檳榔_原始值,1.香菸及檳榔_年增率(%),2.美容及衛生用品_原始值,2.美容及衛生用品_年增率(%),3.個人隨身用品_原始值,3.個人隨身用品_年增率(%),4.個人服務_原始值,4.個人服務_年增率(%),5.理容服務費_原始值,5.理容服務費_年增率(%),6.其他_原始值,6.其他_年增率(%)
1994M05,80.78,4.38,70.69,6.59,66.77,3.44,74.98,3.15,61.27,3.83,68.25,3.85,74.51,5.85,59.18,0.66,77.81,2.57,56.27,7.34,51.16,1.77,66.36,0.03,83.40,34.32,105.52,29.33,86.41,33.16,80.59,35.47,83.29,34.90,72.27,10.89,67.48,8.93,76.79,1.24,68.42,0.85,61.41,2.64,84.38,-0.17,58.91,-0.84,96.71,0.32,75.34,2.35,74.46,1.79,69.43,-0.44,98.15,0.44,97.91,0.59,88.26,5.66,103.10,2.06,95.14,-8.69,105.16,-1.96,91.70,3.62,89.68,4.16,92.15,4.92,82.87,5.38,67.99,2.67,96.23,6.84,100.98,2.64,108.76,6.46,81.50,4.77,122.87,1.09,89.17,1.55,81.77,4.47,72.60,0.29,50.44,-3.54,84.92,10.23,89.15,0.00,49.76,0.85,86.17,0.23,114.04,1.69,103.01,1.85,"1,002.32",-5.24,47.86,-7.96,96.03,2.09,79.19,2.51,142.97,0.00,86.00,2.90,70.09,4.02,68.18,2.20,63.84,2.82,66.66,1.21,128.01,-0.69,77.05,7.10,72.54,8.46,76.87,0.55,60.62,11.99,65.66,5.38,363.44,0.36,91.55,3.70,154.15,1.28,68.61,6.21,77.90,3.33,63.96,2.91,94.60,-0.40,68.08,2.10,69.81,4.43,80.73,8.20,84.02,5.25
1994M06,80.58,2.14,69.45,-0.47,64.98,1.50,71.38,-0.36,61.40,3.98,68.29,1.31,74.83,1.31,58.85,1.29,76.40,0.62,54.39,-4.76,51.95,4.65,66.88,1.01,75.45,-8.87,111.06,16.62,72.79,13.66,75.91,-23.79,77.21,-12.20,73.37,12.19,65.00,-5.47,76.94,0.33,68.68,0.66,61.70,3.35,84.54,0.31,58.95,-0.87,96.63,0.11,74.22,0.92,74.69,2.05,69.07,-0.80,100.41,0.53,100.42,0.67,89.67,3.95,104.71,0.55,101.32,-2.88,106.76,-1.96,92.24,3.86,90.52,4.11,92.30,4.81,83.13,5.51,67.92,2.41,96.73,7.18,101.18,2.77,108.93,6.49,81.84,5.06,122.82,1.06,89.47,1.77,82.47,5.08,77.84,0.36,50.44,-3.59,84.92,10.23,100.98,0.17,49.76,0.85,86.31,0.22,114.28,1.89,103.21,2.03,"1,010.39",-4.11,47.86,-7.96,96.21,1.93,79.27,2.34,142.97,0.00,86.52,2.52,70.09,4.02,68.27,2.28,63.97,3.03,66.69,1.09,127.64,-1.08,76.99,7.08,72.57,8.49,77.05,0.78,60.62,11.99,65.67,5.38,363.33,0.08,91.17,3.52,153.44,1.07,68.35,6.05,76.70,2.38,59.76,-1.27,94.98,0.23,69.63,2.74,71.29,6.09,80.80,7.89,84.09,5.35
1994M07,80.74,4.14,70.35,5.98,64.64,2.36,70.69,1.38,61.42,3.64,68.10,1.58,74.56,0.15,58.77,4.13,77.59,2.20,59.87,11.70,52.25,6.74,67.57,2.44,88.45,29.81,111.53,1.23,74.73,27.98,97.88,35.62,92.81,29.24,73.67,12.66,59.01,2.31,76.64,-0.12,68.68,0.78,61.78,3.19,84.21,-0.38,58.99,-0.79,96.81,0.57,76.90,4.64,75.20,2.62,69.56,-0.26,96.15,-0.56,95.21,-0.76,86.43,3.94,97.24,-3.36,99.01,0.09,106.25,-1.53,92.26,3.79,91.11,4.41,92.75,4.83,83.28,5.22,68.06,2.48,96.90,6.68,101.47,3.15,109.67,7.07,82.16,5.10,122.82,1.34,89.87,2.54,82.25,4.17,79.78,2.86,50.44,-3.59,89.72,16.46,100.98,0.17,79.05,60.21,86.32,0.10,114.29,1.36,103.23,1.46,"1,010.69",-3.13,47.87,-7.96,96.22,2.04,79.23,2.56,142.97,0.00,86.64,2.52,70.09,4.02,68.23,2.08,63.99,2.83,66.53,0.80,127.20,-0.78,77.23,7.28,72.60,8.54,77.22,0.99,60.62,11.99,65.82,5.48,361.80,0.13,92.10,4.13,153.75,1.01,69.60,7.34,74.82,1.99,54.69,-2.06,95.47,0.67,68.49,0.16,70.14,4.03,81.26,7.86,84.07,5.15
1994M08,82.65,7.06,76.65,15.65,64.23,0.85,69.91,-1.08,61.39,3.33,68.70,1.87,74.35,-0.43,60.45,5.92,77.20,2.31,77.11,32.29,54.44,13.46,68.00,3.22,132.36,83.91,213.30,104.37,99.71,67.19,150.43,78.57,145.56,99.29,74.35,13.56,64.29,20.73,76.89,0.12,68.48,0.31,61.66,2.48,84.86,0.34,58.90,-0.94,96.59,0.26,76.98,4.34,75.42,2.72,69.27,-0.66,88.94,0.33,86.35,-0.07,78.15,0.89,90.27,-0.46,85.06,-0.29,105.94,0.79,91.94,3.84,91.39,4.11,93.12,4.51,83.40,4.55,68.15,2.56,97.05,5.63,101.47,2.68,110.42,8.03,82.25,4.33,122.73,1.03,89.67,1.69,82.38,3.75,79.95,3.08,50.87,-2.77,89.72,16.46,100.98,0.17,79.05,60.21,86.59,0.24,114.44,1.09,103.38,1.19,"1,002.92",-3.72,48.69,-6.40,96.23,1.99,79.16,2.66,142.97,0.00,86.86,2.41,70.09,2.49,68.37,1.68,64.11,2.10,66.74,1.00,126.76,-0.39,77.53,7.09,72.73,8.42,77.33,0.94,60.62,11.99,66.56,4.95,360.94,0.01,92.95,3.72,155.99,1.77,69.89,5.72,73.47,2.73,50.80,0.75,96.17,1.32,67.38,0.33,70.22,2.93,81.42,6.64,84.03,5.25
1994M09,82.90,6.69,76.75,15.85,64.03,0.66,69.59,-1.32,61.33,3.25,68.64,1.85,74.25,-0.07,60.44,5.17,76.36,-0.38,58.78,3.41,53.48,11.67,68.84,4.43,121.63,74.30,206.55,97.71,111.19,79.25,122.94,59.75,130.45,81.76,75.02,14.57,76.13,38.44,77.63,0.56,68.60,0.54,61.79,2.27,85.43,1.98,58.56,-1.11,96.72,0.68,77.25,3.76,75.76,2.92,69.34,-0.45,86.51,-0.35,83.39,-1.13,77.20,2.17,86.62,-2.08,81.05,-2.86,105.13,1.62,92.62,4.03,91.74,3.77,93.43,3.92,84.56,5.50,68.03,1.99,99.18,7.36,101.49,2.10,109.82,4.98,82.63,4.09,122.57,0.59,89.64,1.31,84.50,6.38,80.04,3.20,51.08,-2.37,89.72,16.46,100.98,0.17,79.05,60.21,86.73,0.29,114.47,0.96,103.43,1.07,996.45,-3.13,49.04,-5.73,96.30,1.94,79.31,2.63,142.97,0.00,86.79,2.24,70.09,2.49,68.62,1.96,64.36,2.52,67.00,1.03,126.42,-0.62,79.22,3.75,74.98,3.81,77.57,1.03,63.45,4.70,66.63,4.06,360.42,-0.07,92.75,3.57,154.35,1.18,70.30,5.99,73.58,3.72,49.65,1.72,96.15,1.23,67.99,2.19,74.56,9.29,82.03,7.00,83.93,5.12
1994M10,82.00,5.07,73.95,11.09,64.32,0.03,69.94,-2.14,61.56,2.91,68.82,2.33,74.23,1.06,60.88,4.50,77.20,0.30,60.09,6.03,52.90,9.91,69.10,4.30,98.25,48.89,107.06,18.61,112.00,82.35,90.01,38.95,95.89,35.38,74.95,13.25,75.29,25.40,78.22,1.40,67.68,-0.72,61.75,1.91,85.39,2.14,58.76,-1.16,97.02,1.15,77.19,3.68,75.82,3.06,69.34,0.07,91.49,-1.24,89.36,-1.79,79.25,0.29,94.68,-3.00,87.25,-1.16,106.18,-0.39,93.21,3.26,91.25,3.65,93.64,3.85,85.16,4.98,68.15,0.77,100.14,7.20,101.75,1.98,110.01,4.11,82.64,3.55,122.93,0.76,90.06,1.46,83.12,3.54,74.80,3.31,51.08,-2.37,89.72,16.46,89.15,0.00,79.05,60.21,86.80,0.13,114.46,0.83,103.44,0.94,985.59,-4.10,49.04,-5.53,96.46,1.61,79.52,2.09,142.97,0.00,86.87,1.92,70.22,2.68,68.64,1.82,64.36,2.37,67.07,0.92,126.46,-0.71,79.25,3.61,74.98,3.79,77.67,1.17,63.45,4.70,66.63,4.03,358.68,-0.91,92.88,3.09,154.34,1.31,70.50,4.85,73.22,3.10,49.40,1.35,95.98,1.48,68.50,0.62,71.05,3.20,82.22,7.21,84.09,5.27
1994M11,81.25,3.89,71.16,7.01,64.99,-1.32,71.05,-3.78,61.78,1.98,68.78,2.26,74.61,2.15,60.28,2.45,77.55,0.75,60.74,4.76,52.55,9.71,68.90,4.24,78.83,13.18,77.51,-1.99,99.37,58.99,65.57,-2.93,78.99,5.25,74.53,12.36,71.10,27.60,78.15,1.36,66.94,-1.11,62.03,1.86,85.03,1.56,58.80,-0.74,97.59,1.67,77.15,3.50,75.77,2.92,69.98,1.42,95.67,-1.07,94.33,-1.60,82.47,-0.07,102.09,-1.88,88.56,-2.75,107.31,-0.33,93.75,3.77,91.42,3.63,93.86,3.70,85.75,5.77,68.58,1.58,100.87,7.99,101.45,1.77,109.51,4.04,82.59,3.08,122.42,0.33,89.81,1.77,83.33,3.52,74.80,3.72,51.08,-1.07,89.72,16.46,89.15,0.00,79.05,60.21,86.74,0.44,114.32,0.29,103.32,0.37,981.91,-3.57,49.04,-3.54,96.41,1.91,79.34,2.81,142.97,0.00,87.13,1.74,70.22,2.68,68.69,1.87,64.36,2.37,67.25,1.02,126.41,-0.03,79.22,3.58,74.97,3.81,77.53,1.15,63.45,4.70,66.65,3.98,358.68,-0.73,92.82,3.02,154.09,1.48,70.52,4.54,73.24,3.18,49.58,2.04,95.57,1.68,68.32,-1.30,71.41,3.22,82.28,7.19,84.20,5.37
1994M12,80.95,2.65,70.12,2.41,65.36,-1.30,71.96,-3.31,61.57,1.42,68.53,1.26,74.64,2.47,59.67,-0.70,77.97,1.72,58.87,-5.37,52.98,7.70,68.83,4.07,66.88,-22.51,69.80,-19.14,85.15,18.12,55.39,-38.12,66.68,-26.34,74.50,11.33,74.00,35.71,77.83,1.05,64.42,-0.69,62.46,3.60,84.96,1.25,58.71,-0.61,97.74,1.75,76.96,3.27,75.85,3.00,69.91,0.03,94.57,-0.54,93.02,-1.14,82.51,1.50,100.83,-1.21,85.25,-4.36,107.15,0.92,93.49,3.65,91.60,3.68,94.01,3.63,86.59,6.69,68.70,1.88,102.27,9.24,101.30,1.68,109.20,3.96,82.37,3.36,122.05,-0.08,90.01,1.76,83.35,3.44,75.05,4.24,51.69,0.68,89.72,16.46,89.15,0.00,79.05,60.21,87.10,1.09,114.38,0.26,103.38,0.34,983.32,-2.89,50.13,0.78,96.49,1.79,79.52,2.62,142.97,0.00,87.02,1.62,70.22,2.68,68.75,1.88,64.36,2.35,67.46,1.18,126.14,-0.57,79.24,3.53,74.94,3.71,77.51,0.96,63.45,4.70,66.64,3.96,356.05,-1.92,92.97,3.00,153.72,0.51,70.91,5.49,73.51,3.43,50.42,2.63,95.23,1.95,67.97,-1.86,71.46,3.30,82.47,7.42,84.32,5.55
1995M01,82.63,5.23,73.19,8.46,65.84,-1.41,72.48,-3.96,62.03,2.11,68.67,1.51,74.78,2.35,59.80,0.12,78.01,1.54,66.94,1.50,55.57,9.95,68.84,3.18,83.65,17.63,80.62,0.26,95.22,36.87,69.26,1.30,90.20,22.75,75.65,11.30,78.42,35.30,78.17,1.93,63.96,0.60,62.42,2.68,85.18,1.34,58.51,-1.17,98.12,1.87,77.21,3.33,76.15,3.31,69.61,-0.60,91.66,-0.38,89.57,-1.18,80.31,0.40,95.37,-1.35,85.05,-2.76,106.64,2.51,92.53,3.05,92.28,4.15,94.39,3.71,86.88,6.17,69.02,2.46,102.55,8.12,101.05,1.32,109.05,3.28,82.23,2.85,121.78,-0.10,89.67,1.20,111.84,38.54,75.11,4.49,51.84,1.55,89.72,16.46,89.15,0.00,79.05,60.21,87.31,1.55,114.77,0.72,103.74,0.79,978.78,-2.64,50.51,2.33,96.49,1.90,79.49,2.86,142.60,-0.26,87.28,1.78,70.22,2.68,68.75,1.70,64.40,1.79,67.48,2.03,124.46,-2.12,79.24,3.49,75.00,3.72,77.64,1.09,63.45,4.70,66.76,3.75,358.63,-1.66,92.81,2.89,154.16,1.19,70.47,4.57,80.40,11.39,52.48,1.57,95.57,1.41,66.73,-2.47,129.55,85.39,87.22,13.49,84.32,5.61
1995M02,82.27,3.43,73.50,7.28,67.81,1.71,75.83,0.78,62.59,2.98,68.77,1.10,74.80,1.49,60.00,0.45,77.82,1.86,67.25,3.22,56.04,3.95,69.25,2.70,83.13,26.99,85.48,11.53,98.69,41.80,64.65,11.25,91.65,32.92,76.38,8.62,79.23,18.47,78.11,1.75,62.90,1.03,62.68,2.82,85.30,1.51,58.55,-0.46,98.22,2.03,77.32,3.77,76.44,3.62,69.33,-0.67,88.20,0.55,85.34,-0.26,78.80,0.64,89.49,0.87,81.17,-4.28,105.98,3.43,92.85,3.52,92.15,3.20,94.57,3.40,87.50,6.86,70.86,5.04,102.28,7.81,102.00,2.08,109.94,4.12,83.37,3.66,122.74,0.80,90.33,1.67,85.32,-19.48,75.11,4.60,51.84,1.89,89.72,16.46,89.15,0.00,79.05,60.21,87.64,1.61,115.42,1.10,104.35,1.19,973.83,-2.79,50.51,3.80,96.84,1.27,79.97,1.59,142.60,-0.26,87.52,1.83,70.22,2.41,68.81,1.71,64.43,1.82,67.52,1.86,125.76,-1.17,79.54,3.41,75.14,3.86,78.58,2.20,63.45,4.67,66.78,3.78,356.24,-2.44,93.62,2.18,156.38,0.86,70.70,3.48,75.90,-4.82,55.29,4.48,95.55,1.38,66.73,-0.61,73.42,-39.35,85.15,-4.45,84.15,1.34
1995M03,82.38,3.86,73.43,5.94,69.56,3.71,78.65,3.79,63.25,3.64,68.53,1.33,74.55,1.53,59.78,1.01,77.98,1.40,76.51,26.88,54.62,5.34,68.90,2.67,79.13,13.12,83.15,9.57,95.16,36.06,62.29,-6.06,84.91,16.67,76.76,8.73,80.88,14.03,78.00,2.42,62.30,0.83,63.88,4.02,85.06,1.38,58.65,-0.51,99.17,3.35,77.60,3.72,77.04,3.72,69.41,-0.74,87.17,0.17,84.00,-0.96,78.17,-0.20,87.06,-0.70,81.51,-2.63,106.22,4.32,93.34,4.34,92.54,3.55,95.04,3.39,87.83,6.94,71.39,5.34,102.47,7.75,102.41,2.36,110.30,4.33,84.01,4.44,122.48,0.44,91.14,2.34,85.54,5.05,75.11,3.46,51.84,2.78,89.72,5.65,89.15,0.00,79.05,58.86,87.58,2.03,115.33,1.01,104.32,1.15,951.02,-5.63,50.51,5.54,96.76,1.63,79.67,2.32,142.60,-0.26,87.94,2.33,70.22,0.19,69.18,1.78,64.84,1.81,67.73,2.10,126.41,-0.79,79.66,3.62,75.30,4.08,78.92,2.63,63.51,4.77,67.07,4.10,359.01,-1.32,93.59,2.36,154.78,1.49,71.36,3.21,76.64,3.64,56.87,4.68,95.83,1.03,66.89,-1.01,73.50,5.29,85.36,8.02,84.54,1.77
1995M04,83.59,4.44,74.17,6.40,70.48,4.85,79.86,5.19,63.89,4.36,69.45,2.13,75.95,2.76,60.04,1.08,77.88,0.50,59.79,0.34,54.04,6.65,69.39,4.58,80.92,11.91,86.16,7.92,93.02,12.82,66.91,9.85,85.36,13.10,77.41,8.31,82.67,17.45,77.78,2.48,67.16,-1.54,64.30,5.12,85.55,1.89,58.61,-0.48,100.43,3.92,77.81,3.54,77.45,4.13,70.00,0.97,102.54,8.98,102.22,9.81,90.43,4.75,104.27,10.15,109.97,15.50,111.14,6.64,94.37,3.90,92.83,3.65,95.24,3.44,88.56,7.16,71.62,5.56,103.59,8.00,103.25,2.82,110.39,2.89,85.24,5.61,123.27,0.80,91.77,2.92,85.81,5.11,75.11,3.46,51.84,2.78,89.72,5.65,89.15,0.00,79.05,58.86,87.80,1.99,115.73,1.32,104.68,1.46,954.98,-5.13,50.58,5.68,96.97,1.27,79.83,1.35,142.60,-0.26,88.39,2.90,70.22,0.19,69.20,1.72,64.84,1.57,67.79,2.36,126.79,-0.17,80.07,4.04,75.85,4.59,82.28,7.00,63.51,4.77,67.11,2.40,359.23,-0.96,93.55,2.54,154.49,1.22,71.44,3.84,77.83,2.35,58.66,-0.98,96.64,1.89,69.48,1.25,73.70,5.57,86.05,7.31,84.75,2.15
1995M05,83.44,3.29,73.11,3.42,71.08,6.45,80.80,7.76,64.14,4.68,70.08,2.68,77.05,3.41,60.05,1.47,78.08,0.35,58.74,4.39,54.03,5.61,69.59,4.87,80.81,-3.11,94.14,-10.78,92.05,6.53,67.36,-16.42,82.73,-0.67,77.89,7.78,72.88,8.00,78.13,1.75,68.69,0.39,64.41,4.89,86.52,2.54,58.60,-0.53,100.16,3.57,77.73,3.17,77.74,4.41,70.10,0.97,102.66,4.60,102.49,4.68,90.89,2.98,104.71,1.56,109.55,15.15,110.04,4.64,94.85,3.44,93.08,3.79,95.47,3.60,88.84,7.20,71.91,5.77,103.89,7.96,103.94,2.93,110.60,1.69,85.55,4.97,125.01,1.74,91.86,3.02,85.89,5.04,75.11,3.46,51.84,2.78,89.72,5.65,89.15,0.00,79.05,58.86,87.94,2.05,116.55,2.20,105.45,2.37,949.87,-5.23,50.58,5.68,96.81,0.81,79.53,0.43,142.60,-0.26,88.45,2.85,70.22,0.19,69.21,1.51,64.84,1.57,67.82,1.74,126.79,-0.95,80.32,4.24,75.98,4.74,82.94,7.90,63.51,4.77,67.17,2.30,360.77,-0.73,94.19,2.88,155.79,1.06,71.81,4.66,79.13,1.58,61.62,-3.66,97.70,3.28,68.78,1.03,73.70,5.57,86.29,6.89,84.82,0.95
1995M06,84.34,4.67,74.41,7.14,70.37,8.29,78.34,9.75,65.34,6.42,70.83,3.72,78.14,4.42,60.33,2.51,78.44,2.67,56.60,4.06,53.95,3.85,69.95,4.59,85.34,13.11,106.21,-4.37,86.95,19.45,85.52,12.66,84.79,9.82,78.92,7.56,77.69,19.52,78.06,1.46,68.66,-0.03,64.21,4.07,86.91,2.80,58.62,-0.56,100.35,3.85,77.88,4.93,78.12,4.59,70.44,1.98,104.29,3.86,104.08,3.64,93.49,4.26,106.79,1.99,108.43,7.02,112.75,5.61,95.21,3.22,94.08,3.93,95.77,3.76,89.02,7.09,72.11,6.17,104.05,7.57,104.24,3.02,110.92,1.83,86.07,5.17,124.97,1.75,92.25,3.11,90.78,10.08,80.35,3.22,51.84,2.78,89.72,5.65,100.98,0.00,79.05,58.86,88.45,2.48,118.38,3.59,107.14,3.81,949.04,-6.07,50.58,5.68,96.86,0.68,79.53,0.33,142.60,-0.26,88.67,2.48,70.22,0.19,69.42,1.68,64.93,1.50,68.25,2.34,127.48,-0.13,80.38,4.40,75.96,4.67,82.77,7.42,63.51,4.77,67.17,2.28,361.69,-0.45,94.52,3.67,155.90,1.60,72.26,5.72,79.78,4.02,59.86,0.17,98.71,3.93,70.25,0.89,83.63,17.31,86.36,6.88,85.36,1.51
1995M07,83.85,3.85,74.13,5.37,69.65,7.75,76.02,7.54,66.34,8.01,72.19,6.01,79.28,6.33,61.96,5.43,78.90,1.69,56.93,-4.91,55.19,5.63,70.86,4.87,87.13,-1.49,114.79,2.92,86.17,15.31,90.62,-7.42,85.18,-8.22,79.43,7.82,71.37,20.95,78.13,1.94,67.99,-1.00,64.58,4.53,87.75,4.20,58.66,-0.56,100.55,3.86,78.86,2.55,78.35,4.19,70.48,1.32,97.73,1.64,96.84,1.71,87.98,1.79,99.32,2.14,99.57,0.57,107.07,0.77,94.71,2.66,94.31,3.51,96.06,3.57,89.13,7.02,72.29,6.22,104.11,7.44,103.91,2.40,110.98,1.19,86.14,4.84,124.00,0.96,92.06,2.44,87.56,6.46,81.24,1.83,51.84,2.78,89.72,0.00,100.98,0.00,98.21,24.24,89.00,3.10,118.37,3.57,107.15,3.80,942.49,-6.75,51.50,7.58,97.53,1.36,80.20,1.22,142.60,-0.26,89.12,2.86,72.39,3.28,69.54,1.92,64.93,1.47,68.63,3.16,127.95,0.59,80.50,4.23,75.96,4.63,82.84,7.28,63.51,4.77,67.20,2.10,359.75,-0.57,95.04,3.19,155.31,1.01,73.28,5.29,76.77,2.61,53.65,-1.90,98.65,3.33,69.17,0.99,75.72,7.96,86.82,6.84,85.52,1.72
1995M08,84.06,1.71,75.52,-1.47,69.89,8.81,76.40,9.28,66.46,8.26,74.46,8.38,82.55,11.03,62.87,4.00,79.97,3.59,57.53,-25.39,54.77,0.61,72.11,6.04,90.99,-31.26,120.36,-43.57,90.88,-8.86,95.80,-36.32,87.75,-39.72,79.82,7.36,76.12,18.40,78.32,1.86,67.44,-1.52,65.06,5.51,87.98,3.68,58.59,-0.53,100.35,3.89,79.65,3.47,78.45,4.02,70.24,1.40,91.67,3.07,89.45,3.59,85.56,9.48,90.52,0.28,88.83,4.43,105.97,0.03,95.09,3.43,94.45,3.35,96.20,3.31,89.41,7.21,72.74,6.74,104.28,7.45,104.11,2.60,110.40,-0.02,86.41,5.06,124.42,1.38,92.16,2.78,87.33,6.01,81.24,1.61,51.84,1.91,89.72,0.00,100.98,0.00,98.21,24.24,88.99,2.77,118.08,3.18,106.89,3.40,940.16,-6.26,51.50,5.77,97.67,1.50,80.39,1.55,142.60,-0.26,89.20,2.69,72.39,3.28,69.60,1.80,64.93,1.28,68.79,3.07,128.47,1.35,80.86,4.30,76.25,4.84,83.55,8.04,63.52,4.78,68.27,2.57,359.04,-0.53,95.64,2.89,156.66,0.43,73.59,5.29,75.73,3.08,50.99,0.37,98.41,2.33,69.07,2.51,75.81,7.96,86.75,6.55,85.56,1.82
1995M09,84.56,2.00,75.61,-1.49,69.89,9.15,76.37,9.74,66.48,8.40,73.60,7.23,81.68,10.01,62.06,2.68,79.79,4.49,58.79,0.02,55.87,4.47,72.86,5.84,88.95,-26.87,119.84,-41.98,87.89,-20.96,94.44,-23.18,86.17,-33.94,79.17,5.53,77.79,2.18,78.00,0.48,68.84,0.35,64.94,5.10,87.79,2.76,58.47,-0.15,100.00,3.39,79.54,2.96,78.78,3.99,69.36,0.03,90.30,4.38,87.42,4.83,84.51,9.47,88.31,1.95,85.97,6.07,107.97,2.70,95.45,3.06,94.77,3.30,96.50,3.29,89.84,6.24,72.92,7.19,104.90,5.77,104.13,2.60,110.93,1.01,86.40,4.56,124.10,1.25,92.42,3.10,93.05,10.12,81.24,1.50,51.84,1.49,89.72,0.00,100.98,0.00,98.21,24.24,88.80,2.39,118.01,3.09,106.82,3.28,935.98,-6.07,51.50,5.02,97.28,1.02,80.94,2.06,137.63,-3.74,89.32,2.92,72.45,3.37,69.61,1.44,64.93,0.89,68.88,2.81,127.71,1.02,84.33,6.45,80.80,7.76,86.57,11.60,68.38,7.77,70.05,5.13,358.59,-0.51,95.47,2.93,155.85,0.97,73.69,4.82,76.61,4.12,50.17,1.05,98.90,2.86,70.12,3.13,86.61,16.16,86.75,5.75,85.61,2.00
