期間,總指數(含食物)_原始值,總指數(含食物)_年增率(%),商品類(含食物)_原始值,商品類(含食物)_年增率(%),商品類(不含食物)_原始值,商品類(不含食物)_年增率(%),非耐久性消費品(含食物)_原始值,非耐久性消費品(含食物)_年增率(%),非耐久性消費品(不含食物)_原始值,非耐久性消費品(不含食物)_年增率(%),半耐久性消費品_原始值,半耐久性消費品_年增率(%),耐久性消費品_原始值,耐久性消費品_年增率(%),服務類_原始值,服務類_年增率(%),外食費_原始值,外食費_年增率(%),衣著服務_原始值,衣著服務_年增率(%),居住服務_原始值,居住服務_年增率(%),交通及通訊服務_原始值,交通及通訊服務_年增率(%),醫藥保健服務_原始值,醫藥保健服務_年增率(%),教養娛樂服務_原始值,教養娛樂服務_年增率(%),教養服務_原始值,教養服務_年增率(%),娛樂服務_原始值,娛樂服務_年增率(%),雜項服務_原始值,雜項服務_年增率(%)
2005M03,91.56,2.30,87.68,4.11,90.16,0.96,82.61,5.88,80.32,1.88,91.91,1.37,111.92,-1.10,95.10,0.78,88.14,2.24,90.60,0.47,98.68,-0.14,101.67,0.70,89.26,2.53,91.28,1.39,96.05,1.60,82.64,0.81,97.95,0.37
2005M04,92.02,1.65,88.58,2.67,92.38,-0.14,82.29,4.75,80.68,1.68,100.68,-1.24,111.19,-2.25,95.12,0.75,88.05,2.32,90.60,0.47,98.69,-0.07,101.65,0.53,89.92,3.29,91.31,0.95,96.05,1.61,82.72,-0.82,97.95,0.37
2005M05,92.53,2.30,89.64,4.21,92.54,0.03,83.74,6.68,81.02,1.22,101.02,0.76,110.66,-2.90,95.13,0.69,88.11,2.00,90.67,0.54,98.73,0.00,101.54,0.24,89.92,2.97,91.36,1.04,96.05,1.60,82.90,-0.46,97.51,0.00
2005M06,92.82,2.38,89.87,4.29,92.50,-0.19,84.60,6.83,82.29,0.94,98.42,0.35,110.24,-2.89,95.46,0.75,88.24,1.81,90.67,0.54,98.76,0.10,101.21,-0.22,91.64,4.41,91.52,0.79,96.05,1.69,83.42,-1.63,101.84,1.78
2005M07,93.90,2.40,91.87,4.15,91.18,-0.10,88.09,6.57,81.85,1.36,94.27,-0.31,110.00,-2.64,95.66,0.84,88.51,1.32,90.67,1.05,98.75,0.15,102.25,0.61,93.46,6.46,92.06,0.74,95.70,1.40,86.11,-0.93,98.24,0.54
2005M08,94.60,3.57,93.22,6.55,91.04,0.54,90.43,10.13,82.85,3.02,91.73,-0.69,109.71,-2.89,95.75,0.98,88.43,1.54,90.67,1.05,98.75,0.15,102.28,0.82,95.21,8.45,92.12,0.79,95.91,1.18,85.83,-0.23,98.15,0.15
2005M09,94.73,3.16,93.26,5.64,91.01,0.66,90.63,8.81,83.15,3.34,91.25,-0.72,109.39,-3.01,95.94,0.96,88.29,1.33,90.08,-0.25,98.78,0.15,102.40,1.02,95.33,8.53,92.16,0.67,96.48,0.76,84.60,0.40,101.68,0.29
2005M10,94.66,2.75,93.41,4.86,92.19,0.20,89.42,7.93,81.90,2.71,98.75,-1.20,109.36,-2.99,95.67,0.83,88.64,1.34,90.36,0.06,98.79,0.14,100.83,-0.44,95.74,9.01,92.40,0.97,96.69,0.98,84.93,0.97,97.53,-0.08
2005M11,93.23,2.51,90.51,4.52,92.03,0.17,85.44,7.38,81.38,2.27,99.40,-0.50,109.21,-2.98,95.63,0.75,88.25,0.50,90.36,0.06,98.78,0.18,100.91,-0.41,95.89,8.77,92.31,1.04,96.69,0.90,84.62,1.44,98.18,0.36
2005M12,93.02,2.21,90.02,4.07,91.60,0.00,85.25,6.88,81.72,2.32,97.20,-1.22,108.85,-3.05,95.71,0.61,88.60,0.20,90.36,0.06,98.79,0.15,100.87,-0.69,95.89,8.67,92.43,0.90,96.70,0.91,85.02,0.89,98.18,0.21
2006M01,93.12,2.67,88.59,3.24,90.67,0.11,84.21,5.91,82.16,3.19,92.70,-2.25,108.63,-3.21,97.26,2.17,88.93,1.25,91.33,0.81,98.95,0.29,101.01,-0.81,96.18,8.87,92.95,0.88,96.81,0.82,86.51,1.03,123.30,25.85
2006M02,92.20,0.99,88.04,3.14,90.82,0.93,83.92,5.68,83.51,4.69,89.85,-2.51,109.20,-2.68,95.99,-0.80,88.98,1.08,91.68,1.19,98.85,-0.31,100.98,-1.11,96.21,8.91,93.05,1.00,97.40,1.41,85.46,-0.07,98.67,-20.15
2006M03,91.94,0.42,87.66,-0.02,91.11,1.05,83.55,1.14,84.39,5.07,89.14,-3.01,109.15,-2.47,95.84,0.78,88.90,0.86,91.81,1.34,98.89,0.21,100.62,-1.03,96.23,7.81,92.73,1.59,97.40,1.41,84.37,2.09,97.90,-0.05
