期間,總指數_原始值,總指數_年增率(%),第 1 類動物產品_原始值,第 1 類動物產品_年增率(%),02肉類_原始值,02肉類_年增率(%),03魚、甲殼及軟體類動物_原始值,03魚、甲殼及軟體類動物_年增率(%),第 2 類植物產品_原始值,第 2 類植物產品_年增率(%),黃豆_原始值,黃豆_年增率(%),玉米_原始值,玉米_年增率(%),第 4 類調製食品、飲料、酒及菸類_原始值,第 4 類調製食品、飲料、酒及菸類_年增率(%),22飲料及酒類_原始值,22飲料及酒類_年增率(%),第 5 類礦產品_原始值,第 5 類礦產品_年增率(%),25粗鹽、石料及水泥_原始值,25粗鹽、石料及水泥_年增率(%),27能源礦產品_原始值,27能源礦產品_年增率(%),原油_原始值,原油_年增率(%),第 6 類化學或有關工業產品_原始值,第 6 類化學或有關工業產品_年增率(%),28無機化學產品及貴金屬化合物_原始值,28無機化學產品及貴金屬化合物_年增率(%),29有機化學產品_原始值,29有機化學產品_年增率(%),32著色料、漆類及油墨_原始值,32著色料、漆類及油墨_年增率(%),34界面活性劑、潤滑劑及擦光料_原始值,34界面活性劑、潤滑劑及擦光料_年增率(%),37感光或電影用品_原始值,37感光或電影用品_年增率(%),38雜項化學產品_原始值,38雜項化學產品_年增率(%),第 7 類塑、橡膠及其製品_原始值,第 7 類塑、橡膠及其製品_年增率(%),39塑膠及其製品_原始值,39塑膠及其製品_年增率(%),40橡膠及其製品_原始值,40橡膠及其製品_年增率(%),第 8 類皮革及其製品_原始值,第 8 類皮革及其製品_年增率(%),第 9 類木及木製品_原始值,第 9 類木及木製品_年增率(%),44木及木製品_原始值,44木及木製品_年增率(%),第10類木漿、紙及其製品_原始值,第10類木漿、紙及其製品_年增率(%),47木漿及回收紙製品_原始值,47木漿及回收紙製品_年增率(%),48紙、紙板及其製品_原始值,48紙、紙板及其製品_年增率(%),第11類紡織及其製品_原始值,第11類紡織及其製品_年增率(%),62非針、鉤針織之衣著_原始值,62非針、鉤針織之衣著_年增率(%),第13類石料製品、玻璃及玻璃器_原始值,第13類石料製品、玻璃及玻璃器_年增率(%),70玻璃及玻璃器_原始值,70玻璃及玻璃器_年增率(%),第15類基本金屬及其製品_原始值,第15類基本金屬及其製品_年增率(%),72鋼鐵_原始值,72鋼鐵_年增率(%),73鋼鐵製品_原始值,73鋼鐵製品_年增率(%),74銅及其製品_原始值,74銅及其製品_年增率(%),76鋁及其製品_原始值,76鋁及其製品_年增率(%),第16類機器、電機、電視影像及聲音記錄機等設備_原始值,第16類機器、電機、電視影像及聲音記錄機等設備_年增率(%),84鍋爐、機器、機械用具及其零件_原始值,84鍋爐、機器、機械用具及其零件_年增率(%),85電機、電視影像、聲音記錄等設備及其零件_原始值,85電機、電視影像、聲音記錄等設備及其零件_年增率(%),第17類運輸工具_原始值,第17類運輸工具_年增率(%),87運輸工具_原始值,87運輸工具_年增率(%),第18類光學、計量、醫療儀器、樂器及其零件_原始值,第18類光學、計量、醫療儀器、樂器及其零件_年增率(%),90光學、計量、檢查、醫療儀器及其零件_原始值,90光學、計量、檢查、醫療儀器及其零件_年增率(%),第20類雜項製品_原始值,第20類雜項製品_年增率(%)
2006M04,79.23,7.58,66.74,10.33,64.53,12.60,96.61,28.11,50.89,-6.85,52.64,-16.20,45.43,-4.90,77.51,7.50,91.17,1.80,60.36,27.42,80.61,0.06,62.06,29.05,66.30,40.53,79.06,-0.30,78.54,28.59,69.74,-2.48,81.81,2.31,77.42,6.48,88.97,6.74,100.22,1.61,73.36,0.03,83.57,-1.92,44.77,10.00,78.51,2.44,84.29,1.12,84.29,1.12,80.37,2.07,70.74,-0.23,89.61,3.76,66.57,0.59,98.84,0.90,90.80,-7.81,90.80,-7.81,75.12,23.09,63.61,-1.13,85.15,21.33,79.41,69.57,106.75,32.61,107.18,-2.81,89.00,-1.82,120.98,-3.45,78.26,-2.81,78.26,-2.81,100.55,-1.39,100.22,-1.55,92.37,1.77
2006M05,80.00,10.85,65.96,8.63,63.44,9.76,94.97,26.86,50.38,-4.93,52.10,-14.04,44.52,-4.32,79.39,10.85,91.01,1.70,60.49,31.21,79.78,0.78,62.22,33.20,65.68,45.60,79.46,4.40,75.59,28.71,70.67,5.54,81.57,2.50,75.99,6.65,88.09,6.56,100.07,2.56,73.79,1.81,83.43,-0.29,46.60,12.13,78.87,4.04,84.90,1.80,84.90,1.80,80.08,3.85,71.76,5.37,88.13,2.75,65.80,0.81,97.83,0.61,90.20,-7.97,90.20,-7.97,80.96,38.11,63.56,4.04,85.44,18.68,95.30,110.65,113.88,50.18,106.61,-2.51,89.39,-0.80,119.56,-3.64,78.61,-1.76,78.61,-1.76,100.17,-1.14,99.91,-1.25,92.46,2.77
2006M06,81.95,13.24,67.75,10.43,67.49,14.72,97.12,29.44,52.15,-1.32,53.56,-11.60,45.30,-2.10,80.16,12.13,91.22,1.91,62.25,28.19,81.59,3.03,64.07,29.51,67.95,34.39,83.51,12.99,65.90,16.43,76.43,20.29,82.57,3.99,77.30,6.71,89.73,8.91,102.27,4.87,76.39,8.11,85.93,5.92,49.31,18.59,81.38,7.82,88.10,5.17,88.10,5.17,83.64,8.88,76.38,13.09,90.78,5.90,67.36,2.50,99.81,2.39,95.46,7.61,95.46,7.61,81.48,39.93,66.44,12.65,86.41,7.72,94.79,99.26,105.89,39.99,108.69,0.30,90.33,1.00,122.61,-0.15,79.70,0.00,79.70,0.00,101.54,0.64,101.23,0.53,92.94,3.73
2006M07,83.77,13.37,69.05,12.29,69.76,17.66,97.57,27.84,52.55,-2.92,52.91,-16.74,47.12,0.17,84.27,17.45,92.03,2.63,64.75,26.94,82.51,3.32,66.84,28.17,71.18,32.63,86.35,14.89,63.14,4.71,79.93,23.20,82.71,3.08,77.55,5.73,90.31,6.67,106.84,8.73,77.28,4.76,87.23,3.08,49.16,12.73,81.49,6.01,88.92,4.43,88.92,4.43,85.00,8.54,78.92,15.46,91.07,3.68,68.10,2.01,100.28,0.65,92.64,7.47,92.64,7.47,85.04,44.38,67.91,14.79,86.47,0.83,100.04,99.20,106.80,37.03,108.73,-0.53,90.26,0.86,122.76,-1.42,79.60,-0.34,79.60,-0.34,101.56,-0.35,101.24,-0.45,92.85,3.22
2006M08,84.78,12.32,71.08,12.52,71.55,10.96,102.60,33.68,53.99,3.31,54.94,-9.85,48.58,8.17,83.99,16.35,92.08,2.62,65.35,20.57,83.57,3.68,67.48,21.15,71.72,24.60,87.65,15.62,57.95,-6.14,81.75,25.10,83.01,2.70,77.83,3.44,90.77,6.08,108.05,9.15,78.17,5.22,89.07,4.27,47.66,9.77,82.40,5.59,89.10,4.57,89.10,4.57,85.77,8.90,79.85,15.52,91.71,4.22,68.65,2.45,100.32,0.19,89.37,2.38,89.37,2.38,87.32,45.39,68.75,13.73,87.35,0.76,101.15,95.12,106.90,34.06,109.71,-0.64,90.43,-0.17,124.43,-0.96,79.85,-0.72,79.85,-0.72,102.08,-0.71,101.85,-0.73,91.37,1.25
2006M09,83.68,7.61,73.38,11.76,74.06,4.78,107.82,36.95,55.09,6.17,55.09,-6.44,50.61,13.60,83.95,14.58,92.11,2.38,60.18,6.63,84.12,5.57,61.64,6.02,63.50,6.81,87.74,10.78,57.31,-17.65,81.81,18.02,83.05,0.75,78.67,3.57,90.82,3.62,108.27,6.69,78.57,2.30,90.27,2.28,46.08,2.38,83.31,4.40,89.13,3.71,89.13,3.71,87.05,7.80,81.75,15.08,92.44,2.63,68.75,0.31,100.59,-2.02,91.69,10.94,91.69,10.94,88.97,42.92,72.26,15.51,88.38,-0.43,99.93,85.16,104.68,30.25,110.86,-1.75,90.31,-2.39,126.70,-1.32,79.77,-2.78,79.77,-2.78,102.44,-2.62,102.21,-2.64,91.42,0.21
2006M10,83.60,6.91,75.47,14.42,73.39,4.44,109.08,36.15,59.01,13.22,58.83,-0.05,56.26,27.92,82.71,12.30,92.20,-1.28,57.27,2.78,85.61,5.59,58.29,1.83,59.33,3.78,88.38,8.43,58.50,-22.90,81.75,13.09,83.33,-1.10,79.72,1.42,91.16,2.81,112.16,9.16,78.71,-0.46,89.87,-1.19,47.56,3.12,83.79,3.46,91.65,4.93,91.65,4.93,88.39,7.36,83.65,15.91,93.28,1.33,69.21,-0.62,100.81,-3.74,91.44,10.06,91.44,10.06,91.99,46.81,72.59,18.24,88.70,-0.36,100.79,76.73,111.77,30.34,111.72,-1.63,90.43,-2.49,128.20,-1.08,80.18,-2.52,80.18,-2.52,102.95,-2.78,102.70,-2.76,90.24,-3.84
2006M11,82.65,7.00,77.40,17.50,74.37,4.91,108.07,34.57,64.19,21.48,61.91,7.93,65.55,42.38,82.57,11.25,92.08,-1.43,55.60,3.40,84.61,4.11,56.49,2.65,58.07,7.12,86.90,9.14,59.50,-24.07,79.87,14.99,82.75,-1.32,79.04,2.54,90.37,1.81,111.03,8.28,76.41,-2.10,87.88,-2.17,44.60,-1.78,85.28,5.41,91.41,5.01,91.41,5.01,87.77,7.25,83.29,16.46,92.41,0.75,69.40,-0.09,99.81,-4.17,92.25,12.46,92.25,12.46,91.53,45.26,72.85,21.28,88.08,-0.02,94.23,57.73,111.71,25.56,110.76,-2.08,90.03,-1.78,126.77,-2.27,79.64,-1.70,79.64,-1.70,101.91,-3.18,101.67,-3.13,89.47,-4.56
2006M12,82.53,7.53,80.78,23.76,76.73,12.84,107.36,34.81,66.09,25.00,61.33,5.58,69.26,49.14,82.20,10.66,92.00,-1.44,56.18,3.35,83.84,3.65,57.19,2.60,59.31,4.49,86.27,12.10,62.48,-25.07,79.25,20.64,82.14,-1.37,79.35,3.48,89.98,1.64,109.88,9.06,75.69,-0.18,87.46,0.59,43.19,-3.77,86.97,8.51,91.09,5.34,91.09,5.34,88.39,9.90,85.01,22.53,92.05,1.21,69.30,1.11,98.88,-3.84,90.11,10.84,90.11,10.84,91.76,43.89,73.66,27.57,87.28,-0.07,89.85,43.37,114.67,20.67,109.36,-2.09,89.35,-1.81,124.74,-2.26,79.20,-1.49,79.20,-1.49,101.21,-2.94,100.97,-2.89,89.01,-5.26
2007M01,81.23,7.40,79.68,18.62,76.25,17.29,108.18,12.63,66.81,30.31,65.46,14.70,67.57,49.99,83.78,11.68,94.06,1.16,53.02,-3.79,84.59,7.79,53.59,-5.58,53.27,-10.29,86.96,14.80,66.82,-17.48,79.69,22.28,82.17,0.86,80.35,6.06,91.52,6.20,111.55,13.68,76.67,5.32,88.13,5.90,44.85,2.54,87.34,12.48,93.86,11.27,93.86,11.27,89.49,15.07,87.35,29.37,92.03,5.12,70.60,6.34,99.42,0.53,89.57,8.16,89.57,8.16,89.05,41.60,75.32,36.40,87.02,2.10,80.01,29.55,114.09,18.94,108.95,0.40,89.05,-0.35,124.25,0.88,79.35,1.46,79.35,1.46,101.11,-0.28,100.84,-0.29,88.52,-4.93
