期間,勞動力參與率_合計,勞動力參與率_國小以下,勞動力參與率_國中,勞動力參與率_高中,勞動力參與率_高職,勞動力參與率_專科,勞動力參與率_大學以上,勞動力參與率_合計,勞動力參與率_國小以下,勞動力參與率_國中,勞動力參與率_高中,勞動力參與率_高職,勞動力參與率_專科,勞動力參與率_大學以上,勞動力參與率_合計,勞動力參與率_國小以下,勞動力參與率_國中,勞動力參與率_高中,勞動力參與率_高職,勞動力參與率_專科,勞動力參與率_大學以上,失業率_合計,失業率_國小以下,失業率_國中,失業率_高中,失業率_高職,失業率_專科,失業率_大學以上,失業率_合計,失業率_國小以下,失業率_國中,失業率_高中,失業率_高職,失業率_專科,失業率_大學以上,失業率_合計,失業率_國小以下,失業率_國中,失業率_高中,失業率_高職,失業率_專科,失業率_大學以上
2002M07,57.44,37.06,63.91,50.16,67.62,74.66,58.97,68.31,51.77,78.43,60.16,77.30,79.90,60.77,46.70,26.98,44.14,38.28,58.91,69.13,56.66,5.23,4.00,5.97,5.87,5.98,4.76,4.37,5.96,6.04,6.80,6.63,6.77,4.84,3.72,4.19,1.32,3.94,4.45,5.05,4.66,5.25
2002M08,57.49,36.97,67.50,50.14,67.39,74.21,56.56,68.32,52.28,81.56,59.78,77.23,79.32,58.47,46.79,26.43,48.08,38.69,58.58,68.79,54.15,5.35,3.79,5.93,5.97,6.19,5.05,4.69,6.02,5.58,7.20,5.99,6.97,4.95,4.12,4.39,1.36,2.95,5.94,5.27,5.17,5.45
2002M09,57.24,36.92,68.19,49.49,67.30,73.46,55.44,68.12,52.02,82.27,59.51,77.36,79.08,57.45,46.48,26.50,49.01,37.54,58.29,67.52,52.89,5.32,3.87,6.17,5.59,6.29,4.77,4.46,5.97,5.42,7.20,5.77,7.22,4.96,3.64,4.39,1.77,3.84,5.25,5.18,4.53,5.60
2002M10,57.22,36.71,67.39,49.22,67.54,73.64,55.94,68.00,50.80,81.57,59.75,77.86,79.24,57.87,46.57,27.01,48.36,36.60,58.30,67.72,53.47,5.31,3.73,6.36,5.52,6.39,4.58,4.36,5.87,5.27,7.26,6.46,6.64,4.70,3.85,4.50,1.72,4.31,3.67,6.09,4.43,5.05
2002M11,57.29,36.77,66.63,49.04,67.57,74.26,56.47,68.03,51.24,81.02,58.78,77.80,78.76,58.93,46.68,26.86,47.02,37.46,58.40,69.50,53.35,5.22,3.62,6.48,5.29,6.20,4.67,4.09,5.82,5.05,7.37,6.29,6.72,4.99,3.27,4.34,1.75,4.40,3.41,5.57,4.30,5.23
2002M12,57.29,36.80,65.70,49.46,67.47,74.49,56.88,68.00,51.33,79.74,59.09,77.67,79.13,59.31,46.72,26.84,46.30,38.17,58.31,69.62,53.80,5.04,3.28,6.50,5.16,5.99,4.69,3.68,5.74,4.57,7.28,5.54,6.94,5.02,3.42,4.04,1.59,4.65,4.47,4.85,4.31,4.05
2003M01,57.34,36.88,64.83,49.77,67.78,74.65,57.04,67.99,51.10,78.18,59.81,78.10,79.59,59.64,46.84,27.03,46.69,37.97,58.43,69.46,53.85,5.03,3.60,6.40,5.25,6.14,4.33,3.40,5.75,4.49,7.36,5.64,7.20,4.22,3.79,4.00,2.44,4.23,4.52,4.85,4.46,2.86
2003M02,57.24,36.59,64.22,49.76,67.76,74.90,57.16,67.75,50.97,78.00,58.94,77.86,79.15,59.71,46.88,26.62,45.67,38.98,58.59,70.41,54.03,5.17,3.96,6.58,5.36,6.29,4.44,3.32,5.89,4.92,7.89,6.19,7.23,4.35,3.01,4.14,2.68,3.58,3.88,5.15,4.55,3.74
2003M03,57.23,36.50,63.80,49.65,67.77,74.94,57.54,67.61,50.76,77.85,57.68,77.64,79.46,60.13,46.98,26.59,44.93,40.22,58.82,70.18,54.39,5.08,4.22,6.28,5.48,6.07,4.20,3.37,5.71,5.43,7.11,6.59,6.59,4.67,2.83,4.18,2.62,4.32,3.63,5.46,3.64,4.11
2003M04,57.21,36.20,63.71,49.38,67.78,74.96,58.05,67.60,49.77,77.26,58.05,78.07,80.37,60.26,46.96,26.75,45.60,39.18,58.49,69.27,55.36,4.92,3.95,6.49,5.07,5.83,4.02,3.22,5.47,4.89,7.69,5.46,6.00,4.56,2.81,4.13,2.73,3.76,4.40,5.61,3.36,3.77
2003M05,57.13,36.10,63.02,49.45,67.76,74.99,58.24,67.53,49.02,76.52,59.47,77.61,81.08,60.32,46.88,27.16,44.93,37.77,58.83,68.55,55.71,4.98,4.29,6.65,5.03,5.71,4.15,3.23,5.62,4.85,8.21,4.95,6.40,4.24,3.16,4.08,3.58,3.09,5.19,4.89,4.04,3.32
2003M06,57.26,36.43,62.73,50.45,67.97,74.64,57.86,67.70,49.96,76.20,60.28,77.73,80.23,60.40,46.97,27.09,44.63,38.88,59.11,68.82,54.77,5.09,4.61,6.55,5.42,5.58,4.34,3.56,5.69,5.55,7.25,6.15,6.58,4.53,2.89,4.24,3.40,4.96,4.09,4.39,4.10,4.46
2003M07,57.55,36.20,65.11,49.98,67.66,76.47,57.36,67.91,50.59,78.34,58.45,77.96,81.67,59.07,47.35,26.25,47.01,40.13,58.40,71.00,55.29,5.16,4.13,6.10,5.82,5.58,4.70,4.42,5.54,5.23,6.62,6.24,6.16,4.94,3.31,4.62,2.67,4.92,5.11,4.89,4.41,5.86
2003M08,57.65,36.07,66.35,52.35,68.30,74.80,55.42,67.96,51.17,79.51,60.76,78.81,79.70,56.71,47.48,25.60,48.36,42.55,58.83,69.70,53.87,5.21,4.19,5.99,5.94,5.57,4.85,4.66,5.60,4.99,6.77,6.03,6.07,4.99,4.09,4.67,3.07,4.24,5.80,4.97,4.68,5.37
2003M09,57.32,35.87,67.29,50.29,67.64,74.35,55.59,67.56,50.19,81.10,58.69,78.39,79.07,56.72,47.23,25.91,48.54,40.54,57.99,69.41,54.21,5.05,4.21,5.53,5.39,5.48,4.71,4.77,5.42,5.43,6.17,5.95,6.13,4.33,3.89,4.54,2.56,4.07,4.43,4.68,5.15,5.89
2003M10,57.34,35.49,66.63,50.15,68.10,74.41,56.17,67.58,49.62,80.66,59.15,77.76,79.70,57.82,47.26,25.67,47.68,39.57,59.41,68.87,54.17,4.92,3.97,5.58,5.04,5.54,4.30,4.56,5.28,4.79,6.39,5.73,5.93,4.09,4.04,4.41,2.87,3.75,3.84,5.07,4.54,5.24
2003M11,57.40,35.66,65.92,50.13,68.12,74.69,56.55,67.57,49.55,80.13,59.44,77.50,80.69,57.52,47.39,26.00,46.60,39.30,59.70,68.46,55.38,4.71,4.11,5.72,4.83,5.33,4.02,3.69,5.12,4.53,6.73,5.83,5.78,3.90,3.13,4.13,3.55,3.37,3.07,4.82,4.17,4.40
2003M12,57.44,35.62,64.82,50.45,68.37,74.94,56.95,67.54,49.42,78.26,59.81,78.03,80.68,58.23,47.48,26.04,46.40,39.62,59.67,68.98,55.41,4.58,4.01,5.42,4.68,5.43,3.75,3.51,5.08,4.93,6.36,5.34,5.76,3.92,3.34,3.88,2.80,3.23,3.51,5.03,3.56,3.72
2004M01,57.44,35.55,64.05,50.28,68.57,75.12,57.36,67.50,49.65,77.26,59.45,77.85,80.30,59.41,47.53,25.74,45.96,39.61,60.22,69.74,54.92,4.53,3.85,5.80,4.10,5.28,3.77,3.55,5.03,4.58,7.05,4.35,5.59,3.73,3.58,3.85,2.86,2.92,3.65,4.92,3.81,3.51
2004M02,57.38,35.18,63.09,50.34,68.79,75.49,57.66,67.45,48.87,76.67,59.03,77.94,81.19,60.03,47.46,25.64,44.68,40.13,60.59,69.57,54.84,4.61,3.72,5.59,4.34,5.40,4.11,3.64,5.07,5.00,6.45,4.71,5.69,3.90,3.73,3.97,2.04,3.61,3.71,5.07,4.37,3.53
2004M03,57.41,34.83,63.18,50.14,68.81,75.65,58.26,67.53,48.58,76.27,58.37,78.84,80.60,60.95,47.46,25.28,45.53,40.48,59.82,70.52,55.03,4.45,3.46,5.11,4.68,5.11,4.13,3.67,4.80,4.35,5.57,5.16,5.54,4.12,3.45,3.95,2.26,4.06,3.85,4.60,4.14,3.95
2004M04,57.42,34.98,62.92,50.07,68.69,75.77,58.37,67.60,48.86,75.76,58.74,79.30,80.23,60.78,47.41,25.36,45.69,39.96,59.13,71.14,55.50,4.36,3.24,5.10,5.05,4.79,4.09,3.72,4.72,4.04,5.50,5.57,5.12,4.24,3.60,3.85,2.18,4.20,4.16,4.38,3.92,3.89
2004M05,57.59,35.09,62.63,50.63,68.95,76.04,58.51,67.74,48.18,75.47,59.78,79.69,81.38,60.50,47.61,26.02,45.39,40.05,59.34,70.46,56.11,4.41,2.93,5.19,4.75,4.94,4.29,3.87,4.84,3.47,5.86,4.92,5.52,4.09,4.27,3.81,2.24,3.72,4.44,4.25,4.54,3.36
2004M06,57.79,35.23,63.45,50.69,69.08,76.33,58.17,67.89,48.25,76.53,59.85,79.66,81.58,60.21,47.86,26.22,45.82,39.98,59.68,70.85,55.71,4.54,3.19,5.23,4.85,5.12,4.34,4.05,5.02,3.65,5.93,5.07,5.76,5.18,3.56,3.88,2.61,3.63,4.47,4.37,3.33,4.69
2004M07,58.01,35.12,63.58,50.08,69.58,76.47,59.13,67.94,49.21,76.32,59.21,79.88,80.80,60.55,48.25,25.33,46.49,39.43,60.41,71.97,57.42,4.62,3.49,5.00,4.32,5.22,4.17,4.80,4.91,4.25,5.48,5.12,5.56,4.92,3.53,4.21,2.47,3.95,2.90,4.81,3.30,6.42
2004M08,58.04,34.67,65.75,50.66,70.02,75.92,57.36,68.11,49.68,78.99,59.45,80.40,81.13,57.90,48.13,24.24,47.93,40.46,60.69,70.56,56.72,4.67,3.39,4.85,4.51,5.33,4.20,4.99,4.89,4.52,5.62,4.53,5.94,3.99,3.66,4.36,1.78,3.15,4.49,4.61,4.46,6.61
2004M09,57.60,34.51,67.57,50.42,69.14,75.10,55.49,67.77,48.68,81.14,58.93,79.84,80.83,56.76,47.60,24.69,49.04,40.62,59.51,69.23,53.98,4.50,3.30,5.05,4.44,4.92,4.19,4.58,4.79,4.03,5.94,4.51,5.75,3.84,3.53,4.09,2.30,3.03,4.33,3.93,4.62,5.90
2004M10,57.71,34.30,66.79,51.34,68.91,75.74,56.23,67.99,48.10,80.73,59.79,79.88,81.32,57.96,47.61,24.70,47.82,41.60,59.06,70.05,54.17,4.31,3.04,5.11,4.75,4.41,4.01,4.48,4.70,3.69,5.71,5.22,5.23,4.01,3.82,3.76,2.15,3.72,3.98,3.41,4.01,5.32
2004M11,57.75,34.29,65.85,51.20,69.19,75.87,56.73,67.97,47.78,79.58,59.52,79.54,82.30,58.93,47.71,24.88,47.16,41.54,59.89,69.35,54.14,4.14,3.30,4.81,4.32,4.50,3.46,4.16,4.58,3.74,5.31,4.96,5.31,3.64,3.91,3.52,2.71,3.66,3.25,3.54,3.24,4.47
2004M12,57.77,34.10,65.42,51.26,69.34,76.17,56.88,67.81,47.23,78.99,60.62,79.15,81.83,59.04,47.91,24.99,47.04,40.37,60.45,70.40,54.36,4.09,3.28,4.71,4.09,4.75,3.46,3.69,4.58,3.76,5.43,4.69,5.50,3.74,3.50,3.41,2.66,3.07,3.02,3.86,3.13,3.93
2005M01,57.78,34.03,64.78,50.97,69.28,76.35,57.57,67.80,47.65,78.30,60.79,79.30,81.38,59.11,47.93,24.60,46.62,39.57,60.23,71.19,55.76,4.06,3.20,4.26,4.20,4.75,3.67,3.69,4.48,3.60,4.76,4.62,5.38,4.01,3.77,3.47,2.67,3.13,3.45,4.01,3.27,3.61
2005M02,57.71,33.92,63.94,50.84,69.34,76.43,57.86,67.72,48.02,77.41,59.92,79.14,82.09,59.17,47.87,24.15,45.73,40.30,60.50,70.62,56.33,4.28,3.74,4.75,4.62,4.70,3.88,3.77,4.62,4.34,5.19,4.73,5.08,4.10,3.85,3.80,2.92,3.73,4.44,4.25,3.61,3.68
2005M03,57.61,33.78,63.24,50.77,69.14,76.45,58.25,67.71,47.97,77.04,59.41,78.97,82.45,59.71,47.68,23.95,44.75,40.79,60.27,70.34,56.54,4.15,3.16,4.81,4.79,4.56,3.60,3.86,4.51,3.91,5.58,5.14,4.57,4.00,3.70,3.66,2.13,3.02,4.19,4.54,3.13,4.05
