期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),製造業_原始值,製造業_年增率(%),製造業_原始值,製造業_年增率(%),製造業_原始值,製造業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),營造業_原始值,營造業_年增率(%),營造業_原始值,營造業_年增率(%),營造業_原始值,營造業_年增率(%),批發、零售及餐飲業_原始值,批發、零售及餐飲業_年增率(%),批發、零售及餐飲業_原始值,批發、零售及餐飲業_年增率(%),批發、零售及餐飲業_原始值,批發、零售及餐飲業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),金融、保險及不動產業_原始值,金融、保險及不動產業_年增率(%),金融、保險及不動產業_原始值,金融、保險及不動產業_年增率(%),金融、保險及不動產業_原始值,金融、保險及不動產業_年增率(%),工商服務業_原始值,工商服務業_年增率(%),工商服務業_原始值,工商服務業_年增率(%),工商服務業_原始值,工商服務業_年增率(%),社會服務及個人服務業_原始值,社會服務及個人服務業_年增率(%),社會服務及個人服務業_原始值,社會服務及個人服務業_年增率(%),社會服務及個人服務業_原始值,社會服務及個人服務業_年增率(%),公共行政業_原始值,公共行政業_年增率(%),公共行政業_原始值,公共行政業_年增率(%),公共行政業_原始值,公共行政業_年增率(%)
1982M04,"6,640",2.11,"4,463",1.62,"2,177",3.14,"1,186",-1.65,880,-0.02,306,-6.06,47,-16.55,41,-18.38,6,-1.38,"2,177",1.71,"1,294",0.98,883,2.80,31,7.96,27,3.85,4,49.07,565,0.08,524,-0.41,41,6.92,"1,145",3.97,725,3.96,420,3.99,336,3.38,288,0.66,48,23.52,103,11.38,59,5.02,44,21.06,75,4.31,47,8.37,28,-1.89,723,3.99,395,3.60,328,4.45,253,14.03,182,11.89,71,19.95
1982M05,"6,668",1.58,"4,459",1.14,"2,209",2.49,"1,189",-2.01,874,1.59,315,-10.76,49,-16.48,43,-19.38,6,9.55,"2,150",-0.50,"1,261",-1.80,888,1.39,31,8.43,27,4.13,4,51.32,573,-0.19,528,-0.40,45,2.35,"1,150",7.07,735,6.12,415,8.81,339,5.76,294,5.23,44,9.37,103,10.44,61,4.03,42,21.22,81,-2.14,48,0.95,33,-6.26,753,4.75,407,2.09,346,8.05,250,4.64,180,1.58,69,13.51
1982M06,"6,808",1.59,"4,484",1.43,"2,325",1.89,"1,352",3.28,936,5.56,416,-1.50,50,-9.70,43,-12.25,6,12.43,"2,107",-1.92,"1,233",-1.10,874,-3.04,31,9.32,27,4.97,4,52.83,543,-5.02,497,-5.59,46,1.58,"1,167",7.38,735,6.08,432,9.67,358,4.94,310,4.48,48,7.98,108,6.83,61,-2.97,47,22.72,82,9.21,46,8.65,36,9.92,769,3.34,413,0.65,356,6.66,241,0.08,182,1.09,59,-2.88
1982M07,"6,888",0.65,"4,538",0.70,"2,350",0.55,"1,440",8.04,994,9.23,446,5.49,50,11.25,43,10.70,7,15.03,"2,100",-5.18,"1,255",-2.81,845,-8.51,31,2.16,27,1.52,4,6.79,531,-10.34,485,-10.56,46,-7.85,"1,175",5.39,734,6.30,442,3.91,361,4.07,308,3.61,53,6.85,106,-2.43,56,-7.73,50,4.34,74,15.55,40,11.26,34,21.16,771,4.11,413,-2.24,358,12.55,249,-1.82,183,-4.05,67,4.83
1982M08,"6,837",1.51,"4,534",0.79,"2,304",2.95,"1,300",6.64,933,7.76,367,3.90,57,-10.89,48,-11.43,9,-7.96,"2,178",-3.02,"1,306",-3.54,872,-2.25,31,2.79,27,2.18,4,7.23,520,-11.14,475,-10.82,45,-14.44,"1,182",8.23,731,7.69,451,9.11,363,3.00,314,4.03,49,-3.12,99,2.41,55,1.01,44,4.20,75,11.92,43,9.75,32,14.95,766,6.64,407,1.79,359,12.71,265,0.57,196,1.99,70,-3.18
1982M09,"6,826",2.88,"4,506",1.77,"2,319",5.12,"1,271",6.93,901,6.42,370,8.18,58,-6.71,48,-8.98,10,6.53,"2,183",-0.75,"1,285",-2.64,898,2.08,31,3.16,27,2.58,4,7.44,552,-4.34,508,-3.80,43,-10.27,"1,175",6.02,721,3.24,454,10.77,353,3.40,307,4.50,46,-3.38,108,14.50,60,17.20,49,11.37,72,4.43,42,5.39,30,3.11,774,6.46,423,6.01,351,7.02,249,4.84,185,6.98,64,-0.86
1982M10,"6,855",2.63,"4,522",1.29,"2,332",5.33,"1,268",5.89,903,5.82,365,6.08,54,-15.23,48,-13.07,6,-28.51,"2,148",-1.08,"1,238",-4.30,910,3.67,32,5.29,28,4.95,4,7.76,551,-3.57,511,-3.23,39,-7.86,"1,205",6.20,748,4.66,458,8.82,354,6.40,304,6.41,49,6.34,114,13.02,65,16.40,49,8.82,77,-0.76,45,-1.37,32,0.12,806,5.78,453,4.23,352,7.85,246,3.74,179,4.64,67,1.42
1982M11,"6,975",3.28,"4,517",0.26,"2,458",9.35,"1,372",6.67,945,4.35,428,12.16,59,-3.06,47,-7.85,12,21.74,"2,168",2.41,"1,237",-2.08,930,9.06,32,7.29,28,7.09,4,8.69,540,-7.09,503,-6.63,37,-12.99,"1,231",6.49,737,1.72,493,14.52,348,0.91,294,0.26,54,4.58,102,9.16,57,6.17,45,13.26,81,5.86,48,5.36,33,6.59,793,2.40,438,1.15,354,3.97,249,6.88,181,7.30,67,5.78
1982M12,"6,949",2.07,"4,538",0.18,"2,411",5.83,"1,293",3.66,933,4.75,360,0.95,63,7.76,50,2.17,13,35.55,"2,187",1.04,"1,257",-1.55,930,4.78,32,5.80,28,5.35,4,9.10,570,-10.59,531,-9.75,39,-20.72,"1,232",6.01,726,1.83,505,12.65,346,1.93,292,1.20,54,6.06,97,15.06,57,4.03,40,35.07,80,17.43,50,16.96,30,18.23,800,3.27,434,3.75,366,2.71,250,3.23,181,-0.50,69,14.44
1983M01,"7,064",3.06,"4,558",0.12,"2,506",8.86,"1,289",3.00,906,1.51,383,6.72,43,11.67,36,11.85,7,10.77,"2,261",1.93,"1,289",-1.04,971,6.16,32,5.19,28,5.28,4,4.55,596,-6.55,548,-7.12,49,0.39,"1,247",6.88,735,3.21,511,12.65,378,4.40,326,4.53,53,3.64,112,14.85,65,16.08,47,13.18,81,18.94,48,15.98,33,23.42,777,5.12,403,-1.92,374,13.95,249,1.41,175,-1.22,74,8.23
1983M02,"6,912",2.49,"4,473",-0.85,"2,439",9.24,"1,334",6.69,934,3.30,400,15.52,46,14.81,38,9.11,8,53.03,"2,185",-1.31,"1,270",-2.36,915,0.19,32,5.24,28,5.37,4,4.33,526,-13.61,485,-13.83,41,-10.95,"1,196",9.50,709,3.86,487,18.92,371,4.93,314,3.72,58,12.04,114,14.16,63,11.24,51,17.99,76,2.12,45,1.52,31,3.01,768,7.99,410,2.29,358,15.34,264,-1.92,177,-9.31,87,17.64
1983M03,"6,854",2.59,"4,482",-0.12,"2,372",8.12,"1,264",2.27,902,-0.32,361,9.37,43,3.40,36,-3.56,6,74.37,"2,202",0.53,"1,279",-0.33,923,1.76,32,4.25,28,4.96,4,-0.50,514,-9.59,476,-9.37,38,-12.29,"1,206",9.49,728,3.14,478,20.82,376,8.43,320,8.70,55,6.93,105,6.22,58,-4.04,47,22.26,81,0.69,50,3.10,31,-3.02,769,6.59,421,3.99,349,9.91,262,-1.22,183,-6.14,79,12.50
1983M04,"6,825",2.78,"4,454",-0.21,"2,371",8.89,"1,218",2.66,860,-2.26,358,16.82,41,-13.29,34,-16.68,7,9.93,"2,249",3.33,"1,307",0.99,942,6.76,32,5.40,28,5.84,4,2.34,510,-9.64,467,-11.00,44,7.86,"1,186",3.64,727,0.29,459,9.43,356,5.75,309,7.12,47,-2.53,105,1.89,58,-0.02,46,4.42,82,10.44,50,6.59,32,16.96,770,6.49,412,4.10,358,9.36,275,8.62,201,10.38,74,4.09
1983M05,"6,897",3.44,"4,490",0.71,"2,407",8.95,"1,227",3.19,865,-0.93,362,14.61,48,-3.31,40,-7.23,8,22.63,"2,260",5.13,"1,304",3.41,956,7.56,33,6.28,29,6.84,4,2.40,524,-8.65,481,-8.91,43,-5.57,"1,210",5.28,741,0.78,470,13.26,349,2.91,300,2.00,48,9.00,108,4.72,63,3.73,45,6.15,78,-3.35,44,-7.08,34,2.01,789,4.77,424,4.15,365,5.49,272,8.69,198,9.76,74,5.91
1983M06,"7,008",2.93,"4,526",0.95,"2,482",6.75,"1,291",-4.54,891,-4.86,400,-3.83,41,-17.07,35,-20.12,7,3.69,"2,250",6.82,"1,303",5.64,948,8.48,33,5.88,29,6.40,4,2.26,521,-4.08,484,-2.59,37,-20.15,"1,231",5.45,735,0.02,496,14.71,368,2.65,319,2.78,49,1.81,106,-1.72,60,-0.84,46,-2.85,72,-12.37,41,-11.71,31,-13.21,821,6.76,430,4.07,391,9.87,274,13.64,200,10.21,73,24.20
1983M07,"7,138",3.62,"4,597",1.28,"2,541",8.14,"1,419",-1.48,967,-2.69,451,1.22,47,-6.45,43,-1.28,4,-40.79,"2,267",7.99,"1,329",5.92,938,11.06,33,5.48,29,5.95,4,2.15,533,0.30,489,0.84,43,-5.39,"1,185",0.85,711,-3.07,474,7.37,363,0.38,310,0.74,52,-1.72,107,0.98,57,2.47,49,-0.71,69,-7.09,37,-8.36,32,-5.56,831,7.72,426,3.14,404,13.02,286,14.53,197,8.13,88,31.97
1983M08,"7,186",5.11,"4,623",1.98,"2,563",11.27,"1,393",7.11,965,3.45,428,16.41,49,-13.83,44,-7.85,5,-45.16,"2,280",4.71,"1,307",0.13,973,11.56,33,7.18,29,7.72,4,3.42,568,9.13,519,9.20,49,8.45,"1,226",3.68,736,0.73,490,8.45,369,1.65,319,1.65,50,1.66,100,0.17,49,-10.44,50,13.38,72,-3.72,41,-5.13,31,-1.84,814,6.25,417,2.63,397,10.36,283,6.61,196,0.22,87,24.49
1983M09,"7,118",4.29,"4,596",1.98,"2,523",8.76,"1,324",4.14,933,3.55,391,5.60,49,-14.74,43,-10.64,6,-35.22,"2,304",5.56,"1,316",2.47,988,9.99,34,8.05,30,8.63,4,4.05,579,4.98,531,4.56,48,9.91,"1,199",2.08,725,0.61,474,4.42,362,2.61,311,1.42,51,10.54,111,1.94,58,-3.37,53,8.45,76,5.94,44,5.27,32,6.88,808,4.36,415,-1.83,393,11.80,272,9.38,189,2.23,84,29.89
1983M10,"7,184",4.81,"4,628",2.34,"2,556",9.58,"1,328",4.69,925,2.46,402,10.22,49,-9.29,43,-10.18,6,-2.66,"2,314",7.75,"1,316",6.31,999,9.70,34,7.18,30,7.75,4,3.13,583,5.94,537,5.01,47,17.95,"1,239",2.83,739,-1.20,501,9.41,357,0.97,308,1.03,49,0.57,116,1.61,63,-3.26,53,8.10,85,10.57,50,10.83,35,10.21,822,2.02,438,-3.42,384,9.02,256,3.98,180,0.77,76,12.53
1983M11,"7,349",5.36,"4,659",3.14,"2,690",9.45,"1,397",1.77,928,-1.78,469,9.61,48,-19.85,40,-14.76,7,-39.79,"2,393",10.37,"1,353",9.34,"1,040",11.76,34,6.23,30,6.73,4,2.66,561,4.04,517,2.84,44,20.42,"1,332",8.20,768,4.16,564,14.23,348,-0.15,302,2.45,46,-14.34,109,6.35,57,-0.56,51,15.22,90,10.89,53,10.00,38,12.17,779,-1.76,428,-2.48,351,-0.86,260,4.46,184,1.33,76,12.91
1983M12,"7,300",5.05,"4,646",2.37,"2,654",10.08,"1,320",2.10,901,-3.36,419,16.26,48,-24.55,40,-20.09,8,-41.25,"2,417",10.52,"1,372",9.11,"1,045",12.44,35,8.71,31,9.26,4,4.80,561,-1.53,517,-2.61,44,13.31,"1,310",6.35,760,4.63,550,8.82,346,-0.06,297,1.81,49,-10.17,107,10.10,57,1.01,50,22.80,90,13.50,56,13.35,34,13.74,806,0.77,434,-0.04,372,1.73,260,4.05,181,-0.13,80,14.97
