期間,合計_原始值,合計_年增率(%),"新台幣1,000,000以下_原始值","新台幣1,000,000以下_年增率(%)","1,000,001-5,000,000元_原始值","1,000,001-5,000,000元_年增率(%)","5,000,001-10,000,000元_原始值","5,000,001-10,000,000元_年增率(%)","10,000,001-50,000,000元_原始值","10,000,001-50,000,000元_年增率(%)","50,000,001-100,000,000元_原始值","50,000,001-100,000,000元_年增率(%)","100,000,001元以上_原始值","100,000,001元以上_年增率(%)"
1997,"11,003,565",39.96,"854,071",58.03,"3,395,315",38.00,"1,159,414",40.28,"1,710,849",43.77,"661,648",52.57,"3,222,268",33.67
1998,"11,795,818",7.20,"952,435",11.52,"3,490,852",2.81,"1,164,442",0.43,"1,853,071",8.31,"742,099",12.16,"3,592,919",11.50
1999,"12,537,233",6.29,"1,031,883",8.34,"3,576,339",2.45,"1,116,261",-4.14,"1,897,136",2.38,"812,338",9.46,"4,103,276",14.20
2000,"13,295,437",6.05,"1,136,655",10.15,"3,633,205",1.59,"1,098,136",-1.62,"1,913,866",0.88,"829,101",2.06,"4,684,474",14.16
