期間,購屋貸款_金額(新台幣百萬元),購屋貸款_利率(年息百分比率),資本支出貸款_金額(新台幣百萬元),資本支出貸款_利率(年息百分比率),週轉金貸款_金額(新台幣百萬元),週轉金貸款_利率(年息百分比率),消費性貸款_金額(新台幣百萬元),消費性貸款_利率(年息百分比率),合計_金額(新台幣百萬元),合計_利率(年息百分比率)
2010,"564,687",1.690,"786,899",1.726,"5,555,030",1.370,"76,614",2.201,"6,983,230",1.445
2011,"595,885",1.834,"585,185",2.069,"6,391,794",1.449,"72,912",2.470,"7,645,776",1.536
2012,"539,322",1.894,"520,076",2.116,"6,585,141",1.542,"63,253",2.704,"7,707,792",1.615
2013,"539,532",1.948,"586,565",2.213,"5,911,436",1.614,"73,180",2.746,"7,110,713",1.700
