期間,合計_原始值,合計_年增率(%),合計_原始值,合計_年增率(%),銀行_原始值,銀行_年增率(%),銀行_原始值,銀行_年增率(%),票券及信託公司_原始值,票券及信託公司_年增率(%),票券及信託公司_原始值,票券及信託公司_年增率(%),保險公司_原始值,保險公司_年增率(%),保險公司_原始值,保險公司_年增率(%),公營事業_原始值,公營事業_年增率(%),公營事業_原始值,公營事業_年增率(%),民營事業_原始值,民營事業_年增率(%),民營事業_原始值,民營事業_年增率(%),個人_原始值,個人_年增率(%),個人_原始值,個人_年增率(%),其他_原始值,其他_年增率(%),其他_原始值,其他_年增率(%)
2003,"26,442,877",-8.22,"21,437,577",-1.64,"6,212,953",-14.89,"7,808,011",-10.36,"5,298,783",-12.49,"2,871,294",-2.82,"1,400,908",9.66,"1,807,307",17.51,"681,597",-10.30,"495,736",18.82,"11,928,660",-0.55,"6,641,097",10.87,"45,553",-27.12,"41,844",-34.50,"874,423",-35.75,"1,772,288",-16.41
2004,"26,940,902",1.88,"21,887,822",2.10,"6,650,012",7.03,"6,630,389",-15.08,"4,682,096",-11.64,"2,674,135",-6.87,"1,674,980",19.56,"2,061,709",14.08,"563,000",-17.40,"620,036",25.07,"12,326,556",3.34,"8,350,829",25.74,"34,019",-25.32,"28,167",-32.69,"1,010,239",15.53,"1,522,557",-14.09
2005,"30,084,629",11.67,"22,506,462",2.83,"8,180,289",23.01,"7,051,249",6.35,"5,019,535",7.21,"2,673,826",-0.01,"1,865,470",11.37,"2,031,393",-1.47,"750,339",33.28,"839,196",35.35,"12,945,598",5.02,"8,075,040",-3.30,"20,557",-39.57,"12,358",-56.13,"1,302,841",28.96,"1,823,400",19.76
