期間,經常帳,A. 商品,貸方,一般商品：出口 f.o.b,加工處理的商品：出口 f.o.b.,修理的商品,港口商品,非貨幣性黃金,借方,一般商品：進口 f.o.b.,加工處理的商品：進口 f.o.b.,修理的商品,港口商品,非貨幣性黃金,B. 服務,貸方總計,借方總計,"運輸, 貸方",客運,貨運,其他,"海運, 客運","海運, 貨運","海運, 其他","空運, 客運","空運, 貨運","空運, 其他","其他運輸, 客運","其他運輸, 貨運","其他運輸, 其他","運輸, 借方",客運,貨運,其他,"海運, 客運","海運, 貨運","海運, 其他","空運, 客運","空運, 貨運","空運, 其他","其他運輸, 客運","其他運輸, 貨運","其他運輸, 其他","旅行, 貸方",商務,個人,"旅行, 借方",商務,個人,"其他服務, 貸方",通訊,營建,保險,金融,電腦與資訊,專利權、商標等使用費,其他事務服務,個人、文化與休閒服務,不包括在其他項目的政府服務,"其他服務, 借方",通訊,營建,保險,金融,電腦與資訊,專利權、商標等使用費,其他事務服務,個人、文化與休閒服務,不包括在其他項目的政府服務,C. 所得,貸方總計,借方總計,"薪資, 貸方","薪資, 借方","投資所得, 貸方",直接投資,股利及已分配分支機構利潤,盈餘轉增資及未分配分支機構利潤,債權所得(利息),證券投資,股權所得(股利,債券與票券,貨幣市場工具,其他投資,"投資所得, 借方",直接投資,股利及已分配分支機構利潤,盈餘轉增資及未分配分支機構利潤.,債權所得(利息),證券投資,股權所得(股利),債券與票券.,貨幣市場工具,其他投資,D. 經常移轉,貸方,政府,其他部門,工作者的匯款,其他移轉,借方,政府,其他部門,工作者的匯款,其他移轉,資本帳與金融帳,資本帳,貸方總計,借方總計,"資本移轉, 貸方",政府,債務的免除,其他,其他部門,移民移轉,債務的免除,其他,"資本移轉, 借方",政府,債務的免除,其他,其他部門,移民移轉,債務的免除,其他,"非生產性、非金融性資產的取得與處理, 貸方","非生產性、非金融性資產的取得與處理, 借方",金融帳,A.直接投資,對外直接投資,股本投資,再投資收益,其他資本,來台直接投資,股本投資,再投資收益,其他資本,B.證券投資,資產,股權證券,貨幣當局,政府,銀行,其他部門,債權證券,債券與票券,貨幣當局,政府,銀行,其他部門,貨幣市場工具,貨幣當局,政府,銀行,其他部門,負債,股權證券,銀行,其他部門,債權證券,債券與票券,貨幣當局,政府,銀行,其他部門,貨幣市場工具,貨幣當局,政府,銀行,其他部門,C.衍生性金融商品,貨幣當局,政府,銀行,其他部門,資產,貨幣當局,政府,銀行,其他部門,負債,貨幣當局,政府,銀行,其他部門,D.其他投資,資產,貿易信用,政府：長期,政府：短期,其他部門：長期,其他部門：短期,貸款,貨幣當局：長期,貨幣當局：短期,政府：長期,政府：短期,銀行：長期,銀行：短期,其他部門：長期,其他部門：短期,現金與存款,貨幣當局,政府,銀行,其他部門,其他資產…,貨幣當局：長期,貨幣當局：短期,政府：長期,政府：短期,銀行：長期,銀行：短期,其他部門：長期,其他部門：短期,負債,貿易信用,政府：長期,政府：短期,其他部門：長期,其他部門：短期,借款,基金信用的使用及自基金的借款,貨幣當局：其他長期,貨幣當局：短期,政府：長期,政府：短期,銀行：長期,銀行：短期,其他部門：長期,其他部門：短期,現金與存款,貨幣當局,政府,銀行,其他部門,其他負債,貨幣當局：長期,貨幣當局：短期,政府：長期,政府：短期,銀行：長期,銀行：短期,其他部門：長期,其他部門：短期,E.準備資產,貨幣用黃金,特別提款權,在基金的準備部位,外匯,其他債權,誤差與遺漏淨額
1984Q1,"1,713","2,030","6,752","6,712",...,-,40,-,"-4,722","-4,683",...,-,-39,-,-511,601,"-1,112",144,45,71,28,...,55,22,45,16,6,...,...,...,-394,-55,-219,-120,...,-196,-95,-55,-23,-25,...,...,...,248,33,215,-377,-158,-219,209,9,5,13,...,...,1,173,...,8,-341,-3,-7,-27,-5,-3,-27,-147,-11,-111,216,407,-191,28,-5,379,6,...,...,...,...,...,...,...,373,-186,-33,...,...,...,-,...,...,...,-153,-22,27,...,27,...,27,-49,-4,-45,...,-45,"-1,580",-1,...,-1,...,...,...,...,...,...,...,...,-1,...,...,...,-1,-1,...,...,...,...,"-1,579",38,-15,-12,-3,-,53,29,24,-,-20,-,-,...,-,...,...,-,...,...,-,...,...,...,...,-,...,...,-20,-,...,...,-20,...,...,...,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,-557,-41,-7,-,-,-7,-,-,...,...,-,...,...,...,...,...,-13,...,-,...,-13,-21,...,...,-,...,...,-23,-,2,-516,72,-,-,-,72,-290,-,...,...,-15,...,-54,...,-221,-,-,...,-,...,...,-298,...,...,-,-,...,-298,-,-,"-1,040",-3,-,-,"-1,037",...,-133
1984Q2,"1,928","2,645","8,171","8,123",...,-,48,-,"-5,526","-5,477",...,-,-49,-,-700,628,"-1,328",170,51,88,31,...,71,25,51,17,6,...,...,...,-478,-69,-265,-144,...,-236,-116,-69,-29,-28,...,...,...,262,38,224,-444,-184,-260,196,12,3,13,...,...,-,163,...,5,-406,-4,-3,-34,-7,-3,-35,-188,-12,-120,17,394,-377,27,-4,367,...,...,...,...,...,...,...,...,367,-373,-79,...,...,...,-,...,...,...,-294,-34,30,...,30,...,30,-64,-5,-59,...,-59,"-1,660",-1,...,-1,...,...,...,...,...,...,...,...,-1,...,...,...,-1,-1,...,...,...,...,"-1,659",59,-11,-11,-,-,70,32,30,8,-25,-,-,...,-,...,...,-,...,...,-,...,...,...,...,-,...,...,-25,-,...,...,-25,...,...,...,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,-799,-781,-106,-,-,-5,-101,1,...,...,1,...,...,...,...,...,9,...,-,...,9,-685,...,...,-2,...,...,-677,-,-6,-18,27,-,-,-,27,-193,-,...,...,-9,...,-88,...,-96,-,1,...,1,...,...,147,...,...,-,-,...,147,-,-,-894,-,-,-,-894,...,-268
1984Q3,"1,766","2,404","8,127","8,056",...,2,69,-,"-5,723","-5,678",...,-,-45,-,-886,617,"-1,503",161,46,84,31,...,67,25,46,17,6,...,...,...,-466,-82,-255,-129,...,-233,-100,-82,-22,-29,...,...,...,278,38,240,-678,-230,-448,178,12,2,8,...,...,1,147,...,8,-359,-3,-4,-33,-5,-4,-31,-175,-14,-90,308,531,-223,26,-5,505,6,...,...,...,...,...,...,...,499,-218,-45,...,...,...,-,...,...,...,-173,-60,31,...,31,...,31,-91,-1,-90,...,-90,"-1,655",-1,...,-1,...,...,...,...,...,...,...,...,-1,...,...,...,-1,-1,...,...,...,...,"-1,654",23,-7,-7,-,-,30,17,15,-2,-25,-,-,...,-,...,...,-,...,...,-,...,...,...,...,-,...,...,-25,-,...,...,-25,...,...,...,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,-864,-484,30,-,-,-1,31,-2,...,...,-2,...,...,...,...,...,-34,...,-,...,-34,-478,...,...,-,...,...,-487,-,9,-380,20,-,-,-,20,-358,-,...,...,-17,...,-65,...,-276,-,-,...,-,...,...,-42,...,...,-,-,...,-42,-,-,-788,-,-,-,-788,...,-111
1984Q4,"1,573","2,184","7,501","7,453",...,1,47,-,"-5,317","-5,270",...,-,-47,-,-758,626,"-1,384",165,50,86,29,...,70,23,50,16,6,...,...,...,-484,-82,-253,-149,...,-219,-116,-82,-34,-33,...,...,...,279,41,238,-513,-201,-312,182,12,5,10,...,...,-,151,...,4,-387,-7,-2,-42,-4,-4,-28,-176,-15,-109,216,549,-333,26,-4,523,7,...,...,...,...,...,...,...,516,-329,-61,...,...,...,-,...,...,...,-268,-69,27,...,27,...,27,-96,-6,-90,...,-90,"-1,690",-1,...,-1,...,...,...,...,...,...,...,...,-1,...,...,...,-1,-1,...,...,...,...,"-1,689",7,-39,-38,-1,-,46,44,18,-16,20,-,-,...,-,...,...,-,...,...,-,...,...,...,...,-,...,...,20,40,...,...,-20,...,...,...,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,-462,-573,8,-,-,1,7,-6,...,...,-6,...,...,...,...,...,-45,...,-,...,-45,-530,...,...,-,...,...,-536,-,6,111,-79,-,-,-,-79,-344,-,...,...,-70,...,-69,...,-205,-,-,...,-,...,...,534,...,...,-,-,...,534,-,-,"-1,254",-,-,-,"-1,254",...,117
1985Q1,"1,779","2,262","7,107","7,063",...,2,42,-,"-4,845","-4,723",...,-,-49,-73,-793,598,"-1,391",202,46,128,28,...,113,22,46,15,6,...,...,...,-392,-64,-209,-119,...,-189,-90,-64,-20,-29,...,...,...,233,33,200,-573,-188,-385,163,12,4,12,...,...,1,127,...,7,-426,-8,-2,-36,-4,-4,-32,-171,-12,-157,404,593,-189,26,-6,567,8,...,...,...,...,...,...,...,559,-183,-22,...,...,...,-,...,...,...,-161,-94,28,...,28,...,28,-122,-4,-118,...,-118,"-1,851",-1,...,-1,...,...,...,...,...,...,...,...,-1,...,...,...,-1,-1,...,...,...,...,"-1,850",40,-10,-10,-,-,50,39,8,3,-,-,-,...,-,...,...,-,...,...,-,...,...,...,...,-,...,...,-,-,...,...,-,...,...,...,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,63,143,-31,-,-,2,-33,-,...,...,-,...,...,...,...,...,-36,...,-,...,-36,210,...,...,-,...,...,208,-,2,-80,17,-,-,-,17,-175,-,...,...,-20,...,-29,...,-126,-,-,...,-,...,...,78,...,...,-,-,...,78,-,-,"-1,953",-,-,-,"-1,953",...,72
1985Q2,"2,280","2,951","7,989","7,936",...,-,53,-,"-5,038","-4,988",...,-,-50,-,-753,625,"-1,378",215,48,134,33,...,118,27,48,16,6,...,...,...,-435,-68,-234,-133,...,-213,-94,-68,-21,-39,...,...,...,233,39,194,-532,-155,-377,177,11,4,11,...,...,-,147,...,4,-411,-2,-,-37,-5,-4,-46,-189,-13,-115,152,515,-363,23,-6,492,9,...,...,...,...,...,...,...,483,-357,-95,...,...,...,-,...,...,...,-262,-70,30,...,30,...,30,-100,-4,-96,...,-96,"-2,331",-1,...,-1,...,...,...,...,...,...,...,...,-1,...,...,...,-1,-1,...,...,...,...,"-2,330",14,-35,-35,-,-,49,24,25,-,-45,-,-,...,-,...,...,-,...,...,-,...,...,...,...,-,...,...,-45,-,...,...,-45,...,...,...,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,"-1,393","-1,111",-11,-,-,6,-17,-1,...,...,-1,...,...,...,...,...,-30,...,-,...,-30,"-1,069",...,...,-2,...,...,"-1,075",-,8,-282,-,-,-,-,-,-357,-,...,...,-76,...,-51,...,-230,-,1,...,1,...,...,74,...,...,-,-,...,74,-,-,-906,-,-,-,-906,...,51
1985Q3,"2,705","3,189","7,823","7,776",...,1,46,-,"-4,634","-4,574",...,-,-60,-,-802,666,"-1,468",215,45,143,27,...,123,21,45,20,6,...,...,...,-461,-76,-240,-145,...,-218,-110,-76,-22,-35,...,...,...,251,38,213,-541,-115,-426,200,12,2,8,...,...,-,172,...,6,-466,-4,-2,-29,-4,-3,-40,-216,-12,-156,374,555,-181,22,-5,533,...,...,...,...,...,...,...,...,533,-176,-47,...,...,...,-,...,...,...,-129,-56,28,...,28,...,28,-84,-6,-78,...,-78,"-2,989",-1,...,-1,...,...,...,...,...,...,...,...,-1,...,...,...,-1,-1,...,...,...,...,"-2,988",95,-13,-13,-,-,108,80,14,14,-,-,-,...,-,...,...,-,...,...,-,...,...,...,...,-,...,...,-,-,...,...,-,...,...,...,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,"-1,623","-1,330",-75,-,-,1,-76,1,...,...,1,...,...,...,...,...,38,...,-,...,38,"-1,294",...,...,-,...,...,"-1,295",-,1,-293,251,-,-,-,251,-254,-,...,...,-14,...,-74,...,-166,-,-,...,-,...,...,-290,...,...,-,-,...,-290,-,-,"-1,460",-,-,-,"-1,460",...,284
1985Q4,"2,442","2,751","7,878","7,827",...,1,50,-,"-5,127","-5,068",...,-,-59,-,-526,670,"-1,196",251,55,169,27,...,147,21,55,22,6,...,...,...,-449,-70,-222,-157,...,-197,-119,-70,-25,-38,...,...,...,245,41,204,-353,-115,-238,174,11,2,10,...,...,1,146,...,4,-394,-3,-1,-36,-,-4,-32,-197,-16,-105,254,544,-290,21,-6,523,...,...,...,...,...,...,...,...,523,-284,-49,...,...,...,-,...,...,...,-235,-37,35,...,35,...,35,-72,-4,-68,...,-68,"-2,529",-1,...,-1,...,...,...,...,...,...,...,...,-1,...,...,...,-1,-1,...,...,...,...,"-2,528",114,-21,-21,-,-,135,111,21,3,-1,-,-,...,-,...,...,-,...,...,-,...,...,...,...,-,...,...,-1,-1,...,...,-,...,...,...,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,-435,-411,24,-,-,-6,30,-8,...,...,-8,...,...,...,...,...,32,...,-,...,32,-459,...,...,-,...,...,-461,-,2,-24,85,-,-,-,85,-444,-,...,...,-22,...,-44,...,-378,-,-,...,-,...,...,335,...,...,-,-,...,335,-,-,"-2,206",1,-,-,"-2,207",...,87
1986Q1,"3,211","3,306","8,389","8,313",...,-,76,-,"-5,083","-5,013",...,-,-70,-,-525,796,"-1,321",238,55,155,28,...,133,22,55,22,6,...,...,...,-490,-51,-243,-196,...,-216,-162,-51,-27,-34,...,...,...,285,45,240,-397,-118,-279,273,13,5,7,...,...,-,237,...,11,-434,-9,-,-33,-,-5,-36,-211,-16,-124,513,669,-156,20,-6,649,23,...,...,...,...,...,...,...,626,-150,-27,...,...,...,-,...,...,...,-123,-83,37,...,37,...,37,-120,-3,-117,...,-117,"-3,163",-1,...,-1,...,...,...,...,...,...,...,...,-1,...,...,...,-1,-1,...,...,...,...,"-3,162",-10,-21,-13,-8,-,11,6,4,1,-25,-50,-,...,-,...,...,-50,...,...,-,...,...,...,...,-,...,...,25,25,...,...,-,...,...,...,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,288,24,-29,-,-,5,-34,-,...,...,-,...,...,...,...,...,12,...,-,...,12,41,...,...,-,...,...,14,-,27,264,57,-,-,-,57,-413,-,...,...,-9,...,-41,...,-363,-,-,...,-,...,...,620,...,...,-,-,...,620,-,-,"-3,415",-,-,-,"-3,415",...,-48
1986Q2,"3,643","3,967","9,642","9,590",...,3,49,-,"-5,675","-5,587",...,-,-54,-34,-672,844,"-1,516",274,59,177,38,...,151,31,59,26,7,...,...,...,-466,-55,-277,-134,...,-242,-105,-55,-35,-29,...,...,...,302,57,245,-532,-169,-363,268,14,1,10,...,...,1,236,...,6,-518,-5,-1,-42,-,-3,-48,-228,-12,-179,415,741,-326,20,-7,721,5,...,...,...,...,...,...,...,716,-319,-63,...,...,...,-,...,...,...,-256,-67,43,...,43,...,43,-110,-5,-105,...,-105,"-3,718",-1,...,-1,...,...,...,...,...,...,...,...,-1,...,...,...,-1,-1,...,...,...,...,"-3,717",95,-17,-17,-,-,112,76,22,14,-5,-30,-,...,-,...,...,-30,...,...,-,...,...,...,...,-,...,...,25,25,...,...,-,...,...,...,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,...,...,-,...,...,804,"1,007",-12,-,-,-1,-11,-,...,...,-,...,...,...,...,...,-88,...,-,...,-88,"1,107",...,...,-2,...,...,"1,028",-,81,-203,187,-,-,-,187,-695,-,...,...,-14,...,-6,...,-675,-,1,...,1,...,...,304,...,...,-,-,...,304,-,-,"-4,611",-,-,-,"-4,611",...,75
