期間,本國銀行_原始值,本國銀行_年增率(%),本國銀行_原始值,本國銀行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),信用合作社_原始值,信用合作社_年增率(%),信用合作社_原始值,信用合作社_年增率(%)
2000,"102,111",65.12,"203,985",49.35,"57,382",378.54,"1,485",-83.56,"4,400",54.39,700,-82.86,"34,048",-41.18,"8,301",133.24,"28,200",12.62,"11,670",83.78,-,-,-,-
2001,"78,452",-23.17,"166,851",-18.20,"35,900",-37.44,"4,611",210.51,"7,619",73.16,"2,950",321.43,"58,533",71.91,"6,042",-27.21,"5,400",-80.85,"5,450",-53.30,-,-,-,-
2002,"86,130",9.79,"113,215",-32.15,"3,436",-90.43,"10,915",136.72,"1,100",-85.56,200,-93.22,"46,514",-20.53,"1,700",-71.86,"1,700",-68.52,"12,850",135.78,-,-,-,-
