期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--企業及個人存款-計_原始值,負債與淨值--企業及個人存款-計_年增率(%),負債與淨值--企業及個人存款-支票存款_原始值,負債與淨值--企業及個人存款-支票存款_年增率(%),負債與淨值--企業及個人存款-活期存款_原始值,負債與淨值--企業及個人存款-活期存款_年增率(%),負債與淨值--企業及個人存款-活期儲蓄存款_原始值,負債與淨值--企業及個人存款-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-定期存款_原始值,負債與淨值--企業及個人存款-定期存款_年增率(%),負債與淨值--企業及個人存款-可轉讓定期存單_原始值,負債與淨值--企業及個人存款-可轉讓定期存單_年增率(%),負債與淨值--企業及個人存款-定期儲蓄存款_原始值,負債與淨值--企業及個人存款-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-外匯存款_原始值,負債與淨值--企業及個人存款-外匯存款_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_原始值,負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2010M11,"2,159,902",-7.58,"533,215",-33.74,"523,596",1.84,"18,400",196.77,"1,957",-,"503,239",-0.92,"169,374",-3.23,-,-,"8,509",-35.01,"7,551",-20.77,"345,563",21.91,"120,078",-25.26,-,-,"1,329",-26.41,"450,687",20.31,"1,007,036",-0.65,"357,861",-37.04,"4,968",-40.89,"62,260",-51.55,"20,205",-6.08,"135,910",-42.64,511,-75.56,"13,537",6.41,"120,470",-23.88,-,-,"51,697",-66.11,"80,307",35.03,828,-50.92,"99,384",-1.02,"1,000",-68.70,"502,928",32.32,"59,689",0.73
2010M12,"2,150,203",-5.70,"514,773",-30.77,"477,299",-5.92,"9,100",-35.92,"1,500",-,"466,699",-5.36,"154,244",-23.41,-,-,"7,527",-30.12,"7,523",-20.36,"385,274",18.36,"99,501",-12.91,-,-,"1,242",-35.45,"502,820",37.37,"1,006,126",1.70,"394,922",-31.13,"4,960",-40.41,"63,782",-50.28,"20,139",-7.49,"141,995",-38.37,511,-74.59,"13,429",21.54,"150,106",-12.54,-,-,"2,592",-97.88,"70,967",53.44,782,-35.05,"94,586",-5.62,"1,000",-68.70,"520,764",34.45,"59,246",1.44
2011M01,"2,274,950",-1.94,"553,848",-27.39,"516,360",-3.69,"19,100",-8.61,"1,500",-,"495,760",-3.79,"151,802",-23.32,-,-,"7,425",-37.44,"7,557",-17.72,"425,961",75.57,"122,517",-12.89,-,-,"1,998",-15.91,"487,482",17.10,"1,089,244",12.43,"366,513",-34.26,"4,422",-50.63,"63,740",-49.07,"20,682",-1.06,"142,294",-36.16,416,-74.06,"13,525",37.66,"121,434",-27.79,-,-,"74,224",-37.65,"75,714",30.83,"1,340",30.10,"73,939",-42.75,"1,000",-68.70,"532,737",25.58,"61,579",2.42
2011M02,"2,251,758",-5.50,"530,249",-32.69,"525,001",-2.99,"11,100",-46.89,"1,500",-12.64,"512,401",-1.19,"163,444",-22.43,-,-,"6,923",-42.11,"7,547",-18.21,"435,570",102.99,"135,707",-30.77,-,-,"1,443",-40.15,"445,874",9.04,"1,153,009",12.35,"369,158",-32.68,"4,405",-47.35,"61,253",-51.53,"21,035",0.81,"147,218",-33.82,416,-70.18,"14,037",54.58,"120,794",-24.40,-,-,"78,870",-39.71,"43,110",-35.48,800,-15.79,"62,183",-51.26,"1,000",-68.70,"482,653",15.13,"61,775",2.05
2011M03,"2,166,086",-8.02,"454,811",-39.21,"521,845",0.42,"9,500",-54.76,"1,943",-,"510,402",2.36,"147,857",-22.11,-,-,"6,809",-37.09,"7,547",-18.86,"447,125",47.87,"120,544",-21.17,-,-,"1,595",-14.52,"457,953",9.04,"1,076,017",5.35,"398,710",-27.27,"5,895",-24.08,"68,634",-46.58,"20,558",-3.14,"153,225",-29.16,321,-74.70,"15,963",81.62,"134,114",-18.39,-,-,"29,109",-68.22,"50,168",-24.66,768,-37.51,"63,916",-52.91,"1,000",-68.70,"488,586",14.48,"58,580",-4.72
2011M04,"2,466,766",-2.07,"515,574",-33.92,"549,438",1.54,"15,000",-19.35,"2,031",-,"532,407",1.89,"161,361",-14.61,-,-,"7,368",-34.73,"7,537",-15.80,"452,250",19.46,"141,709",31.58,-,-,"1,491",-19.84,"630,038",25.94,"1,141,085",10.36,"395,246",-30.77,"4,476",-42.74,"65,768",-53.21,"20,970",1.17,"158,624",-26.07,423,-72.71,"17,416",73.14,"127,569",-27.39,-,-,"77,909",-41.48,"54,135",-18.24,770,-40.17,"49,975",-56.97,"1,000",-68.70,"687,464",28.83,"59,952",-2.87
2011M05,"2,458,575",7.80,"515,534",-25.42,"576,491",25.08,"20,500",1.49,"2,500",-,"553,491",25.59,"158,676",12.64,-,-,"5,955",-30.31,"7,921",-10.47,"467,039",33.95,"129,545",2.19,-,-,"1,363",-2.71,"596,051",20.81,"1,209,211",19.55,"398,137",10.71,"4,778",7.88,"65,174",8.10,"20,787",0.65,"158,375",13.77,703,-50.46,"18,216",67.41,"130,104",5.98,-,-,"75,449",-47.17,"51,724",-41.67,784,-37.43,"44,352",-65.04,"1,000",0.00,"618,498",25.02,"60,204",8.55
2011M06,"2,441,322",15.06,"492,347",-20.42,"603,289",29.57,"9,500",-35.81,"2,963",-,"590,826",31.05,"137,202",2.37,-,-,"6,262",-26.79,"8,809",4.05,"509,279",41.20,"119,159",66.10,-,-,"1,408",-5.31,"563,567",24.52,"1,258,937",30.27,"407,162",12.40,"5,343",6.37,"68,585",15.50,"20,923",-2.39,"151,352",10.91,703,-48.00,"20,383",79.16,"139,873",9.96,-,-,"45,882",-27.64,"35,272",-54.96,778,-7.27,"50,603",-58.57,"1,000",0.00,"583,257",23.17,"59,209",8.06
2011M07,"2,370,790",-2.08,"461,340",-23.83,"626,459",32.23,"14,800",-10.30,"3,365",-,"608,294",33.02,"128,676",-12.02,-,-,"10,890",11.58,"8,838",8.91,"478,933",48.12,"135,189",10.84,-,-,"1,369",-5.26,"519,096",-28.97,"1,294,830",28.33,"388,589",14.55,"4,795",4.04,"68,931",24.30,"20,737",0.56,"150,633",15.95,703,-48.00,"21,542",79.85,"121,248",5.15,-,-,"6,115",-88.34,"52,524",-38.34,769,-7.46,"37,037",-69.70,"1,000",0.00,"530,474",-29.85,"60,221",7.60
2011M08,"2,423,072",7.43,"470,440",-24.57,"651,870",28.80,"9,800",-40.61,"5,088",239.20,"636,982",30.50,"122,738",-17.80,-,-,"9,313",-2.42,"7,495",-11.01,"462,684",31.58,"160,434",5.56,-,-,"1,323",-4.68,"536,775",18.38,"1,321,436",16.33,"395,883",12.66,"4,288",2.51,"75,910",26.78,"21,304",5.68,"154,602",18.94,688,34.64,"23,254",81.15,"115,837",-6.46,-,-,"6,142",-88.41,"47,208",-46.73,771,-6.66,"51,740",-47.29,"1,000",0.00,"537,964",14.37,"61,699",8.36
2011M09,"2,481,037",11.58,"532,962",-15.05,"640,479",32.85,"8,800",-53.68,"1,500",0.00,"630,179",36.52,"144,658",-11.54,-,-,"6,341",-19.94,"10,615",25.67,"445,686",19.56,"136,332",40.45,-,-,"1,383",-3.08,"562,581",21.53,"1,341,978",24.05,"424,324",20.21,"5,139",12.99,"75,951",22.87,"21,055",1.52,"155,896",22.53,712,39.33,"25,480",88.87,"140,091",12.40,-,-,"15,495",-77.98,"54,037",-37.84,752,-42.90,"55,051",-39.74,"1,000",0.00,"526,815",9.45,"62,337",7.71
2011M10,"2,472,335",10.10,"514,780",-14.66,"657,513",34.95,"8,800",-53.68,"1,500",-0.73,"647,213",38.68,"151,332",-12.00,-,-,"6,989",-4.22,"6,974",-10.53,"442,209",21.37,"158,874",26.30,-,-,"1,408",0.57,"532,256",11.69,"1,341,975",29.31,"415,287",9.09,"6,117",39.69,"73,329",17.34,"22,472",9.16,"161,326",16.74,712,39.33,"27,168",100.46,"124,163",-11.92,-,-,"56,148",-13.95,"46,785",-45.05,768,-4.71,"49,957",-38.73,"1,000",0.00,"498,510",-6.88,"62,673",6.66
2011M11,"2,538,995",17.55,"550,770",3.29,"668,047",27.59,"7,600",-58.70,"1,503",-23.20,"658,944",30.94,"161,027",-4.93,-,-,"7,981",-6.21,"6,669",-11.68,"452,783",31.03,"152,293",26.83,-,-,"1,278",-3.84,"538,147",19.41,"1,327,794",31.85,"437,665",22.30,"7,270",46.34,"75,177",20.75,"22,780",12.74,"172,931",27.24,712,39.33,"29,489",117.84,"129,306",7.33,-,-,"127,416",146.47,"31,828",-60.37,761,-8.09,"54,344",-45.32,"1,000",0.00,"495,473",-1.48,"63,475",6.34
2011M12,"2,400,191",11.63,"590,532",14.72,"631,168",32.24,"7,600",-16.48,"1,500",0.00,"622,068",33.29,"147,357",-4.47,-,-,"10,958",45.58,"6,666",-11.39,"425,728",10.50,"123,143",23.76,-,-,"1,370",10.31,"463,269",-7.87,"1,290,706",28.28,"482,676",22.22,"6,250",26.01,"76,791",20.40,"22,613",12.28,"178,676",25.83,"6,610","1,193.54","31,652",135.70,"160,084",6.65,-,-,"53,775","1,974.65","31,840",-55.13,745,-4.73,"58,805",-37.83,"1,000",0.00,"418,046",-19.72,"63,343",6.92
2012M01,"2,292,584",0.78,"684,986",23.68,"488,535",-5.39,"7,600",-60.21,"3,277",118.47,"477,658",-3.65,"133,116",-12.31,-,-,"11,671",57.19,"6,670",-11.74,"409,231",-3.93,"147,836",20.67,-,-,520,-73.97,"410,019",-15.89,"1,198,420",10.02,"338,214",-7.72,"7,204",62.91,"60,993",-4.31,"6,548",-68.34,"111,833",-21.41,"6,579","1,481.49",34,-99.75,"145,023",19.43,-,-,"184,892",149.10,"52,184",-31.08,34,-97.46,"58,596",-20.75,"1,000",0.00,"395,247",-25.81,"64,031",3.98
2012M02,"2,284,301",1.45,"636,105",19.96,"484,411",-7.73,"6,000",-45.95,"3,570",138.00,"474,841",-7.33,"139,543",-14.62,-,-,"14,427",108.39,"6,742",-10.67,"426,534",-2.07,"177,699",30.94,-,-,428,-70.34,"398,412",-10.64,"1,222,746",6.05,"310,749",-15.82,"9,921",125.22,"59,735",-2.48,"5,568",-73.53,"108,035",-26.62,"6,572","1,479.81",34,-99.76,"120,884",0.07,-,-,"179,109",127.09,"55,445",28.61,61,-92.38,"53,778",-13.52,"1,000",0.00,"396,170",-17.92,"65,304",5.71
2012M03,"2,106,910",-2.73,"503,704",10.75,"472,558",-9.44,"6,000",-36.84,"1,500",-22.80,"465,058",-8.88,"140,101",-5.25,-,-,"11,768",72.83,"6,728",-10.85,"433,430",-3.06,"151,511",25.69,-,-,442,-72.29,"386,668",-15.57,"1,188,167",10.42,"309,612",-22.35,"6,374",8.13,"64,089",-6.62,"3,872",-81.17,"111,686",-27.11,"7,072","2,103.12",34,-99.79,"116,485",-13.14,-,-,"92,040",216.19,"43,444",-13.40,60,-92.19,"50,680",-20.71,"1,000",0.00,"356,749",-26.98,"65,218",11.33
2012M04,"2,200,963",-10.78,"586,992",13.85,"507,467",-7.64,"7,500",-50.00,"4,121",102.90,"495,846",-6.87,"134,072",-16.91,-,-,"10,143",37.66,"2,977",-60.50,"431,023",-4.69,"156,230",10.25,-,-,428,-71.29,"371,631",-41.01,"1,204,259",5.54,"292,420",-26.02,"4,984",11.35,"64,462",-1.99,"3,969",-81.07,"107,376",-32.31,"6,572","1,453.66",34,-99.80,"105,023",-17.67,-,-,"175,988",125.89,"46,197",-14.66,61,-92.08,"45,022",-9.91,"1,000",0.00,"370,576",-46.10,"65,501",9.26
2012M05,"2,184,765",-11.14,"615,363",19.36,"502,027",-12.92,"4,000",-80.49,"4,185",67.40,"493,842",-10.78,"141,872",-10.59,-,-,"9,043",51.86,"3,583",-54.77,"429,153",-8.11,"127,777",-1.36,-,-,400,-70.65,"355,547",-40.35,"1,210,116",0.07,"297,725",-25.22,"7,061",47.78,"63,999",-1.80,"4,082",-80.36,"106,823",-32.55,"7,012",897.44,34,-99.81,"108,714",-16.44,-,-,"187,192",148.10,"34,232",-33.82,45,-94.26,"44,896",1.23,"1,000",0.00,"356,265",-42.40,"53,339",-11.40
2012M06,"2,142,800",-12.23,"576,870",17.17,"489,450",-18.87,"6,600",-30.53,"4,000",35.00,"478,850",-18.95,"149,280",8.80,-,-,"9,484",51.45,"2,571",-70.81,"424,393",-16.67,"132,527",11.22,-,-,373,-73.51,"357,852",-36.50,"1,157,977",-8.02,"297,974",-26.82,"5,954",11.44,"64,576",-5.85,"3,976",-81.00,"101,583",-32.88,"7,272",934.42,34,-99.83,"114,579",-18.08,-,-,"196,783",328.89,"56,545",60.31,44,-94.34,"44,206",-12.64,"1,000",0.00,"332,085",-43.06,"56,230",-5.03
2012M07,"2,095,342",-11.62,"499,638",8.30,"512,306",-18.22,"6,600",-55.41,"4,000",18.87,"501,706",-17.52,"159,785",24.18,-,-,"10,179",-6.53,"2,566",-70.97,"437,787",-8.59,"146,952",8.70,-,-,377,-72.46,"325,752",-37.25,"1,209,628",-6.58,"290,051",-25.36,"5,866",22.34,"61,769",-10.39,"3,552",-82.87,"104,365",-30.72,"7,272",934.42,34,-99.84,"107,193",-11.59,-,-,"119,491","1,854.06","55,350",5.38,45,-94.15,"45,365",22.49,"1,000",0.00,"315,841",-40.46,"58,616",-2.67
2012M08,"2,098,552",-13.39,"515,646",9.61,"525,147",-19.44,"6,600",-32.65,"4,000",-21.38,"514,547",-19.22,"159,951",30.32,-,-,"10,145",8.93,"2,575",-65.64,"443,128",-4.23,"121,299",-24.39,-,-,367,-72.26,"320,294",-40.33,"1,202,184",-9.02,"301,198",-23.92,"4,586",6.95,"59,944",-21.03,"4,320",-79.72,"98,826",-36.08,"4,930",616.57,34,-99.85,"128,558",10.98,-,-,"115,945","1,787.74","61,069",29.36,42,-94.55,"40,222",-22.26,"1,000",0.00,"318,088",-40.87,"58,846",-4.62
2012M09,"2,054,881",-17.18,"510,920",-4.14,"532,254",-16.90,"8,100",-7.95,"1,500",0.00,"522,654",-17.06,"158,455",9.54,-,-,"11,278",77.86,"2,680",-74.75,"422,920",-5.11,"97,575",-28.43,-,-,330,-76.14,"318,469",-43.39,"1,203,591",-10.31,"302,201",-28.78,"6,527",27.01,"61,476",-19.06,"4,280",-79.67,"101,727",-34.75,"4,680",557.30,34,-99.87,"123,477",-11.86,-,-,"73,092",371.71,"67,659",25.21,649,-13.70,"40,632",-26.19,"1,000",0.00,"309,281",-41.29,"57,425",-7.88
2012M10,"1,998,419",-19.17,"532,110",3.37,"549,861",-16.37,"8,100",-7.95,"4,000",166.67,"537,761",-16.91,"158,106",4.48,-,-,"10,972",56.99,"2,670",-61.71,"421,131",-4.77,"82,441",-48.11,-,-,349,-75.21,"240,779",-54.76,"1,226,660",-8.59,"291,628",-29.78,"3,803",-37.83,"59,652",-18.65,"4,081",-81.84,"95,643",-40.71,"4,680",557.30,36,-99.87,"123,733",-0.35,-,-,"89,191",58.85,"60,809",29.98,650,-15.36,"38,941",-22.05,"1,000",0.00,"233,990",-53.06,"56,200",-10.33
2012M11,"2,009,076",-20.87,"531,507",-3.50,"538,929",-19.33,"8,360",10.00,"4,001",166.20,"526,568",-20.09,"163,901",1.78,"1,004",-,"8,106",1.57,"2,540",-61.91,"433,221",-4.32,"76,633",-49.68,-,-,336,-73.71,"252,899",-53.01,"1,246,739",-6.10,"288,582",-34.06,"4,087",-43.78,"59,146",-21.32,"3,833",-83.17,"97,447",-43.65,880,23.60,36,-99.88,"123,153",-4.76,-,-,"59,361",-53.41,"69,555",118.53,652,-14.32,"36,701",-32.47,"1,000",0.00,"251,007",-49.34,"56,131",-11.57
2012M12,"2,037,050",-15.13,"558,722",-5.39,"538,989",-14.60,"9,830",29.34,"4,000",166.67,"525,159",-15.58,"173,002",17.40,"2,853",-,"5,714",-47.86,"2,538",-61.93,"451,740",6.11,"108,335",-12.03,-,-,354,-74.16,"194,803",-57.95,"1,326,704",2.79,"321,845",-33.32,"3,907",-37.49,"60,346",-21.42,"3,723",-83.54,"101,767",-43.04,"1,670",-74.74,36,-99.89,"150,396",-6.05,-,-,"60,284",12.10,"58,293",83.08,659,-11.54,"41,583",-29.29,"1,000",0.00,"171,321",-59.02,"56,020",-11.56
2013M01,"1,890,969",-17.52,"396,684",-42.09,"541,080",10.76,"8,750",15.13,"4,000",22.06,"528,330",10.61,"176,858",32.86,"2,902",-,"9,906",-15.12,"3,755",-43.70,"477,737",16.74,"106,288",-28.10,950,-,534,2.69,"174,275",-57.50,"1,235,303",3.08,"318,517",-5.82,"4,046",-43.84,"62,108",1.83,"3,942",-39.80,"108,976",-2.55,"1,880",-71.42,40,17.65,"137,525",-5.17,-,-,"31,952",-82.72,"47,409",-9.15,908,"2,570.59","37,629",-35.78,"1,000",0.00,"161,545",-59.13,"57,614",-10.02
2013M02,"1,941,292",-15.02,"440,249",-30.79,"561,290",15.87,"6,000",0.00,"8,507",138.29,"546,783",15.15,"180,992",29.70,"2,802",-,"8,866",-38.55,"2,703",-59.91,"456,750",7.08,"116,094",-34.67,-,-,368,-14.02,"171,178",-57.03,"1,294,447",5.86,"305,141",-1.80,"4,962",-49.98,"60,413",1.14,"3,582",-35.67,"112,469",4.10,"1,572",-76.08,40,17.65,"122,103",1.01,-,-,"32,439",-81.89,"55,478",0.06,893,"1,363.93","36,872",-31.44,"1,000",0.00,"158,239",-60.06,"57,676",-11.68
