期間,總指數_原始值,總指數_年增率(%),第 1 類動物產品_原始值,第 1 類動物產品_年增率(%),02肉類_原始值,02肉類_年增率(%),03魚、甲殼及軟體類動物_原始值,03魚、甲殼及軟體類動物_年增率(%),第 2 類植物產品_原始值,第 2 類植物產品_年增率(%),黃豆_原始值,黃豆_年增率(%),玉米_原始值,玉米_年增率(%),第 4 類調製食品、飲料、酒及菸類_原始值,第 4 類調製食品、飲料、酒及菸類_年增率(%),22飲料及酒類_原始值,22飲料及酒類_年增率(%),第 5 類礦產品_原始值,第 5 類礦產品_年增率(%),25粗鹽、石料及水泥_原始值,25粗鹽、石料及水泥_年增率(%),27能源礦產品_原始值,27能源礦產品_年增率(%),原油_原始值,原油_年增率(%),第 6 類化學或有關工業產品_原始值,第 6 類化學或有關工業產品_年增率(%),28無機化學產品及貴金屬化合物_原始值,28無機化學產品及貴金屬化合物_年增率(%),29有機化學產品_原始值,29有機化學產品_年增率(%),32著色料、漆類及油墨_原始值,32著色料、漆類及油墨_年增率(%),34界面活性劑、潤滑劑及擦光料_原始值,34界面活性劑、潤滑劑及擦光料_年增率(%),37感光或電影用品_原始值,37感光或電影用品_年增率(%),38雜項化學產品_原始值,38雜項化學產品_年增率(%),第 7 類塑、橡膠及其製品_原始值,第 7 類塑、橡膠及其製品_年增率(%),39塑膠及其製品_原始值,39塑膠及其製品_年增率(%),40橡膠及其製品_原始值,40橡膠及其製品_年增率(%),第 8 類皮革及其製品_原始值,第 8 類皮革及其製品_年增率(%),第 9 類木及木製品_原始值,第 9 類木及木製品_年增率(%),44木及木製品_原始值,44木及木製品_年增率(%),第10類木漿、紙及其製品_原始值,第10類木漿、紙及其製品_年增率(%),47木漿及回收紙製品_原始值,47木漿及回收紙製品_年增率(%),48紙、紙板及其製品_原始值,48紙、紙板及其製品_年增率(%),第11類紡織及其製品_原始值,第11類紡織及其製品_年增率(%),62非針、鉤針織之衣著_原始值,62非針、鉤針織之衣著_年增率(%),第13類石料製品、玻璃及玻璃器_原始值,第13類石料製品、玻璃及玻璃器_年增率(%),70玻璃及玻璃器_原始值,70玻璃及玻璃器_年增率(%),第15類基本金屬及其製品_原始值,第15類基本金屬及其製品_年增率(%),72鋼鐵_原始值,72鋼鐵_年增率(%),73鋼鐵製品_原始值,73鋼鐵製品_年增率(%),74銅及其製品_原始值,74銅及其製品_年增率(%),76鋁及其製品_原始值,76鋁及其製品_年增率(%),第16類機器、電機、電視影像及聲音記錄機等設備_原始值,第16類機器、電機、電視影像及聲音記錄機等設備_年增率(%),84鍋爐、機器、機械用具及其零件_原始值,84鍋爐、機器、機械用具及其零件_年增率(%),85電機、電視影像、聲音記錄等設備及其零件_原始值,85電機、電視影像、聲音記錄等設備及其零件_年增率(%),第17類運輸工具_原始值,第17類運輸工具_年增率(%),87運輸工具_原始值,87運輸工具_年增率(%),第18類光學、計量、醫療儀器、樂器及其零件_原始值,第18類光學、計量、醫療儀器、樂器及其零件_年增率(%),90光學、計量、檢查、醫療儀器及其零件_原始值,90光學、計量、檢查、醫療儀器及其零件_年增率(%),第20類雜項製品_原始值,第20類雜項製品_年增率(%)
1999M06,59.69,-7.51,48.25,-12.72,48.93,3.51,72.58,-10.90,41.34,-18.48,45.94,-17.79,35.92,-18.62,63.40,-8.32,72.13,-4.79,18.00,6.26,62.28,-10.43,17.29,10.76,15.41,24.37,51.36,-12.24,44.04,-16.07,27.72,-17.38,77.45,-1.90,89.62,-7.16,85.86,-12.93,113.09,-11.45,51.25,-11.56,60.10,-10.38,27.43,-16.63,60.84,-9.63,71.59,4.89,71.59,4.89,69.09,-7.16,56.89,-3.92,80.23,-9.53,63.61,-10.03,97.09,-6.75,117.95,-10.79,128.37,-12.01,33.34,-13.85,32.45,-15.07,47.59,-26.78,23.03,-17.51,61.75,-7.77,136.69,-7.91,103.60,-2.33,164.95,-12.35,75.06,5.01,75.06,5.01,118.16,-2.50,119.76,-2.29,90.97,-3.62
1999M07,60.20,-5.76,48.15,-12.37,49.39,-1.16,72.02,-13.15,41.06,-16.66,45.58,-15.22,35.58,-17.51,63.29,-8.04,71.66,-5.14,19.31,15.35,61.85,-10.80,18.82,22.29,17.50,38.67,52.98,-5.96,44.06,-16.16,29.90,-5.02,77.07,-3.13,87.86,-9.39,85.51,-10.29,112.20,-9.30,51.36,-9.02,60.39,-7.75,27.15,-14.54,61.82,-7.58,71.37,6.95,71.37,6.95,70.01,-6.20,59.42,3.65,79.39,-12.90,63.06,-9.57,97.65,-5.89,118.33,-10.24,127.54,-12.33,33.83,-12.02,32.15,-14.92,47.28,-27.05,24.71,-12.25,63.78,-3.54,135.26,-8.89,102.80,-2.81,162.81,-13.72,75.00,5.43,75.00,5.43,117.85,-1.25,119.55,-0.94,90.66,-3.61
1999M08,60.79,-4.75,48.31,-10.85,50.90,0.99,70.88,-15.26,40.38,-15.70,45.13,-15.44,34.75,-14.26,63.23,-9.05,71.06,-6.73,20.13,19.32,61.28,-12.82,19.78,27.70,18.74,46.41,53.82,-4.20,43.69,-14.78,30.74,-1.69,76.59,-4.36,86.09,-11.92,85.09,-10.84,113.34,-8.39,51.45,-7.83,60.53,-5.92,27.08,-16.00,62.78,-6.12,71.61,5.82,71.61,5.82,68.48,-6.09,57.30,5.33,78.54,-13.50,62.58,-9.62,96.79,-7.45,116.08,-11.75,126.48,-12.66,33.71,-12.42,31.67,-16.37,45.51,-30.84,24.99,-10.20,65.16,-2.19,136.34,-8.37,104.31,-1.08,163.13,-14.10,78.03,10.70,78.03,10.70,119.42,0.73,121.18,1.19,90.68,-3.90
1999M09,63.50,-0.81,48.19,-9.54,50.57,5.97,71.05,-16.04,39.79,-14.13,44.98,-14.65,33.69,-12.74,63.06,-9.17,70.60,-7.11,22.09,27.32,60.90,-12.61,22.05,37.30,20.88,52.52,56.04,0.99,43.66,-11.62,33.23,11.25,76.22,-4.63,85.59,-14.35,84.34,-11.61,114.65,-8.62,53.00,-3.27,62.81,-0.22,26.97,-15.88,62.27,-6.46,71.12,4.39,71.12,4.39,68.94,-2.13,58.11,14.71,78.61,-12.41,62.28,-9.56,96.22,-5.84,116.66,-11.72,125.65,-13.77,34.23,-9.64,31.81,-14.14,45.22,-27.11,25.69,-7.82,66.25,-1.88,146.43,-2.54,105.61,-2.47,184.29,-2.61,79.74,6.43,79.74,6.43,121.48,0.03,123.45,0.67,90.61,-4.43
1999M10,63.45,2.95,48.03,-5.55,47.91,0.69,71.17,-9.41,39.58,-7.63,43.87,-8.07,33.69,-6.88,63.06,-5.84,70.53,-2.88,22.13,35.43,60.85,-8.85,22.10,46.65,20.86,62.21,60.26,13.68,44.35,-4.93,37.89,36.54,76.16,-1.40,84.53,-10.75,84.52,-8.86,116.53,-4.95,54.83,3.53,64.97,5.73,27.89,-6.19,61.66,-0.26,70.44,5.99,70.44,5.99,69.36,8.87,58.97,25.04,78.54,-1.48,61.10,-5.91,97.89,0.06,115.47,-8.56,124.09,-10.88,34.36,-2.02,32.01,-4.70,45.17,-19.60,25.81,-1.97,66.22,1.86,142.01,-3.45,106.21,-2.20,173.37,-4.52,79.90,2.16,79.90,2.16,122.44,1.26,124.39,1.79,90.77,-2.02
1999M11,63.91,5.90,48.08,-2.30,47.86,4.36,71.00,-4.95,39.19,-7.87,41.39,-12.48,34.42,-4.52,62.76,-4.26,70.46,-1.43,23.09,44.04,60.22,-8.51,23.21,57.14,22.22,89.11,62.05,20.84,44.44,-4.49,40.00,48.86,76.11,-2.42,87.60,-4.41,84.58,-1.74,116.37,-1.00,55.08,5.07,65.22,6.71,28.12,-2.26,61.25,0.48,70.39,6.31,70.39,6.31,70.44,11.07,60.92,29.01,78.65,-0.52,60.97,-3.89,97.74,1.71,115.36,-4.21,123.98,-5.82,34.49,1.92,32.12,-0.86,45.13,-16.08,25.74,2.67,66.26,6.60,140.99,-2.23,106.09,-0.52,171.22,-3.68,79.67,3.75,79.67,3.75,124.29,3.40,126.50,3.99,90.26,-1.40
1999M12,64.05,7.16,48.06,-1.86,47.68,0.46,71.27,-1.15,39.33,-6.47,41.40,-10.39,35.21,-1.79,62.59,-2.90,70.20,-1.06,23.69,60.50,60.01,-7.85,23.91,79.10,23.16,127.06,62.09,20.28,44.53,-3.86,39.74,46.05,75.90,-2.17,87.07,-5.52,85.96,0.36,117.97,1.43,54.31,4.58,64.00,5.23,28.37,1.47,60.53,-2.32,69.58,4.73,69.58,4.73,70.51,10.95,61.68,28.45,77.97,-0.65,60.90,-3.32,98.45,1.93,115.16,-3.66,123.51,-5.48,34.63,4.84,32.00,0.41,44.96,-12.48,25.98,7.58,67.96,11.83,140.52,-2.78,106.39,-0.57,169.72,-4.67,80.53,3.70,80.53,3.70,124.62,3.95,126.92,4.64,90.07,-1.25
2000M01,62.91,5.17,48.42,-1.88,46.46,-5.84,69.45,-3.10,38.40,-8.79,39.66,-13.89,35.29,-3.00,60.92,-5.89,68.40,-3.47,23.49,60.45,58.57,-6.90,23.76,78.92,22.96,119.29,62.62,21.22,43.84,-2.86,40.88,49.91,75.03,-2.58,86.13,-7.30,83.81,-1.56,119.26,3.33,53.48,5.03,63.19,6.42,27.61,-1.18,59.84,0.30,67.99,2.23,67.99,2.23,71.06,10.96,63.82,30.27,76.78,-2.10,60.60,-3.78,95.79,-0.66,110.50,-7.45,120.35,-7.78,34.65,6.06,32.10,1.65,43.81,-14.60,25.88,10.32,69.17,14.41,135.07,-7.19,102.96,-4.71,162.16,-9.32,80.38,2.01,80.38,2.01,119.95,-0.93,122.10,-0.41,88.43,-3.36
2000M02,62.68,4.83,48.20,-3.98,46.57,-11.67,68.72,-3.67,39.06,-8.78,41.05,-11.53,35.64,-4.40,60.41,-5.83,68.20,-5.59,24.18,68.62,58.40,-7.94,24.56,90.24,23.79,141.28,62.34,20.51,44.73,0.11,41.22,50.44,74.87,-3.43,85.52,-6.96,83.86,-1.88,116.18,0.16,53.81,5.74,63.52,7.21,27.90,-0.78,59.31,-0.90,67.85,-0.54,67.85,-0.54,73.50,9.49,68.18,34.64,77.08,-7.10,60.88,-3.79,95.71,-1.65,111.42,-7.51,120.83,-8.24,34.60,5.62,32.10,0.98,43.88,-15.24,25.93,12.40,67.95,12.74,132.44,-8.86,100.64,-6.02,159.44,-11.25,79.15,1.98,79.15,1.98,117.51,-2.29,119.59,-1.83,87.91,-4.20
2000M03,63.02,3.96,49.70,-2.11,47.90,-10.77,71.51,-1.11,39.71,-8.69,41.40,-12.57,36.65,-3.48,60.04,-6.94,68.18,-7.29,24.49,54.51,58.39,-8.08,24.92,70.45,23.83,89.28,63.71,23.45,45.36,1.61,42.77,57.59,74.85,-4.76,84.25,-6.99,83.59,-3.51,116.99,-0.15,54.30,5.60,64.52,7.59,27.26,-3.40,58.72,-2.93,68.20,-5.47,68.20,-5.47,75.84,10.25,72.64,39.26,77.06,-9.06,61.25,-5.33,95.50,-3.64,111.38,-9.19,120.79,-9.91,34.67,3.96,32.28,-0.55,43.87,-16.76,25.40,9.34,67.32,12.41,131.43,-9.35,101.11,-5.62,156.48,-12.50,81.20,4.95,81.20,4.95,118.24,-1.99,120.42,-1.45,86.65,-6.29
