期間,新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%)
2013M08,"10,863",0.46,"2,681",4.75,"2,593",0.67,669,2.02,851,-15.43,610,-3.19,555,4.49,390,-11.89,471,-9.96,"36,319",0.46,"8,964",4.75,"8,669",0.67,"2,237",2.02,"2,846",-15.43,"2,039",-3.19,"1,855",4.49,"1,303",-11.89,"1,574",-9.96
2013M09,"11,384",2.53,"3,274",16.75,"2,768",6.14,637,-5.08,864,-17.33,572,0.42,528,-0.51,423,-5.37,458,-9.13,"38,419",2.01,"11,048",16.16,"9,342",5.60,"2,150",-5.56,"2,916",-17.74,"1,932",-0.08,"1,782",-1.01,"1,428",-5.85,"1,547",-9.59
2013M10,"11,624",3.68,"3,131",8.88,"2,909",11.32,706,0.28,836,-13.10,597,-0.68,593,6.33,432,-3.51,497,-1.34,"39,591",3.16,"10,663",8.32,"9,908",10.75,"2,404",-0.23,"2,847",-13.54,"2,033",-1.19,"2,019",5.78,"1,473",-4.01,"1,694",-1.85
2013M11,"12,096",2.14,"3,461",8.76,"2,977",7.61,705,-2.07,866,-12.63,594,-0.71,606,-1.07,457,-4.08,513,-0.32,"41,046",0.78,"11,745",7.32,"10,102",6.19,"2,393",-3.37,"2,938",-13.78,"2,014",-2.02,"2,055",-2.38,"1,550",-5.35,"1,741",-1.63
2013M12,"12,559",9.90,"3,565",16.15,"3,091",17.38,749,4.20,868,-5.27,618,4.09,651,4.61,477,5.54,531,2.25,"42,313",7.42,"12,012",13.53,"10,415",14.73,"2,525",1.85,"2,924",-7.41,"2,082",1.74,"2,195",2.25,"1,606",3.16,"1,791",-0.06
2014M01,"10,847",0.58,"2,795",4.11,"2,668",6.19,707,-1.23,761,-4.07,580,-6.21,593,-1.21,392,-4.70,476,-7.41,"36,109",-2.77,"9,303",0.65,"8,882",2.65,"2,355",-4.52,"2,533",-7.26,"1,930",-9.33,"1,975",-4.50,"1,306",-7.87,"1,584",-10.50
2014M02,"9,292",8.28,"2,262",5.64,"2,335",18.21,634,13.25,639,-4.62,506,11.08,509,5.67,328,2.75,449,12.47,"30,706",5.74,"7,476",3.16,"7,717",15.44,"2,096",10.59,"2,112",-6.86,"1,673",8.48,"1,681",3.19,"1,084",0.34,"1,484",9.83
2014M03,"11,511",8.18,"2,848",10.94,"2,818",12.48,750,8.50,866,-1.47,644,7.63,598,4.26,425,1.47,568,4.83,"37,940",5.86,"9,386",8.56,"9,289",10.07,"2,471",6.18,"2,855",-3.59,"2,121",5.32,"1,969",2.03,"1,400",-0.71,"1,873",2.58
2014M04,"11,719",10.26,"2,854",8.26,"2,942",18.04,758,12.80,828,-12.25,641,4.78,645,10.55,410,10.19,588,13.79,"38,868",8.91,"9,466",6.93,"9,757",16.59,"2,514",11.41,"2,745",-13.33,"2,126",3.49,"2,140",9.20,"1,361",8.84,"1,950",12.39
2014M05,"11,436",5.92,"2,853",3.99,"2,863",13.95,729,5.96,806,-10.77,626,-2.24,579,3.37,420,13.41,585,11.43,"38,018",4.65,"9,484",2.74,"9,517",12.58,"2,422",4.69,"2,680",-11.83,"2,083",-3.41,"1,923",2.13,"1,397",12.05,"1,946",10.10
2014M06,"11,622",10.76,"3,055",8.97,"2,931",17.11,696,8.91,807,-5.70,610,5.60,598,16.58,408,17.29,554,15.40,"38,817",10.61,"10,203",8.82,"9,789",16.95,"2,324",8.76,"2,696",-5.82,"2,037",5.46,"1,998",16.43,"1,364",17.13,"1,851",15.25
2014M07,"11,413",5.61,"2,724",-0.65,"2,860",11.12,709,1.65,810,-7.88,617,0.50,578,6.06,428,10.92,592,17.99,"38,182",5.72,"9,114",-0.55,"9,569",11.23,"2,371",1.75,"2,709",-7.78,"2,064",0.60,"1,934",6.16,"1,431",11.03,"1,980",18.11
