期間,新臺幣_原始值,新臺幣_年增率(%),日圓_原始值,日圓_年增率(%),馬克_原始值,馬克_年增率(%),英鎊_原始值,英鎊_年增率(%),法國法郎_原始值,法國法郎_年增率(%),港幣_原始值,港幣_年增率(%),韓元_原始值,韓元_年增率(%),加拿大幣_原始值,加拿大幣_年增率(%),新加坡元_原始值,新加坡元_年增率(%),人民幣_原始值,人民幣_年增率(%),澳幣_原始值,澳幣_年增率(%),印尼盾_原始值,印尼盾_年增率(%),荷蘭幣_原始值,荷蘭幣_年增率(%),泰銖_原始值,泰銖_年增率(%),馬來西亞幣_原始值,馬來西亞幣_年增率(%),菲律賓披索_原始值,菲律賓披索_年增率(%),歐元_原始值,歐元_年增率(%)
2003M03,34.7225,0.85,118.5365,10.68,-,--,0.6317,11.29,-,--,7.7980,0.01,"1,236.6600",6.96,1.4759,7.53,1.7527,4.34,8.2772,0.00,1.6606,14.77,"8,929.5000",10.50,-,--,42.7131,1.48,3.8000,0.00,54.5909,-6.46,0.9256,23.36
2003M04,34.8240,0.26,119.7895,9.42,-,--,0.6352,9.13,-,--,7.7990,0.00,"1,230.5400",7.07,1.4585,8.43,1.7765,2.96,8.2771,0.00,1.6393,13.94,"8,795.8000",6.90,-,--,42.8328,1.27,3.8000,0.00,52.8068,-3.45,0.9220,22.45
2003M05,34.7161,-0.74,117.2648,7.86,-,--,0.6162,11.21,-,--,7.7980,0.01,"1,199.6600",5.15,1.3845,11.93,1.7341,3.78,8.2769,0.00,1.5456,17.69,"8,406.3000",7.99,-,--,42.1058,1.55,3.8000,0.00,52.5072,-5.08,0.8645,26.15
2003M06,34.6226,-1.83,118.2643,4.51,-,--,0.6022,11.72,-,--,7.7980,0.01,"1,193.4500",2.40,1.3523,13.27,1.7342,2.82,8.2771,0.00,1.5052,16.64,"8,235.8000",6.23,-,--,41.6019,1.24,3.8000,0.00,53.3992,-5.60,0.8575,22.10
2003M07,34.4156,-2.94,118.6918,-0.53,-,--,0.6154,4.60,-,--,7.7980,0.01,"1,180.4400",0.38,1.3815,11.90,1.7553,-0.17,8.2772,-0.01,1.5107,19.41,"8,368.5000",7.34,-,--,41.7325,-1.36,3.8000,0.00,53.7138,-5.80,0.8794,14.62
2003M08,34.3351,-1.04,118.8267,0.15,-,--,0.6273,3.78,-,--,7.7980,0.01,"1,178.4000",1.64,1.3961,12.31,1.7534,0.08,8.2770,0.00,1.5361,20.09,"8,516.0000",4.75,-,--,41.6182,1.21,3.8000,0.00,54.9914,-5.82,0.8980,13.88
2003M09,33.9958,1.74,115.1900,4.49,-,--,0.6208,3.62,-,--,7.7850,0.18,"1,164.1300",3.96,1.3632,15.59,1.7462,1.11,8.2771,0.00,1.5119,20.91,"8,439.3000",6.22,-,--,40.4563,5.71,3.8000,0.00,55.0235,-5.26,0.8915,14.36
2003M10,33.8962,3.11,109.5795,13.03,-,--,0.5966,7.65,-,--,7.7430,0.72,"1,167.8700",6.24,1.3218,19.36,1.7332,3.04,8.2768,0.00,1.4416,26.20,"8,445.3000",8.85,-,--,39.6790,9.89,3.8000,0.00,54.9520,-3.72,0.8553,19.20
2003M11,34.0501,1.94,109.1961,12.23,-,--,0.5921,8.16,-,--,7.7630,0.46,"1,185.9900",2.14,1.3126,18.77,1.7289,2.09,8.2769,0.00,1.3970,27.56,"8,516.3000",6.37,-,--,39.8550,8.57,3.8000,0.00,55.3718,-3.73,0.8548,17.95
2003M12,34.0580,2.32,107.9355,13.28,-,--,0.5713,10.34,-,--,7.7630,0.45,"1,191.9000",1.30,1.3128,18.80,1.7107,2.46,8.2770,0.00,1.3542,31.12,"8,485.8000",5.02,-,--,39.6660,9.00,3.8000,0.00,55.4451,-3.47,0.8137,20.71
2004M01,33.6866,2.73,106.5120,11.40,-,--,0.5489,12.71,-,--,7.7650,0.44,"1,182.2300",-0.33,1.2960,18.91,1.6987,2.17,8.2770,0.00,1.3005,32.05,"8,382.5000",6.05,-,--,39.0481,9.42,3.8000,0.00,55.5261,-3.53,0.7929,18.76
2004M02,33.2270,4.69,106.5484,11.94,-,--,0.5355,16.01,-,--,7.7740,0.32,"1,166.1800",2.21,1.3290,13.80,1.6861,3.52,8.2771,0.00,1.2858,30.91,"8,432.0000",5.51,-,--,39.0511,9.67,3.8000,0.00,56.0696,-3.56,0.7908,17.38
2004M03,33.3061,4.25,108.6230,9.13,-,--,0.5471,15.47,-,--,7.7920,0.08,"1,165.1200",6.14,1.3284,11.11,1.6997,3.12,8.2771,0.00,1.3337,24.51,"8,594.3000",3.90,-,--,39.3995,8.41,3.8000,0.00,56.3029,-3.04,0.8156,13.49
2004M04,33.0056,5.51,107.2543,11.69,-,--,0.5546,14.53,-,--,7.7960,0.04,"1,152.0300",6.81,1.3442,8.50,1.6840,5.49,8.2769,0.00,1.3408,22.26,"8,623.0000",2.00,-,--,39.3884,8.74,3.8000,0.00,55.9039,-5.54,0.8341,10.54
2004M05,33.5042,3.62,112.5218,4.22,-,--,0.5599,10.05,-,--,7.7960,0.03,"1,176.2400",1.99,1.3791,0.39,1.7101,1.40,8.2771,0.00,1.4175,9.03,"8,978.3000",-6.37,-,--,40.5165,3.92,3.8000,0.00,55.8453,-5.98,0.8336,3.71
2004M06,33.6434,2.91,109.4668,8.04,-,--,0.5472,10.05,-,--,7.7960,0.03,"1,158.5900",3.01,1.3577,-0.40,1.7114,1.33,8.2767,0.00,1.4406,4.49,"9,403.0000",-12.41,-,--,40.7571,2.07,3.8000,0.00,55.9848,-4.62,0.8239,4.08
2004M07,33.8913,1.55,109.3638,8.53,-,--,0.5430,13.32,-,--,7.8000,-0.03,"1,158.1900",1.92,1.3228,4.44,1.7120,2.53,8.2767,0.01,1.3959,8.22,"9,046.5000",-7.49,-,--,40.8826,2.08,3.8000,0.00,55.9527,-4.00,0.8154,7.86
2004M08,34.1190,0.63,110.3550,7.68,-,--,0.5496,14.14,-,--,7.7990,-0.01,"1,158.1000",1.75,1.3128,6.34,1.7144,2.28,8.2768,0.00,1.4087,9.05,"9,256.0000",-7.99,-,--,41.4499,0.41,3.8000,0.00,55.8342,-1.51,0.8214,9.33
2004M09,33.9205,0.22,110.0085,4.71,-,--,0.5578,11.29,-,--,7.7990,-0.18,"1,147.8000",1.42,1.2878,5.86,1.6960,2.96,8.2767,0.01,1.4258,6.04,"9,166.0000",-7.93,-,--,41.4267,-2.34,3.8000,0.00,56.2132,-2.12,0.8185,8.92
2004M10,33.8076,0.26,108.9240,0.60,-,--,0.5537,7.74,-,--,7.7880,-0.58,"1,141.9900",2.27,1.2422,6.41,1.6778,3.30,8.2765,0.00,1.3646,5.65,"9,093.3000",-7.13,-,--,41.2694,-3.85,3.8000,0.00,56.3414,-2.47,0.8008,6.80
2004M11,32.7741,3.89,104.8970,4.10,-,--,0.5377,10.11,-,--,7.7750,-0.15,"1,086.5600",9.15,1.1954,9.81,1.6510,4.72,8.2765,0.00,1.3006,7.42,"9,037.5000",-5.77,-,--,40.3014,-1.11,3.8000,0.00,56.3221,-1.69,0.7699,11.03
2004M12,32.2264,5.68,103.8362,3.95,-,--,0.5185,10.19,-,--,7.7760,-0.17,"1,050.8000",13.43,1.2169,7.88,1.6415,4.22,8.2765,0.01,1.3025,3.97,"9,253.8000",-8.30,-,--,39.1783,1.24,3.8000,0.00,56.1828,-1.31,0.7476,8.85
2005M01,31.9385,5.47,103.9440,2.47,-,--,0.5308,3.41,-,--,7.7950,-0.38,"1,038.1300",13.88,1.2262,5.70,1.6381,3.70,8.2765,0.01,1.3060,-0.42,"9,195.3000",-8.84,-,--,38.7049,0.89,3.8000,0.00,55.7662,-0.43,0.7550,5.02
2005M02,31.5161,5.43,104.8811,1.59,-,--,0.5298,1.08,-,--,7.7990,-0.32,"1,020.5100",14.27,1.2390,7.26,1.6380,2.94,8.2765,0.01,1.2808,0.39,"9,236.3000",-8.71,-,--,38.4418,1.58,3.8000,0.00,54.8128,2.29,0.7685,2.91
2005M03,31.1636,6.88,105.3127,3.14,-,--,0.5248,4.26,-,--,7.7990,-0.09,"1,008.0100",15.59,1.2193,8.94,1.6308,4.22,8.2765,0.01,1.2743,4.67,"9,391.3000",-8.49,-,--,38.5518,2.20,3.8000,0.00,54.4402,3.42,0.7582,7.57
2005M04,31.5228,4.70,107.3595,-0.10,-,--,0.5278,5.09,-,--,7.7980,-0.03,"1,009.7300",14.09,1.2372,8.65,1.6532,1.86,8.2765,0.01,1.2942,3.60,"9,542.5000",-9.64,-,--,39.4785,-0.23,3.8000,0.00,54.4918,2.59,0.7730,7.91
2005M05,31.3034,7.03,106.9126,5.25,-,--,0.5384,4.01,-,--,7.7900,0.08,"1,002.4200",17.34,1.2560,9.80,1.6512,3.57,8.2765,0.01,1.3052,8.61,"9,476.3000",-5.26,-,--,39.7764,1.86,3.8000,0.00,54.3411,2.77,0.7879,5.80
2005M06,31.3710,7.24,108.6318,0.77,-,--,0.5498,-0.48,-,--,7.7760,0.26,"1,012.1800",14.46,1.2388,9.60,1.6716,2.38,8.2765,0.00,1.3044,10.44,"9,632.8000",-2.39,-,--,40.8663,-0.27,3.8000,0.00,55.1790,1.46,0.8221,0.22
2005M07,31.9214,6.17,111.9350,-2.30,-,--,0.5712,-4.94,-,--,7.7750,0.32,"1,037.5000",11.63,1.2242,8.05,1.6821,1.78,8.2300,0.57,1.3290,5.03,"9,798.5000",-7.67,-,--,41.7064,-1.98,3.7878,0.32,56.0062,-0.10,0.8308,-1.86
2005M08,32.1111,6.25,110.7217,-0.33,-,--,0.5576,-1.44,-,--,7.7710,0.36,"1,021.5300",13.37,1.2035,9.08,1.6625,3.12,8.1017,2.16,1.3137,7.23,"9,966.3000",-7.13,-,--,41.1464,0.74,3.7587,1.10,55.9523,-0.21,0.8135,0.96
2005M09,32.9238,3.03,111.0575,-0.94,-,--,0.5530,0.87,-,--,7.7620,0.48,"1,029.5000",11.49,1.1779,9.33,1.6808,0.90,8.0919,2.28,1.3067,9.12,"10,218.8000",-10.30,-,--,41.0077,1.02,3.7686,0.83,56.1562,0.10,0.8161,0.30
2005M10,33.4915,0.94,114.8170,-5.13,-,--,0.5670,-2.34,-,--,7.7560,0.41,"1,046.2000",9.16,1.1771,5.53,1.6908,-0.77,8.0894,2.31,1.3258,2.93,"10,090.0000",-9.88,-,--,40.8624,1.00,3.7730,0.72,55.7077,1.14,0.8324,-3.79
2005M11,33.5804,-2.40,118.4070,-11.41,-,--,0.5763,-6.69,-,--,7.7540,0.27,"1,040.5700",4.42,1.1811,1.21,1.6993,-2.85,8.0841,2.38,1.3258,-1.90,"10,067.5000",-10.23,-,--,41.0709,-1.87,3.7790,0.56,54.5606,3.23,0.8486,-9.27
2005M12,33.2989,-3.22,118.6386,-12.48,-,--,0.5729,-9.51,-,--,7.7530,0.30,"1,023.1200",2.71,1.1609,4.83,1.6743,-1.96,8.0757,2.49,1.3479,-3.37,"9,841.3000",-5.97,-,--,41.0281,-4.51,3.7780,0.58,53.6118,4.80,0.8435,-11.37
2006M01,32.1069,-0.52,115.4521,-9.97,-,--,0.5662,-6.24,-,--,7.7530,0.54,983.7600,5.53,1.1575,5.93,1.6330,0.31,8.0664,2.60,1.3349,-2.16,"9,448.8000",-2.68,-,--,39.5791,-2.21,3.7527,1.26,52.6171,5.98,0.8263,-8.63
2006M02,32.3715,-2.64,117.8855,-11.03,-,--,0.5720,-7.39,-,--,7.7590,0.52,969.9600,5.21,1.1487,7.86,1.6294,0.53,8.0495,2.82,1.3484,-5.01,"9,250.0000",-0.15,-,--,39.3538,-2.32,3.7253,2.01,51.8168,5.78,0.8377,-8.26
2006M03,32.4885,-4.08,117.3118,-10.23,-,--,0.5736,-8.51,-,--,7.7590,0.52,975.3400,3.35,1.1604,5.07,1.6217,0.56,8.0350,3.01,1.3741,-7.27,"9,125.8000",2.91,-,--,38.9315,-0.98,3.7046,2.58,51.2189,6.29,0.8320,-8.87
2006M04,32.3111,-2.44,117.1055,-8.32,-,--,0.5661,-6.76,-,--,7.7560,0.54,952.9200,5.96,1.1422,8.31,1.6014,3.23,8.0156,3.25,1.3605,-4.87,"8,922.5000",6.95,-,--,37.9447,4.04,3.6628,3.75,51.3597,6.10,0.8150,-5.16
2006M05,31.7619,-1.44,111.6076,-4.21,-,--,0.5349,0.65,-,--,7.7540,0.46,941.2100,6.50,1.1100,13.15,1.5773,4.68,8.0145,3.27,1.3101,-0.37,"9,055.0000",4.65,-,--,37.9666,4.77,3.6154,5.11,52.1273,4.25,0.7831,0.61
2006M06,32.4796,-3.41,114.5336,-5.15,-,--,0.5424,1.36,-,--,7.7630,0.17,955.1762,5.97,1.1134,11.26,1.5905,5.10,8.0067,3.37,1.3505,-3.41,"9,367.5000",2.83,-,--,38.3007,6.70,3.6659,3.66,53.1567,3.80,0.7906,3.98
2006M07,32.6317,-2.18,115.6720,-3.23,-,--,0.5422,5.36,-,--,7.7730,0.03,950.5600,9.15,1.1292,8.41,1.5833,6.24,7.9908,2.99,1.3308,-0.13,"9,123.8000",7.39,-,--,37.9568,9.88,3.6687,3.25,52.3976,6.89,0.7884,5.37
2006M08,32.7895,-2.07,115.8804,-4.45,-,--,0.5283,5.55,-,--,7.7750,-0.05,961.0200,6.30,1.1183,7.63,1.5757,5.51,7.9733,1.61,1.3107,0.23,"9,085.0000",9.70,-,--,37.5886,9.47,3.6750,2.28,51.3618,8.94,0.7806,4.22
2006M09,32.9068,0.05,117.0085,-5.09,-,--,0.5302,4.30,-,--,7.7810,-0.24,952.7700,8.05,1.1162,5.53,1.5789,6.45,7.9362,1.96,1.3217,-1.13,"9,158.8000",11.57,-,--,37.3835,9.69,3.6721,2.63,50.4012,11.42,0.7857,3.86
2006M10,33.2063,0.86,118.6576,-3.24,-,--,0.5333,6.31,-,--,7.7860,-0.39,954.1700,9.64,1.1286,4.29,1.5788,7.09,7.9032,2.36,1.3270,-0.09,"9,170.0000",10.03,-,--,37.2968,9.56,3.6789,2.56,50.0038,11.41,0.7930,4.96
2006M11,32.8235,2.31,117.3470,0.90,-,--,0.5231,10.16,-,--,7.7820,-0.36,935.5200,11.23,1.1354,4.03,1.5567,9.16,7.8661,2.77,1.2951,2.37,"9,136.3000",10.19,-,--,36.5019,12.52,3.6438,3.71,49.8434,9.46,0.7764,9.29
2006M12,32.5235,2.38,117.1300,1.29,-,--,0.5092,12.52,-,--,7.7730,-0.26,925.0800,10.60,1.1525,0.72,1.5405,8.68,7.8240,3.22,1.2721,5.96,"9,068.3000",8.52,-,--,35.7797,14.67,3.5529,6.33,49.4670,8.38,0.7569,11.45
2007M01,32.7681,-2.02,120.5784,-4.25,-,--,0.5104,10.93,-,--,7.8000,-0.60,936.9000,5.00,1.1759,-1.57,1.5379,6.18,7.7896,3.55,1.2754,4.66,"9,077.5000",4.09,-,--,35.9266,10.17,3.5076,6.99,48.9143,7.57,0.7693,7.40
2007M02,32.9686,-1.81,120.4463,-2.13,-,--,0.5110,11.94,-,--,7.8100,-0.65,937.1700,3.50,1.1707,-1.88,1.5340,6.22,7.7546,3.80,1.2783,5.48,"9,085.0000",1.82,-,--,35.6912,10.26,3.4961,6.56,48.3813,7.10,0.7649,9.51
2007M03,33.0123,-1.59,117.2757,0.03,-,--,0.5135,11.69,-,--,7.8130,-0.69,943.2300,3.40,1.1669,-0.55,1.5249,6.35,7.7390,3.83,1.2630,8.79,"9,159.0000",-0.36,-,--,35.0147,11.19,3.4916,6.10,48.5172,5.57,0.7552,10.17
2007M04,33.1453,-2.52,118.8700,-1.48,-,--,0.5025,12.65,-,--,7.8150,-0.76,930.9500,2.36,1.1349,0.65,1.5149,5.71,7.7257,3.75,1.2119,12.26,"9,099.8000",-1.95,-,--,34.8298,8.94,3.4389,6.51,47.8224,7.40,0.7399,10.15
2007M05,33.2605,-4.51,120.7295,-7.56,-,--,0.5041,6.10,-,--,7.8190,-0.83,927.3900,1.49,1.0947,1.40,1.5222,3.62,7.6734,4.44,1.2115,8.13,"8,794.5000",2.96,-,--,34.5732,9.82,3.4013,6.29,46.8141,11.35,0.7401,5.81
2007M06,32.9321,-1.37,122.6181,-6.59,-,--,0.5036,7.71,-,--,7.8130,-0.64,927.5071,2.98,1.0654,4.50,1.5365,3.51,7.6330,4.90,1.1878,13.70,"9,010.5000",3.96,-,--,34.5382,10.89,3.4451,6.41,46.1602,15.16,0.7453,6.08
2007M07,32.7894,-0.48,121.5886,-4.87,-,--,0.4918,10.25,-,--,7.8190,-0.59,918.4500,3.50,1.0503,7.51,1.5161,4.43,7.5796,5.42,1.1527,15.45,"9,081.8000",0.46,-,--,33.6681,12.74,3.4422,6.58,45.6251,14.84,0.7291,8.14
2007M08,32.9525,-0.49,116.7244,-0.72,-,--,0.4976,6.16,-,--,7.8150,-0.51,934.9200,2.79,1.0588,5.62,1.5236,3.42,7.5753,5.25,1.2056,8.72,"9,368.5000",-3.03,-,--,34.1440,10.09,3.4839,5.49,46.0737,11.48,0.7341,6.33
2007M09,32.9841,-0.23,115.0150,1.73,-,--,0.4959,6.91,-,--,7.7840,-0.04,930.8900,2.35,1.0237,9.03,1.5126,4.38,7.5243,5.47,1.1831,11.71,"9,276.5000",-1.27,-,--,34.2103,9.28,3.4739,5.70,46.1315,9.26,0.7197,9.17
2007M10,32.5519,2.01,115.7414,2.52,-,--,0.4894,8.98,-,--,7.7540,0.41,914.8100,4.30,0.9752,15.73,1.4666,7.65,7.5006,5.37,1.1122,19.31,"9,104.8000",0.72,-,--,34.1245,9.30,3.3785,8.89,44.3803,12.67,0.7029,12.82
2007M11,32.3324,1.52,111.2100,5.52,-,--,0.4829,8.33,-,--,7.7770,0.06,918.1100,1.90,0.9687,17.21,1.4471,7.57,7.4233,5.96,1.1133,16.33,"9,282.3000",-1.57,-,--,33.8389,7.87,3.3575,8.53,43.2176,15.33,0.6811,14.00
2007M12,32.4175,0.33,112.2450,4.35,-,--,0.4941,3.05,-,--,7.7980,-0.32,930.7600,-0.61,1.0039,14.80,1.4489,6.32,7.3720,6.13,1.1459,11.02,"9,351.8000",-3.03,-,--,33.6586,6.30,3.3342,6.56,41.7429,18.50,0.6859,10.34
2008M01,32.3680,1.24,107.6568,12.00,-,--,0.5077,0.53,-,--,7.8050,-0.06,942.7200,-0.62,1.0124,16.15,1.4315,7.43,7.2478,7.48,1.1342,12.45,"9,394.8000",-3.38,-,--,33.1441,8.40,3.2679,7.34,40.9381,19.48,0.6795,13.23
