期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),鋼骨鋼筋混凝土構造_原始值,鋼骨鋼筋混凝土構造_年增率(%),鋼骨鋼筋混凝土構造_原始值,鋼骨鋼筋混凝土構造_年增率(%),混凝土構造_原始值,混凝土構造_年增率(%),混凝土構造_原始值,混凝土構造_年增率(%),鋼構造_原始值,鋼構造_年增率(%),鋼構造_原始值,鋼構造_年增率(%),磚構造_原始值,磚構造_年增率(%),磚構造_原始值,磚構造_年增率(%),木構造_原始值,木構造_年增率(%),木構造_原始值,木構造_年增率(%),其他_原始值,其他_年增率(%),其他_原始值,其他_年增率(%)
2008M06,"2,917,409",-11.65,"23,240,714",2.15,"182,799",11.81,"1,570,381",12.33,"2,420,535",-12.65,"19,210,747",2.12,"301,216",-15.11,"2,407,407",-3.38,"11,810",24.30,"48,455",33.50,840,-2.89,"2,482",3.55,209,-90.76,"1,242",-89.26
2008M07,"2,472,098",-28.94,"18,373,837",-21.58,"162,111",-71.42,"967,921",-72.27,"2,066,098",-21.74,"16,139,732",-13.48,"199,521",-20.77,"1,040,392",-12.86,"43,183",245.85,"221,821",335.74,383,-81.37,"1,091",-89.41,802,-85.09,"2,880",-90.41
2008M08,"2,671,791",-17.90,"19,006,936",-21.45,"168,587",9.85,"1,435,517",24.79,"2,239,695",-18.35,"15,743,478",-24.97,"251,614",-26.06,"1,785,365",-10.22,"8,983",-39.36,"34,035",-49.49,"2,457",48.64,"6,004",16.90,455,-55.26,"2,537",-41.76
2008M09,"2,521,583",-9.92,"18,785,251",-11.61,"157,772",-29.10,"1,207,419",-35.99,"2,048,582",-13.46,"15,725,559",-14.40,"304,662",62.07,"1,809,504",98.85,"9,361",-43.35,"36,667",-45.17,159,-96.39,444,-96.86,"1,047",71.36,"5,658",58.35
2008M10,"3,132,748",8.06,"25,426,586",19.49,"245,235",-12.21,"1,706,594",-27.14,"2,638,539",16.40,"21,762,151",29.85,"222,512",-32.93,"1,865,126",-10.87,"23,321",16.83,"81,334",1.10,"1,137",47.09,"4,298",44.03,"2,004",538.22,"7,083",288.75
2008M11,"2,462,405",-29.38,"18,635,801",-29.08,"170,215",-52.73,"1,481,206",-46.10,"2,033,440",-27.45,"15,720,298",-27.18,"232,018",-23.68,"1,335,127",-28.75,"18,903",19.72,"68,367",19.34,"4,073",453.40,"12,936",532.88,"3,756",13.82,"17,867",84.16
2008M12,"2,521,800",-16.32,"18,528,094",-15.98,"94,629",-45.22,"532,990",-64.34,"2,160,823",-14.34,"16,233,254",-13.58,"238,913",-18.60,"1,661,519",-0.85,"19,883",27.36,"66,851",-0.20,"3,826",-40.99,"14,588",-23.58,"3,726",35.05,"18,892",56.62
2009M01,"2,725,025",-21.06,"21,505,754",-12.90,"247,358",72.07,"1,910,975",111.56,"2,124,244",-25.09,"17,205,042",-19.07,"325,739",-24.32,"2,278,249",-4.23,"22,622",-34.71,"89,522",-27.88,"3,800",43.56,"14,762",88.65,"1,262",-73.35,"7,204",-60.02
2009M02,"1,707,375",-31.62,"13,165,185",-27.55,"451,699",4.60,"3,091,420",6.42,"1,010,182",-46.15,"8,026,242",-43.16,"225,202",25.38,"1,973,030",78.20,"17,041",148.19,"63,078",166.01,"2,928","1,167.53","9,638","1,385.05",323,-86.71,"1,777",-87.49
2009M03,"2,006,825",-19.60,"16,522,877",-9.36,"134,259",6.64,"1,321,550",50.36,"1,691,045",-19.54,"14,200,757",-11.42,"159,645",-34.80,"936,139",-24.07,"10,433",-37.22,"38,538",-32.95,"2,616",695.14,"7,631",645.94,"8,827",37.88,"18,262",-32.37
2009M04,"2,080,970",-20.73,"15,550,200",-25.18,"518,992",320.46,"3,767,306",278.82,"1,362,885",-35.24,"10,508,649",-33.59,"186,133",-50.73,"1,229,306",-68.43,"11,267",-35.20,"39,804",-35.63,"1,476",220.87,"4,380",224.44,217,-86.15,755,-91.17
2009M05,"2,130,301",-27.72,"17,756,715",-21.45,"82,397",3.35,"807,371",6.84,"1,881,154",-21.12,"15,804,081",-14.73,"157,192",-66.42,"1,110,472",-65.91,"6,218",-18.32,"23,512",-19.22,717,-85.80,"2,989",-83.26,"2,623",40.87,"8,290",-17.85
2009M06,"2,465,940",-15.47,"19,227,076",-17.27,"298,072",63.06,"2,253,555",43.50,"1,940,899",-19.82,"15,502,618",-19.30,"212,137",-29.57,"1,413,565",-41.28,"11,547",-2.23,"45,037",-7.05,"2,889",243.93,"10,165",309.55,396,89.47,"2,136",71.98
2009M07,"2,108,080",-14.73,"17,404,803",-5.27,"109,089",-32.71,"1,020,441",5.43,"1,842,509",-10.82,"15,520,122",-3.84,"147,808",-25.92,"829,732",-20.25,"6,653",-84.59,"23,669",-89.33,482,25.85,"1,716",57.29,"1,539",91.90,"9,123",216.77
2009M08,"1,911,559",-28.45,"16,230,335",-14.61,"294,765",74.84,"3,291,407",129.28,"1,468,253",-34.44,"11,773,127",-25.22,"136,846",-45.61,"1,117,480",-37.41,"7,834",-12.79,"33,029",-2.96,"3,320",35.12,"9,313",55.11,541,18.90,"5,979",135.67
2009M09,"2,541,019",0.77,"21,090,088",12.27,"355,443",125.29,"3,211,023",165.94,"1,644,673",-19.72,"12,977,363",-17.48,"508,529",66.92,"4,800,181",165.28,"18,827",101.12,"74,348",102.77,"2,356","1,381.76","6,598","1,386.04","11,191",968.86,"20,575",263.64
2009M10,"2,202,226",-29.70,"17,596,633",-30.79,"162,415",-33.77,"1,761,229",3.20,"1,909,516",-27.63,"15,214,772",-30.09,"99,821",-55.14,"504,076",-72.97,"22,926",-1.69,"104,874",28.94,821,-27.79,"2,444",-43.14,"6,727",235.68,"9,238",30.42
2009M11,"1,857,411",-24.57,"15,104,956",-18.95,"118,379",-30.45,"1,234,712",-16.64,"1,520,203",-25.24,"12,418,145",-21.01,"205,023",-11.63,"1,396,868",4.62,"10,352",-45.24,"36,703",-46.31,637,-84.36,"2,239",-82.69,"2,817",-25.00,"16,289",-8.83
2009M12,"2,798,199",10.96,"22,166,878",19.64,"160,304",69.40,"1,504,682",182.31,"2,239,854",3.66,"18,118,401",11.61,"377,995",58.21,"2,464,474",48.33,"12,269",-38.29,"50,583",-24.33,"6,234",62.94,"23,586",61.68,"1,543",-58.59,"5,152",-72.73
2010M01,"1,884,752",-30.84,"15,880,939",-26.15,"111,132",-55.07,"779,833",-59.19,"1,462,771",-31.14,"11,971,387",-30.42,"288,941",-11.30,"3,058,399",34.24,"13,715",-39.37,"49,250",-44.99,"4,278",12.58,"12,099",-18.04,"3,915",210.22,"9,971",38.41
2010M02,"2,433,489",42.53,"17,592,323",33.63,"737,962",63.37,"5,062,830",63.77,"1,458,140",44.34,"11,162,213",39.07,"226,534",0.59,"1,322,624",-32.96,"8,394",-50.74,"33,699",-46.58,"1,577",-46.14,"6,022",-37.52,882,173.07,"4,935",177.72
2010M03,"1,643,971",-18.08,"12,421,220",-24.82,"89,576",-33.28,"530,103",-59.89,"1,271,351",-24.82,"10,017,834",-29.46,"268,831",68.39,"1,825,529",95.01,"3,658",-64.94,"14,438",-62.54,"8,757",234.75,"26,180",243.07,"1,798",-79.63,"7,136",-60.92
2010M04,"1,782,110",-14.36,"13,549,462",-12.87,"59,707",-88.50,"400,845",-89.36,"1,402,389",2.90,"11,415,280",8.63,"304,092",63.37,"1,665,658",35.50,"14,438",28.14,"63,323",59.09,"1,484",0.54,"4,356",-0.55,0,-100.00,0,-100.00
2010M05,"1,528,229",-28.26,"11,610,655",-34.61,"68,417",-16.97,"749,918",-7.12,"1,273,573",-32.30,"9,744,178",-38.34,"170,358",8.38,"1,064,378",-4.15,"12,459",100.37,"42,231",79.61,"1,438",100.56,"3,682",23.19,"1,984",-24.36,"6,268",-24.39
2010M06,"2,116,844",-14.16,"17,360,707",-9.71,"140,947",-52.71,"1,176,362",-47.80,"1,584,695",-18.35,"13,340,131",-13.95,"359,234",69.34,"2,754,343",94.85,"24,335",110.75,"77,026",71.03,"6,595",128.28,"9,029",-11.18,"1,038",162.12,"3,816",78.65
2010M07,"1,622,257",-23.05,"12,136,503",-30.27,"98,017",-10.15,"899,511",-11.85,"1,113,868",-39.55,"8,322,783",-46.37,"395,386",167.50,"2,865,400",245.34,"10,981",65.05,"39,934",68.72,"3,811",690.66,"8,170",376.11,194,-87.39,705,-92.27
2010M08,"1,805,567",-5.54,"13,491,534",-16.87,"114,515",-61.15,"1,011,646",-69.26,"1,257,780",-14.33,"9,302,018",-20.99,"414,988",203.25,"3,116,379",178.88,"12,725",62.43,"48,418",46.59,"4,942",48.86,"10,169",9.19,617,14.05,"2,904",-51.43
2010M09,"2,215,008",-12.83,"18,649,274",-11.57,"154,020",-56.67,"1,468,713",-54.26,"1,788,172",8.73,"15,208,796",17.19,"262,473",-48.39,"1,944,626",-59.49,"5,837",-69.00,"17,859",-75.98,"3,794",61.04,"5,671",-14.05,712,-93.64,"3,609",-82.46
