期間,總指數_原始值,總指數_年增率(%),第 1 類動物產品_原始值,第 1 類動物產品_年增率(%),03魚、甲殼及軟體類動物_原始值,03魚、甲殼及軟體類動物_年增率(%),第 4 類調製食品、飲料、酒及菸類_原始值,第 4 類調製食品、飲料、酒及菸類_年增率(%),第 5 類礦產品_原始值,第 5 類礦產品_年增率(%),27能源礦產品_原始值,27能源礦產品_年增率(%),第 6 類化學或有關工業產品_原始值,第 6 類化學或有關工業產品_年增率(%),28無機化學產品及貴金屬化合物_原始值,28無機化學產品及貴金屬化合物_年增率(%),29有機化學產品_原始值,29有機化學產品_年增率(%),32著色料、漆類及油墨_原始值,32著色料、漆類及油墨_年增率(%),38雜項化學產品_原始值,38雜項化學產品_年增率(%),第 7 類塑、橡膠及其製品_原始值,第 7 類塑、橡膠及其製品_年增率(%),39塑膠及其製品_原始值,39塑膠及其製品_年增率(%),40橡膠及其製品_原始值,40橡膠及其製品_年增率(%),第10類木漿、紙及其製品_原始值,第10類木漿、紙及其製品_年增率(%),48紙、紙板及其製品_原始值,48紙、紙板及其製品_年增率(%),第11類紡織及其製品_原始值,第11類紡織及其製品_年增率(%),54人造纖維絲、絲紗及其梭織物_原始值,54人造纖維絲、絲紗及其梭織物_年增率(%),55人造纖維棉_原始值,55人造纖維棉_年增率(%),58花邊及窄幅梭織物_原始值,58花邊及窄幅梭織物_年增率(%),59浸漬、塗佈或黏合織物及工業用織物_原始值,59浸漬、塗佈或黏合織物及工業用織物_年增率(%),60針織品或鉤針織品_原始值,60針織品或鉤針織品_年增率(%),第13類石料製品、玻璃及玻璃器_原始值,第13類石料製品、玻璃及玻璃器_年增率(%),70玻璃及玻璃器_原始值,70玻璃及玻璃器_年增率(%),第15類基本金屬及其製品_原始值,第15類基本金屬及其製品_年增率(%),72鋼鐵_原始值,72鋼鐵_年增率(%),73鋼鐵製品_原始值,73鋼鐵製品_年增率(%),74銅及其製品_原始值,74銅及其製品_年增率(%),76鋁及其製品_原始值,76鋁及其製品_年增率(%),82基本金屬製工具及其零件_原始值,82基本金屬製工具及其零件_年增率(%),83基本金屬雜項製品_原始值,83基本金屬雜項製品_年增率(%),第16類機器、電機、電視影像及聲音記錄機等設備_原始值,第16類機器、電機、電視影像及聲音記錄機等設備_年增率(%),84鍋爐、機器、機械用具及其零件_原始值,84鍋爐、機器、機械用具及其零件_年增率(%),85電機、電視影像、聲音記錄等設備及其零件_原始值,85電機、電視影像、聲音記錄等設備及其零件_年增率(%),第17類運輸工具_原始值,第17類運輸工具_年增率(%),87運輸工具_原始值,87運輸工具_年增率(%),第18類光學、計量、醫療儀器、樂器及其零件_原始值,第18類光學、計量、醫療儀器、樂器及其零件_年增率(%),90光學、計量、檢查、醫療儀器及其零件_原始值,90光學、計量、檢查、醫療儀器及其零件_年增率(%),第20類雜項製品_原始值,第20類雜項製品_年增率(%),94座物、家具、燈具及其零件_原始值,94座物、家具、燈具及其零件_年增率(%)
1981M01,112.64,-,-,-,-,-,-,-,-,-,-,-,75.28,-,-,-,-,-,-,-,-,-,63.14,-,67.18,-,40.05,-,-,-,-,-,62.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68.34,-,-,-,-,-,-,-,-,-,-,-
1981M02,112.80,-,-,-,-,-,-,-,-,-,-,-,75.05,-,-,-,-,-,-,-,-,-,64.52,-,68.75,-,40.37,-,-,-,-,-,62.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68.55,-,-,-,-,-,-,-,-,-,-,-
1981M03,113.32,-,-,-,-,-,-,-,-,-,-,-,74.45,-,-,-,-,-,-,-,-,-,61.63,-,65.19,-,41.33,-,-,-,-,-,63.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68.45,-,-,-,-,-,-,-,-,-,-,-
1981M04,114.34,-,-,-,-,-,-,-,-,-,-,-,74.76,-,-,-,-,-,-,-,-,-,61.62,-,65.47,-,39.63,-,-,-,-,-,64.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70.63,-,-,-,-,-,-,-,-,-,-,-
1981M05,114.36,-,-,-,-,-,-,-,-,-,-,-,74.37,-,-,-,-,-,-,-,-,-,64.75,-,69.07,-,40.09,-,-,-,-,-,64.82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73.79,-,-,-,-,-,-,-,-,-,-,-
1981M06,113.81,-,-,-,-,-,-,-,-,-,-,-,72.80,-,-,-,-,-,-,-,-,-,63.89,-,67.85,-,41.27,-,-,-,-,-,64.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73.26,-,-,-,-,-,-,-,-,-,-,-
1981M07,113.31,-,-,-,-,-,-,-,-,-,-,-,71.63,-,-,-,-,-,-,-,-,-,63.20,-,66.88,-,42.19,-,-,-,-,-,63.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70.95,-,-,-,-,-,-,-,-,-,-,-
1981M08,116.42,-,-,-,-,-,-,-,-,-,-,-,73.81,-,-,-,-,-,-,-,-,-,65.29,-,69.47,-,41.41,-,-,-,-,-,66.40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73.41,-,-,-,-,-,-,-,-,-,-,-
1981M09,117.28,-,-,-,-,-,-,-,-,-,-,-,74.28,-,-,-,-,-,-,-,-,-,65.94,-,69.84,-,43.66,-,-,-,-,-,66.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74.58,-,-,-,-,-,-,-,-,-,-,-
1981M10,116.50,-,-,-,-,-,-,-,-,-,-,-,74.20,-,-,-,-,-,-,-,-,-,64.79,-,68.73,-,42.29,-,-,-,-,-,66.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74.45,-,-,-,-,-,-,-,-,-,-,-
