期間,南美洲_原始值,南美洲_年增率(%),南美洲_原始值,南美洲_年增率(%),南美洲_原始值,南美洲_年增率(%),南美洲_原始值,南美洲_年增率(%),阿根廷_原始值,阿根廷_年增率(%),阿根廷_原始值,阿根廷_年增率(%),阿根廷_原始值,阿根廷_年增率(%),阿根廷_原始值,阿根廷_年增率(%),玻利維亞_原始值,玻利維亞_年增率(%),玻利維亞_原始值,玻利維亞_年增率(%),玻利維亞_原始值,玻利維亞_年增率(%),玻利維亞_原始值,玻利維亞_年增率(%),巴西_原始值,巴西_年增率(%),巴西_原始值,巴西_年增率(%),巴西_原始值,巴西_年增率(%),巴西_原始值,巴西_年增率(%),智利_原始值,智利_年增率(%),智利_原始值,智利_年增率(%),智利_原始值,智利_年增率(%),智利_原始值,智利_年增率(%),哥倫比亞_原始值,哥倫比亞_年增率(%),哥倫比亞_原始值,哥倫比亞_年增率(%),哥倫比亞_原始值,哥倫比亞_年增率(%),哥倫比亞_原始值,哥倫比亞_年增率(%),厄瓜多_原始值,厄瓜多_年增率(%),厄瓜多_原始值,厄瓜多_年增率(%),厄瓜多_原始值,厄瓜多_年增率(%),厄瓜多_原始值,厄瓜多_年增率(%),圭亞那（法屬）_原始值,圭亞那（法屬）_年增率(%),圭亞那（法屬）_原始值,圭亞那（法屬）_年增率(%),圭亞那（法屬）_原始值,圭亞那（法屬）_年增率(%),圭亞那（法屬）_原始值,圭亞那（法屬）_年增率(%),蓋亞那_原始值,蓋亞那_年增率(%),蓋亞那_原始值,蓋亞那_年增率(%),蓋亞那_原始值,蓋亞那_年增率(%),蓋亞那_原始值,蓋亞那_年增率(%),巴拉圭_原始值,巴拉圭_年增率(%),巴拉圭_原始值,巴拉圭_年增率(%),巴拉圭_原始值,巴拉圭_年增率(%),巴拉圭_原始值,巴拉圭_年增率(%),秘魯_原始值,秘魯_年增率(%),秘魯_原始值,秘魯_年增率(%),秘魯_原始值,秘魯_年增率(%),秘魯_原始值,秘魯_年增率(%),蘇利南_原始值,蘇利南_年增率(%),蘇利南_原始值,蘇利南_年增率(%),蘇利南_原始值,蘇利南_年增率(%),蘇利南_原始值,蘇利南_年增率(%),烏拉圭_原始值,烏拉圭_年增率(%),烏拉圭_原始值,烏拉圭_年增率(%),烏拉圭_原始值,烏拉圭_年增率(%),烏拉圭_原始值,烏拉圭_年增率(%),委內瑞拉_原始值,委內瑞拉_年增率(%),委內瑞拉_原始值,委內瑞拉_年增率(%),委內瑞拉_原始值,委內瑞拉_年增率(%),委內瑞拉_原始值,委內瑞拉_年增率(%)
2009,"88,306",-36.35,"2,680,672",-39.49,"103,297",-35.30,"3,132,420",-38.51,"7,340",-23.59,"223,057",-27.12,"2,461",-41.24,"74,567",-43.98,159,40.71,"4,801",34.52,41,20.59,"1,240",19.35,"46,314",-46.04,"1,406,537",-48.75,"42,953",-37.58,"1,301,204",-40.64,"8,626",-9.65,"261,895",-13.98,"44,228",-30.06,"1,343,797",-33.53,"7,132",-29.18,"216,230",-32.52,"1,012",-69.05,"30,822",-70.60,"3,850",-13.50,"116,815",-17.75,744,-16.87,"22,508",-21.54,23,-4.17,667,-5.66,0,-100.00,3,-98.30,134,35.35,"4,071",28.79,40,-64.29,"1,259",-64.68,"1,076",-42.46,"32,573",-45.48,137,-36.87,"4,127",-40.23,"6,615",-14.47,"200,683",-18.47,"10,732",-41.43,"324,003",-44.56,261,11.06,"7,885",4.88,72,-5.26,"2,106",-9.15,"2,536",-10.04,"77,196",-14.14,101,-45.11,"3,033",-48.93,"4,219",-33.33,"127,572",-36.58,747,203.66,"22,903",187.62
2010,"113,290",28.29,"3,592,341",34.01,"172,965",67.44,"5,477,038",74.85,"10,495",42.98,"332,903",49.25,"8,696",253.35,"273,187",266.36,176,10.69,"5,595",16.54,79,92.68,"2,488",100.65,"60,227",30.04,"1,908,607",35.70,"76,973",79.20,"2,445,530",87.94,"10,185",18.07,"323,265",23.43,"66,520",50.40,"2,104,972",56.64,"8,925",25.14,"283,036",30.90,"8,315",721.64,"260,566",745.39,"5,346",38.86,"169,482",45.09,709,-4.70,"22,309",-0.88,33,43.48,"1,046",56.82,0,--,0,-100.00,166,23.88,"5,248",28.91,73,82.50,"2,335",85.46,"1,760",63.57,"56,132",72.33,258,88.32,"8,106",96.41,"7,939",20.02,"252,040",25.59,"10,311",-3.92,"325,167",0.36,210,-19.54,"6,670",-15.41,114,58.33,"3,532",67.71,"3,659",44.28,"116,192",50.52,136,34.65,"4,329",42.73,"4,150",-1.64,"131,482",3.06,730,-2.28,"22,881",-0.10
2011,"132,566",17.01,"4,523,214",25.91,"178,847",3.40,"6,073,610",10.89,"11,102",5.78,"378,684",13.75,"6,035",-30.60,"206,259",-24.50,196,11.36,"6,632",18.53,50,-36.71,"1,742",-29.98,"68,911",14.42,"2,354,859",23.38,"88,435",14.89,"2,996,745",22.54,"11,690",14.78,"398,034",23.13,"63,819",-4.06,"2,170,094",3.09,"11,762",31.79,"400,712",41.58,"5,276",-36.55,"180,947",-30.56,"5,643",5.56,"192,381",13.51,372,-47.53,"12,636",-43.36,31,-6.06,"1,045",-0.10,4,--,139,--,225,35.54,"7,621",45.22,55,-24.66,"1,852",-20.69,"2,655",50.85,"90,487",61.20,"1,170",353.49,"38,965",380.69,"10,380",30.75,"353,672",40.32,"12,839",24.52,"437,373",34.51,220,4.76,"7,569",13.48,112,-1.75,"3,849",8.98,"4,219",15.30,"143,631",23.62,435,219.85,"14,702",239.62,"5,511",32.80,"187,221",42.39,152,-79.18,"5,147",-77.51
2012,"123,526",-6.82,"4,179,113",-7.61,"170,732",-4.54,"5,754,559",-5.25,"10,957",-1.31,"370,203",-2.24,"10,560",74.98,"354,733",71.98,222,13.27,"7,551",13.86,30,-40.00,"1,071",-38.52,"58,780",-14.70,"1,989,284",-15.52,"90,228",2.03,"3,042,985",1.54,"12,384",5.94,"419,003",5.27,"57,131",-10.48,"1,924,743",-11.31,"12,096",2.84,"409,105",2.09,"2,274",-56.90,"76,268",-57.85,"5,878",4.16,"198,857",3.37,225,-39.52,"7,623",-39.67,28,-9.68,949,-9.19,17,325.00,607,336.69,205,-8.89,"6,915",-9.26,91,65.45,"3,083",66.47,"1,686",-36.50,"57,022",-36.98,487,-58.38,"16,383",-57.95,"9,688",-6.67,"327,742",-7.33,"8,626",-32.81,"291,070",-33.45,211,-4.09,"7,110",-6.06,98,-12.50,"3,308",-14.06,"4,616",9.41,"156,269",8.80,441,1.38,"14,926",1.52,"6,754",22.55,"228,392",21.99,416,173.68,"14,055",173.07
2013,"115,547",-6.46,"3,902,272",-6.62,"155,047",-9.19,"5,219,084",-9.31,"11,152",1.78,"376,534",1.71,"13,572",28.52,"455,462",28.40,"1,221",450.00,"41,445",448.87,89,196.67,"2,987",178.90,"54,356",-7.53,"1,835,115",-7.75,"81,814",-9.33,"2,754,912",-9.47,"11,078",-10.55,"374,261",-10.68,"50,425",-11.74,"1,697,848",-11.79,"12,618",4.32,"426,088",4.15,"1,295",-43.05,"43,561",-42.88,"5,859",-0.32,"197,955",-0.45,269,19.56,"9,071",19.00,30,7.14,999,5.27,2,-88.24,75,-87.64,137,-33.17,"4,625",-33.12,114,25.27,"3,837",24.46,"1,764",4.63,"59,463",4.28,244,-49.90,"8,214",-49.86,"8,917",-7.96,"301,271",-8.08,"4,932",-42.82,"166,241",-42.89,208,-1.42,"7,026",-1.18,90,-8.16,"3,057",-7.59,"4,373",-5.26,"147,763",-5.44,597,35.37,"20,142",34.95,"3,810",-43.59,"128,891",-43.57,"1,493",258.89,"50,045",256.07
