期間,總指數_原始值,總指數_年增率(%),第 1 類動物產品_原始值,第 1 類動物產品_年增率(%),02肉類_原始值,02肉類_年增率(%),03魚、甲殼及軟體類動物_原始值,03魚、甲殼及軟體類動物_年增率(%),第 2 類植物產品_原始值,第 2 類植物產品_年增率(%),黃豆_原始值,黃豆_年增率(%),玉米_原始值,玉米_年增率(%),第 4 類調製食品、飲料、酒及菸類_原始值,第 4 類調製食品、飲料、酒及菸類_年增率(%),22飲料及酒類_原始值,22飲料及酒類_年增率(%),第 5 類礦產品_原始值,第 5 類礦產品_年增率(%),25粗鹽、石料及水泥_原始值,25粗鹽、石料及水泥_年增率(%),27能源礦產品_原始值,27能源礦產品_年增率(%),原油_原始值,原油_年增率(%),第 6 類化學或有關工業產品_原始值,第 6 類化學或有關工業產品_年增率(%),28無機化學產品及貴金屬化合物_原始值,28無機化學產品及貴金屬化合物_年增率(%),29有機化學產品_原始值,29有機化學產品_年增率(%),32著色料、漆類及油墨_原始值,32著色料、漆類及油墨_年增率(%),34界面活性劑、潤滑劑及擦光料_原始值,34界面活性劑、潤滑劑及擦光料_年增率(%),37感光或電影用品_原始值,37感光或電影用品_年增率(%),38雜項化學產品_原始值,38雜項化學產品_年增率(%),第 7 類塑、橡膠及其製品_原始值,第 7 類塑、橡膠及其製品_年增率(%),39塑膠及其製品_原始值,39塑膠及其製品_年增率(%),40橡膠及其製品_原始值,40橡膠及其製品_年增率(%),第 8 類皮革及其製品_原始值,第 8 類皮革及其製品_年增率(%),第 9 類木及木製品_原始值,第 9 類木及木製品_年增率(%),44木及木製品_原始值,44木及木製品_年增率(%),第10類木漿、紙及其製品_原始值,第10類木漿、紙及其製品_年增率(%),47木漿及回收紙製品_原始值,47木漿及回收紙製品_年增率(%),48紙、紙板及其製品_原始值,48紙、紙板及其製品_年增率(%),第11類紡織及其製品_原始值,第11類紡織及其製品_年增率(%),62非針、鉤針織之衣著_原始值,62非針、鉤針織之衣著_年增率(%),第13類石料製品、玻璃及玻璃器_原始值,第13類石料製品、玻璃及玻璃器_年增率(%),70玻璃及玻璃器_原始值,70玻璃及玻璃器_年增率(%),第15類基本金屬及其製品_原始值,第15類基本金屬及其製品_年增率(%),72鋼鐵_原始值,72鋼鐵_年增率(%),73鋼鐵製品_原始值,73鋼鐵製品_年增率(%),74銅及其製品_原始值,74銅及其製品_年增率(%),76鋁及其製品_原始值,76鋁及其製品_年增率(%),第16類機器、電機、電視影像及聲音記錄機等設備_原始值,第16類機器、電機、電視影像及聲音記錄機等設備_年增率(%),84鍋爐、機器、機械用具及其零件_原始值,84鍋爐、機器、機械用具及其零件_年增率(%),85電機、電視影像、聲音記錄等設備及其零件_原始值,85電機、電視影像、聲音記錄等設備及其零件_年增率(%),第17類運輸工具_原始值,第17類運輸工具_年增率(%),87運輸工具_原始值,87運輸工具_年增率(%),第18類光學、計量、醫療儀器、樂器及其零件_原始值,第18類光學、計量、醫療儀器、樂器及其零件_年增率(%),90光學、計量、檢查、醫療儀器及其零件_原始值,90光學、計量、檢查、醫療儀器及其零件_年增率(%),第20類雜項製品_原始值,第20類雜項製品_年增率(%)
1989M06,65.78,1.80,55.03,15.42,-,-,-,-,48.15,5.75,-,-,-,-,45.17,-3.13,-,-,-,-,-,-,18.10,13.55,-,-,65.70,5.31,-,-,49.08,5.71,-,-,-,-,-,-,-,-,53.50,-15.47,61.09,-17.00,32.31,-6.08,60.05,0.23,51.41,0.45,-,-,73.55,1.70,-,-,-,-,70.94,-5.40,-,-,-,-,-,-,40.99,6.03,-,-,-,-,33.19,9.97,77.52,-21.44,-,-,-,-,-,-,59.28,-5.11,-,-,-,-,-,-,-,-
1989M07,65.26,1.60,55.14,12.71,-,-,-,-,46.97,2.64,-,-,-,-,44.76,-5.43,-,-,-,-,-,-,17.78,16.51,-,-,63.66,-0.17,-,-,46.31,-4.08,-,-,-,-,-,-,-,-,51.77,-17.72,58.91,-19.49,31.81,-7.04,60.97,7.12,52.44,3.92,-,-,72.50,-2.66,-,-,-,-,71.36,0.48,-,-,-,-,-,-,40.73,3.67,-,-,-,-,32.62,7.06,75.50,-23.14,-,-,-,-,-,-,60.37,-0.17,-,-,-,-,-,-,-,-
1989M08,64.55,-0.14,55.10,13.16,-,-,-,-,45.35,-9.01,-,-,-,-,44.33,-6.20,-,-,-,-,-,-,17.32,13.13,-,-,60.66,-5.43,-,-,42.35,-13.00,-,-,-,-,-,-,-,-,51.07,-19.24,57.92,-21.34,31.96,-6.36,61.50,7.05,52.63,5.18,-,-,71.73,-4.53,-,-,-,-,71.05,3.17,-,-,-,-,-,-,41.16,3.89,-,-,-,-,35.86,19.73,72.54,-24.03,-,-,-,-,-,-,60.29,-0.07,-,-,-,-,-,-,-,-
1989M09,64.09,-0.08,54.47,11.25,-,-,-,-,44.30,-8.13,-,-,-,-,44.41,-4.41,-,-,-,-,-,-,17.59,26.73,-,-,59.73,-7.25,-,-,41.04,-15.73,-,-,-,-,-,-,-,-,50.70,-20.02,57.44,-21.84,31.87,-9.18,60.86,9.86,52.42,4.86,-,-,70.65,-5.75,-,-,-,-,70.44,1.50,-,-,-,-,-,-,41.00,2.37,-,-,-,-,36.36,13.48,71.68,-23.92,-,-,-,-,-,-,59.24,-3.08,-,-,-,-,-,-,-,-
1989M10,64.20,0.50,54.15,7.63,-,-,-,-,43.60,-9.58,-,-,-,-,45.28,-5.49,-,-,-,-,-,-,18.21,42.60,-,-,59.13,-9.46,-,-,40.23,-19.12,-,-,-,-,-,-,-,-,51.05,-17.97,57.94,-20.05,31.79,-5.22,61.90,17.50,51.66,4.24,-,-,69.62,-6.39,-,-,-,-,70.52,4.66,-,-,-,-,-,-,40.67,1.14,-,-,-,-,35.48,4.60,71.68,-19.35,-,-,-,-,-,-,60.63,-2.27,-,-,-,-,-,-,-,-
1989M11,64.06,-0.81,54.10,6.75,-,-,-,-,44.08,-6.75,-,-,-,-,46.41,-2.09,-,-,-,-,-,-,18.60,41.44,-,-,58.07,-12.81,-,-,38.48,-24.95,-,-,-,-,-,-,-,-,51.42,-14.85,58.57,-16.74,31.45,-3.23,61.54,19.73,50.99,4.55,-,-,69.11,-5.41,-,-,-,-,70.47,1.34,-,-,-,-,-,-,39.89,-3.06,-,-,-,-,34.13,-9.16,70.27,-20.68,-,-,-,-,-,-,60.85,-4.37,-,-,-,-,-,-,-,-
1989M12,64.16,-2.08,53.98,7.04,-,-,-,-,44.61,-6.98,-,-,-,-,46.76,-1.81,-,-,-,-,-,-,19.28,29.22,-,-,56.87,-13.79,-,-,37.02,-26.39,-,-,-,-,-,-,-,-,51.92,-13.05,59.32,-14.61,31.21,-3.58,61.32,24.68,50.97,4.51,-,-,69.08,-6.67,-,-,-,-,69.80,-0.44,-,-,-,-,-,-,39.47,-7.37,-,-,-,-,32.92,-20.35,69.79,-25.98,-,-,-,-,-,-,61.68,-3.52,-,-,-,-,-,-,-,-
1990M01,64.04,-2.72,53.71,2.07,-,-,-,-,44.71,-9.14,-,-,-,-,46.80,-1.45,-,-,-,-,-,-,19.66,21.21,-,-,56.25,-14.28,-,-,36.03,-27.37,-,-,-,-,-,-,-,-,51.66,-12.01,59.14,-13.06,30.75,-5.79,60.35,18.89,50.76,3.13,-,-,69.07,-7.19,-,-,-,-,69.47,0.81,-,-,-,-,-,-,38.86,-8.33,-,-,-,-,32.19,-20.81,66.59,-25.78,-,-,-,-,-,-,62.22,-0.40,-,-,-,-,-,-,-,-
1990M02,64.15,-3.05,54.30,2.74,-,-,-,-,44.84,-9.25,-,-,-,-,48.05,2.13,-,-,-,-,-,-,19.14,14.54,-,-,57.80,-12.02,-,-,37.65,-24.12,-,-,-,-,-,-,-,-,52.23,-10.67,59.87,-11.47,30.85,-6.03,61.17,14.38,51.02,3.07,-,-,68.72,-7.73,-,-,-,-,69.69,0.53,-,-,-,-,-,-,38.48,-9.35,-,-,-,-,31.57,-16.81,65.16,-26.40,-,-,-,-,-,-,62.52,0.53,-,-,-,-,-,-,-,-
1990M03,63.61,-4.85,54.14,-0.04,-,-,-,-,44.93,-9.23,-,-,-,-,47.18,0.49,-,-,-,-,-,-,18.32,0.33,-,-,57.08,-13.59,-,-,36.65,-26.42,-,-,-,-,-,-,-,-,51.95,-9.04,59.50,-9.68,30.82,-5.34,61.34,2.58,51.04,1.45,-,-,68.58,-7.87,-,-,-,-,70.99,0.85,-,-,-,-,-,-,38.82,-8.79,-,-,-,-,32.54,-17.91,67.80,-14.98,-,-,-,-,-,-,61.42,-0.71,-,-,-,-,-,-,-,-
