期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),製造業_原始值,製造業_年增率(%),製造業_原始值,製造業_年增率(%),製造業_原始值,製造業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),營造業_原始值,營造業_年增率(%),營造業_原始值,營造業_年增率(%),營造業_原始值,營造業_年增率(%),批發、零售及餐飲業_原始值,批發、零售及餐飲業_年增率(%),批發、零售及餐飲業_原始值,批發、零售及餐飲業_年增率(%),批發、零售及餐飲業_原始值,批發、零售及餐飲業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),金融、保險及不動產業_原始值,金融、保險及不動產業_年增率(%),金融、保險及不動產業_原始值,金融、保險及不動產業_年增率(%),金融、保險及不動產業_原始值,金融、保險及不動產業_年增率(%),工商服務業_原始值,工商服務業_年增率(%),工商服務業_原始值,工商服務業_年增率(%),工商服務業_原始值,工商服務業_年增率(%),社會服務及個人服務業_原始值,社會服務及個人服務業_年增率(%),社會服務及個人服務業_原始值,社會服務及個人服務業_年增率(%),社會服務及個人服務業_原始值,社會服務及個人服務業_年增率(%),公共行政業_原始值,公共行政業_年增率(%),公共行政業_原始值,公共行政業_年增率(%),公共行政業_原始值,公共行政業_年增率(%)
1987M12,"8,122",1.70,"5,029",1.23,"3,093",2.48,"1,173",-9.89,813,-10.35,360,-8.85,29,-8.40,25,-7.31,4,-14.50,"2,844",3.11,"1,595",3.79,"1,248",2.26,35,0.85,31,1.28,4,-2.30,588,6.05,527,5.11,62,14.80,"1,491",5.70,843,6.09,648,5.21,412,1.55,351,2.43,61,-3.25,145,9.49,74,4.48,71,15.25,98,11.66,55,15.67,44,6.98,"1,015",7.42,517,7.15,499,7.70,291,-9.87,198,-12.77,93,-3.00
1988M01,"8,145",1.19,"5,040",1.32,"3,104",0.98,"1,131",-12.53,788,-11.43,343,-14.96,29,-9.88,25,-9.11,4,-14.34,"2,829",3.05,"1,582",3.93,"1,247",1.96,35,0.54,31,1.02,4,-2.98,607,6.48,545,4.07,62,33.70,"1,507",5.27,846,5.80,661,4.59,443,1.49,382,2.28,61,-3.22,146,7.45,77,10.45,69,4.26,101,14.29,54,13.30,47,15.43,987,3.37,486,4.68,501,2.13,328,0.90,223,-0.95,105,5.08
1988M02,"8,025",1.00,"5,028",1.77,"2,997",-0.27,"1,135",-11.75,809,-8.94,326,-18.04,29,-9.47,25,-8.91,4,-12.78,"2,805",2.50,"1,615",4.59,"1,190",-0.22,35,0.13,31,0.66,4,-3.69,557,0.46,507,0.78,50,-2.69,"1,513",7.32,845,5.42,668,9.82,430,3.17,372,5.48,58,-9.56,155,8.81,82,12.98,72,4.44,116,19.84,66,23.17,50,15.74,942,-0.10,461,-0.51,481,0.31,309,5.35,215,5.95,93,4.00
1988M03,"7,949",1.06,"5,008",1.95,"2,940",-0.41,"1,149",-8.80,812,-8.80,337,-8.81,30,-3.07,26,-2.04,4,-9.38,"2,761",0.49,"1,616",3.90,"1,144",-3.97,35,0.03,31,0.45,4,-3.10,529,3.19,482,5.06,47,-12.70,"1,493",9.20,854,9.53,640,8.76,415,1.18,348,-0.64,67,11.80,162,22.06,82,17.29,80,27.40,121,13.61,71,16.15,50,10.17,948,-1.53,473,-2.90,474,-0.12,305,2.08,212,5.39,93,-4.71
1988M04,"7,935",1.16,"4,990",1.73,"2,945",0.22,"1,114",-10.47,791,-11.35,323,-8.23,30,-4.90,26,-2.82,4,-16.58,"2,740",-0.64,"1,594",3.64,"1,146",-6.03,35,0.96,31,1.29,4,-1.51,546,3.90,495,5.29,51,-7.91,"1,496",10.27,855,8.64,641,12.53,404,0.59,338,-1.68,66,14.08,159,25.62,84,23.39,75,28.20,118,0.47,70,3.69,48,-3.90,979,2.20,493,1.32,486,3.12,314,8.26,213,9.55,101,5.64
1988M05,"7,931",0.42,"4,946",1.07,"2,986",-0.64,"1,072",-10.37,754,-10.32,318,-10.49,29,-5.46,25,-5.85,4,-3.24,"2,741",-2.16,"1,577",1.17,"1,163",-6.34,35,1.23,31,1.57,4,-1.24,552,6.89,497,6.92,55,6.57,"1,531",8.92,868,6.00,663,12.99,406,-0.88,346,-0.70,60,-1.90,147,8.58,77,9.29,69,7.81,121,8.97,71,22.97,50,-6.31,"1,021",4.18,512,5.33,509,3.04,277,-0.26,187,-1.36,90,2.13
1988M06,"8,009",-0.25,"4,999",1.40,"3,011",-2.88,"1,078",-8.95,757,-6.84,320,-13.60,28,-12.66,24,-14.04,4,-3.84,"2,790",-1.43,"1,595",1.99,"1,195",-5.65,35,0.59,31,0.83,4,-1.27,557,3.15,509,5.16,48,-14.28,"1,524",5.61,859,3.62,665,8.30,427,-2.58,369,-1.53,57,-8.84,142,5.62,74,1.32,69,10.65,118,23.51,67,36.16,51,10.11,"1,034",1.56,524,5.46,510,-2.15,277,-0.87,190,1.18,87,-5.05
1988M07,"8,100",-0.21,"5,068",0.95,"3,033",-2.10,"1,094",-12.86,782,-7.97,312,-23.12,31,-0.27,25,-7.07,6,41.46,"2,834",-3.16,"1,627",-0.91,"1,207",-6.04,35,1.67,31,2.04,4,-1.07,579,9.65,529,9.97,50,6.38,"1,500",6.70,843,5.99,657,7.63,431,0.41,367,0.14,65,1.99,150,10.94,78,2.80,72,21.27,121,27.90,66,24.30,54,32.60,"1,018",4.39,516,4.40,501,4.38,308,1.74,204,-0.63,104,6.73
1988M08,"8,189",0.62,"5,058",1.50,"3,131",-0.77,"1,151",-6.22,807,-3.67,344,-11.69,29,-3.42,24,-4.00,4,0.02,"2,859",-3.10,"1,623",-0.20,"1,236",-6.66,35,2.26,31,2.49,4,0.59,589,12.09,526,10.34,63,29.21,"1,509",3.88,846,4.48,663,3.12,431,0.91,361,1.51,69,-2.12,161,19.84,79,11.93,82,28.60,129,24.45,70,17.80,59,33.44,992,5.80,489,3.44,503,8.20,304,-3.78,200,-7.99,104,5.56
1988M09,"8,135",0.87,"5,049",1.63,"3,085",-0.35,"1,100",-9.13,769,-8.18,332,-11.27,27,-9.37,23,-9.91,4,-6.11,"2,830",-1.07,"1,622",1.22,"1,208",-3.99,36,1.10,32,0.94,4,2.40,599,7.71,536,6.87,63,15.33,"1,527",5.52,862,6.05,665,4.84,416,0.72,351,1.23,65,-1.92,170,24.85,86,23.33,84,26.42,132,13.89,78,20.69,54,5.26,996,5.15,489,4.96,508,5.33,302,-3.40,203,-4.05,99,-2.05
1988M10,"8,261",2.00,"5,085",1.36,"3,175",3.05,"1,151",-4.75,793,-3.69,358,-7.03,27,-12.88,22,-14.71,4,-1.77,"2,807",-0.74,"1,594",-0.36,"1,213",-1.22,36,0.95,31,0.80,4,2.13,590,7.11,522,5.88,67,17.72,"1,559",7.96,872,6.07,687,10.46,424,4.16,358,2.75,66,12.52,175,24.76,85,27.48,90,22.28,137,19.34,84,21.95,54,15.47,"1,050",4.07,513,0.22,537,8.03,307,-7.48,211,-6.61,96,-9.34
1988M11,"8,336",2.96,"5,112",1.94,"3,224",4.61,"1,130",-3.72,771,-4.73,360,-1.47,26,-13.45,22,-12.92,4,-16.62,"2,801",-1.01,"1,589",-0.38,"1,211",-1.82,36,1.24,32,1.11,4,2.26,596,7.24,526,5.32,70,24.12,"1,610",8.02,903,6.58,707,9.91,434,5.72,369,5.24,65,8.56,182,25.10,91,29.58,91,20.89,133,22.40,79,26.15,54,17.26,"1,080",7.17,521,2.80,559,11.58,309,-0.33,210,-3.39,99,6.82
1988M12,"8,272",1.85,"5,137",2.15,"3,135",1.36,"1,053",-10.23,749,-7.93,304,-15.42,26,-11.95,22,-12.92,4,-6.04,"2,832",-0.42,"1,610",0.91,"1,222",-2.11,36,1.16,31,1.08,4,1.76,624,6.06,553,4.99,71,15.13,"1,590",6.62,899,6.65,691,6.59,420,1.87,360,2.37,60,-1.01,177,22.21,94,26.87,83,17.36,113,14.58,66,20.96,46,6.54,"1,087",7.11,543,5.02,545,9.27,315,8.32,211,6.59,104,12.01
1989M01,"8,292",1.81,"5,156",2.30,"3,136",1.02,"1,045",-7.67,752,-4.61,293,-14.71,26,-10.40,22,-11.14,4,-5.84,"2,814",-0.53,"1,602",1.23,"1,213",-2.75,35,-0.93,31,-1.35,4,2.23,632,3.99,559,2.58,72,16.45,"1,618",7.32,909,7.47,708,7.12,446,0.62,382,-0.24,64,6.01,181,24.29,94,21.99,87,26.90,120,19.22,66,21.75,55,16.32,"1,046",5.94,518,6.70,527,5.20,330,0.59,222,-0.71,108,3.35
1989M02,"8,215",2.37,"5,136",2.14,"3,079",2.74,"1,059",-6.74,769,-4.99,290,-11.09,26,-9.76,22,-11.75,4,2.43,"2,760",-1.60,"1,588",-1.70,"1,173",-1.46,35,-0.48,31,-0.75,4,1.56,613,10.20,544,7.28,69,40.15,"1,633",7.93,926,9.60,707,5.83,449,4.37,388,4.28,61,4.91,185,19.99,98,18.99,88,21.12,121,4.18,66,-0.37,55,10.13,"1,028",9.18,493,7.07,535,11.20,305,-1.12,212,-1.47,93,-0.32
1989M03,"8,257",3.88,"5,162",3.07,"3,094",5.24,"1,076",-6.35,780,-3.95,296,-12.14,27,-12.05,22,-15.07,4,7.99,"2,817",2.03,"1,626",0.62,"1,190",4.04,35,-0.29,31,-0.56,4,1.72,605,14.18,538,11.62,66,40.45,"1,596",6.86,902,5.71,694,8.40,443,6.69,380,9.25,62,-6.58,192,18.76,102,23.75,90,13.62,136,12.14,77,7.44,59,18.82,"1,029",8.57,497,4.86,532,12.27,302,-0.95,207,-2.18,95,1.85
1989M04,"8,229",3.71,"5,142",3.06,"3,087",4.81,"1,052",-5.56,755,-4.59,297,-7.95,26,-14.01,22,-15.03,4,-7.34,"2,824",3.05,"1,636",2.64,"1,188",3.62,35,0.87,31,0.70,4,2.15,623,14.05,555,12.23,67,31.71,"1,600",6.94,905,5.80,695,8.47,423,4.75,361,6.75,62,-5.49,187,17.18,92,9.27,95,26.02,129,9.61,74,6.01,55,14.88,"1,015",3.67,498,1.05,517,6.32,316,0.63,213,0.17,103,1.60
1989M05,"8,217",3.60,"5,131",3.76,"3,086",3.34,"1,027",-4.15,729,-3.27,298,-6.23,26,-13.08,22,-12.76,4,-14.88,"2,817",2.78,"1,625",3.04,"1,192",2.43,35,-0.29,31,-1.00,4,5.08,627,13.68,556,11.83,71,30.52,"1,618",5.71,926,6.77,692,4.32,405,-0.30,350,1.05,55,-8.16,173,18.00,85,10.35,88,26.55,133,10.08,73,3.22,60,19.91,"1,047",2.55,526,2.79,521,2.31,309,11.39,208,10.80,101,12.60
1989M06,"8,197",2.34,"5,129",2.60,"3,068",1.92,"1,008",-6.51,720,-4.88,287,-10.36,25,-10.41,21,-12.31,4,0.45,"2,808",0.65,"1,622",1.66,"1,186",-0.71,35,0.79,31,0.21,4,5.14,602,8.13,539,5.91,63,31.73,"1,616",6.05,911,6.12,705,5.97,423,-0.83,366,-0.81,57,-1.00,178,25.60,89,21.30,89,30.21,128,8.59,72,7.68,56,9.79,"1,068",3.28,554,5.68,514,0.81,305,10.16,203,6.96,102,17.12
1989M07,"8,241",1.74,"5,141",1.45,"3,100",2.22,"1,055",-3.52,750,-4.11,305,-2.03,25,-19.18,21,-13.98,4,-40.18,"2,826",-0.29,"1,633",0.39,"1,193",-1.21,35,0.22,31,-0.30,4,4.17,581,0.33,520,-1.68,61,21.62,"1,626",8.36,913,8.36,712,8.35,434,0.56,373,1.81,60,-6.52,189,26.34,94,20.60,96,32.50,131,8.22,73,10.56,57,5.37,"1,037",1.86,533,3.20,504,0.48,303,-1.54,199,-2.40,104,0.14
1989M08,"8,355",2.03,"5,170",2.23,"3,184",1.70,"1,079",-6.21,762,-5.60,318,-7.62,24,-15.44,21,-15.28,4,-16.32,"2,857",-0.09,"1,628",0.28,"1,229",-0.58,36,0.68,31,-0.10,4,6.55,603,2.36,533,1.37,69,10.65,"1,612",6.86,911,7.64,702,5.86,454,5.40,380,5.13,74,6.78,204,26.33,100,26.43,104,26.22,130,0.84,71,1.58,59,-0.04,"1,048",5.66,528,8.06,520,3.33,308,1.28,206,2.72,102,-1.52
1989M09,"8,257",1.50,"5,134",1.67,"3,123",1.22,"1,090",-0.91,768,-0.08,322,-2.82,24,-12.51,20,-13.92,4,-4.30,"2,817",-0.43,"1,620",-0.08,"1,197",-0.90,36,0.21,31,-0.85,5,8.21,614,2.47,547,2.16,66,5.07,"1,577",3.31,897,4.04,680,2.36,426,2.55,359,2.34,67,3.72,204,20.21,101,18.28,103,22.18,125,-5.03,68,-12.59,57,5.97,"1,037",4.11,515,5.30,523,2.95,305,1.09,207,1.82,99,-0.42
1989M10,"8,265",0.05,"5,147",1.22,"3,118",-1.82,"1,124",-2.36,783,-1.23,341,-4.86,22,-16.81,19,-16.69,3,-17.46,"2,764",-1.53,"1,607",0.80,"1,157",-4.59,36,0.56,31,-0.42,5,7.90,632,7.16,566,8.34,66,-2.01,"1,562",0.17,884,1.41,677,-1.40,423,-0.15,359,0.42,64,-3.19,201,14.88,101,18.62,100,11.32,140,2.05,83,-1.26,57,7.23,"1,065",1.44,509,-0.83,556,3.60,297,-3.15,206,-2.47,91,-4.66
1989M11,"8,289",-0.56,"5,152",0.79,"3,137",-2.69,"1,110",-1.76,774,0.39,337,-6.38,20,-21.33,17,-23.87,3,-5.58,"2,736",-2.30,"1,595",0.38,"1,141",-5.81,36,0.12,31,-1.19,5,10.08,631,5.90,565,7.43,66,-5.55,"1,589",-1.32,896,-0.77,692,-2.03,438,0.92,369,0.14,69,5.30,210,15.46,102,11.77,108,19.17,137,3.32,80,1.66,57,5.77,"1,072",-0.77,512,-1.70,560,0.10,310,0.33,211,0.52,99,-0.08
1989M12,"8,284",0.14,"5,182",0.88,"3,102",-1.06,"1,062",0.81,753,0.61,308,1.29,21,-17.47,18,-17.70,3,-16.16,"2,714",-4.16,"1,600",-0.62,"1,114",-8.82,36,0.89,31,-0.51,5,11.49,677,8.53,609,10.19,68,-4.43,"1,609",1.17,905,0.71,703,1.77,422,0.44,353,-1.79,69,13.72,210,18.76,103,9.34,108,29.38,131,16.25,74,11.01,57,23.76,"1,089",0.10,526,-3.12,563,3.32,314,-0.32,210,-0.42,104,-0.13
