期間,營造工程總指數_原始值,營造工程總指數_年增率(%),一.材料類_原始值,一.材料類_年增率(%),(一)水泥及其製品類_原始值,(一)水泥及其製品類_年增率(%),(二)砂石及級配類_原始值,(二)砂石及級配類_年增率(%),(三)磚瓦瓷類_原始值,(三)磚瓦瓷類_年增率(%),(四)金屬製品類_原始值,(四)金屬製品類_年增率(%),(五)木材及其製品類_原始值,(五)木材及其製品類_年增率(%),(六)塑膠製品類_原始值,(六)塑膠製品類_年增率(%),(七)油漆塗裝類_原始值,(七)油漆塗裝類_年增率(%),(八)機電設備類_原始值,(八)機電設備類_年增率(%),(九)瀝青及其製品類_原始值,(九)瀝青及其製品類_年增率(%),(十)雜項類_原始值,(十)雜項類_年增率(%),二.勞務類_原始值,二.勞務類_年增率(%),(一)工資類_原始值,(一)工資類_年增率(%),(二)機具設備租金類_原始值,(二)機具設備租金類_年增率(%),建築工程總指數_原始值,建築工程總指數_年增率(%),一.材料類_原始值,一.材料類_年增率(%),二.勞務類_原始值,二.勞務類_年增率(%),按構造別分－鋼筋混凝土工程總指數_原始值,按構造別分－鋼筋混凝土工程總指數_年增率(%),按構造別分－鋼骨鋼筋混凝土工程總指數_原始值,按構造別分－鋼骨鋼筋混凝土工程總指數_年增率(%),按構造別分－鋼骨構造工程總指數_原始值,按構造別分－鋼骨構造工程總指數_年增率(%),土木工程總指數_原始值,土木工程總指數_年增率(%),一.材料類_原始值,一.材料類_年增率(%),二.勞務類_原始值,二.勞務類_年增率(%),按工程別分－公路工程總指數_原始值,按工程別分－公路工程總指數_年增率(%),按工程別分－橋梁工程總指數_原始值,按工程別分－橋梁工程總指數_年增率(%),按工程別分－下水道工程總指數_原始值,按工程別分－下水道工程總指數_年增率(%),按工程別分－自來水工程總指數_原始值,按工程別分－自來水工程總指數_年增率(%),按工程別分－治水工程總指數_原始值,按工程別分－治水工程總指數_年增率(%),按工程別分－隧道工程總指數_原始值,按工程別分－隧道工程總指數_年增率(%),按工程別分－港灣工程總指數_原始值,按工程別分－港灣工程總指數_年增率(%)
1992M01,52.91,1.26,44.49,0.93,67.36,-1.00,26.11,13.87,74.54,9.07,45.50,-5.50,41.24,11.49,58.15,-8.24,52.67,-2.93,58.05,-2.42,27.04,8.42,66.71,-2.80,75.34,1.85,82.27,2.06,61.50,1.18,59.00,0.20,52.37,-0.89,77.77,1.95,-,-,-,-,-,-,48.48,2.11,39.44,2.28,73.19,1.77,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992M02,53.34,1.89,44.92,1.67,68.12,0.12,26.33,15.03,76.44,12.11,45.34,-6.77,42.47,14.69,58.11,-8.33,52.67,-3.02,58.66,-1.43,27.91,11.91,66.02,-3.96,75.75,2.27,82.84,2.59,61.50,1.18,59.49,0.78,52.84,-0.30,78.29,2.46,-,-,-,-,-,-,48.89,2.84,39.86,3.21,73.50,2.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992M03,58.13,11.30,49.89,13.33,80.35,18.09,36.38,59.14,76.80,12.48,45.29,-5.55,42.56,14.50,56.37,-10.20,52.51,-3.31,58.76,-1.24,28.52,14.35,65.63,-4.66,79.85,7.80,83.66,3.60,74.30,22.24,62.26,5.74,55.72,5.59,81.01,6.02,-,-,-,-,-,-,54.89,15.63,45.84,19.00,78.74,9.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992M04,60.08,14.94,51.71,17.47,83.86,22.80,40.14,75.59,79.37,17.17,44.63,-6.34,43.40,15.80,55.25,-11.94,52.50,-3.33,58.71,-1.43,31.82,27.59,65.71,-4.46,82.05,10.58,85.59,5.86,77.33,26.71,63.37,7.64,56.49,7.19,82.95,8.37,-,-,-,-,-,-,57.37,20.73,48.25,25.19,81.15,12.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992M05,60.24,15.51,51.69,17.88,83.41,23.15,40.67,78.46,78.94,17.28,44.57,-6.17,43.30,14.92,54.42,-13.19,52.50,-3.39,58.69,-1.48,31.82,27.59,65.77,-3.97,82.76,11.39,86.33,6.63,77.98,27.75,63.48,8.05,56.35,7.33,83.63,9.13,-,-,-,-,-,-,57.57,21.40,48.28,25.73,81.88,13.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992M06,60.55,16.49,51.94,19.10,83.35,23.54,41.75,83.19,79.46,18.03,44.39,-5.59,43.35,13.45,54.40,-13.22,52.50,-3.39,59.11,1.37,32.04,28.47,65.85,-2.29,83.24,12.02,86.55,6.90,79.11,29.48,63.67,8.87,56.46,8.39,84.02,9.63,-,-,-,-,-,-,57.96,22.54,48.62,27.11,82.42,14.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992M07,61.43,18.07,52.40,20.32,83.77,24.58,44.40,92.71,79.41,18.01,43.72,-6.38,43.37,12.21,54.15,-13.42,52.50,-3.39,58.68,1.03,31.40,25.90,65.86,-2.10,85.35,14.35,89.15,9.49,80.08,30.94,64.33,9.97,56.32,8.47,86.55,12.29,-,-,-,-,-,-,58.97,24.49,49.36,29.05,84.21,16.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992M08,61.77,18.77,52.72,21.42,83.77,24.64,46.52,99.74,79.83,18.83,43.06,-5.82,43.36,10.22,54.00,-11.79,52.50,-3.37,58.73,1.08,31.34,25.66,65.69,-2.52,85.67,14.35,89.43,9.43,80.52,31.20,64.31,10.14,56.20,8.79,86.81,12.27,-,-,-,-,-,-,59.55,25.66,49.97,30.81,84.55,16.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992M09,62.45,19.57,53.55,22.51,84.13,24.32,47.84,95.50,80.10,18.49,44.14,-2.35,46.39,16.59,53.53,-8.78,52.50,-3.37,58.83,1.68,31.25,22.79,65.60,-2.69,85.92,14.59,89.75,9.75,80.67,31.30,65.00,11.34,57.08,10.56,87.07,12.54,-,-,-,-,-,-,60.22,26.09,50.76,31.40,84.81,16.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992M10,62.96,20.24,54.11,23.37,84.46,24.74,49.48,100.97,79.19,16.15,44.38,-2.87,47.04,18.22,53.59,-8.88,52.50,-3.03,59.37,2.65,31.25,22.79,65.51,-2.60,86.25,14.94,90.06,10.04,81.10,32.00,65.31,11.60,57.40,10.77,87.37,12.85,-,-,-,-,-,-,60.83,27.07,51.40,32.58,85.16,16.82,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992M11,63.00,20.07,54.14,23.13,83.73,23.88,49.47,100.77,79.18,12.46,45.49,-0.89,47.01,18.15,53.32,-9.30,52.38,-3.18,59.37,2.82,30.78,19.49,65.52,-2.31,86.33,14.91,90.34,10.21,80.57,31.03,65.50,11.62,57.62,10.83,87.49,12.83,-,-,-,-,-,-,60.77,26.74,51.32,32.17,85.17,16.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992M12,63.91,21.78,55.14,25.49,83.76,24.25,49.00,98.62,81.48,14.63,50.28,10.38,47.19,16.15,53.32,-8.78,52.29,-0.72,59.09,1.93,30.78,19.49,65.50,-1.95,86.90,15.45,91.12,10.89,80.67,31.15,66.92,13.93,59.39,14.19,88.20,13.54,-,-,-,-,-,-,61.33,27.90,51.90,33.83,85.65,17.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993M01,64.08,21.11,55.40,24.52,83.76,24.35,49.28,88.74,84.05,12.76,50.85,11.76,47.11,14.23,53.26,-8.41,52.29,-0.72,59.03,1.69,30.78,13.83,65.50,-1.81,86.86,15.29,91.40,11.10,79.79,29.74,67.19,13.88,59.76,14.11,88.23,13.45,-,-,-,-,-,-,61.46,26.77,52.09,32.07,85.55,16.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993M02,63.85,19.70,54.93,22.28,83.38,22.40,49.28,87.16,84.14,10.07,47.92,5.69,50.49,18.88,53.36,-8.17,52.29,-0.72,59.03,0.63,30.78,10.28,65.45,-0.86,87.33,15.29,91.87,10.90,80.31,30.59,66.77,12.24,58.95,11.56,88.71,13.31,-,-,-,-,-,-,61.35,25.49,51.80,29.95,86.03,17.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993M03,64.15,10.36,55.24,10.72,83.38,3.77,49.36,35.68,86.69,12.88,46.96,3.69,55.80,31.11,53.52,-5.06,52.29,-0.42,59.41,1.11,30.78,7.92,65.43,-0.30,87.58,9.68,92.08,10.06,80.64,8.53,67.17,7.89,59.42,6.64,88.97,9.83,-,-,-,-,-,-,61.57,12.17,52.03,13.50,86.22,9.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993M04,64.43,7.24,55.49,7.31,83.36,-0.60,48.38,20.53,86.18,8.58,48.11,7.80,59.26,36.54,53.51,-3.15,52.29,-0.40,59.33,1.06,30.69,-3.55,65.46,-0.38,87.93,7.17,92.83,8.46,79.97,3.41,67.79,6.97,60.08,6.36,89.55,7.96,-,-,-,-,-,-,61.62,7.41,52.03,7.83,86.40,6.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993M05,64.42,6.94,55.26,6.91,82.54,-1.04,48.87,20.16,88.25,11.79,47.24,5.99,58.39,34.85,53.50,-1.69,52.29,-0.40,59.80,1.89,30.69,-3.55,65.56,-0.32,88.51,6.95,93.78,8.63,79.62,2.10,67.76,6.74,59.75,6.03,90.23,7.89,-,-,-,-,-,-,61.62,7.03,51.88,7.46,86.91,6.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993M06,64.13,5.91,54.78,5.47,81.97,-1.66,47.62,14.06,89.40,12.51,46.45,4.64,59.47,37.19,54.02,-0.70,52.29,-0.40,59.86,1.27,30.34,-5.31,65.56,-0.44,88.85,6.74,94.18,8.82,79.84,0.92,67.77,6.44,59.58,5.53,90.63,7.87,-,-,-,-,-,-,61.15,5.50,51.22,5.35,87.20,5.80,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993M07,63.94,4.09,54.01,3.07,80.84,-3.50,46.68,5.14,90.05,13.40,45.09,3.13,59.10,36.27,54.11,-0.07,52.29,-0.40,59.66,1.67,30.34,-3.38,65.60,-0.39,90.31,5.81,96.57,8.32,78.95,-1.41,67.83,5.44,58.86,4.51,92.47,6.84,-,-,-,-,-,-,60.80,3.10,50.44,2.19,88.36,4.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993M08,63.92,3.48,53.80,2.05,80.54,-3.86,46.59,0.15,89.70,12.36,44.77,3.97,58.60,35.15,54.21,0.39,52.29,-0.40,59.86,1.92,30.02,-4.21,65.61,-0.12,90.87,6.07,97.57,9.10,78.46,-2.56,67.92,5.61,58.67,4.40,93.23,7.40,-,-,-,-,-,-,60.73,1.98,50.23,0.52,88.78,5.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993M09,63.58,1.81,53.32,-0.43,79.68,-5.29,45.99,-3.87,90.05,12.42,44.74,1.36,56.49,21.77,54.36,1.55,52.29,-0.40,59.81,1.67,30.02,-3.94,65.61,0.02,90.93,5.83,97.65,8.80,78.46,-2.74,67.67,4.11,58.27,2.08,93.28,7.13,-,-,-,-,-,-,60.32,0.17,49.71,-2.07,88.85,4.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993M10,63.21,0.40,52.81,-2.40,80.06,-5.21,43.84,-11.40,90.46,14.23,44.24,-0.32,56.26,19.60,54.37,1.46,52.29,-0.40,59.74,0.62,29.98,-4.06,65.58,0.11,91.01,5.52,97.77,8.56,78.46,-3.26,67.63,3.55,58.13,1.27,93.43,6.94,-,-,-,-,-,-,59.78,-1.73,49.03,-4.61,88.88,4.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993M11,62.91,-0.14,52.30,-3.40,79.34,-5.24,43.18,-12.71,90.42,14.20,43.79,-3.74,55.17,17.36,54.42,2.06,52.29,-0.17,59.69,0.54,29.73,-3.41,65.17,-0.53,91.33,5.79,98.15,8.65,78.60,-2.45,67.46,2.99,57.71,0.16,93.83,7.25,-,-,-,-,-,-,59.36,-2.32,48.44,-5.61,89.11,4.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993M12,62.36,-2.43,51.55,-6.51,78.84,-5.87,41.16,-16.00,90.12,10.60,43.19,-14.10,54.90,16.34,54.50,2.21,52.29,0.00,59.72,1.07,29.40,-4.48,64.77,-1.11,91.37,5.14,98.21,7.78,78.60,-2.57,67.23,0.46,57.33,-3.47,93.93,6.50,-,-,-,-,-,-,58.62,-4.42,47.51,-8.46,89.13,4.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994M01,61.76,-3.62,50.69,-8.50,77.35,-7.65,39.60,-19.64,90.44,7.60,42.80,-15.83,54.61,15.92,54.51,2.35,52.29,0.00,59.67,1.08,28.20,-8.38,64.57,-1.42,91.55,5.40,98.72,8.01,77.94,-2.32,67.01,-0.27,56.83,-4.90,94.32,6.90,-,-,-,-,-,-,57.81,-5.94,46.51,-10.71,89.14,4.20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994M02,61.82,-3.18,50.67,-7.76,77.50,-7.05,39.44,-19.97,90.36,7.39,42.76,-10.77,54.90,8.73,54.34,1.84,52.29,0.00,59.65,1.05,28.04,-8.90,64.32,-1.73,91.84,5.16,99.13,7.90,77.94,-2.95,67.15,0.57,56.88,-3.51,94.70,6.75,-,-,-,-,-,-,57.83,-5.74,46.46,-10.31,89.36,3.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994M03,61.65,-3.90,50.47,-8.64,76.90,-7.77,38.61,-21.78,90.36,4.23,43.14,-8.13,55.59,-0.38,53.86,0.64,52.29,0.00,59.76,0.59,27.82,-9.62,64.03,-2.14,91.76,4.77,99.03,7.55,77.94,-3.35,67.16,-0.01,56.96,-4.14,94.55,6.27,-,-,-,-,-,-,57.53,-6.56,46.10,-11.40,89.34,3.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994M04,61.59,-4.41,50.25,-9.44,76.18,-8.61,38.61,-20.19,89.03,3.31,42.91,-10.81,55.63,-6.13,53.38,-0.24,52.29,0.00,60.07,1.25,27.84,-9.29,64.04,-2.17,92.18,4.83,99.54,7.23,78.08,-2.36,67.14,-0.96,56.68,-5.66,95.11,6.21,-,-,-,-,-,-,57.44,-6.78,45.89,-11.80,89.64,3.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994M05,61.34,-4.78,49.92,-9.66,75.42,-8.63,38.61,-20.99,88.87,0.70,42.18,-10.71,55.66,-4.68,53.63,0.24,52.29,0.00,60.07,0.45,27.88,-9.16,64.04,-2.32,92.18,4.15,99.54,6.14,78.08,-1.93,66.87,-1.31,56.30,-5.77,95.11,5.41,-,-,-,-,-,-,57.21,-7.16,45.61,-12.09,89.64,3.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994M06,61.08,-4.76,49.56,-9.53,75.15,-8.32,38.30,-19.57,87.58,-2.04,41.33,-11.02,55.28,-7.05,54.18,0.30,52.28,-0.02,60.24,0.63,27.96,-7.84,63.92,-2.50,92.19,3.76,99.60,5.75,78.02,-2.28,66.60,-1.73,55.87,-6.23,95.18,5.02,-,-,-,-,-,-,56.96,-6.85,45.29,-11.58,89.64,2.80,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994M07,60.79,-4.93,49.23,-8.85,74.53,-7.81,38.06,-18.47,86.67,-3.75,40.61,-9.94,54.89,-7.12,56.06,3.60,52.25,-0.08,61.16,2.51,27.70,-8.70,63.86,-2.65,92.05,1.93,99.65,3.19,77.34,-2.04,66.42,-2.08,55.63,-5.49,95.10,2.84,-,-,-,-,-,-,56.60,-6.91,44.91,-10.96,89.42,1.20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994M08,60.71,-5.02,49.01,-8.90,74.36,-7.67,38.03,-18.37,86.33,-3.76,39.84,-11.01,54.39,-7.18,56.58,4.37,52.19,-0.19,61.53,2.79,27.66,-7.86,63.99,-2.47,92.37,1.65,100.10,2.59,77.39,-1.36,66.35,-2.31,55.31,-5.73,95.61,2.55,-,-,-,-,-,-,56.51,-6.95,44.74,-10.93,89.61,0.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994M09,60.82,-4.34,49.19,-7.75,74.62,-6.35,37.92,-17.55,85.86,-4.65,40.70,-9.03,54.31,-3.86,56.78,4.45,52.19,-0.19,61.76,3.26,27.31,-9.03,63.97,-2.50,92.24,1.44,100.10,2.51,76.90,-1.99,66.56,-1.64,55.64,-4.51,95.52,2.40,-,-,-,-,-,-,56.56,-6.23,44.85,-9.78,89.43,0.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994M10,61.00,-3.50,49.42,-6.42,74.30,-7.19,37.81,-13.75,85.61,-5.36,42.10,-4.84,54.30,-3.48,56.89,4.63,54.24,3.73,61.84,3.52,27.27,-9.04,64.17,-2.15,92.24,1.35,100.10,2.38,76.90,-1.99,66.89,-1.09,56.13,-3.44,95.53,2.25,-,-,-,-,-,-,56.63,-5.27,44.93,-8.36,89.43,0.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994M11,60.72,-3.48,49.06,-6.20,73.63,-7.20,36.94,-14.45,85.19,-5.78,41.96,-4.18,54.65,-0.94,57.11,4.94,55.40,5.95,61.69,3.35,27.20,-8.51,64.23,-1.44,92.25,1.01,100.12,2.01,76.89,-2.18,66.76,-1.04,55.93,-3.08,95.56,1.84,-,-,-,-,-,-,56.27,-5.21,44.49,-8.15,89.42,0.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994M12,60.53,-2.93,48.79,-5.35,73.07,-7.32,36.78,-10.64,84.51,-6.23,41.68,-3.50,54.61,-0.53,57.19,4.94,55.66,6.44,61.14,2.38,27.20,-7.48,65.34,0.88,92.31,1.03,100.19,2.02,76.91,-2.15,66.57,-0.98,55.63,-2.97,95.61,1.79,-,-,-,-,-,-,56.09,-4.32,44.26,-6.84,89.47,0.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1995M01,60.90,-1.39,49.06,-3.22,73.07,-5.53,36.66,-7.42,84.33,-6.76,42.82,0.05,54.39,-0.40,57.44,5.38,55.66,6.44,61.76,3.50,27.32,-3.12,65.57,1.55,92.93,1.51,100.71,2.02,77.84,-0.13,67.12,0.16,56.17,-1.16,96.23,2.03,-,-,-,-,-,-,56.32,-2.58,44.36,-4.62,90.08,1.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1995M02,61.41,-0.66,49.65,-2.01,73.11,-5.66,36.60,-7.20,83.93,-7.12,45.59,6.62,54.54,-0.66,57.71,6.20,55.66,6.44,61.66,3.37,27.32,-2.57,65.72,2.18,93.20,1.48,100.75,1.63,78.66,0.92,67.86,1.06,57.15,0.47,96.43,1.83,-,-,-,-,-,-,56.68,-1.99,44.73,-3.72,90.40,1.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1995M03,61.68,0.05,50.01,-0.91,73.31,-4.67,36.50,-5.46,83.43,-7.67,46.64,8.11,55.05,-0.97,59.97,11.34,56.48,8.01,62.30,4.25,27.32,-1.80,66.01,3.09,93.21,1.58,100.76,1.75,78.66,0.92,68.22,1.58,57.68,1.26,96.45,2.01,-,-,-,-,-,-,56.90,-1.10,44.99,-2.41,90.41,1.20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1995M04,61.77,0.29,50.04,-0.42,73.53,-3.48,36.44,-5.62,82.94,-6.84,46.32,7.95,55.12,-0.92,60.33,13.02,56.55,8.15,63.30,5.38,27.29,-1.98,66.11,3.23,93.45,1.38,101.11,1.58,78.66,0.74,68.35,1.80,57.73,1.85,96.79,1.77,-,-,-,-,-,-,56.95,-0.85,45.01,-1.92,90.56,1.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1995M05,61.68,0.55,49.92,0.00,73.83,-2.11,36.44,-5.62,82.06,-7.66,45.43,7.71,55.11,-0.99,60.49,12.79,56.56,8.17,63.68,6.01,27.24,-2.30,66.39,3.67,93.47,1.40,101.14,1.61,78.66,0.74,68.18,1.96,57.45,2.04,96.80,1.78,-,-,-,-,-,-,56.93,-0.49,44.97,-1.40,90.58,1.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1995M06,61.97,1.46,50.23,1.35,75.35,0.27,37.21,-2.85,81.45,-7.00,44.46,7.57,54.75,-0.96,60.49,11.65,58.87,12.61,63.95,6.16,27.42,-1.93,66.56,4.13,93.69,1.63,101.14,1.55,79.49,1.88,68.15,2.33,57.36,2.67,96.95,1.86,-,-,-,-,-,-,57.40,0.77,45.48,0.42,90.87,1.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1995M07,61.76,1.60,49.90,1.36,75.47,1.26,36.45,-4.23,80.39,-7.25,44.05,8.47,53.94,-1.73,60.58,8.06,59.53,13.93,63.67,4.10,27.42,-1.01,67.03,4.96,93.84,1.94,101.34,1.70,79.49,2.78,67.90,2.23,56.90,2.28,97.14,2.15,-,-,-,-,-,-,57.21,1.08,45.23,0.71,90.97,1.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1995M08,61.96,2.06,50.11,2.24,76.08,2.31,36.43,-4.21,79.12,-8.35,44.75,12.32,53.64,-1.38,60.08,6.19,60.26,15.46,63.75,3.61,27.29,-1.34,67.05,4.78,94.00,1.76,101.57,1.47,79.49,2.71,68.11,2.65,57.13,3.29,97.34,1.81,-,-,-,-,-,-,57.40,1.57,45.43,1.54,91.11,1.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-
