期間,總人口數(千人)_原始值,總人口數(千人)_年增率(%),總人口數(千人)_原始值,總人口數(千人)_年增率(%),總人口數(千人)_原始值,總人口數(千人)_年增率(%),15歲以上民間人口(千人)_原始值,15歲以上民間人口(千人)_年增率(%),15歲以上民間人口(千人)_原始值,15歲以上民間人口(千人)_年增率(%),15歲以上民間人口(千人)_原始值,15歲以上民間人口(千人)_年增率(%),勞動力(千人)_原始值,勞動力(千人)_年增率(%),勞動力(千人)_原始值,勞動力(千人)_年增率(%),勞動力(千人)_原始值,勞動力(千人)_年增率(%),就業人數(千人)_原始值,就業人數(千人)_年增率(%),就業人數(千人)_原始值,就業人數(千人)_年增率(%),就業人數(千人)_原始值,就業人數(千人)_年增率(%),失業人數(千人)_原始值,失業人數(千人)_年增率(%),失業人數(千人)_原始值,失業人數(千人)_年增率(%),失業人數(千人)_原始值,失業人數(千人)_年增率(%),15歲以上民間人口占總人口數(%)_原始值,15歲以上民間人口占總人口數(%)_年增率(%),15歲以上民間人口占總人口數(%)_原始值,15歲以上民間人口占總人口數(%)_年增率(%),15歲以上民間人口占總人口數(%)_原始值,15歲以上民間人口占總人口數(%)_年增率(%),勞動力占總人口數(%)_原始值,勞動力占總人口數(%)_年增率(%),勞動力占總人口數(%)_原始值,勞動力占總人口數(%)_年增率(%),勞動力占總人口數(%)_原始值,勞動力占總人口數(%)_年增率(%),勞動力參與率(%)_原始值,勞動力參與率(%)_年增率(%),勞動力參與率(%)_原始值,勞動力參與率(%)_年增率(%),勞動力參與率(%)_原始值,勞動力參與率(%)_年增率(%),就業人口占總人口數(%)_原始值,就業人口占總人口數(%)_年增率(%),就業人口占總人口數(%)_原始值,就業人口占總人口數(%)_年增率(%),就業人口占總人口數(%)_原始值,就業人口占總人口數(%)_年增率(%),就業人口占15歲以上民間人口(%)_原始值,就業人口占15歲以上民間人口(%)_年增率(%),就業人口占15歲以上民間人口(%)_原始值,就業人口占15歲以上民間人口(%)_年增率(%),就業人口占15歲以上民間人口(%)_原始值,就業人口占15歲以上民間人口(%)_年增率(%),就業人口占勞動力(%)_原始值,就業人口占勞動力(%)_年增率(%),就業人口占勞動力(%)_原始值,就業人口占勞動力(%)_年增率(%),就業人口占勞動力(%)_原始值,就業人口占勞動力(%)_年增率(%),失業率(%)_原始值,失業率(%)_年增率(%),失業率(%)_原始值,失業率(%)_年增率(%),失業率(%)_原始值,失業率(%)_年增率(%)
1999M11,"22,019",0.75,"11,276",0.62,"10,743",0.89,"16,807",1.72,"8,371",1.77,"8,436",1.66,"9,765",1.51,"5,862",1.23,"3,903",1.93,"9,478",1.50,"5,676",1.36,"3,802",1.70,287,1.91,186,-2.76,101,11.83,76.33,-,74.24,-,78.53,-,44.35,-,51.99,-,36.33,-,58.10,-,70.03,-,46.27,-,43.04,-,50.33,-,35.39,-,56.39,-,67.80,-,45.07,-,97.06,-,96.82,-,97.41,-,2.94,-,3.18,-,2.59,-
1999M12,"22,034",0.75,"11,282",0.62,"10,752",0.88,"16,835",1.82,"8,385",1.84,"8,450",1.80,"9,778",1.74,"5,879",1.56,"3,899",2.00,"9,498",1.68,"5,685",1.48,"3,813",1.98,279,3.78,193,4.05,86,3.18,76.41,-,74.32,-,78.60,-,44.37,-,52.10,-,36.26,-,58.08,-,70.11,-,46.14,-,43.11,-,50.39,-,35.46,-,56.42,-,67.80,-,45.12,-,97.15,-,96.71,-,97.80,-,2.85,-,3.29,-,2.20,-
2000M01,"22,048",0.75,"11,288",0.62,"10,760",0.89,"16,852",1.80,"8,394",1.78,"8,458",1.82,"9,761",1.49,"5,893",1.35,"3,868",1.72,"9,494",1.52,"5,702",1.25,"3,792",1.92,267,0.64,191,4.27,76,-7.44,76.43,-,74.36,-,78.61,-,44.27,-,52.21,-,35.95,-,57.92,-,70.21,-,45.73,-,43.06,-,50.51,-,35.24,-,56.34,-,67.93,-,44.83,-,97.26,-,96.76,-,98.03,-,2.74,-,3.24,-,1.97,-
2000M02,"22,062",0.76,"11,294",0.63,"10,767",0.90,"16,875",1.82,"8,405",1.81,"8,470",1.84,"9,688",0.92,"5,861",1.33,"3,827",0.30,"9,406",0.73,"5,665",1.07,"3,741",0.23,282,7.69,196,9.75,86,3.26,76.49,-,74.42,-,78.66,-,43.91,-,51.89,-,35.54,-,57.41,-,69.73,-,45.18,-,42.63,-,50.16,-,34.74,-,55.74,-,67.40,-,44.17,-,97.09,-,96.65,-,97.76,-,2.91,-,3.35,-,2.24,-
2000M03,"22,076",0.77,"11,300",0.64,"10,776",0.90,"16,896",1.80,"8,418",1.85,"8,478",1.75,"9,704",1.65,"5,853",1.65,"3,851",1.64,"9,430",1.66,"5,655",1.65,"3,774",1.69,274,1.12,198,1.78,77,-0.53,76.54,-,74.50,-,78.67,-,43.96,-,51.80,-,35.74,-,57.43,-,69.53,-,45.42,-,42.71,-,50.05,-,35.03,-,55.81,-,67.18,-,44.52,-,97.17,-,96.62,-,98.01,-,2.83,-,3.38,-,1.99,-
2000M04,"22,088",0.76,"11,305",0.63,"10,783",0.89,"16,918",1.78,"8,430",1.84,"8,488",1.73,"9,718",1.60,"5,854",1.30,"3,864",2.05,"9,453",1.61,"5,668",1.28,"3,784",2.11,265,1.03,186,1.75,79,-0.63,76.60,-,74.57,-,78.72,-,44.00,-,51.79,-,35.83,-,57.44,-,69.45,-,45.52,-,42.80,-,50.14,-,35.10,-,55.87,-,67.24,-,44.58,-,97.27,-,96.82,-,97.95,-,2.73,-,3.18,-,2.05,-
2000M05,"22,101",0.75,"11,311",0.63,"10,790",0.88,"16,938",1.76,"8,440",1.83,"8,498",1.68,"9,741",1.25,"5,847",1.70,"3,894",0.57,"9,470",1.30,"5,657",1.69,"3,813",0.74,271,-0.69,190,2.03,81,-6.56,76.64,-,74.62,-,78.76,-,44.07,-,51.69,-,36.08,-,57.51,-,69.27,-,45.82,-,42.85,-,50.01,-,35.34,-,55.91,-,67.02,-,44.87,-,97.22,-,96.74,-,97.93,-,2.78,-,3.26,-,2.07,-
2000M06,"22,114",0.75,"11,316",0.62,"10,797",0.88,"16,957",1.72,"8,450",1.80,"8,506",1.64,"9,768",1.04,"5,857",1.17,"3,911",0.85,"9,485",1.07,"5,663",1.10,"3,822",1.03,283,0.07,193,3.35,89,-6.38,76.68,-,74.67,-,78.78,-,44.17,-,51.75,-,36.22,-,57.60,-,69.30,-,45.98,-,42.89,-,50.04,-,35.40,-,55.94,-,67.02,-,44.93,-,97.11,-,96.70,-,97.72,-,2.89,-,3.30,-,2.28,-
2000M07,"22,129",0.75,"11,323",0.62,"10,806",0.88,"16,975",1.67,"8,458",1.72,"8,517",1.62,"9,811",1.00,"5,869",0.66,"3,942",1.49,"9,511",1.04,"5,673",0.59,"3,838",1.72,300,-0.48,196,2.79,104,-6.10,76.71,-,74.70,-,78.81,-,44.34,-,51.84,-,36.48,-,57.80,-,69.39,-,46.29,-,42.98,-,50.11,-,35.51,-,56.03,-,67.08,-,45.06,-,96.94,-,96.66,-,97.35,-,3.06,-,3.34,-,2.65,-
2000M08,"22,144",0.75,"11,329",0.63,"10,815",0.88,"16,994",1.63,"8,469",1.69,"8,525",1.57,"9,842",1.02,"5,884",0.40,"3,958",1.95,"9,531",1.07,"5,687",0.44,"3,843",2.04,311,-0.65,197,-0.61,114,-0.73,76.74,-,74.75,-,78.83,-,44.45,-,51.94,-,36.59,-,57.91,-,69.48,-,46.42,-,43.04,-,50.20,-,35.54,-,56.08,-,67.16,-,45.08,-,96.84,-,96.65,-,97.11,-,3.16,-,3.35,-,2.89,-
2000M09,"22,160",0.77,"11,336",0.64,"10,824",0.91,"17,011",1.56,"8,478",1.64,"8,533",1.49,"9,809",1.40,"5,861",0.92,"3,948",2.11,"9,505",1.38,"5,668",0.83,"3,837",2.19,304,2.03,193,3.75,111,-0.82,76.76,-,74.79,-,78.83,-,44.27,-,51.71,-,36.47,-,57.66,-,69.14,-,46.27,-,42.89,-,50.01,-,35.44,-,55.88,-,66.86,-,44.96,-,96.90,-,96.71,-,97.19,-,3.10,-,3.29,-,2.81,-
2000M10,"22,178",0.79,"11,344",0.66,"10,835",0.93,"17,028",1.49,"8,487",1.56,"8,541",1.42,"9,835",1.17,"5,864",0.62,"3,971",2.00,"9,521",1.03,"5,664",0.43,"3,858",1.92,313,5.63,200,6.09,113,4.82,76.78,-,74.81,-,78.83,-,44.34,-,51.69,-,36.65,-,57.76,-,69.10,-,46.49,-,42.93,-,49.93,-,35.60,-,55.92,-,66.74,-,45.16,-,96.81,-,96.59,-,97.15,-,3.19,-,3.41,-,2.85,-
2000M11,"22,197",0.81,"11,352",0.67,"10,845",0.95,"17,046",1.42,"8,495",1.47,"8,551",1.36,"9,864",1.01,"5,881",0.32,"3,983",2.04,"9,545",0.70,"5,669",-0.12,"3,876",1.93,319,11.03,212,13.61,107,6.26,76.79,-,74.83,-,78.85,-,44.44,-,51.80,-,36.73,-,57.87,-,69.23,-,46.58,-,43.00,-,49.94,-,35.74,-,55.99,-,66.73,-,45.33,-,96.77,-,96.40,-,97.31,-,3.23,-,3.60,-,2.69,-
2000M12,"22,216",0.83,"11,360",0.69,"10,856",0.97,"17,064",1.36,"8,502",1.39,"8,563",1.33,"9,872",0.97,"5,885",0.11,"3,987",2.26,"9,549",0.53,"5,669",-0.28,"3,880",1.74,323,15.74,216,11.53,107,25.23,76.81,-,74.84,-,78.88,-,44.44,-,51.80,-,36.73,-,57.85,-,69.22,-,46.56,-,42.98,-,49.90,-,35.74,-,55.96,-,66.68,-,45.31,-,96.73,-,96.34,-,97.30,-,3.27,-,3.66,-,2.70,-
2001M01,"22,229",0.82,"11,366",0.68,"10,863",0.96,"17,080",1.35,"8,509",1.37,"8,571",1.33,"9,812",0.52,"5,875",-0.31,"3,937",1.79,"9,483",-0.12,"5,651",-0.90,"3,832",1.07,329,23.25,224,17.39,105,37.96,76.84,-,74.87,-,78.90,-,44.14,-,51.69,-,36.24,-,57.45,-,69.04,-,45.94,-,42.66,-,49.72,-,35.28,-,55.52,-,66.41,-,44.71,-,96.65,-,96.19,-,97.33,-,3.35,-,3.81,-,2.67,-
2001M02,"22,237",0.80,"11,369",0.66,"10,869",0.94,"17,096",1.31,"8,515",1.31,"8,581",1.32,"9,758",0.72,"5,839",-0.37,"3,919",2.40,"9,394",-0.13,"5,590",-1.31,"3,803",1.66,364,29.12,249,26.81,115,34.40,76.88,-,74.90,-,78.96,-,43.88,-,51.36,-,36.05,-,57.07,-,68.57,-,45.66,-,42.24,-,49.17,-,34.99,-,54.94,-,65.65,-,44.32,-,96.27,-,95.74,-,97.06,-,3.73,-,4.26,-,2.94,-
2001M03,"22,246",0.77,"11,372",0.63,"10,875",0.92,"17,114",1.29,"8,522",1.23,"8,592",1.35,"9,758",0.56,"5,829",-0.41,"3,929",2.02,"9,378",-0.55,"5,569",-1.52,"3,809",0.92,380,38.40,260,31.46,120,56.33,76.93,-,74.94,-,79.01,-,43.86,-,51.26,-,36.13,-,57.02,-,68.40,-,45.72,-,42.16,-,48.97,-,35.03,-,54.80,-,65.35,-,44.33,-,96.11,-,95.54,-,96.96,-,3.89,-,4.46,-,3.04,-
2001M04,"22,255",0.76,"11,375",0.62,"10,881",0.91,"17,132",1.26,"8,530",1.19,"8,602",1.34,"9,734",0.17,"5,817",-0.63,"3,917",1.38,"9,349",-1.09,"5,550",-2.09,"3,799",0.40,385,45.06,268,43.82,117,47.97,76.98,-,74.99,-,79.06,-,43.74,-,51.14,-,36.00,-,56.82,-,68.20,-,45.54,-,42.01,-,48.79,-,34.92,-,54.57,-,65.06,-,44.17,-,96.04,-,95.40,-,97.00,-,3.96,-,4.60,-,3.00,-
2001M05,"22,265",0.74,"11,378",0.60,"10,887",0.90,"17,150",1.25,"8,538",1.16,"8,612",1.34,"9,748",0.08,"5,798",-0.83,"3,950",1.45,"9,337",-1.40,"5,514",-2.53,"3,823",0.27,411,51.77,285,49.51,127,57.11,77.03,-,75.04,-,79.10,-,43.78,-,50.96,-,36.28,-,56.84,-,67.91,-,45.87,-,41.94,-,48.46,-,35.12,-,54.44,-,64.58,-,44.40,-,95.78,-,95.09,-,96.79,-,4.22,-,4.91,-,3.21,-
2001M06,"22,276",0.73,"11,382",0.59,"10,893",0.89,"17,169",1.25,"8,547",1.14,"8,623",1.37,"9,802",0.35,"5,819",-0.64,"3,983",1.84,"9,360",-1.32,"5,523",-2.48,"3,838",0.41,442,56.34,296,53.22,145,63.10,77.08,-,75.09,-,79.16,-,44.00,-,51.12,-,36.56,-,57.09,-,68.09,-,46.19,-,42.02,-,48.52,-,35.23,-,54.52,-,64.62,-,44.51,-,95.49,-,94.91,-,96.35,-,4.51,-,5.09,-,3.65,-
2001M07,"22,286",0.71,"11,386",0.56,"10,900",0.86,"17,188",1.26,"8,555",1.14,"8,634",1.37,"9,855",0.45,"5,862",-0.13,"3,993",1.31,"9,370",-1.48,"5,544",-2.28,"3,827",-0.29,485,61.52,318,62.30,167,60.05,77.13,-,75.13,-,79.21,-,44.22,-,51.48,-,36.64,-,57.34,-,68.52,-,46.25,-,42.05,-,48.69,-,35.11,-,54.51,-,64.80,-,44.32,-,95.08,-,94.57,-,95.82,-,4.92,-,5.43,-,4.18,-
2001M08,"22,296",0.69,"11,390",0.54,"10,906",0.84,"17,208",1.26,"8,563",1.12,"8,645",1.40,"9,896",0.55,"5,887",0.05,"4,009",1.29,"9,384",-1.54,"5,554",-2.35,"3,831",-0.33,512,64.47,334,69.48,178,55.84,77.18,-,75.18,-,79.27,-,44.38,-,51.69,-,36.76,-,57.51,-,68.75,-,46.37,-,42.09,-,48.76,-,35.12,-,54.53,-,64.85,-,44.31,-,94.83,-,94.33,-,95.55,-,5.17,-,5.67,-,4.45,-
2001M09,"22,303",0.65,"11,392",0.50,"10,911",0.80,"17,226",1.27,"8,571",1.10,"8,655",1.43,"9,875",0.67,"5,875",0.24,"4,000",1.32,"9,356",-1.57,"5,535",-2.35,"3,820",-0.42,519,70.82,340,76.18,179,61.50,77.24,-,75.24,-,79.33,-,44.28,-,51.57,-,36.66,-,57.33,-,68.54,-,46.22,-,41.95,-,48.59,-,35.02,-,54.31,-,64.58,-,44.14,-,94.74,-,94.21,-,95.51,-,5.26,-,5.79,-,4.49,-
2001M10,"22,316",0.62,"11,398",0.48,"10,918",0.77,"17,244",1.27,"8,580",1.10,"8,664",1.44,"9,889",0.55,"5,871",0.12,"4,018",1.19,"9,362",-1.67,"5,524",-2.47,"3,838",-0.50,527,68.15,347,73.34,180,58.96,77.27,-,75.28,-,79.35,-,44.31,-,51.51,-,36.80,-,57.35,-,68.43,-,46.37,-,41.95,-,48.46,-,35.15,-,54.29,-,64.38,-,44.30,-,94.67,-,94.09,-,95.52,-,5.33,-,5.91,-,4.48,-
2001M11,"22,328",0.59,"11,402",0.44,"10,926",0.75,"17,262",1.27,"8,587",1.09,"8,675",1.45,"9,919",0.56,"5,887",0.10,"4,033",1.25,"9,395",-1.56,"5,535",-2.36,"3,860",-0.41,524,64.22,351,65.88,173,60.95,77.31,-,75.31,-,79.40,-,44.43,-,51.63,-,36.91,-,57.46,-,68.55,-,46.49,-,42.08,-,48.55,-,35.33,-,54.43,-,64.46,-,44.50,-,94.72,-,94.03,-,95.72,-,5.28,-,5.97,-,4.28,-
2001M12,"22,340",0.56,"11,407",0.41,"10,933",0.71,"17,280",1.27,"8,595",1.10,"8,685",1.43,"9,941",0.70,"5,898",0.23,"4,043",1.40,"9,422",-1.33,"5,545",-2.19,"3,877",-0.07,519,60.67,353,63.84,166,54.31,77.35,-,75.35,-,79.44,-,44.50,-,51.71,-,36.98,-,57.53,-,68.63,-,46.55,-,42.18,-,48.61,-,35.46,-,54.52,-,64.52,-,44.64,-,94.78,-,94.01,-,95.90,-,5.22,-,5.99,-,4.10,-
2002M01,"22,348",0.53,"11,410",0.39,"10,938",0.69,"17,297",1.27,"8,602",1.09,"8,695",1.45,"9,959",1.50,"5,906",0.53,"4,053",2.95,"9,447",-0.38,"5,552",-1.74,"3,895",1.63,512,55.46,353,57.67,158,50.76,77.40,-,75.39,-,79.50,-,44.56,-,51.76,-,37.06,-,57.58,-,68.66,-,46.61,-,42.27,-,48.67,-,35.61,-,54.62,-,64.55,-,44.79,-,94.86,-,94.02,-,96.09,-,5.14,-,5.98,-,3.91,-
2002M02,"22,355",0.53,"11,412",0.38,"10,943",0.68,"17,313",1.27,"8,608",1.09,"8,705",1.44,"9,928",1.75,"5,895",0.95,"4,034",2.93,"9,420",0.28,"5,541",-0.89,"3,879",2.00,508,39.57,354,42.34,154,33.60,77.45,-,75.43,-,79.55,-,44.41,-,51.65,-,36.86,-,57.34,-,68.48,-,46.34,-,42.14,-,48.55,-,35.45,-,54.41,-,64.36,-,44.57,-,94.88,-,93.99,-,96.18,-,5.12,-,6.01,-,3.82,-
2002M03,"22,363",0.52,"11,414",0.37,"10,949",0.68,"17,330",1.26,"8,617",1.12,"8,712",1.40,"9,929",1.76,"5,881",0.88,"4,048",3.05,"9,416",0.41,"5,532",-0.67,"3,885",1.99,513,35.03,349,34.13,164,37.00,77.49,-,75.50,-,79.57,-,44.40,-,51.52,-,36.98,-,57.29,-,68.24,-,46.47,-,42.11,-,48.46,-,35.48,-,54.34,-,64.19,-,44.59,-,94.84,-,94.07,-,95.95,-,5.16,-,5.93,-,4.05,-
2002M04,"22,373",0.53,"11,418",0.38,"10,955",0.68,"17,348",1.26,"8,626",1.12,"8,723",1.41,"9,935",2.06,"5,880",1.08,"4,055",3.53,"9,440",0.97,"5,538",-0.21,"3,902",2.71,495,28.53,342,27.83,153,30.12,77.54,-,75.54,-,79.62,-,44.41,-,51.49,-,37.02,-,57.27,-,68.17,-,46.49,-,42.19,-,48.50,-,35.62,-,54.42,-,64.20,-,44.74,-,95.02,-,94.18,-,96.23,-,4.98,-,5.82,-,3.77,-
2002M05,"22,382",0.52,"11,421",0.38,"10,960",0.67,"17,364",1.25,"8,632",1.10,"8,732",1.39,"9,951",2.07,"5,881",1.43,"4,069",3.02,"9,451",1.22,"5,536",0.40,"3,915",2.41,499,21.37,345,21.35,154,21.41,77.58,-,75.58,-,79.67,-,44.46,-,51.49,-,37.13,-,57.31,-,68.13,-,46.61,-,42.23,-,48.47,-,35.72,-,54.43,-,64.13,-,44.84,-,94.98,-,94.13,-,96.22,-,5.02,-,5.87,-,3.78,-
2002M06,"22,390",0.51,"11,425",0.37,"10,966",0.66,"17,380",1.23,"8,639",1.08,"8,740",1.36,"9,963",1.65,"5,893",1.26,"4,071",2.20,"9,454",1.00,"5,545",0.40,"3,910",1.88,509,15.22,348,17.40,161,10.78,77.62,-,75.62,-,79.71,-,44.50,-,51.58,-,37.12,-,57.33,-,68.21,-,46.57,-,42.22,-,48.53,-,35.65,-,54.40,-,64.18,-,44.73,-,94.89,-,94.09,-,96.04,-,5.11,-,5.91,-,3.96,-
2002M07,"22,400",0.51,"11,428",0.37,"10,972",0.66,"17,395",1.20,"8,646",1.07,"8,749",1.34,"9,991",1.38,"5,906",0.75,"4,086",2.31,"9,468",1.05,"5,554",0.19,"3,914",2.29,523,7.83,352,10.57,171,2.61,77.66,-,75.66,-,79.74,-,44.60,-,51.68,-,37.24,-,57.44,-,68.31,-,46.70,-,42.27,-,48.60,-,35.68,-,54.43,-,64.24,-,44.74,-,94.77,-,94.04,-,95.81,-,5.23,-,5.96,-,4.19,-
2002M08,"22,408",0.50,"11,431",0.36,"10,977",0.65,"17,411",1.18,"8,653",1.04,"8,758",1.31,"10,010",1.15,"5,912",0.41,"4,098",2.23,"9,474",0.96,"5,556",0.04,"3,918",2.28,536,4.62,356,6.55,180,1.02,77.70,-,75.69,-,79.79,-,44.67,-,51.71,-,37.33,-,57.49,-,68.32,-,46.79,-,42.28,-,48.60,-,35.69,-,54.41,-,64.21,-,44.74,-,94.65,-,93.98,-,95.61,-,5.35,-,6.02,-,4.39,-
2002M09,"22,417",0.51,"11,435",0.37,"10,982",0.66,"17,426",1.16,"8,659",1.02,"8,767",1.30,"9,974",1.00,"5,899",0.40,"4,075",1.88,"9,443",0.94,"5,547",0.21,"3,896",1.98,531,2.20,352,3.51,179,-0.27,77.74,-,75.73,-,79.83,-,44.49,-,51.59,-,37.11,-,57.24,-,68.12,-,46.48,-,42.12,-,48.51,-,35.48,-,54.19,-,64.06,-,44.44,-,94.68,-,94.03,-,95.61,-,5.32,-,5.97,-,4.39,-
2002M10,"22,429",0.50,"11,440",0.37,"10,989",0.65,"17,443",1.15,"8,666",1.01,"8,777",1.30,"9,981",0.93,"5,894",0.39,"4,087",1.72,"9,451",0.95,"5,548",0.43,"3,903",1.69,530,0.54,346,-0.37,184,2.28,77.77,-,75.76,-,79.87,-,44.50,-,51.52,-,37.19,-,57.22,-,68.00,-,46.57,-,42.14,-,48.50,-,35.52,-,54.18,-,64.01,-,44.47,-,94.69,-,94.13,-,95.50,-,5.31,-,5.87,-,4.50,-
2002M11,"22,440",0.50,"11,444",0.37,"10,996",0.64,"17,459",1.14,"8,673",1.00,"8,786",1.28,"10,002",0.83,"5,901",0.24,"4,101",1.70,"9,480",0.90,"5,557",0.39,"3,923",1.64,522,-0.44,344,-2.18,178,3.12,77.80,-,75.79,-,79.90,-,44.57,-,51.56,-,37.30,-,57.29,-,68.03,-,46.68,-,42.25,-,48.56,-,35.68,-,54.30,-,64.07,-,44.65,-,94.78,-,94.18,-,95.66,-,5.22,-,5.82,-,4.34,-
2002M12,"22,453",0.51,"11,450",0.37,"11,003",0.65,"17,473",1.12,"8,679",0.98,"8,794",1.25,"10,011",0.70,"5,902",0.06,"4,109",1.63,"9,506",0.89,"5,563",0.33,"3,943",1.69,505,-2.74,339,-4.10,166,0.15,77.82,-,75.80,-,79.92,-,44.58,-,51.55,-,37.34,-,57.29,-,68.00,-,46.72,-,42.34,-,48.59,-,35.83,-,54.40,-,64.10,-,44.83,-,94.96,-,94.26,-,95.96,-,5.04,-,5.74,-,4.04,-
2003M01,"22,461",0.51,"11,452",0.37,"11,009",0.64,"17,488",1.10,"8,686",0.97,"8,802",1.23,"10,028",0.69,"5,905",-0.01,"4,123",1.73,"9,524",0.81,"5,566",0.24,"3,958",1.63,504,-1.50,339,-3.97,165,4.02,77.86,-,75.84,-,79.96,-,44.65,-,51.56,-,37.45,-,57.34,-,67.99,-,46.84,-,42.40,-,48.60,-,35.96,-,54.46,-,64.08,-,44.97,-,94.97,-,94.25,-,96.00,-,5.03,-,5.75,-,4.00,-
2003M02,"22,466",0.50,"11,454",0.37,"11,012",0.63,"17,501",1.09,"8,691",0.96,"8,810",1.21,"10,019",0.91,"5,889",-0.10,"4,130",2.39,"9,500",0.85,"5,542",0.02,"3,959",2.05,518,1.96,347,-1.98,171,10.99,77.90,-,75.88,-,80.00,-,44.59,-,51.41,-,37.50,-,57.24,-,67.75,-,46.88,-,42.29,-,48.38,-,35.95,-,54.28,-,63.76,-,44.94,-,94.83,-,94.11,-,95.86,-,5.17,-,5.89,-,4.14,-
2003M03,"22,472",0.49,"11,455",0.36,"11,016",0.62,"17,515",1.07,"8,697",0.92,"8,818",1.21,"10,023",0.95,"5,880",-0.01,"4,143",2.34,"9,514",1.04,"5,544",0.22,"3,970",2.19,509,-0.71,336,-3.71,173,5.67,77.94,-,75.92,-,80.04,-,44.60,-,51.33,-,37.61,-,57.23,-,67.61,-,46.98,-,42.34,-,48.40,-,36.04,-,54.32,-,63.75,-,45.02,-,94.92,-,94.29,-,95.82,-,5.08,-,5.71,-,4.18,-
2003M04,"22,477",0.46,"11,457",0.34,"11,020",0.59,"17,529",1.04,"8,703",0.90,"8,826",1.18,"10,028",0.93,"5,883",0.05,"4,145",2.21,"9,535",1.00,"5,561",0.42,"3,974",1.82,493,-0.38,322,-5.96,171,12.12,77.99,-,75.96,-,80.09,-,44.61,-,51.35,-,37.61,-,57.21,-,67.60,-,46.96,-,42.42,-,48.54,-,36.06,-,54.40,-,63.90,-,45.02,-,95.08,-,94.53,-,95.87,-,4.92,-,5.47,-,4.13,-
2003M05,"22,481",0.44,"11,458",0.32,"11,023",0.57,"17,542",1.03,"8,709",0.89,"8,833",1.16,"10,022",0.72,"5,881",0.00,"4,141",1.75,"9,523",0.75,"5,551",0.27,"3,972",1.43,499,0.04,330,-4.33,169,9.87,78.03,-,76.01,-,80.14,-,44.58,-,51.33,-,37.56,-,57.13,-,67.53,-,46.88,-,42.36,-,48.45,-,36.03,-,54.28,-,63.74,-,44.96,-,95.02,-,94.38,-,95.92,-,4.98,-,5.62,-,4.08,-
2003M06,"22,486",0.43,"11,460",0.31,"11,026",0.55,"17,558",1.02,"8,716",0.89,"8,842",1.16,"10,054",0.91,"5,900",0.13,"4,153",2.03,"9,542",0.93,"5,564",0.36,"3,977",1.73,512,0.53,336,-3.48,176,9.21,78.08,-,76.06,-,80.19,-,44.71,-,51.49,-,37.67,-,57.26,-,67.70,-,46.97,-,42.43,-,48.56,-,36.07,-,54.35,-,63.84,-,44.98,-,94.91,-,94.31,-,95.76,-,5.09,-,5.69,-,4.24,-
2003M07,"22,493",0.41,"11,462",0.30,"11,031",0.54,"17,575",1.03,"8,723",0.89,"8,851",1.17,"10,115",1.24,"5,924",0.31,"4,191",2.58,"9,593",1.32,"5,596",0.76,"3,997",2.12,522,-0.22,328,-6.72,194,13.14,78.14,-,76.11,-,80.25,-,44.97,-,51.69,-,37.99,-,57.55,-,67.91,-,47.35,-,42.65,-,48.82,-,36.24,-,54.58,-,64.15,-,45.16,-,94.84,-,94.46,-,95.38,-,5.16,-,5.54,-,4.62,-
2003M08,"22,498",0.40,"11,464",0.29,"11,034",0.52,"17,593",1.05,"8,732",0.91,"8,861",1.18,"10,142",1.32,"5,934",0.38,"4,208",2.68,"9,613",1.47,"5,602",0.83,"4,011",2.38,529,-1.29,332,-6.55,196,9.10,78.20,-,76.17,-,80.31,-,45.08,-,51.76,-,38.13,-,57.65,-,67.96,-,47.48,-,42.73,-,48.86,-,36.35,-,54.64,-,64.16,-,45.27,-,94.79,-,94.40,-,95.33,-,5.21,-,5.60,-,4.67,-
2003M09,"22,505",0.39,"11,466",0.28,"11,039",0.51,"17,610",1.06,"8,740",0.94,"8,870",1.18,"10,094",1.21,"5,905",0.10,"4,189",2.80,"9,584",1.49,"5,585",0.68,"3,999",2.64,510,-3.89,320,-9.04,190,6.24,78.25,-,76.22,-,80.36,-,44.85,-,51.50,-,37.95,-,57.32,-,67.56,-,47.23,-,42.59,-,48.71,-,36.23,-,54.42,-,63.90,-,45.08,-,94.95,-,94.58,-,95.46,-,5.05,-,5.42,-,4.54,-
2003M10,"22,515",0.38,"11,470",0.27,"11,045",0.50,"17,629",1.07,"8,749",0.95,"8,881",1.19,"10,109",1.28,"5,912",0.31,"4,197",2.68,"9,612",1.70,"5,600",0.94,"4,012",2.78,497,-6.18,312,-9.75,185,0.54,78.30,-,76.27,-,80.41,-,44.90,-,51.54,-,38.00,-,57.34,-,67.58,-,47.26,-,42.69,-,48.82,-,36.32,-,54.52,-,64.01,-,45.17,-,95.08,-,94.72,-,95.59,-,4.92,-,5.28,-,4.41,-
2003M11,"22,524",0.37,"11,474",0.26,"11,050",0.49,"17,649",1.09,"8,758",0.97,"8,892",1.21,"10,131",1.29,"5,917",0.28,"4,214",2.75,"9,654",1.84,"5,614",1.03,"4,040",2.98,477,-8.59,303,-11.84,174,-2.33,78.36,-,76.33,-,80.47,-,44.98,-,51.57,-,38.13,-,57.40,-,67.57,-,47.39,-,42.86,-,48.93,-,36.56,-,54.70,-,64.11,-,45.43,-,95.29,-,94.88,-,95.87,-,4.71,-,5.12,-,4.13,-
