期間,勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),勞動生產力指數_原始值,勞動生產力指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%),單位產出勞動成本指數_原始值,單位產出勞動成本指數_年增率(%)
1983M03,22.94,5.52,58.68,3.27,46.11,8.67,14.51,-16.47,23.10,5.77,77.92,3.67,71.15,6.91,42.80,0.73,243.92,-9.38,133.56,25.95,197.09,-5.10,43.63,12.45,52.64,-17.80,24.33,16.08,15.99,18.53,27.72,5.32,40.18,12.55,55.40,7.24,46.55,8.66,32.22,-9.49,29.57,31.42,76.73,-9.99,9.32,-8.36,16.35,19.52,25.30,21.87,40.85,1.14,48.32,-19.51,47.02,4.63,73.32,21.25,42.91,-4.47,18.67,-3.11,22.27,6.40,92.84,1.13,42.88,-10.39,34.70,-14.87,221.61,14.47,91.81,1.47,31.08,5.89,33.19,7.20,62.43,6.32,9.63,13.56,15.09,-13.43,12.24,14.82,69.91,-7.02,53.73,32.67,81.49,-7.38,113.14,-11.88,73.86,7.97,54.08,-11.55,56.24,7.47,50.60,-3.42,77.54,19.29,69.78,-21.58,39.93,27.04,183.94,12.47,107.72,-5.65,89.54,-13.23,66.11,9.25,56.21,21.09,51.86,2.82,38.16,-11.97,45.34,18.85,89.14,5.23,51.05,3.07
1983M04,23.17,9.34,59.28,1.16,46.52,8.39,13.90,-26.10,23.26,9.56,76.79,23.95,73.29,9.24,44.81,15.43,256.35,-5.58,120.17,10.79,189.38,7.44,39.12,-7.84,50.38,-8.02,19.42,-8.40,14.49,13.29,26.37,7.90,38.89,13.12,60.44,30.57,46.76,14.83,36.29,0.97,30.61,32.22,83.46,4.65,9.29,-11.27,16.94,22.75,26.02,13.43,49.21,7.87,47.70,-10.69,53.25,17.94,73.50,11.92,46.36,7.59,21.48,7.78,22.93,12.02,93.99,-1.03,42.84,-10.25,34.36,-14.44,239.89,22.93,93.28,-0.49,33.08,-9.54,32.11,-0.22,60.36,-6.19,9.20,12.88,17.54,1.56,13.08,5.40,82.98,16.01,57.10,21.05,102.22,9.84,125.32,-13.06,78.02,4.28,59.40,-7.69,52.99,-3.86,54.19,-3.73,70.21,7.22,69.29,-20.33,36.30,6.95,175.88,9.02,96.10,-15.35,89.09,-5.09,57.32,5.10,57.69,11.46,49.80,-2.47,41.06,1.61,43.99,10.36,83.63,-4.68,48.06,-1.68
1983M05,23.48,7.56,59.97,12.01,47.38,17.98,19.05,21.03,23.48,7.66,69.09,20.83,87.17,32.60,42.47,2.98,253.20,-10.32,142.16,25.84,185.42,-2.04,38.91,-5.90,53.44,-4.13,21.81,-3.24,16.79,19.59,29.72,13.91,39.28,9.94,63.35,6.92,45.81,13.39,38.44,10.56,28.27,19.89,87.75,2.85,9.39,-5.44,16.92,23.77,26.01,5.39,45.80,2.69,48.11,-15.60,55.59,24.20,61.43,-11.19,42.40,3.14,22.46,8.50,23.16,5.90,92.93,-0.89,42.42,-11.77,33.76,-18.57,176.66,-9.66,92.56,-0.57,37.53,-7.20,26.36,-19.22,62.16,1.59,9.59,21.09,14.48,-14.62,13.51,12.49,79.37,2.43,53.61,16.98,87.43,1.82,108.43,-16.48,68.52,-0.78,57.26,-5.37,48.34,2.48,55.40,-4.73,66.53,-1.67,75.01,-11.38,35.00,6.94,181.60,3.77,96.49,-15.67,90.84,-0.06,62.19,4.42,56.57,14.19,48.97,-3.79,48.85,25.35,47.57,10.17,79.73,-2.95,45.16,-2.99
1983M06,23.73,11.30,57.39,9.69,44.84,13.55,19.01,14.45,23.68,11.59,66.08,23.31,88.61,26.35,42.77,8.22,279.47,-1.74,134.92,25.00,178.57,-3.32,41.80,12.34,49.36,-22.66,22.86,7.93,16.57,24.31,30.82,9.25,39.11,8.10,60.11,18.68,48.64,20.93,39.45,18.15,28.50,24.45,78.19,0.66,9.70,1.46,18.04,28.22,25.40,3.89,47.05,6.50,45.80,-2.90,54.65,19.85,80.42,5.62,41.17,1.45,23.27,9.20,22.97,6.15,93.43,-4.32,44.92,-9.44,36.34,-13.46,177.67,-8.27,92.84,-4.67,40.95,-3.85,28.22,-9.26,61.97,-3.71,8.73,9.26,15.30,-16.16,14.36,18.68,75.27,-13.16,62.01,46.63,82.67,-9.66,113.29,-19.06,67.81,1.28,57.23,-8.06,50.53,-9.62,53.40,-9.87,65.73,-10.58,78.38,-14.22,37.62,3.69,164.78,-10.36,96.53,-13.78,100.23,8.98,59.73,-0.78,61.77,-3.24,48.00,-10.88,37.57,3.99,49.57,11.59,96.64,18.80,57.19,-4.35
1983M07,22.56,8.36,58.98,17.26,46.00,21.79,19.41,32.58,22.29,7.94,65.51,14.63,69.77,0.52,40.59,4.34,251.40,-1.45,122.53,20.13,161.12,-0.78,38.91,-2.53,43.38,-20.91,22.51,-6.67,16.45,33.63,29.20,8.59,32.10,-6.36,46.50,-4.26,43.31,17.91,39.37,20.62,30.22,22.30,73.40,-6.90,9.54,-3.25,17.49,22.05,23.16,-4.49,43.22,10.91,41.06,-16.24,53.69,28.51,65.17,0.51,37.49,0.24,25.89,14.86,25.17,6.65,96.58,0.44,44.01,-12.10,34.54,-19.24,181.39,-13.99,97.57,1.31,41.79,5.16,32.79,10.40,66.67,2.07,9.60,9.59,16.56,-8.20,15.78,20.09,78.49,5.07,70.45,45.89,77.86,6.76,114.40,-17.98,71.40,5.31,70.26,11.51,61.24,9.85,58.63,-4.00,65.75,-9.22,69.85,-11.54,41.09,18.69,172.06,-1.90,96.82,-12.09,108.00,16.88,65.62,4.06,64.55,8.62,47.07,-15.92,45.10,10.62,53.04,16.24,66.94,-10.78,42.84,-6.61
1983M08,22.42,10.50,56.48,13.53,41.84,11.96,18.41,24.56,22.24,11.09,62.70,14.48,73.67,5.89,40.21,5.65,251.35,1.99,108.03,9.58,159.76,3.46,34.94,1.39,47.51,-15.79,26.08,15.19,14.03,33.75,29.18,7.52,37.73,5.48,54.57,11.55,39.57,4.85,38.92,17.26,30.57,29.70,74.47,2.20,9.65,-6.85,19.26,28.40,20.91,-8.45,43.38,12.88,49.10,-0.55,54.55,23.89,72.48,-4.99,43.90,27.06,23.83,5.49,23.21,-1.40,95.52,-3.60,46.76,-6.52,38.46,-9.27,193.81,-7.78,96.06,-3.69,39.72,-4.10,31.16,-0.13,65.39,-2.20,9.76,5.86,18.39,-5.30,15.47,7.80,86.31,-2.60,60.18,30.54,72.41,-15.24,132.71,-18.54,71.78,2.53,57.94,-5.82,53.96,-4.19,62.71,5.41,66.33,-7.41,67.98,-19.84,40.39,7.62,169.23,2.74,86.15,-10.22,113.52,22.16,64.96,0.06,53.69,-7.00,47.07,-11.67,40.51,11.97,44.74,-10.11,69.29,-5.42,43.63,-4.86
1983M09,23.43,9.49,58.74,16.90,43.54,14.67,16.08,2.42,23.31,9.75,67.28,16.64,86.35,19.24,42.79,15.31,264.05,1.45,108.59,7.69,158.73,-6.29,40.74,-2.40,54.66,-1.66,28.28,17.39,15.88,19.13,28.06,2.07,39.20,9.28,54.36,0.09,43.20,12.53,38.58,7.41,33.38,40.78,80.25,4.46,9.64,-1.43,18.86,14.37,20.46,-1.63,43.53,7.96,54.59,19.14,57.48,19.80,82.88,16.45,43.28,6.29,23.62,9.96,25.55,5.23,98.17,1.00,46.50,-11.93,37.94,-14.88,232.27,9.22,97.92,0.81,41.00,-0.68,30.94,-2.98,65.96,-4.53,9.44,8.26,19.36,-0.56,15.99,19.69,81.18,3.98,56.83,12.31,72.80,-11.54,128.17,-5.87,84.23,15.05,61.38,-9.44,57.44,10.14,59.93,0.07,71.03,3.59,70.10,-19.50,39.74,9.24,185.77,1.85,95.48,5.21,118.28,16.44,67.78,6.29,50.68,-22.39,50.64,-3.67,37.67,-2.81,47.91,6.28,95.87,19.43,46.94,-6.38
1983M10,23.92,8.68,63.38,13.58,47.54,16.09,18.29,-1.98,23.78,8.73,66.52,9.99,88.89,14.34,42.06,4.97,247.92,-5.76,112.20,5.26,165.11,0.97,42.32,0.98,51.51,-4.72,29.80,8.05,17.57,20.42,31.71,9.23,41.42,9.98,54.31,-3.81,43.69,11.45,40.91,10.18,35.21,45.80,84.21,11.82,9.68,1.89,18.16,4.91,20.10,5.29,46.21,9.76,51.89,-0.84,67.32,26.42,72.00,0.32,42.74,17.48,25.38,17.34,27.27,7.49,98.38,-1.18,44.06,-11.70,35.68,-16.87,206.42,9.56,98.70,-0.63,47.53,0.04,28.49,-8.42,68.03,0.68,10.29,16.40,18.69,-1.01,16.05,12.63,85.25,3.07,61.32,21.81,67.59,-11.99,117.54,-8.40,76.82,7.16,60.29,-4.60,59.13,17.18,62.94,1.27,70.03,0.88,67.17,-25.75,38.54,-1.66,185.96,-6.12,101.10,5.30,124.53,2.99,67.92,3.47,55.23,-4.87,41.20,-18.42,44.25,7.69,50.74,4.62,75.39,-12.49,43.82,-3.86
1983M11,22.88,9.47,64.90,13.96,48.12,12.80,19.42,21.76,22.96,10.17,65.90,11.71,80.65,5.22,42.20,8.46,211.79,-16.42,115.93,11.60,172.32,5.95,39.48,8.28,56.66,9.21,28.38,26.25,15.93,11.24,32.00,18.91,38.56,7.95,62.14,26.79,46.08,18.49,37.81,-0.58,29.37,26.54,78.62,6.10,9.73,6.81,17.64,3.10,19.71,13.73,45.92,15.29,51.93,-8.97,67.79,36.89,67.75,13.31,44.47,31.53,20.43,10.73,24.32,3.67,98.01,-2.49,44.06,-8.19,35.68,-13.82,202.92,-3.33,97.35,-2.65,41.81,-4.11,28.50,-1.93,65.69,-2.00,11.77,32.69,17.60,-7.61,14.79,2.00,84.51,-4.50,52.96,-0.54,63.92,-29.04,125.65,1.40,68.20,-10.06,60.67,-4.65,50.36,-14.44,58.03,-4.54,70.81,7.19,75.45,-14.99,39.24,2.43,178.63,-8.31,97.07,7.77,120.28,-5.88,66.30,-1.03,49.56,-2.67,40.00,-24.33,43.87,-5.33,47.15,-7.71,84.03,-7.65,44.30,-3.80
1983M12,23.25,0.91,68.85,15.04,50.07,12.64,20.23,20.06,23.41,0.86,72.35,0.31,82.38,13.63,44.48,6.85,255.21,-16.88,119.05,-3.11,178.23,0.50,48.71,7.46,60.04,0.64,21.90,-13.71,16.46,11.74,32.05,31.46,40.78,17.12,56.95,5.99,47.98,17.66,39.20,5.55,31.44,16.88,82.19,2.49,10.02,9.87,17.07,-8.42,22.21,0.63,51.01,9.28,52.74,-5.62,61.58,29.61,71.54,5.28,40.03,-4.44,20.77,16.55,23.06,3.32,98.68,6.99,42.43,-9.10,35.11,-12.33,195.47,-4.68,97.70,7.52,35.35,6.00,33.31,-12.71,63.14,1.81,9.81,34.20,17.40,8.61,14.67,-4.62,69.24,0.36,52.17,23.30,92.14,18.83,123.56,-6.91,84.99,-5.68,65.62,-8.02,55.20,0.64,55.17,-3.41,69.88,3.02,72.78,-5.65,38.10,3.39,179.78,-9.03,107.14,29.27,116.92,12.53,59.00,4.68,52.25,-1.45,44.41,-16.38,42.66,5.33,53.44,21.07,87.17,-5.07,45.58,-0.78
1984M01,24.37,7.07,70.14,14.98,52.07,11.55,18.68,10.14,24.63,7.79,88.03,10.15,86.37,0.75,41.32,1.27,347.60,50.38,139.99,10.13,174.53,-1.41,54.98,54.26,60.10,-0.46,22.22,-14.70,16.72,8.43,33.74,10.12,32.17,-0.92,53.08,-4.94,44.00,4.12,43.62,20.20,28.34,11.75,84.52,-9.49,10.23,15.20,16.76,4.55,25.23,14.37,46.24,9.52,53.58,-0.72,58.55,40.51,76.82,-0.79,39.95,-5.96,21.29,7.53,23.95,8.13,109.13,11.11,45.50,-1.13,33.72,-11.40,267.40,26.81,107.94,11.04,30.86,2.49,54.93,71.76,82.10,24.94,8.27,-16.46,19.16,23.06,17.17,18.01,70.63,-18.53,60.46,24.94,97.17,18.72,170.63,33.72,82.15,8.78,103.51,34.88,66.27,25.11,58.18,-0.33,79.66,13.90,78.90,-12.97,39.06,14.81,219.03,-3.85,128.97,4.77,125.25,14.39,66.51,-0.25,76.25,25.47,62.08,-9.83,42.71,13.89,58.17,26.81,90.31,-2.03,75.41,42.18
1984M02,22.77,-0.87,64.08,13.58,56.80,8.73,19.39,52.56,22.86,-0.87,77.89,-0.29,80.57,8.26,42.13,5.33,218.97,1.66,113.12,-3.61,156.32,-13.09,35.05,8.95,49.65,-19.22,24.20,2.20,17.52,1.51,27.74,-1.14,32.73,-8.24,62.77,0.29,42.70,0.57,36.61,7.42,28.17,-1.23,74.09,-14.07,9.39,9.57,16.49,0.79,22.94,1.96,43.93,-1.41,51.85,6.34,57.19,34.19,62.44,-28.65,37.71,-16.83,20.24,12.07,24.82,-1.66,114.17,-5.49,46.32,-10.91,31.50,-7.52,222.09,-33.89,113.58,-5.55,38.32,3.90,34.56,-49.79,80.71,-9.32,13.31,-3.83,23.29,8.43,17.50,-0.40,113.61,-7.86,61.90,-1.39,83.78,-15.98,134.73,-2.19,86.57,-13.69,86.88,-2.74,60.64,-6.39,65.03,-11.91,88.59,-15.85,80.07,-5.94,46.96,0.88,222.27,-6.02,123.43,4.10,124.96,-11.93,71.29,-13.24,70.03,-3.94,52.37,-33.38,54.74,29.93,69.50,24.55,103.13,-10.92,53.35,-8.24
1984M03,23.67,3.18,68.11,16.07,51.58,11.86,19.53,34.60,23.83,3.16,81.49,4.58,68.16,-4.20,43.02,0.51,290.64,19.15,125.54,-6.00,186.12,-5.57,40.27,-7.70,60.28,14.51,24.41,0.33,15.87,-0.75,32.00,15.44,41.57,3.46,54.95,-0.81,45.16,-2.99,37.72,17.07,28.46,-3.75,80.15,4.46,10.40,11.59,17.12,4.71,25.85,2.17,47.31,15.81,51.13,5.82,58.79,25.03,81.28,10.86,40.17,-6.39,20.71,10.93,23.07,3.59,97.84,5.39,40.57,-5.39,32.85,-5.33,189.31,-14.58,97.13,5.79,34.00,9.40,35.33,6.45,70.23,12.49,9.43,-2.08,18.73,24.12,13.63,11.36,82.71,18.31,47.14,-12.27,84.72,3.96,132.07,16.73,63.32,-14.27,58.07,7.38,59.03,4.96,53.33,5.40,76.52,-1.32,71.66,2.69,37.00,-7.34,188.89,2.69,108.93,1.12,103.96,16.10,58.37,-11.71,61.86,10.05,44.73,-13.75,36.47,-4.43,52.94,16.76,84.28,-5.45,53.96,5.70
1984M04,23.21,0.17,66.45,12.10,48.89,5.09,22.07,58.78,23.32,0.26,65.40,-14.83,69.55,-5.10,44.35,-1.03,269.71,5.21,119.58,-0.49,193.05,1.94,43.03,9.99,55.69,10.54,25.20,29.76,15.55,7.32,31.54,19.61,42.51,9.31,51.62,-14.59,44.84,-4.11,37.42,3.11,31.48,2.84,72.57,-13.05,10.27,10.55,16.11,-4.90,27.42,5.38,49.70,1.00,54.05,13.31,56.15,5.45,72.44,-1.44,40.18,-13.33,22.42,4.38,24.78,8.07,102.52,9.08,42.01,-1.94,34.55,0.55,171.39,-28.55,101.97,9.32,44.84,35.55,31.77,-1.06,69.54,15.21,9.79,6.41,20.59,17.39,13.04,-0.31,82.24,-0.89,52.74,-7.64,83.54,-18.27,139.67,11.45,66.43,-14.86,61.93,4.26,64.59,21.89,61.41,13.32,78.08,11.21,67.13,-3.12,42.03,15.79,186.90,6.27,114.15,18.78,100.30,12.58,58.20,1.54,60.49,4.85,47.57,-4.48,44.25,7.77,54.74,24.44,83.21,-0.50,50.69,5.47
1984M05,23.44,-0.17,66.67,11.17,50.01,5.55,20.36,6.88,23.57,0.38,58.36,-15.53,68.04,-21.95,41.88,-1.39,281.45,11.16,145.49,2.34,179.70,-3.08,36.42,-6.40,58.67,9.79,27.72,27.10,16.20,-3.51,33.14,11.51,43.60,11.00,56.42,-10.94,44.16,-3.60,37.13,-3.41,30.16,6.69,69.73,-20.54,10.23,8.95,16.18,-4.37,28.17,8.30,48.63,6.18,52.24,8.58,57.50,3.44,76.32,24.24,39.99,-5.68,21.91,-2.45,22.31,-3.67,99.03,6.56,42.44,0.05,34.30,1.60,188.00,6.42,98.50,6.42,47.89,27.60,32.40,22.91,71.92,15.70,9.40,-1.98,16.53,14.16,13.95,3.26,94.33,18.85,56.19,4.81,65.58,-24.99,129.50,19.43,62.32,-9.05,55.18,-3.63,64.76,33.97,59.78,7.91,78.64,18.20,66.05,-11.95,42.61,21.74,180.71,-0.49,106.51,10.38,95.18,4.78,57.07,-8.23,59.56,5.29,51.48,5.13,39.73,-18.67,53.07,11.56,76.73,-3.76,46.23,2.37
1984M06,23.06,-2.82,62.65,9.17,47.17,5.20,19.50,2.58,23.00,-2.87,54.92,-16.89,69.65,-21.40,40.47,-5.38,261.03,-6.60,138.38,2.56,181.98,1.91,34.42,-17.66,59.50,20.54,24.50,7.17,17.14,3.44,32.85,6.59,42.65,9.05,54.23,-9.78,46.52,-4.36,36.42,-7.68,30.96,8.63,77.12,-1.37,10.03,3.40,16.57,-8.15,26.91,5.94,50.47,7.27,45.68,-0.26,55.89,2.27,71.47,-11.13,38.07,-7.53,25.93,11.43,24.69,7.49,101.69,8.84,44.70,-0.49,36.62,0.77,188.94,6.34,101.40,9.22,52.43,28.03,34.61,22.64,74.66,20.48,10.18,16.61,17.43,13.92,14.18,-1.25,103.67,37.73,50.83,-18.03,90.54,9.52,135.49,19.60,66.21,-2.36,61.06,6.69,60.53,19.79,56.90,6.55,81.40,23.84,64.63,-17.54,38.73,2.95,178.50,8.33,110.21,14.17,97.22,-3.00,53.77,-9.98,62.95,1.91,47.28,-1.50,42.39,12.83,57.06,15.11,93.06,-3.70,61.80,8.06
1984M07,22.85,1.29,56.79,-3.71,41.70,-9.35,19.53,0.62,22.71,1.88,61.81,-5.65,61.38,-12.03,39.60,-2.44,280.42,11.54,118.65,-3.17,155.81,-3.30,33.75,-13.26,59.43,37.00,27.61,22.66,16.62,1.03,33.07,13.25,40.92,27.48,52.61,13.14,44.25,2.17,36.56,-7.14,28.77,-4.80,78.22,6.57,10.09,5.77,15.11,-13.61,25.32,9.33,45.84,6.06,45.11,9.86,62.36,16.15,66.93,2.70,40.54,8.14,25.15,-2.86,25.12,-0.20,103.81,7.49,48.75,10.77,40.53,17.34,190.71,5.14,102.71,5.27,44.92,7.49,38.53,17.51,76.52,14.77,9.51,-0.94,19.90,20.17,16.12,2.15,103.44,31.79,53.57,-23.96,81.73,4.97,129.74,13.41,65.90,-7.70,57.39,-18.32,61.88,1.05,59.42,1.35,78.84,19.91,73.01,4.52,38.19,-7.06,202.42,17.65,116.86,20.70,102.27,-5.31,62.73,-4.40,67.64,4.79,42.23,-10.28,46.50,3.10,52.20,-1.58,140.13,109.34,44.31,3.43
1984M08,22.34,-0.36,59.45,5.26,45.99,9.92,17.69,-3.91,22.22,-0.09,59.97,-4.35,64.98,-11.80,37.84,-5.89,242.48,-3.53,117.74,8.99,150.01,-6.10,38.68,10.70,55.20,16.19,26.76,2.61,16.19,15.40,32.39,11.00,37.90,0.45,52.86,-3.13,43.49,9.91,35.90,-7.76,29.52,-3.43,75.09,0.83,10.04,4.04,16.31,-15.32,23.72,13.44,44.47,2.51,43.76,-10.88,62.04,13.73,67.16,-7.34,38.55,-12.19,24.14,1.30,24.95,7.50,102.53,7.34,45.74,-2.18,36.65,-4.71,203.27,4.88,103.14,7.37,45.67,14.98,35.95,15.37,79.06,20.91,10.59,8.50,19.36,5.27,16.98,9.76,90.30,4.62,51.11,-15.07,81.85,13.04,134.51,1.36,65.48,-8.78,64.30,10.98,58.53,8.47,59.40,-5.28,81.03,22.16,68.16,0.26,40.01,-0.94,184.91,9.27,108.77,26.26,109.36,-3.66,64.55,-0.63,72.74,35.48,41.95,-10.88,44.92,10.89,53.10,18.69,72.72,4.95,44.81,2.70
1984M09,22.52,-3.88,61.27,4.31,46.52,6.84,20.99,30.53,22.33,-4.20,62.00,-7.85,69.46,-19.56,40.14,-6.19,237.38,-10.10,110.58,1.83,156.86,-1.18,38.69,-5.03,56.40,3.18,25.19,-10.93,17.06,7.43,30.48,8.62,39.48,0.71,58.04,6.77,46.26,7.08,38.76,0.47,29.83,-10.64,79.10,-1.43,9.06,-6.02,16.42,-12.94,22.59,10.41,47.40,8.89,41.82,-23.39,63.03,9.66,64.67,-21.97,37.21,-14.02,27.31,15.62,28.38,11.08,111.36,13.44,46.85,0.75,37.35,-1.56,186.30,-19.79,111.60,13.97,51.81,26.37,42.17,36.30,79.65,20.76,11.30,19.70,22.27,15.03,17.53,9.63,95.11,17.16,60.85,7.07,100.41,37.93,135.55,5.76,78.68,-6.59,65.77,7.15,56.91,-0.92,60.30,0.62,82.40,16.01,74.09,5.69,39.83,0.23,224.20,20.69,120.12,25.81,128.58,8.71,63.39,-6.48,86.20,70.09,46.16,-8.85,49.59,31.64,59.00,23.15,101.97,6.36,58.38,24.37
1984M10,22.44,-6.19,65.20,2.87,47.83,0.61,25.12,37.34,22.31,-6.18,65.59,-1.40,79.50,-10.56,41.32,-1.76,236.51,-4.60,111.96,-0.21,155.77,-5.66,36.34,-14.13,52.79,2.48,23.09,-22.52,16.84,-4.15,30.89,-2.59,38.89,-6.11,61.13,12.56,46.37,6.13,38.62,-5.60,29.96,-14.91,73.05,-13.25,8.85,-8.57,17.32,-4.63,22.79,13.38,48.11,4.11,46.10,-11.16,58.21,-13.53,65.33,-9.26,39.98,-6.46,25.07,-1.22,27.18,-0.33,111.01,12.84,44.75,1.57,37.35,4.68,153.31,-25.73,111.68,13.15,53.10,11.72,33.68,18.22,79.08,16.24,11.61,12.83,22.06,18.03,17.71,10.34,100.68,18.10,57.82,-5.71,114.54,69.46,132.36,12.61,73.71,-4.05,65.41,8.49,54.40,-8.00,59.20,-5.94,83.13,18.71,73.31,9.14,43.84,13.75,228.01,22.61,110.08,8.88,121.59,-2.36,63.31,-6.79,72.53,31.32,48.76,18.35,50.24,13.54,56.54,11.43,79.20,5.05,44.98,2.65
1984M11,22.33,-2.40,65.73,1.28,48.25,0.27,26.65,37.23,22.36,-2.61,63.81,-3.17,76.77,-4.81,41.26,-2.23,216.11,2.04,114.45,-1.28,164.47,-4.56,33.56,-14.99,61.29,8.17,20.09,-29.21,16.49,3.52,32.90,2.81,38.00,-1.45,65.25,5.00,49.70,7.86,38.31,1.32,29.57,0.68,79.72,1.40,8.58,-11.82,17.67,0.17,21.92,11.21,48.08,4.70,46.78,-9.92,59.47,-12.27,63.99,-5.55,41.92,-5.73,22.60,10.62,24.77,1.85,109.29,11.51,44.13,0.16,36.91,3.45,144.57,-28.76,109.09,12.06,48.16,15.19,32.52,14.11,76.43,16.35,12.31,4.59,21.31,21.08,17.01,15.01,108.91,28.87,48.81,-7.84,112.14,75.44,139.71,11.19,68.63,0.63,64.82,6.84,50.17,-0.38,54.67,-5.79,82.81,16.95,72.55,-3.84,39.40,0.41,234.32,31.18,108.33,11.60,126.03,4.78,63.04,-4.92,70.30,41.85,47.14,17.85,51.07,16.41,51.66,9.57,85.41,1.64,47.88,8.08
1984M12,23.38,0.56,65.68,-4.60,49.05,-2.04,21.77,7.61,23.52,0.47,72.39,0.06,74.83,-9.16,43.51,-2.18,256.80,0.62,127.18,6.83,175.75,-1.39,38.69,-20.57,67.02,11.63,20.26,-7.49,16.47,0.06,29.65,-7.49,41.25,1.15,63.85,12.12,54.82,14.26,39.62,1.07,32.28,2.67,85.21,3.67,9.01,-10.08,17.08,0.06,24.18,8.87,49.13,-3.69,40.04,-24.08,61.27,-0.50,74.51,4.15,40.29,0.65,22.00,5.92,24.96,8.24,109.20,10.66,44.28,4.36,36.36,3.56,178.18,-8.85,107.94,10.48,41.25,16.69,40.39,21.25,74.21,17.53,10.73,9.38,20.02,15.06,16.23,10.63,94.80,36.92,48.11,-7.78,110.07,19.46,152.41,23.35,86.80,2.13,57.14,-12.92,52.71,-4.51,50.81,-7.90,80.88,15.74,71.07,-2.35,38.23,0.34,228.92,27.33,119.84,11.85,114.47,-2.10,61.25,3.81,105.38,101.68,48.27,8.69,44.71,4.81,56.95,6.57,121.95,39.90,47.30,3.77
