期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--放款_原始值,資產--放款_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--企業及個人存款-計_原始值,負債與淨值--企業及個人存款-計_年增率(%),負債與淨值--企業及個人存款-支票存款_原始值,負債與淨值--企業及個人存款-支票存款_年增率(%),負債與淨值--企業及個人存款-活期存款_原始值,負債與淨值--企業及個人存款-活期存款_年增率(%),負債與淨值--企業及個人存款-活期儲蓄存款_原始值,負債與淨值--企業及個人存款-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-定期存款_原始值,負債與淨值--企業及個人存款-定期存款_年增率(%),負債與淨值--企業及個人存款-定期儲蓄存款_原始值,負債與淨值--企業及個人存款-定期儲蓄存款_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2010M11,"1,662,697",3.98,"711,681",3.42,"2,361",-33.47,-,-,773,-10.84,"19,440",-7.99,"27,857",6.39,"771,226",8.58,-,-,"16,721",2.26,"112,638",-15.01,"1,422,136",4.54,"6,969",7.65,"197,546",9.99,"451,631",10.65,"127,000",-0.28,"638,990",0.04,"63,434",-1.62,523,-32.60,-,-,"78,303",0.17,"98,301",3.22
2010M12,"1,674,812",3.89,"719,108",4.30,"2,735",-22.01,-,-,747,-12.63,"19,751",-7.63,"28,089",6.65,"778,279",7.58,-,-,"15,763",2.40,"110,340",-16.25,"1,436,028",4.40,"6,826",8.63,"202,387",10.55,"462,037",9.98,"126,791",-0.55,"637,987",-0.08,"64,275",-0.62,902,50.33,-,-,"78,314",-1.31,"95,293",3.55
2011M01,"1,660,567",2.86,"721,589",4.78,"2,102",-46.74,-,-,767,-5.66,"18,897",-10.48,"28,460",6.44,"757,691",4.90,-,-,"21,703",17.77,"109,358",-17.45,"1,434,241",4.10,"7,385",-3.46,"198,713",8.56,"462,706",9.94,"127,652",-0.05,"637,785",-0.10,"48,808",-20.89,"4,396",275.09,-,-,"77,150",-4.81,"95,972",3.36
2011M02,"1,676,314",3.67,"719,689",4.51,"1,994",-3.72,-,-,874,11.20,"20,521",7.89,"29,060",7.57,"772,673",5.01,-,-,"17,254",-9.44,"114,249",-8.36,"1,448,446",4.69,"7,765",10.80,"202,689",10.47,"469,669",10.49,"128,448",-0.10,"639,875",0.07,"48,855",-15.87,"1,250",201.20,-,-,"81,360",-0.82,"96,403",3.75
2011M03,"1,670,766",3.35,"723,477",5.06,"2,203",-39.43,-,-,886,3.99,"20,140",26.31,"29,164",8.34,"767,139",3.00,-,-,"16,636",1.91,"111,121",-7.10,"1,447,255",4.34,"6,672",7.25,"203,612",9.92,"465,889",9.11,"131,005",2.02,"640,077",-0.02,"46,886",-19.38,945,312.66,-,-,"78,815",0.99,"96,865",3.98
2011M04,"1,679,182",3.04,"724,367",5.02,"2,663",-17.66,-,-,856,-1.27,"19,665",18.88,"29,279",8.94,"771,913",2.77,-,-,"16,678",-1.39,"113,761",-8.48,"1,451,062",4.35,"8,456",34.56,"202,340",8.65,"467,638",8.76,"131,687",2.64,"640,941",0.17,"48,040",-21.29,533,47.65,-,-,"81,794",-2.43,"97,753",4.30
2011M05,"1,679,072",3.45,"727,222",5.05,"2,789",-13.22,-,-,622,-4.31,"20,309",37.40,"29,365",9.04,"771,765",3.00,-,-,"17,397",4.02,"109,603",-8.07,"1,449,739",4.54,"6,889",6.48,"204,424",9.83,"464,914",9.04,"132,201",3.35,"641,311",0.23,"49,498",-18.31,965,86.65,-,-,"80,047",-0.87,"98,823",4.61
2011M06,"1,686,027",2.92,"729,453",4.70,"3,064",1.42,-,-,700,-11.05,"19,557",-1.08,"29,486",6.32,"777,644",2.73,-,-,"16,290",-0.39,"109,833",-5.98,"1,453,557",4.12,"6,812",7.07,"205,493",8.62,"467,342",7.98,"131,399",2.70,"642,511",0.44,"52,305",-22.69,884,37.91,-,-,"79,700",0.79,"99,581",4.95
2011M07,"1,701,317",2.90,"730,852",4.43,"2,970",17.25,-,-,783,-7.67,"19,955",-2.05,"29,571",9.31,"787,822",2.79,-,-,"16,518",2.80,"112,846",-6.08,"1,465,621",4.06,"8,064",6.58,"207,537",8.49,"476,763",7.96,"130,108",1.40,"643,149",0.55,"52,218",-21.51,341,54.30,-,-,"82,817",0.57,"100,320",4.68
2011M08,"1,690,955",2.49,"734,336",4.49,"3,166",21.12,-,-,747,-9.56,"19,322",-1.45,"29,858",8.61,"777,744",1.84,-,-,"16,134",4.12,"109,648",-6.60,"1,458,855",3.52,"6,883",5.68,"206,705",7.09,"471,477",6.77,"130,120",1.01,"643,670",0.68,"50,603",-21.08,600,28.76,-,-,"79,581",0.20,"101,316",4.82
2011M09,"1,691,259",2.37,"737,144",4.70,"2,546",33.09,-,-,674,-14.25,"19,679",-1.64,"29,868",7.85,"773,445",0.88,-,-,"16,211",-0.31,"111,692",-2.61,"1,454,858",3.03,"6,753",3.72,"205,774",6.24,"468,575",5.60,"129,666",0.47,"644,090",0.78,"50,582",-21.69,730,8.63,-,-,"82,940",7.04,"102,149",4.99
2011M10,"1,690,186",1.70,"741,611",4.95,"2,204",18.49,-,-,873,13.38,"20,157",1.12,"29,873",7.77,"771,812",0.27,-,-,"16,533",7.50,"107,123",-10.72,"1,457,044",2.84,"7,229",-7.81,"206,460",6.56,"470,092",5.11,"128,960",0.20,"644,303",0.79,"51,674",-19.00,"1,170",60.94,-,-,"77,434",-6.34,"102,864",4.96
2011M11,"1,696,600",2.04,"744,338",4.59,"2,717",15.08,-,-,917,18.63,"19,729",1.49,"29,801",6.98,"774,267",0.39,-,-,"17,038",1.90,"107,793",-4.30,"1,459,349",2.62,"7,088",1.71,"208,816",5.71,"470,910",4.27,"128,125",0.89,"644,410",0.85,"52,955",-16.52,"1,523",191.20,-,-,"79,447",1.46,"103,326",5.11
2011M12,"1,714,064",2.34,"749,317",4.20,"3,742",36.82,-,-,797,6.69,"19,663",-0.45,"29,946",6.61,"784,623",0.82,-,-,"16,220",2.90,"109,756",-0.53,"1,471,770",2.49,"8,574",25.61,"211,053",4.28,"479,787",3.84,"128,039",0.98,"644,317",0.99,"55,370",-13.85,"1,611",78.60,-,-,"85,794",9.55,"99,519",4.43
2012M01,"1,714,636",3.26,"751,859",4.19,"3,130",48.91,-,-,723,-5.74,"19,165",1.42,"30,219",6.18,"778,459",2.74,-,-,"24,240",11.69,"106,841",-2.30,"1,478,581",3.09,"6,908",-6.46,"210,689",6.03,"486,866",5.22,"127,881",0.18,"646,237",1.33,"52,124",6.79,"2,255",-48.70,-,-,"81,373",5.47,"100,303",4.51
2012M02,"1,718,570",2.52,"751,181",4.38,"3,391",70.06,-,-,"1,117",27.80,"18,863",-8.08,"30,753",5.83,"787,191",1.88,-,-,"18,303",6.08,"107,771",-5.67,"1,481,147",2.26,"7,299",-6.00,"212,603",4.89,"484,572",3.17,"127,827",-0.48,"648,846",1.40,"52,749",7.97,"1,200",-4.00,-,-,"82,668",1.61,"100,806",4.57
2012M03,"1,724,039",3.19,"753,121",4.10,"3,418",55.15,-,-,"1,259",42.10,"19,685",-2.26,"30,687",5.22,"788,582",2.80,-,-,"16,786",0.90,"110,501",-0.56,"1,482,465",2.43,"7,795",16.83,"210,962",3.61,"486,797",4.49,"127,778",-2.46,"649,133",1.41,"53,299",13.68,"1,396",47.72,-,-,"85,785",8.84,"101,094",4.37
2012M04,"1,723,849",2.66,"755,204",4.26,"3,364",26.32,-,-,"1,076",25.70,"19,216",-2.28,"30,657",4.71,"786,300",1.86,-,-,"18,192",9.08,"109,840",-3.45,"1,480,138",2.00,"6,994",-17.29,"212,058",4.80,"484,578",3.62,"128,031",-2.78,"648,477",1.18,"53,743",11.87,"1,219",128.71,-,-,"86,861",6.19,"101,888",4.23
2012M05,"1,729,592",3.01,"760,911",4.63,"3,041",9.04,-,-,"1,060",70.42,"19,750",-2.75,"30,636",4.33,"786,318",1.89,-,-,"17,686",1.66,"110,190",0.54,"1,481,653",2.20,"6,624",-3.85,"213,287",4.34,"485,100",4.34,"128,765",-2.60,"647,877",1.02,"55,631",12.39,"1,677",73.78,-,-,"87,985",9.92,"102,646",3.87
2012M06,"1,743,503",3.41,"766,770",5.12,"3,274",6.85,-,-,897,28.14,"19,713",0.80,"30,678",4.04,"795,730",2.33,-,-,"16,064",-1.39,"110,377",0.50,"1,492,310",2.67,"8,368",22.84,"215,512",4.88,"492,417",5.37,"128,828",-1.96,"647,185",0.73,"58,404",11.66,"1,282",45.02,-,-,"88,260",10.74,"103,247",3.68
2012M07,"1,748,536",2.78,"771,626",5.58,"3,807",28.18,-,-,895,14.30,"18,893",-5.32,"30,871",4.40,"795,398",0.96,-,-,"17,581",6.44,"109,465",-3.00,"1,498,401",2.24,"6,687",-17.08,"217,651",4.87,"496,935",4.23,"128,585",-1.17,"648,543",0.84,"56,887",8.94,"1,428",318.77,-,-,"87,894",6.13,"103,926",3.59
2012M08,"1,750,739",3.54,"774,335",5.45,"3,613",14.12,-,-,953,27.58,"19,711",2.01,"31,109",4.19,"797,896",2.59,-,-,"16,608",2.94,"106,514",-2.86,"1,503,020",3.03,"6,641",-3.52,"219,150",6.02,"498,711",5.78,"128,667",-1.12,"649,851",0.96,"56,641",11.93,"1,496",149.33,-,-,"84,644",6.36,"104,938",3.57
2012M09,"1,758,028",3.95,"780,121",5.83,"3,439",35.07,-,-,965,43.18,"19,575",-0.53,"31,297",4.78,"795,298",2.83,-,-,"16,134",-0.47,"111,199",-0.44,"1,503,082",3.31,"8,115",20.17,"217,708",5.80,"499,573",6.62,"128,451",-0.94,"649,235",0.80,"57,263",13.21,"2,095",186.99,-,-,"89,992",8.50,"105,596",3.37
2012M10,"1,757,295",3.97,"786,235",6.02,"3,499",58.76,-,-,825,-5.50,"19,792",-1.81,"31,265",4.66,"788,749",2.19,-,-,"17,045",3.10,"109,885",2.58,"1,503,856",3.21,"6,966",-3.64,"219,676",6.40,"500,689",6.51,"127,917",-0.81,"648,608",0.67,"57,629",11.52,"1,882",60.85,-,-,"87,239",12.66,"106,689",3.72
2012M11,"1,768,586",4.24,"791,088",6.28,"3,497",28.71,-,-,955,4.14,"20,512",3.97,"31,342",5.17,"793,646",2.50,-,-,"16,869",-0.99,"110,677",2.68,"1,512,395",3.63,"7,125",0.52,"223,352",6.96,"505,499",7.35,"127,794",-0.26,"648,625",0.65,"57,961",9.45,"1,963",28.89,-,-,"89,238",12.32,"107,029",3.58
2012M12,"1,783,907",4.07,"800,046",6.77,"3,702",-1.07,-,-,948,18.95,"20,710",5.32,"31,640",5.66,"797,989",1.70,-,-,"16,226",0.04,"112,646",2.63,"1,527,082",3.76,"8,662",1.03,"226,122",7.14,"514,973",7.33,"127,554",-0.38,"649,771",0.85,"58,060",4.86,"1,943",20.61,-,-,"92,803",8.17,"104,019",4.52
2013M01,"1,735,176",1.20,"803,512",6.87,"4,662",48.95,-,-,"1,021",41.22,"19,199",0.18,"31,616",4.62,"785,051",0.85,-,-,"31,341",29.29,"58,774",-44.99,"1,531,025",3.55,"7,557",9.39,"226,929",7.71,"518,270",6.45,"127,835",-0.04,"650,434",0.65,"55,663",6.79,"2,469",9.49,-,-,"41,159",-49.42,"104,860",4.54
2013M02,"1,742,665",1.40,"804,784",7.14,"3,125",-7.84,-,-,914,-18.17,"21,478",13.86,"32,039",4.18,"798,153",1.39,-,-,"20,079",9.70,"62,093",-42.38,"1,538,542",3.88,"8,910",22.07,"226,390",6.48,"522,586",7.84,"128,515",0.54,"652,141",0.51,"54,388",3.11,"1,297",8.08,-,-,"43,290",-47.63,"105,148",4.31
2013M03,"1,745,336",1.24,"809,918",7.54,"3,605",5.47,-,-,"1,182",-6.12,"19,939",1.29,"32,069",4.50,"798,909",1.31,-,-,"17,429",3.83,"62,285",-43.63,"1,539,488",3.85,"8,594",10.25,"227,004",7.60,"522,516",7.34,"128,014",0.18,"653,360",0.65,"55,360",3.87,"1,442",3.30,-,-,"43,395",-49.41,"105,651",4.51
2013M04,"1,743,928",1.16,"815,815",8.03,"3,388",0.71,-,-,"1,027",-4.55,"19,049",-0.87,"32,226",5.12,"794,317",1.02,-,-,"18,660",2.57,"59,446",-45.88,"1,537,855",3.90,"7,480",6.95,"227,992",7.51,"523,458",8.02,"125,330",-2.11,"653,595",0.79,"56,357",4.86,"1,608",31.91,-,-,"41,989",-51.66,"106,119",4.15
2013M05,"1,757,156",1.59,"823,951",8.28,"3,436",12.99,-,-,"1,216",14.72,"19,315",-2.20,"32,295",5.42,"799,118",1.63,-,-,"17,903",1.23,"59,922",-45.62,"1,545,109",4.28,"7,175",8.32,"231,116",8.36,"526,039",8.44,"126,550",-1.72,"654,229",0.98,"59,133",6.30,"1,694",1.01,-,-,"44,067",-49.92,"107,153",4.39
2013M06,"1,772,183",1.64,"832,013",8.51,"3,993",21.96,-,-,"1,178",31.33,"18,576",-5.77,"32,474",5.85,"804,059",1.05,-,-,"17,021",5.96,"62,869",-43.04,"1,556,017",4.27,"8,992",7.46,"233,198",8.21,"531,412",7.92,"127,554",-0.99,"654,861",1.19,"61,549",5.38,"2,280",77.85,-,-,"44,164",-49.96,"108,173",4.77
2013M07,"1,774,798",1.50,"838,089",8.61,"3,724",-2.18,-,-,"1,250",39.66,"19,499",3.21,"32,812",6.29,"803,915",1.07,-,-,"17,749",0.96,"57,760",-47.23,"1,566,628",4.55,"7,460",11.56,"236,278",8.56,"539,107",8.49,"128,481",-0.08,"655,302",1.04,"56,517",-0.65,"2,023",41.67,-,-,"40,633",-53.77,"108,997",4.88
2013M08,"1,780,711",1.71,"844,104",9.01,"4,537",25.57,-,-,"1,136",19.20,"19,466",-1.24,"33,259",6.91,"800,438",0.32,-,-,"17,248",3.85,"60,523",-43.18,"1,568,323",4.34,"9,072",36.61,"234,432",6.97,"538,617",8.00,"130,608",1.51,"655,594",0.88,"56,694",0.09,"2,471",65.17,-,-,"43,468",-48.65,"109,755",4.59
2013M09,"1,782,485",1.39,"851,953",9.21,"4,093",19.02,-,-,"1,004",4.04,"19,551",-0.12,"33,444",6.86,"795,689",0.05,-,-,"18,109",12.24,"58,642",-47.26,"1,570,240",4.47,"7,858",-3.17,"236,305",8.54,"538,552",7.80,"132,141",2.87,"655,384",0.95,"56,297",-1.69,"2,738",30.69,-,-,"42,356",-52.93,"110,854",4.98
2013M10,"1,788,287",1.76,"857,242",9.03,"3,900",11.46,-,-,897,8.73,"21,090",6.56,"33,532",7.25,"795,291",0.83,-,-,"17,917",5.12,"58,418",-46.84,"1,573,637",4.64,"7,382",5.97,"237,948",8.32,"540,599",7.97,"132,752",3.78,"654,956",0.98,"56,938",-1.20,"3,703",96.76,-,-,"41,999",-51.86,"112,010",4.99
2013M11,"1,801,478",1.86,"866,296",9.51,"4,139",18.36,-,-,868,-9.11,"19,655",-4.18,"33,661",7.40,"796,867",0.41,-,-,"17,688",4.86,"62,304",-43.71,"1,580,974",4.53,"9,294",30.44,"239,117",7.06,"544,354",7.69,"132,597",3.76,"655,612",1.08,"57,507",-0.78,"4,515",130.01,-,-,"45,886",-48.58,"112,596",5.20
2013M12,"1,802,512",1.04,"876,467",9.55,"4,157",12.29,-,-,786,-17.09,"20,827",0.56,"33,882",7.09,"790,904",-0.89,-,-,"17,776",9.55,"57,713",-48.77,"1,588,623",4.03,"7,854",-9.33,"243,044",7.48,"548,970",6.60,"133,070",4.32,"655,685",0.91,"58,470",0.71,"2,809",44.57,-,-,"43,281",-53.36,"109,329",5.10
2014M01,"1,804,605",4.00,"884,461",10.07,"3,744",-19.69,-,-,733,-28.21,"19,174",-0.13,"34,261",8.37,"780,458",-0.59,-,-,"21,728",-30.67,"60,046",2.16,"1,588,892",3.78,"9,609",27.15,"236,110",4.05,"551,423",6.40,"134,780",5.43,"656,970",1.00,"54,647",-1.83,"5,910",139.37,-,-,"45,343",10.17,"109,813",4.72
2014M02,"1,818,497",4.35,"885,394",10.02,"2,937",-6.02,-,-,685,-25.05,"20,967",-2.38,"34,693",8.28,"794,780",-0.42,-,-,"19,493",-2.92,"59,548",-4.10,"1,603,877",4.25,"8,986",0.85,"242,414",7.08,"557,367",6.66,"138,171",7.51,"656,939",0.74,"56,433",3.76,"2,230",71.94,-,-,"45,590",5.31,"110,367",4.96
2014M03,"1,815,987",4.05,"892,578",10.21,"2,880",-20.11,-,-,889,-24.79,"21,007",5.36,"34,821",8.58,"788,166",-1.34,-,-,"18,456",5.89,"57,190",-8.18,"1,601,878",4.05,"7,670",-10.75,"243,244",7.15,"554,890",6.20,"143,193",11.86,"652,881",-0.07,"56,578",2.20,"3,089",114.22,-,-,"42,889",-1.17,"111,553",5.59
2014M04,"1,823,855",4.58,"897,462",10.01,"2,238",-33.94,-,-,904,-11.98,"21,213",11.36,"34,935",8.41,"790,062",-0.54,-,-,"19,134",2.54,"57,907",-2.59,"1,605,767",4.42,"7,614",1.79,"243,844",6.95,"556,650",6.34,"146,903",17.21,"650,756",-0.43,"57,831",2.62,"3,624",125.37,-,-,"43,700",4.07,"112,933",6.42
2014M05,"1,835,478",4.46,"905,497",9.90,"1,993",-42.00,-,-,871,-28.37,"22,774",17.91,"35,066",8.58,"789,797",-1.17,-,-,"18,258",1.98,"61,222",2.17,"1,610,806",4.25,"8,776",22.31,"244,270",5.69,"558,323",6.14,"150,531",18.95,"648,906",-0.81,"59,883",1.27,"3,470",104.84,-,-,"47,478",7.74,"113,841",6.24
2014M06,"1,846,815",4.21,"913,624",9.81,"2,315",-42.02,-,-,766,-34.97,"22,379",20.47,"35,267",8.60,"796,203",-0.98,-,-,"17,980",5.63,"58,281",-7.30,"1,623,120",4.31,"8,355",-7.08,"248,193",6.43,"565,354",6.39,"153,641",20.45,"647,577",-1.11,"62,332",1.27,"3,753",64.61,-,-,"42,748",-3.21,"114,862",6.18
2014M07,"1,850,398",4.26,"921,424",9.94,"1,819",-51.15,-,-,841,-32.72,"23,378",19.89,"35,687",8.76,"791,342",-1.56,-,-,"18,504",4.25,"57,403",-0.62,"1,632,499",4.20,"7,759",4.01,"249,695",5.68,"572,153",6.13,"157,065",22.25,"645,827",-1.45,"61,851",9.44,"3,640",79.93,-,-,"37,113",-8.66,"115,295",5.78
