期間,合計_原始值,合計_年增率(%),隔夜_原始值,隔夜_年增率(%),1週_原始值,1週_年增率(%),2週_原始值,2週_年增率(%),3週_原始值,3週_年增率(%),1個月_原始值,1個月_年增率(%),2-6個月_原始值,2-6個月_年增率(%),7個月-1年_原始值,7個月-1年_年增率(%)
2009,"25,707,197",54.77,"15,069,844",76.22,"8,039,847",51.09,"2,121,721",-9.31,"267,950",-14.96,"101,911",92.87,"105,274",260.73,150,-
2010,"35,479,410",38.01,"22,542,090",49.58,"11,017,781",37.04,"1,591,723",-24.98,"136,670",-48.99,"97,683",-4.15,"93,463",-11.22,-,-
2011,"32,693,596",-7.85,"21,057,979",-6.58,"10,383,834",-5.75,"1,172,495",-26.34,"40,790",-70.15,"19,570",-79.97,"18,928",-79.75,-,-
2012,"34,876,258",6.68,"23,347,400",10.87,"10,240,763",-1.38,"1,035,681",-11.67,"100,132",145.48,"70,610",260.81,"81,672",331.49,-,-
2013,"39,843,083",14.24,"25,527,027",9.34,"11,649,681",13.76,"2,152,247",107.81,"334,091",233.65,"52,740",-25.31,"127,297",55.86,-,-
