期間,總指數_原始值,總指數_年增率(%),一.農林漁牧業產品_原始值,一.農林漁牧業產品_年增率(%),(一)農產品_原始值,(一)農產品_年增率(%),1.稻穀雜糧_原始值,1.稻穀雜糧_年增率(%),(1)稻穀_原始值,(1)稻穀_年增率(%),(2)雜糧_原始值,(2)雜糧_年增率(%),2.蔬菜_原始值,2.蔬菜_年增率(%),3.水果_原始值,3.水果_年增率(%),4.花卉_原始值,4.花卉_年增率(%),5.特用作物及其他農作物栽培業_原始值,5.特用作物及其他農作物栽培業_年增率(%),(二)禽畜產品_原始值,(二)禽畜產品_年增率(%),1.家畜及其產品_原始值,1.家畜及其產品_年增率(%),2.家禽及其產品_原始值,2.家禽及其產品_年增率(%),(三)林產品_原始值,(三)林產品_年增率(%),(四)水產品_原始值,(四)水產品_年增率(%),1.魚類_原始值,1.魚類_年增率(%),(1)捕撈魚類_原始值,(1)捕撈魚類_年增率(%),(2)養殖魚類_原始值,(2)養殖魚類_年增率(%),2.其他水產品_原始值,2.其他水產品_年增率(%),二.土石及礦產品_原始值,二.土石及礦產品_年增率(%),(一)石油及天然氣_原始值,(一)石油及天然氣_年增率(%),原油_原始值,原油_年增率(%),(二)土石採取及其他礦產品_原始值,(二)土石採取及其他礦產品_年增率(%),三.製造業產品_原始值,三.製造業產品_年增率(%),(一)食品_原始值,(一)食品_年增率(%),1.肉類、水產品及蔬果處理保藏及其製品_原始值,1.肉類、水產品及蔬果處理保藏及其製品_年增率(%),2.食用油脂_原始值,2.食用油脂_年增率(%),3.乳製品_原始值,3.乳製品_年增率(%),4.碾榖、磨粉及澱粉製品_原始值,4.碾榖、磨粉及澱粉製品_年增率(%),5.飼料_原始值,5.飼料_年增率(%),6.烘焙炊蒸食品_原始值,6.烘焙炊蒸食品_年增率(%),7.調味品_原始值,7.調味品_年增率(%),8.調理食品_原始值,8.調理食品_年增率(%),9.其他食品_原始值,9.其他食品_年增率(%),(二)飲料_原始值,(二)飲料_年增率(%),1.酒類_原始值,1.酒類_年增率(%),2.非酒精飲料_原始值,2.非酒精飲料_年增率(%),(三)菸類_原始值,(三)菸類_年增率(%),(四)紡織品_原始值,(四)紡織品_年增率(%),1.紡織纖維及紗線_原始值,1.紡織纖維及紗線_年增率(%),2.布_原始值,2.布_年增率(%),3.其他紡織品_原始值,3.其他紡織品_年增率(%),(五)成衣及服飾品_原始值,(五)成衣及服飾品_年增率(%),1.成衣_原始值,1.成衣_年增率(%),(1)梭織成衣_原始值,(1)梭織成衣_年增率(%),(2)針織成衣_原始值,(2)針織成衣_年增率(%),2.服飾品_原始值,2.服飾品_年增率(%),(六)皮革及其製品_原始值,(六)皮革及其製品_年增率(%),(七)木竹製品_原始值,(七)木竹製品_年增率(%),(八)紙漿、紙、紙製品及印刷品_原始值,(八)紙漿、紙、紙製品及印刷品_年增率(%),1.紙漿、紙及其製品_原始值,1.紙漿、紙及其製品_年增率(%),(1)紙漿_原始值,(1)紙漿_年增率(%),(2)紙及紙板_原始值,(2)紙及紙板_年增率(%),(3)紙容器及其他紙製品_原始值,(3)紙容器及其他紙製品_年增率(%),2.印刷品_原始值,2.印刷品_年增率(%),(九)石油及煤製品_原始值,(九)石油及煤製品_年增率(%),(十)化學材料_原始值,(十)化學材料_年增率(%),1.基本化工原料_原始值,1.基本化工原料_年增率(%),2.石油化學原料_原始值,2.石油化學原料_年增率(%),3.肥料_原始值,3.肥料_年增率(%),4.合成樹脂、塑膠及橡膠_原始值,4.合成樹脂、塑膠及橡膠_年增率(%),5.人造纖維_原始值,5.人造纖維_年增率(%),(十一)化學製品及藥品_原始值,(十一)化學製品及藥品_年增率(%),1.化學製品_原始值,1.化學製品_年增率(%),(1)塗料、染料及顏料_原始值,(1)塗料、染料及顏料_年增率(%),(2)清潔用品及化妝品_原始值,(2)清潔用品及化妝品_年增率(%),(3)其他化學製品_原始值,(3)其他化學製品_年增率(%),2.藥品_原始值,2.藥品_年增率(%),(十二)橡膠及塑膠製品_原始值,(十二)橡膠及塑膠製品_年增率(%),1.橡膠製品_原始值,1.橡膠製品_年增率(%),(1)輪胎_原始值,(1)輪胎_年增率(%),(2)其他橡膠製品_原始值,(2)其他橡膠製品_年增率(%),2.塑膠製品_原始值,2.塑膠製品_年增率(%),(1)塑膠皮、板、管_原始值,(1)塑膠皮、板、管_年增率(%),(2)其他塑膠製品_原始值,(2)其他塑膠製品_年增率(%),(十三)非金屬礦物製品_原始值,(十三)非金屬礦物製品_年增率(%),1.玻璃及其製品_原始值,1.玻璃及其製品_年增率(%),2.耐火、黏土建築材料及陶瓷製品_原始值,2.耐火、黏土建築材料及陶瓷製品_年增率(%),3.水泥及其製品_原始值,3.水泥及其製品_年增率(%),4.其他非金屬礦物製品_原始值,4.其他非金屬礦物製品_年增率(%),(十四)基本金屬_原始值,(十四)基本金屬_年增率(%),1.鋼鐵_原始值,1.鋼鐵_年增率(%),(1)鋼鐵冶煉業製品_原始值,(1)鋼鐵冶煉業製品_年增率(%),(2)鋼鐵鑄造業製品_原始值,(2)鋼鐵鑄造業製品_年增率(%),(3)鋼鐵軋延及擠型業製品_原始值,(3)鋼鐵軋延及擠型業製品_年增率(%),(4)鋼鐵伸線業製品_原始值,(4)鋼鐵伸線業製品_年增率(%),2.鋁_原始值,2.鋁_年增率(%),3.銅_原始值,3.銅_年增率(%),4.其他金屬_原始值,4.其他金屬_年增率(%),(十五)金屬製品_原始值,(十五)金屬製品_年增率(%),1.金屬手工具及模具_原始值,1.金屬手工具及模具_年增率(%),2.金屬結構及建築組件_原始值,2.金屬結構及建築組件_年增率(%),3.金屬容器_原始值,3.金屬容器_年增率(%),4.金屬加工處理製品_原始值,4.金屬加工處理製品_年增率(%),5.其他金屬製品_原始值,5.其他金屬製品_年增率(%),(十六)電子零組件_原始值,(十六)電子零組件_年增率(%),1.半導體_原始值,1.半導體_年增率(%),2.被動電子元件_原始值,2.被動電子元件_年增率(%),3.印刷電路板_原始值,3.印刷電路板_年增率(%),4.光電材料及元件_原始值,4.光電材料及元件_年增率(%),5.其他電子零組件_原始值,5.其他電子零組件_年增率(%),(十七)電腦、電子產品及光學製品_原始值,(十七)電腦、電子產品及光學製品_年增率(%),1.電腦及其週邊設備_原始值,1.電腦及其週邊設備_年增率(%),(1)電腦_原始值,(1)電腦_年增率(%),(2)電腦週邊設備及組件_原始值,(2)電腦週邊設備及組件_年增率(%),2.通訊傳播設備_原始值,2.通訊傳播設備_年增率(%),3.視聽電子產品_原始值,3.視聽電子產品_年增率(%),4.資料儲存媒體_原始值,4.資料儲存媒體_年增率(%),5.量測、導航及控制設備產品_原始值,5.量測、導航及控制設備產品_年增率(%),6.其他電子及光學製品_原始值,6.其他電子及光學製品_年增率(%),(十八)電力設備_原始值,(十八)電力設備_年增率(%),1.發電、輸電、配電機械_原始值,1.發電、輸電、配電機械_年增率(%),2.電線及配線器材_原始值,2.電線及配線器材_年增率(%),3.家用電器_原始值,3.家用電器_年增率(%),4.其他電力設備_原始值,4.其他電力設備_年增率(%),(十九)機械設備_原始值,(十九)機械設備_年增率(%),1.金屬加工用機械_原始值,1.金屬加工用機械_年增率(%),2.其他專用生產機械_原始值,2.其他專用生產機械_年增率(%),3.通用機械_原始值,3.通用機械_年增率(%),(二十)運輸工具及零件_原始值,(二十)運輸工具及零件_年增率(%),1.汽車_原始值,1.汽車_年增率(%),2.汽車零件_原始值,2.汽車零件_年增率(%),3.機車及其零件_原始值,3.機車及其零件_年增率(%),4.其他運輸工具及零件_原始值,4.其他運輸工具及零件_年增率(%),(二十一)家具及裝設品_原始值,(二十一)家具及裝設品_年增率(%),(二十二)雜項工業製品_原始值,(二十二)雜項工業製品_年增率(%),1.育樂用品_原始值,1.育樂用品_年增率(%),2.醫療器材及用品_原始值,2.醫療器材及用品_年增率(%),3.其他雜項工業製品_原始值,3.其他雜項工業製品_年增率(%),四.水電燃氣_原始值,四.水電燃氣_年增率(%),(一)水_原始值,(一)水_年增率(%),(二)電_原始值,(二)電_年增率(%),(三)燃氣_原始值,(三)燃氣_年增率(%),製造業產品(一)非重化工業產品_原始值,製造業產品(一)非重化工業產品_年增率(%),製造業產品(二)重化工業產品_原始值,製造業產品(二)重化工業產品_年增率(%)
1997M11,82.18,5.22,57.27,-9.87,65.23,-6.18,58.50,4.52,86.35,2.94,51.07,5.52,74.97,-14.77,87.24,-19.83,-,-,51.08,7.00,47.46,-28.08,42.27,-32.31,58.14,-11.26,48.02,5.45,57.59,-3.44,57.38,-8.24,59.37,-6.09,49.55,-11.96,64.38,5.11,21.23,13.83,19.64,3.15,18.53,3.06,22.56,31.01,92.14,6.20,69.19,-2.78,59.65,1.38,58.34,22.92,70.32,7.82,75.41,-3.05,53.87,1.16,68.45,1.24,103.37,9.90,74.23,1.30,92.05,-18.10,77.43,0.41,69.94,0.66,96.68,0.00,56.50,0.62,84.58,9.77,65.80,9.34,92.85,10.73,103.87,9.73,109.06,10.64,103.58,9.40,106.23,9.66,101.49,9.19,149.61,14.17,82.31,11.50,80.93,11.86,86.10,4.48,75.98,6.09,69.04,19.55,74.30,7.18,81.42,1.42,146.65,0.00,33.53,9.18,49.93,8.57,143.79,-5.11,39.59,16.37,48.62,8.31,51.98,6.93,55.58,3.73,87.10,5.13,79.32,5.16,88.21,4.95,78.94,4.56,73.83,5.79,119.96,5.09,82.91,8.98,79.32,1.65,85.30,4.04,75.62,-0.79,83.66,10.75,75.24,9.70,93.39,11.80,89.98,3.07,115.52,8.37,92.27,-3.04,86.19,-0.70,88.29,6.62,42.98,9.31,44.89,7.62,35.34,8.84,90.42,0.02,48.15,8.13,48.50,2.75,68.86,16.95,29.64,11.22,38.26,14.35,68.53,5.14,104.54,7.45,57.48,-0.23,79.56,-0.95,58.06,5.37,69.73,7.15,260.80,3.88,295.49,0.23,134.34,9.00,124.72,-1.61,272.62,4.18,324.13,10.12,253.92,5.28,444.81,1.41,-,-,-,-,283.23,9.76,134.28,11.11,-,-,103.19,12.97,133.49,8.53,84.83,5.48,114.01,4.75,59.81,4.93,101.42,3.97,110.03,9.31,90.47,6.62,89.75,4.59,85.71,7.39,95.96,7.94,93.06,3.39,93.56,1.18,93.49,3.54,95.92,0.77,85.79,9.08,83.01,10.59,93.07,10.21,103.80,11.93,113.05,13.38,72.78,7.14,69.87,1.94,94.68,9.55,72.32,0.00,50.63,10.43,84.26,6.34,94.90,6.09
1997M12,82.67,6.03,58.86,-4.83,67.28,-0.37,59.85,5.31,88.28,0.51,52.27,8.53,70.40,-16.58,94.48,-4.00,-,-,54.32,10.83,47.57,-21.54,42.71,-24.22,58.94,-8.14,48.15,5.57,60.06,-1.31,61.81,-4.88,64.40,-3.61,52.65,-7.21,63.73,5.34,20.18,3.43,17.70,-13.32,16.30,-12.88,22.81,31.85,92.77,7.08,67.62,-3.98,60.00,2.93,61.14,24.65,69.79,9.08,73.61,-7.37,54.35,3.01,68.44,3.87,105.14,12.19,76.02,5.28,81.53,-25.03,77.53,0.54,70.09,0.88,96.68,0.00,56.58,0.78,85.47,11.51,66.16,10.19,93.22,12.25,104.82,10.62,110.49,12.14,104.69,10.60,107.88,11.90,102.19,9.60,152.59,16.53,84.66,15.26,82.08,13.76,86.06,5.41,75.94,7.40,67.68,19.70,74.65,10.04,81.33,1.37,146.65,0.00,33.42,7.91,50.55,9.49,146.36,-3.32,40.29,17.57,49.36,9.98,52.70,8.75,55.42,2.29,88.26,6.22,80.61,6.43,89.73,6.58,79.57,5.35,75.39,7.04,120.20,5.45,84.17,10.87,79.65,2.09,86.36,5.34,75.28,-1.23,85.11,12.95,76.94,13.97,94.52,11.98,91.74,5.45,117.36,10.73,92.16,-4.48,88.57,2.46,89.32,8.19,43.30,9.45,45.27,8.25,35.52,9.36,90.39,-0.01,48.72,8.92,48.74,3.02,69.55,16.48,29.77,7.86,38.18,16.37,69.55,7.20,105.45,8.59,57.60,-0.02,80.63,0.39,58.66,7.00,71.39,10.61,261.40,3.92,288.19,-2.49,135.94,10.82,127.09,-4.11,275.19,5.38,331.71,13.01,255.28,6.11,442.09,1.02,-,-,-,-,288.39,12.27,136.92,13.38,-,-,106.34,16.46,135.29,10.45,85.37,5.85,114.93,6.15,59.72,3.29,102.35,5.05,111.50,10.95,91.11,8.14,89.26,5.22,87.06,9.61,97.02,9.68,93.24,3.90,93.81,1.69,93.39,4.00,95.83,0.93,86.28,9.87,84.40,12.80,94.54,11.96,105.85,14.17,115.74,16.12,73.39,8.04,69.98,2.10,94.68,9.55,72.32,0.00,51.41,12.13,84.90,7.59,95.49,6.68
1998M01,83.77,7.25,59.29,-4.63,68.46,5.32,61.46,8.95,87.88,-2.30,54.42,16.33,78.95,50.04,87.39,-13.61,-,-,57.79,10.01,47.92,-29.74,42.91,-35.26,59.62,-4.22,50.13,8.98,58.92,-1.80,61.93,-1.10,65.06,5.67,51.13,-13.44,59.32,-4.52,18.86,-6.03,15.24,-24.70,13.89,-25.24,23.34,23.43,94.30,8.79,67.77,-5.85,60.13,4.19,61.78,25.19,69.57,11.87,72.29,-10.00,55.48,5.16,68.44,1.29,109.03,16.73,75.51,2.48,81.53,-29.82,78.19,1.49,71.02,2.23,96.68,0.23,56.58,0.78,87.20,12.89,67.18,12.45,95.66,13.91,105.30,7.83,114.22,15.71,108.48,14.24,112.17,16.13,105.56,12.73,156.23,19.60,86.68,17.15,83.11,15.16,85.50,5.63,76.12,8.91,65.63,16.57,75.41,11.55,81.52,3.94,141.50,-3.51,33.29,1.19,50.36,9.60,148.35,3.76,38.84,11.16,49.53,10.46,54.53,13.70,55.37,3.86,90.19,8.86,82.58,9.42,92.31,10.31,80.93,6.78,77.31,10.41,121.75,6.87,84.84,12.18,80.88,4.07,87.57,6.94,76.57,1.14,85.69,14.15,76.63,14.17,96.33,14.30,94.01,8.87,119.49,14.28,96.05,1.67,90.70,5.18,91.32,10.70,44.30,11.84,46.38,10.90,36.52,11.48,90.22,-0.22,50.00,12.41,48.81,3.56,70.77,16.57,30.35,11.70,39.09,16.13,71.00,10.52,106.26,9.99,57.91,0.52,82.00,2.09,59.95,10.00,73.70,16.47,266.94,7.62,295.84,0.63,138.31,13.32,130.51,2.45,282.71,8.86,335.76,15.20,262.28,10.02,454.23,4.98,524.76,-,399.97,-,296.48,15.83,139.25,16.19,459.65,-,110.70,21.41,138.39,13.84,86.84,8.01,117.96,9.47,59.79,2.91,104.21,7.48,114.38,15.06,93.22,12.23,89.35,7.87,88.96,12.82,99.92,14.25,94.43,5.88,93.96,1.79,95.09,7.93,97.72,3.59,88.44,13.14,87.80,17.73,97.86,16.15,110.71,19.56,117.53,19.98,74.92,10.55,70.10,1.42,94.68,9.55,72.32,0.00,52.09,4.60,86.24,8.99,97.10,8.60
1998M02,81.84,4.64,59.76,-4.37,71.01,7.66,60.26,6.92,89.90,-0.07,52.36,12.10,111.46,103.13,83.19,-19.48,-,-,61.35,14.20,46.58,-30.13,41.89,-34.14,57.55,-11.06,48.77,6.79,57.58,-5.54,60.95,-4.57,63.28,3.87,52.64,-16.64,56.90,-9.25,17.62,-12.25,13.49,-25.14,12.39,-23.94,22.95,3.71,92.03,6.07,67.88,-5.58,57.00,-0.61,62.03,25.49,69.23,13.05,74.17,-8.66,55.32,5.05,68.44,1.23,107.22,14.50,76.88,5.39,81.53,-29.36,77.74,0.90,70.38,1.30,96.68,0.23,56.58,0.84,85.05,8.33,65.48,8.21,93.35,8.75,102.52,4.85,112.70,14.46,106.76,12.76,110.66,14.32,103.67,11.49,155.81,19.42,82.58,10.47,77.27,6.74,83.57,3.15,73.89,5.60,62.99,15.30,74.33,9.37,78.15,-0.80,141.50,-3.51,31.67,-1.34,48.09,3.91,145.29,2.61,36.26,3.01,49.82,10.91,52.65,8.07,53.96,0.92,88.86,7.37,81.13,7.56,89.81,7.08,80.45,6.01,76.01,9.10,121.13,6.59,83.48,9.07,80.13,3.21,86.08,5.31,76.50,1.04,84.21,10.50,76.11,10.30,93.55,10.74,93.78,8.12,118.16,12.75,97.04,1.98,90.93,4.78,89.72,8.58,43.16,7.95,45.76,9.32,35.45,7.91,89.77,-0.69,49.54,11.38,48.81,3.48,67.43,10.31,28.63,-0.24,36.75,5.00,69.94,8.75,101.63,4.83,57.31,-0.52,83.19,3.57,58.78,8.11,73.18,15.57,257.32,3.70,280.82,-4.30,138.45,13.24,129.09,-0.22,259.99,-0.12,327.88,12.48,252.50,6.30,430.83,0.15,491.56,-,382.61,-,289.82,13.20,136.24,13.33,443.00,-,109.85,20.12,133.32,10.44,85.32,6.05,114.03,6.29,58.82,0.44,103.13,6.57,112.50,13.18,92.48,13.28,88.92,11.22,88.28,12.62,99.03,14.45,94.07,6.73,93.66,2.47,94.91,9.81,97.55,5.16,87.50,12.32,86.30,13.51,95.79,13.54,108.18,16.47,114.22,16.17,73.64,8.79,70.10,1.42,94.68,9.55,72.32,0.00,52.09,4.60,84.69,6.46,94.48,5.97
1998M03,80.52,3.20,63.30,1.04,77.16,14.70,59.26,1.33,91.75,2.38,50.60,1.52,154.59,212.62,97.12,-10.05,-,-,61.19,16.64,50.97,-24.11,45.79,-27.26,63.08,-7.91,46.01,-0.22,55.64,-5.60,57.52,-6.01,57.29,-0.54,57.15,-7.37,58.38,-5.21,16.90,-14.08,12.39,-28.13,11.24,-28.36,22.87,2.74,90.19,4.18,67.94,-3.89,57.11,-0.71,62.29,23.81,69.02,12.76,74.06,-7.82,55.12,6.90,68.44,1.23,106.49,13.77,77.59,10.42,82.37,-26.70,77.55,0.87,70.12,1.42,96.68,0.00,56.58,0.87,83.71,7.82,64.19,5.70,92.12,9.81,100.76,3.03,111.91,13.50,105.48,11.70,109.67,14.06,102.16,9.79,157.86,19.43,81.66,8.94,75.45,2.68,82.17,1.00,73.49,4.42,62.09,13.78,73.52,7.71,78.30,-1.50,133.87,-8.71,31.26,-1.51,46.54,0.19,142.61,2.92,34.88,-1.61,49.82,11.08,51.08,3.78,52.19,-2.43,87.99,6.68,80.15,6.65,89.13,6.53,79.56,4.96,74.78,8.08,120.81,6.58,82.65,7.20,79.78,3.26,84.58,4.51,77.27,2.06,83.29,8.20,75.09,6.60,92.79,9.90,93.62,8.67,117.37,13.15,97.15,2.12,91.00,5.57,89.35,8.17,42.51,5.35,44.97,7.02,34.85,5.67,89.60,-0.91,48.61,8.72,48.58,3.30,67.02,7.77,28.32,-3.11,35.98,-1.61,69.07,8.09,100.72,4.16,56.96,-1.13,82.80,3.09,58.19,6.89,71.81,15.17,245.56,0.83,267.12,-6.02,133.67,9.57,132.53,5.93,245.04,-5.86,306.92,5.97,243.11,2.46,408.28,-4.93,470.50,-,360.13,-,281.64,10.05,135.19,12.52,405.31,-,107.13,17.22,131.47,8.94,83.81,4.25,112.85,5.19,58.22,-0.92,100.52,4.59,110.04,10.53,91.31,11.71,88.05,9.53,87.17,11.29,97.70,12.99,93.04,5.64,92.92,1.69,93.42,7.76,96.76,4.18,86.37,11.70,85.74,12.90,95.05,12.02,107.22,14.93,112.89,14.90,73.27,7.34,70.10,1.42,94.68,9.55,72.32,0.00,52.09,4.60,83.82,5.67,92.18,3.55
1998M04,80.30,3.45,61.11,2.07,70.89,6.23,59.14,-0.82,94.91,6.56,49.61,-3.99,90.49,67.08,90.82,-7.44,-,-,67.29,23.08,53.81,-0.59,49.55,19.95,63.88,-25.64,42.75,-6.23,55.64,-7.33,57.02,-7.59,57.42,-4.14,54.68,-7.95,59.64,-6.58,17.82,-4.86,13.11,-16.60,11.98,-19.16,24.03,8.19,89.96,4.02,68.62,-0.16,59.50,5.42,62.09,18.02,71.96,13.88,74.19,-5.63,54.88,6.58,68.44,1.23,106.21,13.24,80.06,14.47,82.37,-18.85,77.80,1.18,70.48,1.92,96.68,0.00,56.58,0.82,84.47,8.46,64.13,5.27,93.49,11.10,101.66,3.04,112.50,14.16,106.10,12.47,110.16,14.97,102.89,10.48,158.29,19.63,82.79,12.67,75.41,1.89,83.13,1.76,74.59,5.38,66.59,20.70,74.35,7.83,78.78,-0.82,133.87,-8.71,31.34,-3.06,45.62,-2.87,144.35,4.35,33.71,-7.34,50.14,11.70,50.03,1.58,52.13,-3.03,89.24,8.12,81.49,8.34,91.40,9.08,79.97,5.38,76.01,9.83,121.61,7.21,83.09,6.99,78.43,1.45,83.51,3.05,75.61,-0.13,84.06,8.24,76.08,6.41,93.24,10.17,93.66,8.87,117.36,12.81,97.15,2.52,91.19,6.32,88.86,7.45,42.39,4.59,44.43,4.69,35.15,4.55,89.84,-0.62,47.62,6.08,48.54,1.95,66.92,7.88,29.57,1.79,36.09,1.95,69.08,8.34,101.90,5.28,56.70,-1.58,82.99,3.32,57.13,4.69,72.24,16.67,238.71,-2.34,258.04,-9.93,132.27,8.18,131.99,3.16,236.92,-8.77,297.22,2.92,241.95,2.48,403.59,-5.29,458.00,-,359.73,-,280.38,9.82,136.57,13.68,397.48,-,107.59,17.48,131.65,10.06,84.28,5.22,113.14,5.68,58.54,0.21,101.62,5.92,110.45,11.43,91.46,12.76,87.58,10.93,87.41,11.66,97.93,13.78,93.19,6.44,93.00,2.33,93.34,8.99,97.21,5.13,86.86,12.38,86.73,13.88,95.23,12.05,107.55,15.05,114.71,16.46,73.08,6.95,70.06,1.10,94.68,9.55,72.32,0.00,51.89,1.71,84.44,6.90,91.53,2.68
1998M05,79.87,2.19,60.85,0.18,70.45,10.88,57.30,-1.34,85.36,1.63,49.82,-2.96,75.27,37.63,97.74,17.76,-,-,71.38,21.21,52.52,-23.08,49.66,-17.44,59.43,-26.81,43.09,-5.96,56.92,-0.28,58.78,0.27,59.54,3.75,55.33,-0.59,59.91,-1.43,18.48,-3.30,13.75,-17.52,12.84,-19.80,24.69,13.47,89.34,2.68,68.57,-1.58,58.24,2.39,62.63,16.72,73.00,11.86,72.88,-4.74,54.98,7.32,68.44,1.23,107.11,13.81,81.31,16.31,82.37,-23.67,78.03,1.46,70.80,2.34,96.68,0.00,56.58,0.77,84.36,8.24,62.95,3.32,94.11,11.74,102.51,3.72,114.40,15.29,108.15,13.85,113.50,17.97,103.88,10.53,159.44,19.74,83.07,12.03,75.53,2.40,82.82,-0.62,75.07,3.22,69.66,20.21,73.75,4.15,79.67,-1.92,128.72,-12.23,31.56,-3.43,45.18,-4.24,141.90,3.28,33.61,-7.92,50.14,11.42,49.13,-0.71,51.86,-4.70,89.22,7.91,81.48,8.21,90.46,7.65,79.93,5.17,76.63,10.83,121.51,6.77,81.98,4.33,77.26,-0.19,82.86,1.98,73.90,-2.39,82.96,5.31,74.73,2.99,92.51,7.82,93.38,7.78,116.50,10.53,94.37,-1.68,91.70,6.62,88.90,7.25,42.04,2.64,43.96,2.90,34.23,1.66,90.06,-0.37,47.32,4.28,47.85,0.21,66.82,6.16,29.31,-1.35,36.48,-0.16,68.85,7.73,99.24,2.29,56.59,-1.77,83.26,3.66,57.29,4.56,72.35,16.32,231.58,-5.17,252.28,-11.13,131.13,6.61,126.76,1.80,230.34,-12.73,284.58,-2.11,237.20,1.55,391.15,-6.29,454.10,-,343.26,-,269.20,4.84,137.16,14.38,393.60,-,108.28,17.76,131.52,9.72,84.09,4.34,113.70,5.96,58.41,-0.70,101.96,5.66,109.50,9.80,92.00,11.16,87.92,6.82,87.99,11.76,98.49,12.92,93.18,5.23,92.42,1.18,93.60,6.52,97.66,4.74,87.34,11.99,87.61,14.22,95.27,11.68,108.38,15.45,116.38,17.56,72.02,5.11,70.00,0.11,94.68,0.00,72.32,0.00,51.54,1.02,84.37,6.05,90.65,1.17
1998M06,80.66,2.44,64.42,5.97,76.81,20.52,56.35,0.02,75.40,-4.23,51.27,0.89,106.27,6.11,118.04,79.58,-,-,72.54,24.00,54.12,-22.08,51.09,-20.79,61.43,-15.09,44.23,-4.64,57.67,3.22,59.51,2.69,60.33,3.46,55.87,6.26,60.79,3.91,18.48,-0.32,13.35,-15.18,12.39,-18.49,25.31,16.53,89.78,2.47,68.31,-4.70,59.24,2.40,63.10,20.79,74.03,10.03,70.34,-4.53,55.05,6.83,68.44,1.23,109.02,15.38,80.55,15.05,82.37,-32.05,78.31,1.79,71.49,3.29,95.96,-0.74,56.58,1.23,83.69,6.23,61.69,0.06,94.09,10.33,101.05,1.97,117.34,17.95,111.26,16.92,117.03,21.93,106.66,12.94,161.60,20.75,84.56,12.33,77.70,4.69,84.48,0.56,76.15,3.58,73.03,20.21,74.34,3.86,80.67,-0.82,133.87,-8.71,31.49,-3.05,45.34,-3.88,143.63,4.45,33.82,-7.80,49.92,10.96,49.45,0.79,51.14,-6.11,90.40,8.84,82.74,9.68,92.07,9.18,80.35,5.61,78.15,12.93,122.20,5.78,81.96,4.69,77.60,0.45,83.72,3.36,73.74,-2.49,82.88,5.63,74.07,3.26,93.23,8.24,93.68,7.91,118.58,11.65,93.91,-1.68,91.97,7.07,87.31,5.04,41.91,1.31,43.82,1.93,34.19,1.36,88.83,-1.77,47.20,3.15,47.14,-2.58,66.80,6.03,29.37,-6.52,35.71,-0.92,69.70,8.67,101.79,4.48,56.71,-1.56,82.61,2.85,57.43,4.29,73.71,17.92,233.33,-4.84,254.05,-10.76,131.02,5.76,129.02,3.96,230.73,-12.16,286.98,-1.88,235.07,0.03,378.44,-9.76,454.44,-,324.17,-,270.65,4.66,140.44,16.52,397.92,-,108.18,17.12,135.05,11.29,84.84,4.48,115.49,6.75,58.38,-1.60,102.90,5.92,111.00,10.68,93.19,10.64,88.96,4.07,89.07,12.85,99.85,13.12,93.42,4.48,92.69,1.07,93.39,4.06,97.80,3.88,88.43,12.59,89.84,16.06,96.82,13.09,110.26,16.90,115.24,15.74,73.42,6.98,75.14,0.51,94.68,0.00,79.03,0.48,51.38,0.71,84.94,5.86,91.03,0.99
