期間,合計_原始值,合計_年增率(%),合計_原始值,合計_年增率(%),合計_原始值,合計_年增率(%),中央政府發行_原始值,中央政府發行_年增率(%),中央政府發行_原始值,中央政府發行_年增率(%),中央政府發行_原始值,中央政府發行_年增率(%),直轄市政府發行_原始值,直轄市政府發行_年增率(%),直轄市政府發行_原始值,直轄市政府發行_年增率(%),直轄市政府發行_原始值,直轄市政府發行_年增率(%)
2005,"469,000",-7.50,"179,439",-26.10,"3,142,228",10.15,"445,000",-4.30,"161,161",-32.68,"3,013,072",10.40,"24,000",-42.86,"18,278",433.20,"129,156",4.64
2006,"468,000",-0.21,"225,505",25.67,"3,384,723",7.72,"440,000",-1.12,"213,733",32.62,"3,239,339",7.51,"28,000",16.67,"11,772",-35.59,"145,384",12.56
2007,"402,151",-14.07,"267,027",18.41,"3,519,847",3.99,"393,151",-10.65,"222,460",4.08,"3,410,030",5.27,"9,000",-67.86,"44,567",278.58,"109,817",-24.46
2008,"438,700",9.09,"222,363",-16.73,"3,736,184",6.15,"410,000",4.29,"210,299",-5.47,"3,609,731",5.86,"28,700",218.89,"12,064",-72.93,"126,453",15.15
