期間,本國銀行-支票存款-借記總額(新台幣百萬元)_原始值,本國銀行-支票存款-借記總額(新台幣百萬元)_年增率(%),本國銀行-支票存款-按年計算之回轉次數(次)_原始值,本國銀行-支票存款-按年計算之回轉次數(次)_年增率(%),本國銀行-活期存款-借記總額(新台幣百萬元)_原始值,本國銀行-活期存款-借記總額(新台幣百萬元)_年增率(%),本國銀行-活期存款-按年計算之回轉次數(次)_原始值,本國銀行-活期存款-按年計算之回轉次數(次)_年增率(%),本國銀行-活期儲蓄存款-借記總額(新台幣百萬元)_原始值,本國銀行-活期儲蓄存款-借記總額(新台幣百萬元)_年增率(%),本國銀行-活期儲蓄存款-按年計算之回轉次數(次)_原始值,本國銀行-活期儲蓄存款-按年計算之回轉次數(次)_年增率(%),票據交換及存款不足退票數額-交換-張數(張)_原始值,票據交換及存款不足退票數額-交換-張數(張)_年增率(%),票據交換及存款不足退票數額-交換-金額(新台幣百萬元)_原始值,票據交換及存款不足退票數額-交換-金額(新台幣百萬元)_年增率(%),票據交換及存款不足退票數額-存款不足退票-張數(張)_原始值,票據交換及存款不足退票數額-存款不足退票-張數(張)_年增率(%),票據交換及存款不足退票數額-存款不足退票-金額(新台幣百萬元)_原始值,票據交換及存款不足退票數額-存款不足退票-金額(新台幣百萬元)_年增率(%),票據交換及存款不足退票數額-退票張數比率(%)_原始值,票據交換及存款不足退票數額-退票張數比率(%)_年增率(%),票據交換及存款不足退票數額-退票金額比率(%)_原始值,票據交換及存款不足退票數額-退票金額比率(%)_年增率(%)
1997,"113,539,563",20.50,498.9,13.73,"71,338,869",79.26,130.7,46.84,"41,887,193",79.72,31.8,40.49,"170,950,174",1.08,"54,957,117",7.37,"1,826,392",-15.08,"341,739",-22.70,1.07,-15.75,0.62,-27.91
1998,"119,473,263",5.23,524.6,5.14,"73,458,914",2.97,125.9,-3.69,"44,402,434",6.00,30.0,-5.57,"171,958,563",0.59,"53,491,795",-2.67,"1,795,666",-1.68,"354,294",3.67,1.04,-2.80,0.66,6.45
1999,"104,532,271",-12.51,454.0,-13.45,"82,531,519",12.35,125.5,-0.29,"47,445,322",6.85,25.8,-14.07,"170,228,236",-1.01,"41,488,833",-22.44,"1,710,839",-4.72,"353,465",-0.23,1.01,-2.88,0.85,28.79
2000,"114,570,604",9.60,495.9,9.23,"100,415,594",21.67,132.4,5.50,"54,106,762",14.04,25.3,-1.86,"175,018,631",2.81,"40,835,007",-1.58,"1,559,768",-8.83,"325,267",-7.98,0.89,-11.88,0.80,-5.88
