期間,利率有關契約_原始值,利率有關契約_年增率(%),利率有關契約-店頭市場_原始值,利率有關契約-店頭市場_年增率(%),利率有關契約-店頭市場-遠期利率協議_原始值,利率有關契約-店頭市場-遠期利率協議_年增率(%),利率有關契約-店頭市場-換利_原始值,利率有關契約-店頭市場-換利_年增率(%),利率有關契約-店頭市場-買入選擇權_原始值,利率有關契約-店頭市場-買入選擇權_年增率(%),利率有關契約-店頭市場-賣出選擇權_原始值,利率有關契約-店頭市場-賣出選擇權_年增率(%),利率有關契約-交易所_原始值,利率有關契約-交易所_年增率(%),利率有關契約-交易所-期貨-長部位_原始值,利率有關契約-交易所-期貨-長部位_年增率(%),利率有關契約-交易所-期貨-短部位_原始值,利率有關契約-交易所-期貨-短部位_年增率(%),利率有關契約-交易所-買入選擇權_原始值,利率有關契約-交易所-買入選擇權_年增率(%),利率有關契約-交易所-賣出選擇權_原始值,利率有關契約-交易所-賣出選擇權_年增率(%),匯率有關契約_原始值,匯率有關契約_年增率(%),匯率有關契約-店頭市場_原始值,匯率有關契約-店頭市場_年增率(%),匯率有關契約-店頭市場-遠期契約_原始值,匯率有關契約-店頭市場-遠期契約_年增率(%),匯率有關契約-店頭市場-換匯_原始值,匯率有關契約-店頭市場-換匯_年增率(%),匯率有關契約-店頭市場-換匯換利_原始值,匯率有關契約-店頭市場-換匯換利_年增率(%),匯率有關契約-店頭市場-買入選擇權_原始值,匯率有關契約-店頭市場-買入選擇權_年增率(%),匯率有關契約-店頭市場-賣出選擇權_原始值,匯率有關契約-店頭市場-賣出選擇權_年增率(%),匯率有關契約-交易所_原始值,匯率有關契約-交易所_年增率(%),匯率有關契約-交易所-期貨-長部位_原始值,匯率有關契約-交易所-期貨-長部位_年增率(%),匯率有關契約-交易所-期貨-期貨-短部位_原始值,匯率有關契約-交易所-期貨-期貨-短部位_年增率(%),匯率有關契約-交易所-期貨-買入選擇權_原始值,匯率有關契約-交易所-期貨-買入選擇權_年增率(%),匯率有關契約-交易所-期貨-賣出選擇權_原始值,匯率有關契約-交易所-期貨-賣出選擇權_年增率(%),權益證券有關契約_原始值,權益證券有關契約_年增率(%),權益證券有關契約-店頭市場_原始值,權益證券有關契約-店頭市場_年增率(%),權益證券有關契約-交易所_原始值,權益證券有關契約-交易所_年增率(%),商品有關契約_原始值,商品有關契約_年增率(%),商品有關契約-店頭市場_原始值,商品有關契約-店頭市場_年增率(%),商品有關契約-交易所_原始值,商品有關契約-交易所_年增率(%),小計(利率、匯率、權益證券與商品有關契約)_原始值,小計(利率、匯率、權益證券與商品有關契約)_年增率(%),信用有關契約_原始值,信用有關契約_年增率(%),信用有關契約-信用違約交換_原始值,信用有關契約-信用違約交換_年增率(%),信用有關契約-買入信用違約選擇權_原始值,信用有關契約-買入信用違約選擇權_年增率(%),信用有關契約-賣出信用違約選擇權_原始值,信用有關契約-賣出信用違約選擇權_年增率(%),信用有關契約-其他_原始值,信用有關契約-其他_年增率(%),其他有關契約_原始值,其他有關契約_年增率(%),其他有關契約-遠期契約_原始值,其他有關契約-遠期契約_年增率(%),其他有關契約-交換_原始值,其他有關契約-交換_年增率(%),其他有關契約-選擇權_原始值,其他有關契約-選擇權_年增率(%),總計_原始值,總計_年增率(%)
2005M03,"1,150,216",105.98,"1,048,941",101.30,"54,189",89.14,"708,880",68.64,"141,437",350.41,"144,435",255.23,"101,275",171.15,"59,369",532.53,"41,906",49.86,0,--,0,--,"3,760,509",11.75,"3,760,509",11.75,"857,059",-3.28,"1,939,337",33.44,"110,073",165.02,"432,066",-12.80,"421,974",-13.64,0,--,0,--,0,--,0,--,0,--,"16,205",-52.58,"5,231",-50.18,"10,974",-53.65,"37,775",83.71,"37,775",83.71,0,--,"4,964,705",24.79,327,-80.62,327,-79.19,0,-100.00,0,--,0,--,0,--,0,--,0,--,0,--,"4,965,032",24.75
2005M04,"677,907",-45.22,"594,616",-50.86,"4,125",-89.95,"458,887",-16.89,"56,492",-74.10,"75,112",-81.16,"83,291",201.95,"55,067",260.03,"27,596",124.56,314,--,314,--,"3,227,891",-11.63,"3,227,891",-11.63,"754,684",-21.36,"1,753,943",2.89,"73,053",40.24,"327,798",-30.28,"318,413",-31.70,0,--,0,--,0,--,0,--,0,--,"7,557",-75.33,442,-91.04,"7,115",-72.31,"16,294",-4.40,"16,294",-4.40,0,--,"3,929,649",-20.42,386,-73.87,386,-73.27,0,-100.00,0,--,0,--,0,--,0,--,0,--,0,--,"3,930,035",-20.44
2005M05,"819,104",-2.59,"755,917",-3.37,"77,533",131.32,"529,470",-1.27,"58,218",-54.88,"90,696",8.72,"63,187",7.85,"41,343",32.99,"21,468",-21.65,125,278.79,251,274.63,"3,141,894",-13.90,"3,141,894",-13.90,"669,588",-13.04,"1,709,145",-13.06,"92,512",103.63,"335,189",-23.91,"335,460",-21.44,0,--,0,--,0,--,0,--,0,--,"8,868",24.11,421,-87.64,"8,447",125.86,"37,751",56.36,"37,751",56.36,0,--,"4,007,617",-11.36,"1,408",-47.03,"1,408",-44.96,0,-100.00,0,--,0,--,0,--,0,--,0,--,0,--,"4,009,025",-11.38
2005M06,"1,213,345",54.70,"1,043,661",66.42,"44,043",-36.98,"657,324",40.82,"145,387",181.30,"196,907",407.53,"169,684",7.94,"120,620",76.88,"49,064",-44.88,0,--,0,--,"3,544,338",3.21,"3,544,338",3.21,"820,887",13.17,"2,016,310",9.30,"124,713",156.40,"296,016",-28.46,"286,412",-28.70,0,--,0,--,0,--,0,--,0,--,"9,146",144.48,912,-74.37,"8,234","4,424.18",446,-97.87,446,-97.87,0,--,"4,767,275",12.35,"6,347",176.68,"6,347",431.57,0,-100.00,0,--,0,--,0,--,0,--,0,--,0,--,"4,773,622",12.44
2005M07,"857,904",24.89,"716,314",49.18,"48,473",-21.40,"496,809",39.02,"97,665",388.50,"73,367",78.31,"141,590",-31.52,"97,757",-3.76,"43,833",-58.33,0,--,0,--,"3,603,352",10.00,"3,603,352",10.00,"848,524",11.16,"1,980,515",20.42,"88,417",206.62,"349,723",-17.96,"336,173",-18.54,0,--,0,--,0,--,0,--,0,--,"10,234",-59.86,"4,408",-9.71,"5,826",-71.74,472,--,472,--,0,--,"4,471,962",12.13,"4,257",32.78,"4,257","70,850.00",0,-100.00,0,--,0,--,0,--,0,--,0,--,0,--,"4,476,219",12.15
2005M08,"861,375",7.38,"704,876",67.04,"8,845",-82.47,"481,082",62.25,"130,151",521.42,"84,798",56.79,"156,499",-58.84,"84,965",-46.83,"71,240",-67.68,98,--,196,--,"3,959,518",33.85,"3,959,518",33.85,"771,186",22.10,"2,164,593",37.80,"137,989",348.13,"443,541",17.93,"442,209",26.78,0,--,0,--,0,--,0,--,0,--,"7,985",-18.41,"1,463",-58.81,"6,522",4.60,"16,062",-68.12,"16,062",-68.12,0,--,"4,844,940",26.81,"3,446",-47.61,"3,446",292.93,0,-100.00,0,--,0,--,2,--,0,--,0,--,2,--,"4,848,388",26.69
2005M09,"1,183,017",44.28,"1,002,365",59.73,"132,880",-16.49,"591,904",83.03,"161,058",148.32,"116,523",45.39,"180,652",-6.11,"113,647",12.00,"66,806",-26.54,66,--,133,--,"3,708,636",14.01,"3,708,636",14.01,"819,195",0.47,"2,079,849",35.32,"139,926",184.85,"340,586",-20.85,"329,080",-21.85,0,--,0,--,0,--,0,--,0,--,"5,750",84.18,"1,065",-23.93,"4,685",172.07,652,-37.79,652,-37.79,0,--,"4,898,055",20.14,754,-87.63,754,-87.31,0,--,0,--,0,-100.00,0,--,0,--,0,--,0,--,"4,898,809",19.98
2005M10,"987,404",106.99,"818,122",97.58,"135,158",233.62,"445,114",47.62,"133,772",223.32,"104,078",239.51,"169,282",168.86,"114,136",219.15,"55,146",102.73,0,--,0,--,"4,032,741",22.09,"4,032,741",22.09,"834,803",17.70,"2,208,295",46.95,"70,595",46.19,"464,968",-9.69,"454,080",-14.00,0,--,0,--,0,--,0,--,0,--,"7,645",372.79,"2,679",302.86,"4,966",421.64,"48,296",31.70,"48,296",31.70,0,--,"5,076,086",32.93,"2,655",247.51,"2,655","3,862.69",0,--,0,--,0,-100.00,0,--,0,--,0,--,0,--,"5,078,741",32.98
2005M11,"1,089,519",42.25,"924,253",30.16,"164,994",38.81,"570,228",48.02,"94,948",-22.42,"94,083",12.52,"165,266",196.22,"107,690",286.55,"57,576",106.12,0,--,0,--,"4,111,352",12.98,"4,111,352",12.99,"834,348",-12.05,"2,050,531",28.49,"165,266",60.18,"534,583",6.68,"526,624",7.48,0,-100.00,0,--,0,-100.00,0,--,0,--,"9,504",418.21,"1,046",65.77,"8,458",603.08,6,-99.98,6,-99.98,0,--,"5,210,381",17.27,"8,167",701.47,"8,167",701.47,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"5,218,548",17.43
2005M12,"759,679",8.41,"610,950",-5.18,"90,682",5.08,"341,355",-19.02,"96,725",20.74,"82,188",45.62,"148,729",163.62,"112,141",214.02,"36,588",76.70,0,--,0,--,"5,006,039",27.55,"5,006,039",27.55,"1,138,292",26.63,"2,359,339",30.67,"142,567",98.39,"691,622",18.11,"674,219",19.82,0,--,0,--,0,--,0,--,0,--,"6,937",618.86,640,28.00,"6,297","1,254.19",24,--,24,--,0,--,"5,772,679",24.78,626,65.17,626,65.17,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"5,773,305",24.78
2006M01,"1,007,935",54.25,"885,862",49.90,"79,343",-9.67,"549,438",54.27,"119,795",85.19,"137,286",66.81,"122,073",95.42,"77,742",102.15,"44,139",85.81,64,-49.61,128,0.79,"4,030,497",23.89,"4,030,497",23.89,"988,962",31.23,"1,977,302",19.92,"106,841",41.08,"484,312",27.54,"473,080",19.62,0,--,0,--,0,--,0,--,0,--,"11,676",-12.18,"8,701",-5.80,"2,975",-26.69,0,-100.00,0,-100.00,0,--,"5,050,108",28.82,"1,757",188.51,"1,757",188.51,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"5,051,865",28.85
2006M02,"1,196,390",191.02,"1,083,670",197.87,"126,807",148.19,"591,947",182.04,"169,941",248.04,"194,975",261.04,"112,720",138.31,"92,246",159.39,"20,474",74.45,0,--,0,--,"3,733,484",55.44,"3,733,484",55.44,"1,027,404",60.37,"1,932,406",56.71,"166,098",158.24,"304,844",31.31,"302,732",30.71,0,--,0,--,0,--,0,--,0,--,"4,782",-2.27,407,-84.00,"4,375",86.25,"14,432",-34.32,"14,432",-34.32,0,--,"4,949,088",74.28,"1,390",380.97,"1,390",380.97,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"4,950,478",74.31
