期間,放款_原始值,放款_年增率(%),投資--對非金融機構證券投資--政府機關_原始值,投資--對非金融機構證券投資--政府機關_年增率(%),投資--對非金融機構證券投資--公營事業_原始值,投資--對非金融機構證券投資--公營事業_年增率(%),投資--對非金融機構證券投資--民營事業_原始值,投資--對非金融機構證券投資--民營事業_年增率(%),投資---對金融機構投資_原始值,投資---對金融機構投資_年增率(%),投資--不動產投資_原始值,投資--不動產投資_年增率(%),對金融機構債權_原始值,對金融機構債權_年增率(%),庫存現金_原始值,庫存現金_年增率(%),資產合計(淨額)=負債合計(淨額)_原始值,資產合計(淨額)=負債合計(淨額)_年增率(%),各項準備_原始值,各項準備_年增率(%),淨值_原始值,淨值_年增率(%),其他項目(淨額)_原始值,其他項目(淨額)_年增率(%)
2001,"4,694",13.33,"27,223",49.64,357,17.43,"48,837",-7.48,"9,420",22.74,"14,971",9.06,"38,260",-16.14,118,5.36,"143,880",0.93,"79,082",2.88,"80,973",-0.17,"-16,175",--
2002,"5,269",12.25,"22,457",-17.51,598,67.51,"54,344",11.28,"10,433",10.75,"16,577",10.73,"31,848",-16.76,164,38.98,"141,690",-1.52,"81,542",3.11,"73,481",-9.25,"-13,333",--
2003,"5,730",8.75,"20,346",-9.40,"1,483",147.99,"60,999",12.25,"10,376",-0.55,"22,052",33.03,"29,569",-7.16,118,-28.05,"150,673",6.34,"86,942",6.62,"78,742",7.16,"-15,011",--
2004,"5,551",-3.12,"23,511",15.56,"1,345",-9.31,"56,498",-7.38,"10,140",-2.27,"19,505",-11.55,"31,717",7.26,141,19.49,"148,408",-1.50,"94,723",8.95,"77,972",-0.98,"-24,287",--
