期間,期貨-長部位_原始值,期貨-長部位_年增率(%),期貨-長部位_原始值,期貨-長部位_年增率(%),期貨-短部位_原始值,期貨-短部位_年增率(%),期貨-短部位_原始值,期貨-短部位_年增率(%),買入選擇權_原始值,買入選擇權_年增率(%),買入選擇權_原始值,買入選擇權_年增率(%),賣出選擇權_原始值,賣出選擇權_年增率(%),賣出選擇權_原始值,賣出選擇權_年增率(%),契約合計_原始值,契約合計_年增率(%),契約合計_原始值,契約合計_年增率(%)
2010M04,0,-100.00,"580,280",57.98,0,-100.00,"594,370",61.11,0,--,0,-100.00,0,--,"1,670",-24.94,0,-100.00,"1,176,320",58.81
2010M05,26,-99.85,"670,609",79.80,0,-100.00,"725,409",91.22,0,--,"1,983",-39.26,0,--,397,-75.67,26,-99.93,"1,398,398",84.68
2010M06,0,-100.00,"540,709",13.15,26,-98.12,"476,576",0.69,0,--,0,--,0,--,0,-100.00,26,-99.06,"1,017,285",6.59
2010M07,0,-100.00,"502,110",56.33,0,-100.00,"499,216",51.18,0,--,0,-100.00,0,--,0,-100.00,0,-100.00,"1,001,326",47.40
2010M08,0,-100.00,"814,572",196.65,0,-100.00,"798,164",169.94,0,--,"1,926",-85.66,0,--,"1,926",-87.56,0,-100.00,"1,616,588",169.79
2010M09,0,-100.00,"934,579",329.05,0,-100.00,"959,718",369.68,0,--,0,-100.00,0,--,0,-100.00,0,-100.00,"1,894,297",323.09
2010M10,0,-100.00,"834,812",124.15,0,-100.00,"835,467",111.18,0,--,0,-100.00,0,--,0,-100.00,0,-100.00,"1,670,279",114.00
2010M11,0,-100.00,"682,111",109.00,0,-100.00,"713,058",138.85,0,--,0,-100.00,0,--,0,-100.00,0,-100.00,"1,395,169",120.27
2010M12,0,-100.00,"570,991",205.62,0,-100.00,"598,459",200.43,0,--,"7,500",756.16,0,--,"12,067",--,0,-100.00,"1,189,017",207.31
2011M01,0,--,"605,714",57.62,0,--,"606,883",55.08,0,--,"18,764",--,0,--,"19,546",--,0,--,"1,250,907",61.28
2011M02,0,--,"572,468",48.08,0,--,"579,250",45.91,0,--,"15,631",--,0,--,"22,721",--,0,--,"1,190,070",51.87
2011M03,0,--,"579,690",20.77,0,--,"570,319",16.38,0,--,"35,521",--,0,--,"55,752",--,0,--,"1,241,282",27.96
2011M04,0,--,"340,083",-41.39,0,--,"376,586",-36.64,0,--,"50,332",--,0,--,"40,581","2,330.00",0,--,"807,582",-31.35
2011M05,0,-100.00,"391,114",-41.68,0,--,"411,745",-43.24,0,--,"10,006",404.59,0,--,"35,599","8,867.00",0,-100.00,"848,464",-39.33
