期間,合計_原始值,合計_年增率(%),合計_原始值,合計_年增率(%),銀行_原始值,銀行_年增率(%),銀行_原始值,銀行_年增率(%),票券及信託公司_原始值,票券及信託公司_年增率(%),票券及信託公司_原始值,票券及信託公司_年增率(%),保險公司_原始值,保險公司_年增率(%),保險公司_原始值,保險公司_年增率(%),公營事業_原始值,公營事業_年增率(%),公營事業_原始值,公營事業_年增率(%),民營事業_原始值,民營事業_年增率(%),民營事業_原始值,民營事業_年增率(%),個人_原始值,個人_年增率(%),個人_原始值,個人_年增率(%),其他_原始值,其他_年增率(%),其他_原始值,其他_年增率(%)
2009M03,"2,001,971",-12.26,"1,325,256",-25.79,"393,819",0.99,"267,544",-30.29,"148,388",-42.98,"74,331",-43.19,"99,196",-9.66,"130,832",13.70,"117,874",-9.51,"45,233",-50.18,"973,617",-13.40,"652,956",-17.80,770,229.06,159,-78.60,"268,307",0.56,"154,201",-42.92
2009M04,"2,204,193",-11.61,"1,383,466",-24.76,"491,045",-1.87,"269,788",-31.38,"168,617",-37.71,"77,656",-41.82,"118,676",-5.14,"129,560",6.39,"93,497",-29.26,"41,200",-57.55,"1,049,953",-13.73,"734,380",-13.57,157,-43.12,143,-88.11,"282,248",13.82,"130,739",-46.07
2009M05,"1,951,030",-18.72,"1,149,964",-36.56,"463,000",25.03,"216,135",-46.57,"150,219",-45.11,"79,214",-48.01,"110,245",-16.88,"134,390",5.40,"84,091",-37.89,"16,928",-80.52,"896,291",-27.06,"603,491",-25.60,34,-88.24,423,-45.70,"247,150",-4.66,"99,383",-56.68
2009M06,"2,226,545",4.61,"1,438,815",-13.41,"512,689",61.82,"264,755",-23.71,"164,914",-23.12,"97,609",-19.21,"118,237",10.15,"142,917",17.43,"96,509",-30.80,"38,297",-55.08,"1,031,932",-7.56,"763,448",-1.02,419,284.40,76,-94.44,"301,845",29.07,"131,713",-38.50
2009M07,"2,405,215",3.83,"1,460,116",-14.88,"620,591",71.48,"300,289",-2.50,"187,223",0.91,"112,641",20.01,"106,641",-11.67,"131,213",20.48,"108,912",-31.64,"45,721",-53.61,"1,062,856",-11.70,"739,379",-12.32,130,-88.29,60,-95.80,"318,862",12.16,"130,813",-49.93
2009M08,"2,308,788",8.09,"1,295,851",-16.82,"730,246",114.79,"170,942",-46.50,"101,208",-51.06,"99,731",14.58,"91,043",2.74,"126,555",25.45,"86,883",-33.58,"41,274",-58.29,"985,286",-13.28,"697,791",-0.99,280,-59.71,710,-6.70,"313,842",34.80,"158,848",-35.42
2009M09,"2,419,645",9.70,"1,330,749",-19.06,"603,579",75.58,"220,289",-39.50,"131,361",-36.47,"92,287",-11.17,"110,985",16.24,"159,940",108.15,"126,022",-17.91,"46,874",-55.82,"976,734",-14.30,"687,806",-4.50,60,-84.33,256,5.35,"470,904",76.98,"123,297",-54.79
2009M10,"2,327,728",4.58,"1,330,560",-21.04,"522,238",20.65,"232,825",-19.12,"133,683",-13.39,"97,367",-18.62,"108,574",39.34,"122,708",51.37,"91,078",-50.27,"45,620",-63.24,"976,168",-9.84,"695,038",-7.83,102,-78.02,353,-61.88,"495,885",68.45,"136,649",-56.95
2009M11,"2,099,521",11.05,"1,246,872",-10.00,"481,605",60.67,"210,208",-14.61,"112,652",-28.59,"86,961",-9.43,"94,557",48.97,"116,876",74.60,"99,191",-34.34,"59,137",-19.97,"937,568",-2.54,"630,480",2.14,892,248.44,553,-50.89,"373,056",45.54,"142,657",-49.77
2009M12,"2,409,030",8.60,"1,475,198",-5.36,"519,549",22.95,"213,672",-28.49,"143,193",-27.08,"104,707",10.84,"107,235",45.82,"185,757",159.20,"150,264",-13.21,"81,995",22.53,"1,033,296",-3.32,"730,496",3.95,898,51.69,721,-48.32,"454,595",60.47,"157,850",-51.08
2010M01,"1,508,304",-19.91,"1,275,870",12.12,"123,808",-78.43,"200,987",-1.06,"111,386",-6.33,"66,461",-12.15,"161,534",178.43,"227,338",166.93,"124,400",-13.85,"47,690",2.03,"907,976",12.05,"599,253",18.80,929,-30.36,426,-61.27,"78,271",-55.57,"133,715",-39.69
2010M02,"1,208,064",-38.70,"1,034,459",-21.27,"115,111",-72.44,"180,388",-31.92,"87,009",-29.91,"58,288",-24.81,"127,086",21.38,"146,639",30.90,"106,451",-35.05,"52,533",11.75,"714,651",-21.17,"481,885",-21.56,230,-58.56,510,-56.67,"57,526",-77.28,"114,216",-42.02
2010M03,"1,722,866",-13.94,"1,478,305",11.55,"153,500",-61.02,"194,791",-27.19,"117,773",-20.63,"80,738",8.62,"177,926",79.37,"218,020",66.64,"132,222",12.17,"75,707",67.37,"1,032,211",6.02,"707,664",8.38,204,-73.51,303,90.57,"109,030",-59.36,"201,082",30.40
2010M04,"1,654,874",-24.92,"1,424,161",2.94,"136,472",-72.21,"204,192",-24.31,"121,573",-27.90,"68,350",-11.98,"155,660",31.16,"167,692",29.43,"100,548",7.54,"72,361",75.63,"1,022,622",-2.60,"696,997",-5.09,705,349.04,"1,176",722.38,"117,294",-58.44,"213,393",63.22
2010M05,"1,559,429",-20.07,"1,380,121",20.01,"115,722",-75.01,"162,712",-24.72,"100,199",-33.30,"61,135",-22.82,"140,001",26.99,"166,096",23.59,"65,166",-22.51,"36,217",113.95,"1,024,252",14.28,"735,952",21.95,"1,530","4,400.00","2,102",396.93,"112,559",-54.46,"215,907",117.25
2010M06,"1,647,470",-26.01,"1,425,497",-0.93,"139,837",-72.72,"202,376",-23.56,"143,598",-12.93,"79,413",-18.64,"138,576",17.20,"163,720",14.56,"126,103",30.66,"47,230",23.33,"977,818",-5.24,"681,524",-10.73,"1,365",225.78,"1,541","1,927.63","120,173",-60.19,"249,693",89.57
2010M07,"1,751,938",-27.16,"1,474,900",1.01,"132,700",-78.62,"227,379",-24.28,"158,319",-15.44,"78,818",-30.03,"126,442",18.57,"150,257",14.51,"121,565",11.62,"52,301",14.39,"1,050,752",-1.14,"700,306",-5.28,"1,436","1,004.62","1,533","2,455.00","160,724",-49.59,"264,306",102.05
2010M08,"1,781,791",-22.83,"1,468,860",13.35,"204,452",-72.00,"307,732",80.02,"218,871",116.26,"89,918",-9.84,"115,813",27.21,"144,945",14.53,"85,875",-1.16,"59,628",44.47,"988,114",0.29,"595,580",-14.65,"1,666",495.00,"3,374",375.21,"167,000",-46.79,"267,683",68.52
2010M09,"1,771,443",-26.79,"1,484,351",11.54,"221,542",-63.30,"311,439",41.38,"217,374",65.48,"137,334",48.81,"110,828",-0.14,"164,131",2.62,"79,590",-36.84,"55,442",18.28,"955,287",-2.20,"545,995",-20.62,"3,045","4,975.00","4,428","1,629.69","183,777",-60.97,"265,582",115.40
