期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--放款_原始值,資產--放款_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--企業及個人存款-計_原始值,負債與淨值--企業及個人存款-計_年增率(%),負債與淨值--企業及個人存款-支票存款_原始值,負債與淨值--企業及個人存款-支票存款_年增率(%),負債與淨值--企業及個人存款-活期存款_原始值,負債與淨值--企業及個人存款-活期存款_年增率(%),負債與淨值--企業及個人存款-活期儲蓄存款_原始值,負債與淨值--企業及個人存款-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-定期存款_原始值,負債與淨值--企業及個人存款-定期存款_年增率(%),負債與淨值--企業及個人存款-定期儲蓄存款_原始值,負債與淨值--企業及個人存款-定期儲蓄存款_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2010M05,"592,968",-1.53,"325,398",-5.46,"4,857",-3.99,250,25.00,"7,678",-31.54,"2,435",-16.70,"33,852",135.95,"183,868",-0.81,-,-,"6,916",-0.60,"27,714",-13.13,"536,925",-0.90,"5,124",-1.35,"39,383",7.00,"154,651",7.95,"45,893",-14.86,"291,874",-3.55,-,-,262,-28.80,-,-,"17,436",-17.17,"38,345",-1.61
2010M06,"593,258",-0.35,"327,267",-4.62,"4,578",-9.47,250,25.00,"6,331",-38.13,"3,098",16.55,"33,628",137.92,"184,613",0.36,-,-,"6,646",-5.40,"26,847",-7.38,"538,365",-0.15,"5,098",-0.78,"39,858",5.87,"156,209",10.29,"45,755",-13.92,"291,445",-3.36,-,-,11,-97.86,-,-,"16,227",-2.89,"38,655",-0.82
2010M07,"600,310",-0.17,"328,961",-4.36,"4,932",-2.45,250,25.00,"7,477",-32.08,"3,100",11.79,"34,914",119.85,"185,355",-0.54,-,-,"6,266",-5.38,"29,055",-1.38,"542,431",-0.44,"6,030",19.64,"40,035",3.29,"159,420",8.24,"46,227",-11.63,"290,719",-3.55,-,-,4,-99.03,-,-,"18,856",7.66,"39,019",1.20
2010M08,"598,506",-0.10,"329,764",-3.23,"4,626",-8.50,250,25.00,"7,173",-31.91,"3,090",14.61,"35,009",91.85,"185,274",-0.34,-,-,"6,522",-5.78,"26,798",-6.95,"542,772",-0.26,"5,263",-1.94,"41,218",5.11,"159,133",8.23,"47,146",-8.21,"290,012",-3.71,-,-,8,0.00,-,-,"16,513",-0.91,"39,213",2.43
2010M09,"602,459",3.27,"331,399",0.89,"4,624",-8.51,250,25.00,"7,667",-24.65,"3,400",33.60,"36,308",69.38,"185,230",2.05,-,-,"6,596",3.29,"26,985",-2.30,"545,825",3.43,"5,434",7.95,"41,588",10.13,"162,003",10.89,"48,057",2.27,"288,743",-1.06,-,-,11,0.00,-,-,"16,972",-0.84,"39,651",2.82
2010M10,"606,459",3.17,"331,462",1.31,"4,723",-6.53,250,25.00,"6,805",-34.31,"3,433",36.07,"37,444",53.86,"186,148",2.02,-,-,"6,113",-0.83,"30,081",1.82,"546,718",2.95,"6,182",7.23,"41,917",9.36,"162,697",9.41,"47,759",1.20,"288,163",-1.00,-,-,2,-66.67,-,-,"19,769",9.49,"39,970",3.27
2010M11,"605,527",3.35,"331,952",1.85,"4,621",-11.76,250,25.00,"6,679",-37.03,"3,458",56.33,"38,418",43.37,"186,252",3.05,-,-,"6,571",-2.61,"27,326",-0.45,"547,765",3.15,"5,588",5.61,"42,996",10.05,"163,315",10.13,"47,885",-0.16,"287,981",-0.85,-,-,98,600.00,-,-,"17,523",7.67,"40,141",4.11
2010M12,"612,354",2.93,"336,123",2.23,"3,757",-16.83,250,13.64,"6,992",-38.68,"4,032",79.52,"39,726",42.23,"187,324",0.83,-,-,"6,422",-1.65,"27,728",0.74,"554,492",2.97,"5,767",6.38,"44,515",11.14,"169,121",9.11,"48,253",1.23,"286,836",-1.21,-,-,66,29.41,-,-,"17,580",5.62,"40,216",1.15
2011M01,"610,677",2.95,"335,299",3.34,"3,706",-26.15,250,13.64,"6,640",-35.45,"3,986",83.69,"40,311",32.47,"182,300",0.00,-,-,"10,301",31.26,"27,884",-8.39,"551,811",2.95,"6,001",-2.26,"42,498",7.84,"168,258",9.88,"48,031",2.97,"287,023",-1.26,-,-,832,116.10,-,-,"17,714",-5.87,"40,320",6.14
2011M02,"613,446",3.55,"336,279",3.50,"3,705",-22.28,250,13.64,"7,610",-22.15,"3,881",80.60,"41,727",36.24,"183,616",0.71,-,-,"6,750",-8.83,"29,628",-2.09,"553,920",3.42,"6,247",9.29,"43,112",11.35,"168,545",9.87,"48,990",6.21,"287,026",-1.58,-,-,5,66.67,-,-,"19,240",3.32,"40,281",5.47
