期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--放款_原始值,資產--放款_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--企業及個人存款-計_原始值,負債與淨值--企業及個人存款-計_年增率(%),負債與淨值--企業及個人存款-支票存款_原始值,負債與淨值--企業及個人存款-支票存款_年增率(%),負債與淨值--企業及個人存款-活期存款_原始值,負債與淨值--企業及個人存款-活期存款_年增率(%),負債與淨值--企業及個人存款-活期儲蓄存款_原始值,負債與淨值--企業及個人存款-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-定期存款_原始值,負債與淨值--企業及個人存款-定期存款_年增率(%),負債與淨值--企業及個人存款-定期儲蓄存款_原始值,負債與淨值--企業及個人存款-定期儲蓄存款_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2001M11,"773,763",-16.47,"388,768",-20.97,"5,459",-5.65,440,-37.14,"18,848",100.64,"10,039",2.46,"14,033",-36.81,"241,014",-10.19,-,-,"8,172",-20.95,"86,990",-19.29,"693,240",-15.93,"5,801",-23.48,"28,736",-19.45,"125,497",-7.22,"93,304",-31.36,"439,902",-13.76,233,-68.04,390,-93.32,-,-,"26,125",-22.58,"53,775",-12.49
2001M12,"776,359",-16.17,"387,332",-21.23,"5,655",10.80,479,-26.87,"19,255",115.62,"9,739",-0.31,"13,782",-37.91,"244,004",-9.07,-,-,"8,323",-19.83,"87,790",-19.47,"699,244",-14.95,"6,221",-28.98,"31,182",-14.43,"132,212",-3.80,"91,031",-32.50,"438,598",-13.10,311,-56.38,693,-93.72,-,-,"23,421",-31.70,"52,690",-8.99
2002M01,"780,955",-14.71,"382,102",-21.51,"7,058",29.93,545,-28.66,"21,822",91.64,"9,904",-2.45,"13,925",-36.74,"242,460",-6.76,-,-,"12,992",4.64,"90,147",-15.45,"702,859",-14.48,"6,619",-15.50,"31,653",-9.48,"137,932",-0.80,"89,366",-33.98,"437,289",-13.35,316,-54.40,592,-87.57,-,-,"24,635",-20.32,"52,553",-8.46
2002M02,"785,806",-14.78,"378,792",-21.64,"7,202",30.76,609,-26.36,"28,422",109.86,"10,688",0.01,"14,154",-35.99,"242,820",-7.94,-,-,"8,559",-18.00,"94,560",-15.43,"705,449",-14.67,"7,181",-18.01,"30,399",-14.04,"140,716",1.22,"89,063",-34.48,"438,090",-13.70,228,-67.34,367,-83.81,-,-,"27,153",-22.65,"52,609",-8.26
2002M03,"788,643",-14.30,"376,082",-22.02,"8,315",42.72,626,-14.13,"29,637",112.01,"11,614",31.60,"14,154",-36.71,"243,536",-7.78,-,-,"8,060",-19.49,"96,619",-13.81,"708,644",-14.17,"6,743",-17.68,"31,431",-10.26,"144,062",3.77,"88,901",-33.02,"437,507",-14.36,214,-66.67,657,-60.11,-,-,"27,237",-24.81,"51,891",-7.39
2002M04,"783,119",-14.03,"373,245",-22.24,"8,715",51.54,506,-34.20,"29,739",143.16,"11,454",34.20,"14,281",-36.09,"242,096",-7.20,-,-,"8,929",-20.22,"94,154",-13.78,"705,707",-13.87,"6,473",-13.70,"31,623",-6.36,"143,435",5.97,"89,162",-30.89,"435,014",-15.32,215,-66.72,728,-62.42,-,-,"25,567",-22.50,"50,902",-9.02
2002M05,"772,075",-14.91,"371,356",-22.15,"8,090",46.03,457,-47.47,"26,862",136.36,"10,772",26.30,"14,339",-35.53,"239,446",-8.42,-,-,"8,385",-17.51,"92,368",-16.13,"694,502",-14.77,"5,871",-16.55,"30,326",-10.05,"139,186",4.96,"88,598",-28.76,"430,521",-16.75,221,-64.47,803,-69.86,-,-,"27,434",-17.59,"49,115",-12.09
2002M06,"769,725",-15.66,"370,451",-22.13,"7,285",38.55,476,-44.65,"21,650",91.29,"11,642",30.06,"14,185",-35.59,"242,655",-7.99,-,-,"7,993",-12.31,"93,388",-19.25,"694,333",-15.36,"6,617",-24.32,"31,081",-9.09,"140,915",2.42,"88,142",-26.58,"427,578",-17.74,472,-34.26,501,-73.09,-,-,"26,589",-21.04,"47,830",-14.62
2002M07,"760,972",-16.25,"369,997",-21.50,"9,949",89.04,391,-56.41,"20,092",85.85,"11,242",30.28,"14,039",-36.43,"238,129",-9.21,-,-,"8,481",-19.95,"88,652",-24.01,"687,142",-15.79,"6,068",-37.90,"30,966",-5.56,"138,507",3.81,"87,140",-25.86,"424,461",-18.76,315,-57.08,454,-74.16,-,-,"25,196",-26.19,"47,865",-14.44
2002M08,"754,015",-14.93,"364,755",-20.37,"12,036",120.76,391,-62.30,"18,458",48.70,"11,305",34.42,"13,805",-37.02,"237,727",-7.68,-,-,"7,541",-19.86,"87,997",-21.50,"676,995",-15.69,"6,834",-8.03,"30,820",-4.69,"137,834",4.80,"83,432",-27.28,"418,075",-19.14,303,-57.68,289,-93.68,-,-,"27,376",-8.24,"49,052",1.82
