期間,期末營業車輛(輛)_原始值,期末營業車輛(輛)_年增率(%),行車次數(次)_原始值,行車次數(次)_年增率(%),行車里程(千車公里)_原始值,行車里程(千車公里)_年增率(%),貨運噸數(千公噸)_原始值,貨運噸數(千公噸)_年增率(%),延噸公里(千噸公里)_原始值,延噸公里(千噸公里)_年增率(%),平均每噸貨物運距(公里)_原始值,平均每噸貨物運距(公里)_年增率(%),貨運收入(千元)_原始值,貨運收入(千元)_年增率(%)
2005,"84,347",1.95,"45,170,228",3.25,"4,959,971",-0.55,"561,831",2.39,"31,210,279",0.58,55.6,-1.76,"114,068,524",0.27
2006,"80,737",-4.28,"45,974,697",1.78,"4,952,581",-0.15,"594,214",5.76,"31,218,175",0.03,52.5,-5.43,"113,793,224",-0.24
2007,"76,294",-5.50,"46,525,769",1.20,"4,863,470",-1.80,"617,567",3.93,"30,547,035",-2.15,49.5,-5.85,"111,608,328",-1.92
