期間,期末營業車輛(輛)_原始值,期末營業車輛(輛)_年增率(%),行車次數(次)_原始值,行車次數(次)_年增率(%),行車里程(千車公里)_原始值,行車里程(千車公里)_年增率(%),貨運噸數(千公噸)_原始值,貨運噸數(千公噸)_年增率(%),延噸公里(千噸公里)_原始值,延噸公里(千噸公里)_年增率(%),平均每噸貨物運距(公里)_原始值,平均每噸貨物運距(公里)_年增率(%),貨運收入(千元)_原始值,貨運收入(千元)_年增率(%)
2002,"81,575",1.15,"39,858,674",3.63,"4,724,719",-0.83,"498,533",-0.75,"28,341,258",1.91,56.8,2.68,"102,155,142",2.23
2003,"80,763",-1.00,"40,675,135",2.05,"4,653,688",-1.50,"512,680",2.84,"28,735,434",1.39,56.0,-1.41,"103,561,862",1.38
2004,"82,736",2.44,"43,746,608",7.55,"4,987,376",7.17,"548,715",7.03,"31,029,108",7.98,56.5,0.89,"113,765,007",9.85
