期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),鋼骨鋼筋混凝土構造_原始值,鋼骨鋼筋混凝土構造_年增率(%),鋼骨鋼筋混凝土構造_原始值,鋼骨鋼筋混凝土構造_年增率(%),混凝土構造_原始值,混凝土構造_年增率(%),混凝土構造_原始值,混凝土構造_年增率(%),鋼構造_原始值,鋼構造_年增率(%),鋼構造_原始值,鋼構造_年增率(%),磚構造_原始值,磚構造_年增率(%),磚構造_原始值,磚構造_年增率(%),木構造_原始值,木構造_年增率(%),木構造_原始值,木構造_年增率(%),其他_原始值,其他_年增率(%),其他_原始值,其他_年增率(%)
2008,"26,166,355",-24.66,"205,553,677",-22.65,"2,281,922",-33.52,"18,180,109",-38.32,"20,376,501",-25.01,"164,441,531",-21.49,"3,271,227",-16.03,"22,055,298",-14.72,"182,550",8.49,"650,051",-1.23,"28,145",-2.65,"99,840",1.92,"26,010",-28.13,"126,848",-29.03
2009,"19,915,953",-23.89,"151,163,768",-26.46,"1,639,709",-28.14,"13,832,261",-23.92,"15,448,595",-24.18,"119,364,115",-27.41,"2,623,168",-19.81,"17,223,876",-21.91,"139,471",-23.60,"509,877",-21.56,"31,873",13.25,"104,495",4.66,"33,137",27.40,"129,144",1.81
2010,"31,174,017",56.53,"246,976,514",63.38,"2,766,716",68.73,"22,702,009",64.12,"23,226,966",50.35,"183,507,913",53.74,"4,868,625",85.60,"39,615,016",130.00,"167,049",19.77,"624,092",22.40,"56,668",77.79,"153,655",47.05,"87,993",165.54,"373,829",189.47
2011,"34,148,423",9.54,"278,145,137",12.62,"2,842,385",2.73,"24,699,083",8.80,"26,333,369",13.37,"214,634,370",16.96,"4,642,872",-4.64,"37,326,627",-5.78,"140,802",-15.71,"473,611",-24.11,"52,482",-7.39,"143,218",-6.79,"136,513",55.14,"868,228",132.25
2012,"32,882,939",-3.71,"274,087,239",-1.46,"3,320,043",16.80,"31,561,045",27.78,"24,673,817",-6.30,"209,142,311",-2.56,"4,659,354",0.35,"32,559,418",-12.77,"149,348",6.07,"498,522",5.26,"37,093",-29.32,"107,394",-25.01,"43,284",-68.29,"218,549",-74.83
2013,"39,760,495",20.92,"350,522,002",27.89,"2,775,489",-16.40,"26,812,948",-15.04,"30,966,264",25.50,"277,361,909",32.62,"5,762,295",23.67,"45,447,467",39.58,"148,474",-0.59,"493,347",-1.04,"51,226",38.10,"169,741",58.05,"56,747",31.10,"236,590",8.25
