期間,店頭市場契約-遠期契約_原始值,店頭市場契約-遠期契約_年增率(%),店頭市場契約-交換_原始值,店頭市場契約-交換_年增率(%),店頭市場契約-買入選擇權_原始值,店頭市場契約-買入選擇權_年增率(%),店頭市場契約-賣出選擇權_原始值,店頭市場契約-賣出選擇權_年增率(%),交易所契約-期貨-長部位_原始值,交易所契約-期貨-長部位_年增率(%),交易所契約-期貨-短部位_原始值,交易所契約-期貨-短部位_年增率(%),交易所契約-買入選擇權_原始值,交易所契約-買入選擇權_年增率(%),交易所契約-賣出選擇權_原始值,交易所契約-賣出選擇權_年增率(%),契約合計_原始值,契約合計_年增率(%)
2006Q1,81,--,"1,280",20.19,"75,331",-7.39,"75,322",-7.40,0,--,0,--,0,--,0,--,"152,014",-7.17
2006Q2,12,--,"1,463",38.80,"64,423",-28.63,"64,423",-28.63,0,--,0,--,0,--,0,--,"130,321",-28.24
2006Q3,12,--,"1,454",31.35,"38,819",-54.60,"38,819",-54.60,0,--,0,--,0,--,0,--,"79,104",-54.04
2006Q4,12,--,"1,101",-38.83,"51,917",-43.50,"51,917",-43.50,0,--,0,--,0,--,0,--,"104,947",-43.44
2007Q1,12,-85.19,"1,456",13.75,"57,601",-23.54,"57,601",-23.53,0,--,0,--,0,--,0,--,"116,670",-23.25
2007Q2,0,-100.00,"1,637",11.89,"45,330",-29.64,"45,330",-29.64,0,--,0,--,0,--,0,--,"92,297",-29.18
2007Q3,57,375.00,"2,695",85.35,"47,900",23.39,"47,900",23.39,0,--,0,--,0,--,0,--,"98,552",24.59
2007Q4,181,"1,408.33","3,002",172.66,"60,332",16.21,"60,332",16.21,0,--,0,--,0,--,0,--,"123,847",18.01
2008Q1,138,"1,050.00","2,522",73.21,"73,907",28.31,"73,907",28.31,0,--,0,--,0,--,0,--,"150,474",28.97
2008Q2,338,--,"2,969",81.37,"74,844",65.11,"74,844",65.11,0,--,1,--,0,--,0,--,"152,996",65.76
2008Q3,118,107.02,"5,750",113.36,"105,293",119.82,"105,293",119.82,0,--,157,--,0,--,0,--,"216,611",119.79
2008Q4,"1,852",923.20,"4,180",39.24,"145,767",141.61,"145,767",141.61,131,--,0,--,0,--,0,--,"297,697",140.37
2009Q1,"3,520","2,450.72","4,126",63.60,"153,239",107.34,"153,239",107.34,183,--,0,--,76,--,202,--,"314,585",109.06
2009Q2,"2,454",626.04,"15,630",426.44,"135,252",80.71,"135,252",80.71,5,--,0,-100.00,66,--,23,--,"288,682",88.69
2009Q3,"1,806","1,430.51","12,985",125.83,"115,108",9.32,"115,108",9.32,11,--,0,-100.00,69,--,87,--,"245,174",13.19
2009Q4,"2,853",54.05,"8,396",100.86,"90,020",-38.24,"89,909",-38.32,289,120.61,0,--,5,--,46,--,"191,518",-35.67
