期間,就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%)
1992M09,"8,690",2.60,"2,651",-1.32,"1,750",4.27,731,-4.52,"1,989",4.97,916,10.79,654,5.66,"5,380",1.71,"1,581",-2.83,"1,227",4.84,476,-5.68,"1,104",3.27,572,10.58,420,4.80,"3,311",4.07,"1,070",1.01,522,2.97,255,-2.28,885,7.17,344,11.14,234,7.24,152,-1.51,12,-27.78,28,-17.29,20,8.46,49,-1.91,27,12.90,17,35.35,86,-0.60,8,-42.16,20,-15.56,11,25.32,25,7.65,13,12.60,10,58.69,65,-2.68,4,52.81,8,-21.52,8,-8.27,24,-9.97,14,13.17,7,12.21,"5,993",1.22,"2,577",-2.43,800,4.44,718,1.89,"1,102",4.67,381,2.69,415,7.89,"1,969",3.37,660,0.62,210,2.25,315,4.54,376,5.42,172,3.48,236,7.59,"4,024",0.21,"1,918",-3.44,590,5.24,402,-0.09,726,4.28,210,2.06,179,8.30
1992M10,"8,717",2.71,"2,644",-0.94,"1,770",3.76,737,-4.95,"1,977",6.03,943,12.62,646,1.67,"5,401",1.62,"1,579",-3.40,"1,242",4.29,485,-4.94,"1,101",5.63,579,10.37,414,0.73,"3,317",4.52,"1,065",2.96,528,2.55,252,-4.96,876,6.55,364,16.40,232,3.38,137,1.92,13,8.10,29,-1.54,15,-25.47,40,-6.91,20,6.68,20,75.43,80,0.21,9,-11.92,21,-8.86,9,-14.14,20,-7.18,11,35.38,10,51.90,58,4.38,4,150.03,8,24.18,6,-37.26,20,-6.65,9,-13.97,10,109.74,"6,010",1.07,"2,575",-2.67,833,4.68,702,0.12,"1,095",3.36,374,7.36,431,8.78,"1,971",3.62,658,2.14,230,5.86,308,0.75,366,3.40,165,4.10,243,9.71,"4,039",-0.14,"1,916",-4.23,604,4.24,394,-0.38,728,3.35,209,10.08,188,7.60
1992M11,"8,742",2.70,"2,651",-2.88,"1,805",5.00,749,-2.48,"2,003",8.63,913,10.40,622,-0.52,"5,426",2.53,"1,581",-2.96,"1,263",4.99,482,-4.29,"1,133",8.89,569,11.90,397,-2.36,"3,316",3.00,"1,069",-2.75,542,5.01,267,0.97,870,8.28,344,8.00,225,2.89,121,-6.11,12,0.90,26,-3.61,12,-30.71,34,-22.08,18,-7.48,19,103.17,76,-1.00,10,-4.02,21,-2.07,9,6.35,19,-4.57,9,-24.49,8,66.51,45,-13.62,3,23.16,5,-9.55,4,-61.08,14,-37.57,9,18.54,10,148.72,"6,030",1.27,"2,599",-1.99,825,0.81,693,-0.72,"1,097",4.76,381,8.92,435,11.75,"1,967",1.45,665,0.81,222,-4.22,304,-2.02,366,2.62,172,4.81,238,9.97,"4,063",1.18,"1,934",-2.92,603,2.79,389,0.32,731,5.86,209,12.53,197,13.99
1992M12,"8,761",2.47,"2,533",-6.04,"1,768",3.47,767,1.02,"2,085",9.75,934,10.48,674,5.20,"5,441",2.49,"1,505",-5.87,"1,244",4.09,488,0.62,"1,180",9.29,582,11.40,441,3.35,"3,320",2.44,"1,027",-6.29,524,2.05,279,1.73,905,10.35,352,8.99,233,8.89,113,-6.79,15,40.22,25,-18.48,13,-15.64,33,-13.24,14,-19.52,13,45.02,63,-17.50,9,14.15,17,-24.70,9,-8.17,16,-18.30,6,-50.15,6,33.91,50,11.61,6,120.41,8,-1.30,4,-28.19,17,-8.03,8,54.02,7,57.19,"6,048",1.66,"2,623",0.08,837,0.58,702,2.08,"1,102",3.61,362,2.13,421,8.13,"1,979",2.28,680,4.64,237,-2.25,304,-1.77,363,2.56,162,-1.55,233,8.61,"4,069",1.37,"1,944",-1.42,600,1.75,398,5.24,739,4.13,201,5.30,188,7.55
1993M01,"8,744",2.07,"2,516",-6.73,"1,746",1.16,775,4.22,"2,070",8.18,957,10.97,680,8.94,"5,429",1.76,"1,501",-7.25,"1,229",1.35,495,2.59,"1,174",9.73,593,10.99,438,4.60,"3,315",2.58,"1,015",-5.95,517,0.72,280,7.25,896,6.20,365,10.93,242,17.77,109,-8.69,10,-30.33,20,-16.56,15,5.42,32,-16.12,22,17.79,10,1.82,67,-11.29,8,-23.26,15,-14.74,11,16.28,20,-0.10,9,-37.70,5,8.05,42,-4.20,3,-45.26,5,-21.36,5,-13.40,12,-33.46,13,225.33,5,-4.01,"6,094",2.39,"2,591",-2.01,874,3.35,718,6.76,"1,093",3.47,388,16.94,430,7.22,"1,999",4.15,653,-0.86,253,3.33,316,6.26,365,2.28,180,23.19,232,7.64,"4,095",1.56,"1,938",-2.39,621,3.36,402,7.16,728,4.08,207,12.00,198,6.73
1993M02,"8,628",1.39,"2,533",-6.27,"1,705",-2.56,806,13.87,"1,990",5.34,935,12.03,658,5.22,"5,414",1.67,"1,522",-6.62,"1,214",-2.40,529,14.52,"1,136",7.31,582,14.17,432,2.41,"3,214",0.91,"1,011",-5.73,491,-2.96,278,12.67,855,2.84,353,8.66,226,11.02,116,-13.05,9,-60.11,26,-20.66,12,-27.31,39,-7.80,18,42.80,12,78.92,74,-14.43,6,-65.11,18,-18.25,7,-31.63,25,3.59,11,37.14,6,103.75,42,-10.52,3,-41.38,7,-26.06,4,-18.31,15,-22.41,7,52.13,6,60.04,"6,228",3.55,"2,634",-0.35,928,7.50,712,3.52,"1,129",7.52,386,12.50,438,2.77,"2,019",4.66,659,0.74,252,4.16,314,4.26,385,9.68,178,20.30,231,-0.76,"4,208",3.02,"1,975",-0.71,676,8.81,399,2.95,744,6.43,208,6.60,206,7.04
1993M03,"8,659",1.44,"2,580",-2.60,"1,776",0.95,754,2.17,"2,006",5.96,883,4.42,660,1.43,"5,412",1.18,"1,539",-3.41,"1,257",1.00,489,1.70,"1,133",6.23,552,4.71,442,1.26,"3,247",1.88,"1,042",-1.39,519,0.84,264,3.05,873,5.60,331,3.93,218,1.77,118,-1.17,15,4.21,25,2.18,14,-11.12,37,-12.33,15,12.10,12,29.76,71,-7.41,10,-19.59,15,-15.51,9,-19.42,20,-14.04,9,38.21,7,48.32,47,10.10,5,173.83,10,49.48,5,10.97,17,-10.27,5,-15.72,5,7.95,"6,220",3.28,"2,615",0.73,932,1.65,707,2.40,"1,139",7.65,384,6.33,443,10.67,"2,036",5.80,676,3.36,258,-1.27,317,10.96,388,10.37,165,4.98,233,8.08,"4,184",2.09,"1,939",-0.15,675,2.81,390,-3.63,751,6.30,219,7.37,210,13.68
1993M04,"8,691",1.64,"2,605",-3.13,"1,775",0.77,737,-0.22,"2,020",7.64,892,3.96,663,5.65,"5,406",0.75,"1,552",-4.15,"1,240",1.37,473,-3.75,"1,153",6.89,546,1.63,441,6.24,"3,285",3.15,"1,052",-1.58,534,-0.61,264,6.79,866,8.66,346,7.86,221,4.51,118,3.00,15,34.88,26,-2.14,12,-11.21,37,-8.99,20,44.86,8,-11.82,72,-7.31,11,26.33,17,-16.09,7,-17.36,20,-18.03,12,33.58,4,-31.82,46,24.76,4,63.33,9,44.90,5,0.10,17,4.97,8,67.53,4,30.04,"6,213",2.97,"2,601",-1.16,940,2.51,703,1.33,"1,140",9.36,372,1.89,457,19.05,"2,053",7.03,676,2.76,276,3.79,304,2.65,395,19.69,154,-3.70,249,19.02,"4,160",1.08,"1,925",-2.47,664,1.99,398,0.34,746,4.58,218,6.24,209,19.08
1993M05,"8,702",1.41,"2,619",-3.48,"1,746",-0.09,740,-1.73,"2,027",7.34,906,5.52,664,7.04,"5,393",0.47,"1,549",-4.47,"1,226",0.69,482,-2.40,"1,156",5.35,545,2.50,434,7.13,"3,309",2.98,"1,070",-2.02,520,-1.87,258,-0.46,870,10.10,361,10.45,230,6.88,114,-6.62,10,-11.02,27,6.04,13,-17.01,37,-13.37,20,8.91,7,-16.88,70,-10.23,8,-0.04,19,1.17,8,-30.02,19,-23.19,12,11.45,4,-10.53,44,-0.19,2,-43.19,8,20.64,6,12.26,19,-0.57,7,5.00,3,-24.25,"6,232",3.49,"2,602",-0.68,990,7.87,704,0.51,"1,142",7.68,373,5.12,421,14.22,"2,081",7.80,687,5.37,305,15.17,316,-1.16,383,12.61,161,7.08,229,12.53,"4,151",1.45,"1,916",-2.68,685,4.91,388,1.90,759,5.36,212,3.68,192,16.30
1993M06,"8,677",1.03,"2,526",-4.45,"1,734",-1.56,756,-1.59,"2,015",6.55,934,5.89,712,10.90,"5,373",0.40,"1,496",-5.09,"1,223",-0.11,491,-2.21,"1,125",3.84,573,4.41,465,11.50,"3,304",2.07,"1,030",-3.51,512,-4.87,265,-0.42,889,10.17,360,8.33,247,9.79,123,-8.29,11,22.93,21,-28.10,14,-12.42,42,-5.34,21,8.22,15,-14.10,71,-12.42,9,68.03,15,-33.35,7,-34.77,21,-15.93,12,18.31,8,-6.34,53,-2.06,2,-41.86,6,-11.22,7,32.43,21,7.69,9,-2.34,7,-22.04,"6,273",4.06,"2,575",-0.44,"1,012",5.65,720,0.31,"1,132",9.17,404,11.99,430,16.71,"2,113",8.04,666,2.30,324,12.38,322,-0.16,376,13.42,182,10.96,243,22.43,"4,161",2.16,"1,909",-1.36,688,2.76,398,0.69,756,7.17,222,12.84,187,10.04
1993M07,"8,725",1.00,"2,447",-6.89,"1,746",-0.80,757,-0.30,"2,083",7.21,961,8.86,733,9.86,"5,419",0.50,"1,463",-7.16,"1,225",-0.23,494,-1.09,"1,162",4.42,602,10.83,473,9.28,"3,306",1.84,983,-6.48,520,-2.13,263,1.23,921,10.96,359,5.71,260,10.94,152,-1.61,9,3.88,29,-9.19,15,-18.00,47,-6.87,24,14.43,28,14.99,79,-12.63,7,10.97,20,-16.02,10,-10.57,20,-25.04,11,2.37,11,-5.22,73,13.82,2,-15.29,9,12.24,5,-30.11,27,14.22,14,25.92,18,31.88,"6,221",3.90,"2,638",1.71,"1,004",2.50,733,3.45,"1,060",6.25,380,15.22,408,7.22,"2,072",7.73,683,5.40,320,7.65,313,2.68,351,10.77,177,14.03,228,13.38,"4,150",2.08,"1,955",0.49,684,0.25,420,4.03,709,4.15,202,16.28,180,0.30
1993M08,"8,863",1.82,"2,532",-4.57,"1,734",-1.37,757,2.03,"2,137",6.39,963,10.12,740,10.72,"5,434",0.16,"1,452",-8.19,"1,219",-1.91,502,2.62,"1,202",5.39,589,8.58,470,9.54,"3,429",4.57,"1,080",0.77,515,-0.07,255,0.90,935,7.71,374,12.64,271,12.82,172,0.78,14,7.03,28,6.49,17,-6.43,52,-14.02,37,44.47,25,-10.94,84,-13.28,9,-9.10,17,-9.48,11,-3.10,22,-25.57,17,21.24,8,-40.91,88,19.10,5,67.61,11,47.98,6,-11.84,30,-3.35,20,73.81,17,16.35,"6,088",2.59,"2,579",0.54,794,-4.87,746,3.53,"1,118",5.73,403,8.49,447,16.37,"2,065",8.83,691,6.97,230,5.76,331,9.01,382,10.66,182,3.45,248,19.03,"4,023",-0.34,"1,888",-1.63,564,-8.61,415,-0.47,737,3.34,221,13.04,199,13.22
1993M09,"8,862",1.97,"2,533",-4.45,"1,716",-1.93,752,2.87,"2,088",5.00,"1,001",9.26,771,18.04,"5,428",0.90,"1,460",-7.69,"1,212",-1.25,485,1.78,"1,176",6.55,604,5.65,492,17.23,"3,434",3.71,"1,074",0.33,504,-3.52,268,4.90,912,3.07,397,15.25,280,19.49,142,-6.33,15,21.68,22,-21.18,15,-22.70,43,-12.30,29,7.68,19,12.32,79,-8.24,10,28.18,15,-25.48,11,-4.06,19,-23.08,15,21.87,9,-9.82,63,-3.78,4,7.88,7,-9.87,4,-47.98,24,-1.42,13,-4.99,10,43.36,"6,145",2.53,"2,536",-1.61,776,-3.01,712,-0.74,"1,203",9.19,422,10.59,496,19.55,"2,088",6.05,671,1.66,207,-1.20,325,3.12,419,11.39,187,8.88,279,18.08,"4,057",0.82,"1,865",-2.73,568,-3.65,387,-3.76,784,8.04,235,11.99,217,21.47
1993M10,"8,835",1.36,"2,469",-6.60,"1,749",-1.17,743,0.81,"2,117",7.05,"1,022",8.30,736,13.91,"5,444",0.80,"1,470",-6.93,"1,224",-1.46,475,-1.97,"1,192",8.21,618,6.65,465,12.41,"3,392",2.26,1000,-6.10,525,-0.50,268,6.14,925,5.59,404,10.92,270,16.57,142,3.46,11,-17.20,26,-10.39,17,16.98,49,21.73,23,12.09,17,-17.89,84,5.26,8,-18.83,21,-0.24,13,48.14,23,17.95,11,2.35,9,-18.60,58,0.96,3,-13.13,5,-36.58,4,-27.41,25,25.40,12,23.11,8,-17.15,"6,199",3.14,"2,583",0.31,800,-3.95,696,-0.85,"1,234",12.77,392,4.73,493,14.41,"2,082",5.63,682,3.65,203,-11.62,309,0.18,432,18.05,178,7.76,277,14.02,"4,117",1.92,"1,900",-0.84,597,-1.02,387,-1.66,802,10.11,214,2.33,215,14.91
1993M11,"8,780",0.44,"2,422",-8.61,"1,790",-0.84,753,0.52,"2,103",4.99,"1,002",9.71,711,14.36,"5,454",0.53,"1,469",-7.09,"1,257",-0.50,487,0.99,"1,188",4.89,615,8.16,438,10.23,"3,326",0.28,953,-10.87,533,-1.63,266,-0.33,914,5.11,386,12.26,273,21.65,124,2.30,10,-18.20,25,-4.52,13,6.45,42,23.64,18,1.58,16,-15.16,76,0.19,7,-24.94,19,-8.99,8,-6.04,22,12.44,11,20.29,9,8.85,48,5.85,3,5.55,6,14.26,5,34.44,20,38.79,8,-16.65,7,-35.14,"6,299",4.47,"2,650",1.94,850,3.10,706,1.94,"1,201",9.48,394,3.46,498,14.38,"2,093",6.42,693,4.15,208,-5.99,310,1.83,421,15.17,180,4.61,281,18.08,"4,206",3.52,"1,957",1.18,642,6.45,397,2.02,780,6.63,214,2.52,217,9.91
1993M12,"8,780",0.22,"2,408",-4.92,"1,778",0.53,772,0.72,"2,109",1.13,994,6.41,720,6.78,"5,460",0.34,"1,447",-3.87,"1,261",1.33,496,1.69,"1,190",0.80,604,3.76,462,4.72,"3,321",0.02,961,-6.44,517,-1.39,276,-0.97,919,1.57,390,10.79,257,10.69,111,-1.77,13,-13.27,22,-14.91,11,-13.08,36,10.68,17,19.18,12,-5.92,69,8.80,11,17.41,16,-5.77,6,-36.56,19,24.13,9,41.61,8,28.60,42,-15.20,2,-62.13,5,-34.19,6,37.40,17,-1.62,8,1.75,4,-38.14,"6,341",4.84,"2,669",1.74,878,4.80,735,4.77,"1,167",5.94,408,12.58,484,14.85,"2,111",6.66,701,3.13,240,1.03,322,5.80,396,9.04,182,12.72,270,15.91,"4,230",3.96,"1,968",1.25,638,6.29,414,3.98,771,4.41,226,12.46,214,13.52
1994M01,"8,865",1.38,"2,410",-4.20,"1,787",2.33,789,1.82,"2,143",3.51,"1,018",6.31,718,5.68,"5,499",1.28,"1,450",-3.39,"1,263",2.73,505,1.86,"1,207",2.84,605,2.10,470,7.30,"3,366",1.55,960,-5.38,524,1.37,284,1.74,935,4.39,413,13.14,249,2.75,108,-0.88,9,-8.96,23,13.43,13,-17.22,35,9.27,17,-21.82,11,16.91,67,-0.41,7,-13.34,17,13.53,7,-36.45,19,-4.34,9,5.05,8,60.96,41,-1.63,3,4.03,6,13.13,6,27.52,16,31.38,7,-41.07,3,-29.42,"6,288",3.19,"2,668",2.95,858,-1.82,735,2.41,"1,166",6.65,407,4.93,455,5.75,"2,089",4.50,696,6.65,243,-3.84,323,2.26,395,8.24,182,1.08,249,7.36,"4,199",2.55,"1,971",1.70,615,-1.00,412,2.52,770,5.85,224,8.29,206,3.86
1994M02,"8,714",1.00,"2,420",-4.46,"1,763",3.40,785,-2.71,"2,084",4.72,993,6.19,669,1.71,"5,444",0.56,"1,463",-3.82,"1,261",3.86,501,-5.32,"1,190",4.76,602,3.32,428,-0.83,"3,270",1.74,956,-5.42,502,2.27,284,2.26,895,4.68,391,10.93,241,6.56,147,27.12,18,99.70,39,50.11,17,45.28,41,5.39,19,4.82,13,10.50,94,27.63,13,104.42,30,63.17,9,17.82,24,-2.56,12,7.86,6,11.56,53,26.24,5,89.20,9,17.76,8,93.10,17,18.99,7,0.30,6,9.47,"6,426",3.18,"2,727",3.52,917,-1.24,734,3.02,"1,216",7.68,394,2.12,438,0.08,"2,129",5.44,704,6.78,262,4.24,323,3.15,418,8.56,180,1.05,241,4.22,"4,297",2.10,"2,023",2.44,654,-3.28,410,2.92,798,7.23,215,3.04,197,-4.58
1994M03,"8,899",2.77,"2,555",-0.99,"1,837",3.47,791,4.91,"2,075",3.42,967,9.54,674,2.13,"5,490",1.45,"1,503",-2.29,"1,287",2.36,498,1.80,"1,184",4.53,577,4.54,441,-0.23,"3,408",4.97,"1,051",0.94,550,6.16,293,10.66,891,1.98,390,17.89,233,6.90,138,17.03,18,17.59,28,13.92,15,4.82,45,22.40,19,27.11,13,8.37,91,28.73,14,29.72,22,50.79,10,6.07,27,37.80,11,21.49,7,-3.33,46,-0.73,5,-7.81,6,-41.80,5,2.40,18,4.78,7,36.92,6,27.26,"6,280",0.97,"2,649",1.29,922,-1.17,702,-0.76,"1,201",5.52,376,-2.04,431,-2.80,"2,099",3.10,710,5.13,270,4.71,308,-2.83,405,4.43,169,2.52,237,1.67,"4,181",-0.07,"1,938",-0.05,652,-3.41,394,0.92,796,6.08,207,-5.47,194,-7.75
1994M04,"8,876",2.14,"2,565",-1.52,"1,814",2.21,794,7.67,"2,070",2.49,957,7.28,677,2.18,"5,494",1.63,"1,519",-2.16,"1,284",3.55,501,5.85,"1,177",2.05,574,5.27,439,-0.53,"3,382",2.97,"1,046",-0.59,530,-0.90,293,10.92,893,3.08,383,10.45,238,7.59,124,4.87,11,-29.10,31,18.42,14,15.55,39,3.50,18,-10.67,12,59.06,78,8.27,9,-20.28,23,35.50,10,32.21,20,-0.57,10,-18.63,6,56.35,46,-0.47,2,-51.77,7,-14.95,4,-9.77,18,8.42,8,2.11,6,62.03,"6,339",2.03,"2,630",1.11,958,1.93,712,1.29,"1,202",5.39,393,5.86,444,-2.89,"2,120",3.25,696,3.00,284,2.95,301,-0.96,402,1.80,189,22.78,248,-0.33,"4,220",1.42,"1,934",0.44,674,1.50,410,3.00,800,7.29,205,-6.07,197,-5.93
1994M05,"8,879",2.03,"2,518",-3.85,"1,833",4.96,789,6.68,"2,079",2.58,971,7.11,689,3.68,"5,473",1.49,"1,477",-4.66,"1,296",5.67,505,4.79,"1,177",1.81,586,7.52,432,-0.49,"3,405",2.90,"1,041",-2.69,537,3.28,284,10.20,902,3.60,384,6.49,256,11.56,129,13.52,16,56.01,30,11.67,12,-5.61,42,13.29,16,-19.68,14,86.44,82,17.68,13,50.31,21,9.94,8,8.28,25,34.92,9,-22.17,6,43.10,47,6.86,3,85.36,9,16.02,4,-25.10,17,-8.48,6,-15.61,8,145.76,"6,357",2.00,"2,624",0.82,991,0.13,712,1.08,"1,198",4.88,404,8.30,429,1.87,"2,148",3.25,708,3.04,314,2.87,297,-5.74,403,5.08,188,16.59,239,4.31,"4,209",1.38,"1,916",0.03,677,-1.09,414,6.63,795,4.78,216,1.99,190,-1.04
1994M06,"8,860",2.11,"2,446",-3.17,"1,814",4.57,755,-0.14,"2,095",4.01,1000,7.04,750,5.43,"5,472",1.85,"1,445",-3.40,"1,289",5.48,481,-1.99,"1,182",5.05,604,5.31,471,1.27,"3,388",2.54,"1,001",-2.83,524,2.40,274,3.28,913,2.71,396,9.80,280,13.26,138,12.03,16,49.49,21,4.16,14,1.40,43,3.81,22,2.63,21,42.83,84,19.13,11,23.87,18,24.79,9,36.05,21,3.10,12,1.92,13,55.47,54,2.47,5,155.83,3,-45.60,5,-32.83,22,4.49,10,3.53,8,27.30,"6,388",1.82,"2,626",1.99,"1,020",0.78,715,-0.75,"1,185",4.66,397,-1.84,446,3.61,"2,159",2.17,712,6.97,317,-2.12,308,-4.24,392,4.21,177,-2.52,252,3.60,"4,229",1.65,"1,914",0.25,703,2.14,407,2.07,793,4.89,219,-1.29,194,3.62
1994M07,"8,953",2.61,"2,441",-0.21,"1,803",3.26,755,-0.35,"2,176",4.48,"1,027",6.91,752,2.63,"5,532",2.08,"1,463",-0.04,"1,274",3.97,474,-4.16,"1,220",5.04,627,4.20,474,0.31,"3,421",3.49,979,-0.46,529,1.60,281,6.82,956,3.78,400,11.45,277,6.86,169,11.31,15,62.77,29,0.75,15,1.55,54,15.42,27,11.23,29,3.27,88,11.97,11,51.64,19,-7.69,8,-19.56,23,12.04,13,23.83,15,39.69,81,10.59,4,102.14,10,20.60,7,45.60,31,18.01,14,1.47,14,-18.60,"6,285",1.03,"2,654",0.61,"1,019",1.56,716,-2.32,"1,104",4.20,377,-0.66,415,1.74,"2,107",1.71,702,2.74,314,-1.71,315,0.85,364,3.85,168,-5.09,243,6.60,"4,178",0.69,"1,952",-0.14,705,3.10,400,-4.68,740,4.38,209,3.22,172,-4.43
1994M08,"9,055",2.16,"2,471",-2.40,"1,767",1.91,760,0.36,"2,218",3.79,"1,066",10.74,772,4.35,"5,541",1.96,"1,454",0.19,"1,233",1.19,491,-2.26,"1,245",3.55,631,7.12,486,3.43,"3,514",2.48,"1,017",-5.87,533,3.61,269,5.52,973,4.09,435,16.43,287,5.93,184,6.90,18,31.39,32,17.54,19,10.28,56,7.95,33,-11.51,26,4.67,95,13.70,13,36.99,22,31.25,9,-12.95,24,9.88,17,-4.18,11,35.74,89,0.45,5,19.99,10,-4.24,9,51.73,32,6.57,16,-17.97,15,-9.69,"6,197",1.80,"2,627",1.84,813,2.36,739,-0.91,"1,141",2.08,406,0.65,472,5.42,"2,105",1.95,705,1.98,227,-1.41,333,0.40,384,0.67,190,3.95,267,7.53,"4,092",1.72,"1,922",1.79,586,3.90,407,-1.95,757,2.82,216,-2.08,205,2.79
1994M09,"8,980",1.33,"2,443",-3.55,"1,739",1.37,750,-0.35,"2,202",5.43,"1,066",6.57,780,1.04,"5,503",1.38,"1,429",-2.11,"1,218",0.46,494,1.80,"1,246",5.94,628,3.92,490,-0.48,"3,477",1.26,"1,014",-5.52,522,3.53,256,-4.26,956,4.78,439,10.59,290,3.73,151,6.14,15,0.08,28,30.17,15,-0.93,43,0.93,27,-6.34,23,19.84,88,11.04,11,2.07,22,47.93,10,-8.40,21,13.11,13,-16.93,11,27.74,63,-0.04,4,-4.93,6,-8.48,5,17.75,22,-8.67,14,5.78,11,12.88,"6,330",3.01,"2,652",4.56,813,4.80,733,2.95,"1,209",0.54,412,-2.25,510,2.85,"2,164",3.65,718,7.09,217,4.68,334,2.69,421,0.34,187,0.07,288,3.14,"4,166",2.69,"1,934",3.66,596,4.85,400,3.18,789,0.65,225,-4.09,223,2.49
1994M10,"9,045",2.37,"2,416",-2.15,"1,796",2.67,779,4.88,"2,202",4.03,"1,072",4.97,779,5.88,"5,543",1.82,"1,405",-4.38,"1,240",1.30,507,6.69,"1,265",6.16,638,3.17,488,4.87,"3,502",3.26,"1,011",1.12,556,5.88,272,1.68,937,1.30,435,7.73,291,7.60,149,5.07,14,29.15,27,6.05,12,-27.54,48,-0.74,30,31.62,17,2.39,86,2.81,12,52.58,20,-0.73,7,-48.04,24,4.57,13,20.33,10,15.87,63,8.34,2,-25.54,7,33.60,6,32.09,24,-5.60,17,42.25,7,-11.61,"6,296",1.58,"2,607",0.95,817,2.09,693,-0.42,"1,246",0.91,417,6.27,516,4.80,"2,142",2.88,710,4.11,210,3.16,311,0.56,437,0.97,188,5.78,287,3.35,"4,155",0.92,"1,897",-0.18,608,1.72,383,-1.20,809,0.88,229,6.67,230,6.67
1994M11,"9,062",3.21,"2,403",-0.78,"1,842",2.92,777,3.27,"2,212",5.17,"1,055",5.30,774,8.76,"5,557",1.89,"1,412",-3.90,"1,271",1.17,507,4.10,"1,258",5.86,627,1.83,483,10.23,"3,505",5.38,991,4.03,570,7.05,270,1.76,954,4.28,428,10.83,291,6.41,136,10.28,17,65.12,24,-4.89,12,-10.23,44,6.22,21,15.70,19,20.66,83,9.47,14,91.22,19,0.11,8,-3.30,22,1.83,9,-11.69,11,18.60,53,11.57,3,-0.24,4,-21.64,4,-21.07,22,11.04,12,54.22,8,23.54,"6,319",0.32,"2,644",-0.21,829,-2.53,687,-2.68,"1,239",3.19,406,3.19,513,3.07,"2,144",2.45,728,5.08,206,-1.05,300,-3.07,427,1.37,193,7.61,290,2.98,"4,175",-0.74,"1,916",-2.08,623,-3.01,387,-2.38,812,4.17,213,-0.51,224,3.19
1994M12,"9,076",3.37,"2,407",-0.07,"1,857",4.47,771,-0.19,"2,256",7.00,"1,030",3.69,755,4.94,"5,580",2.20,"1,419",-1.96,"1,287",2.08,497,0.24,"1,286",8.11,615,1.79,476,2.96,"3,497",5.30,988,2.78,570,10.30,274,-0.97,970,5.56,415,6.63,279,8.48,130,17.59,12,-5.28,25,16.24,13,19.03,46,27.33,16,-1.80,17,40.93,76,10.72,8,-28.95,18,11.32,9,57.86,24,25.48,10,11.11,8,-5.51,54,28.77,5,111.59,7,31.06,4,-19.52,22,29.47,7,-15.76,9,131.05,"6,340",-0.01,"2,688",0.70,860,-2.02,670,-8.91,"1,242",6.43,395,-3.18,485,0.27,"2,143",1.54,738,5.32,236,-1.46,289,-10.16,418,5.50,182,-0.20,280,3.68,"4,197",-0.79,"1,950",-0.94,624,-2.22,381,-7.93,825,6.91,213,-5.58,205,-4.05
