期間,合計_原始值,合計_年增率(%),合計_原始值,合計_年增率(%),合計_原始值,合計_年增率(%),國庫券_原始值,國庫券_年增率(%),國庫券_原始值,國庫券_年增率(%),國庫券_原始值,國庫券_年增率(%),商業本票_原始值,商業本票_年增率(%),商業本票_原始值,商業本票_年增率(%),商業本票_原始值,商業本票_年增率(%),銀行承兌匯票_原始值,銀行承兌匯票_年增率(%),銀行承兌匯票_原始值,銀行承兌匯票_年增率(%),銀行承兌匯票_原始值,銀行承兌匯票_年增率(%),可轉讓定期存單_原始值,可轉讓定期存單_年增率(%),可轉讓定期存單_原始值,可轉讓定期存單_年增率(%),可轉讓定期存單_原始值,可轉讓定期存單_年增率(%)
2005,"7,121,020",3.37,"7,269,396",7.43,"1,168,102",-11.27,"115,000",-12.15,"200,900",234.83,"45,000",-65.62,"5,690,443",0.85,"5,719,034",0.76,"746,982",-3.69,"31,121",-11.55,"31,069",-9.60,"7,650",0.71,"1,284,456",18.93,"1,318,393",32.33,"368,470",-8.43
2006,"7,004,027",-1.64,"7,079,748",-2.61,"1,092,383",-6.48,"45,000",-60.87,"65,000",-67.65,"25,000",-44.44,"5,879,802",3.33,"5,909,200",3.33,"717,582",-3.94,"36,104",16.01,"35,694",14.89,"8,062",5.39,"1,043,121",-18.79,"1,069,854",-18.85,"341,739",-7.25
2007,"6,495,116",-7.27,"6,662,233",-5.90,"925,258",-15.30,"88,000",95.56,"85,000",30.77,"28,000",12.00,"5,577,234",-5.15,"5,630,033",-4.72,"664,785",-7.36,"38,181",5.75,"37,821",5.96,"8,424",4.49,"791,701",-24.10,"909,379",-15.00,"224,049",-34.44
2008,"6,948,597",6.98,"6,904,033",3.63,"969,815",4.82,"240,000",172.73,"161,184",89.63,"106,816",281.49,"6,074,702",8.92,"6,049,264",7.45,"690,223",3.83,"33,266",-12.87,"36,751",-2.83,"4,936",-41.41,"600,629",-24.13,"656,834",-27.77,"167,840",-25.09
