期間,本國銀行_原始值,本國銀行_年增率(%),本國銀行_原始值,本國銀行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),信用合作社_原始值,信用合作社_年增率(%),信用合作社_原始值,信用合作社_年增率(%)
2009,"15,252,713",19.76,"14,231,746",9.94,"2,836,676",107.06,"10,347,642",275.57,-,-,-,-,"1,845,063",-6.36,"210,787",-41.05,"5,772,745",981.74,"917,022",66.97,-,-,-,-
2010,"23,881,227",56.57,"18,324,199",28.76,"2,306,932",-18.67,"16,026,545",54.88,-,-,-,-,"2,140,730",16.02,"210,747",-0.02,"7,150,521",23.87,"917,919",0.10,-,-,-,-
2011,"23,805,947",-0.32,"18,265,996",-0.32,"2,382,001",3.25,"13,551,806",-15.44,-,-,-,-,"2,248,418",5.03,"98,229",-53.39,"4,257,230",-40.46,"777,565",-15.29,-,-,-,-
2012,"25,262,441",6.12,"22,950,828",25.65,"2,285,259",-4.06,"11,615,924",-14.29,-,-,-,-,"2,603,198",15.78,"21,076",-78.54,"4,725,360",11.00,"288,430",-62.91,-,-,-,-
2013,"30,124,892",19.25,"28,876,498",25.82,"1,925,214",-15.76,"9,123,020",-21.46,-,-,-,-,"3,362,607",29.17,"26,360",25.07,"4,430,370",-6.24,"1,817,205",530.03,-,-,-,-
