期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--企業及個人存款-計_原始值,負債與淨值--企業及個人存款-計_年增率(%),負債與淨值--企業及個人存款-支票存款_原始值,負債與淨值--企業及個人存款-支票存款_年增率(%),負債與淨值--企業及個人存款-活期存款_原始值,負債與淨值--企業及個人存款-活期存款_年增率(%),負債與淨值--企業及個人存款-活期儲蓄存款_原始值,負債與淨值--企業及個人存款-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-定期存款_原始值,負債與淨值--企業及個人存款-定期存款_年增率(%),負債與淨值--企業及個人存款-可轉讓定期存單_原始值,負債與淨值--企業及個人存款-可轉讓定期存單_年增率(%),負債與淨值--企業及個人存款-定期儲蓄存款_原始值,負債與淨值--企業及個人存款-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-外匯存款_原始值,負債與淨值--企業及個人存款-外匯存款_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_原始值,負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2002M03,"1,330,873",5.00,"405,388",-4.55,"370,648",-2.58,-,-,"1,040",-54.43,"369,608",-2.27,"19,106",46.32,-,-,"67,622",12.80,"5,773",198.04,"116,471",45.36,"28,395",59.77,653,-37.27,"1,167",2.91,"315,650",9.88,"387,235",31.82,"519,155",2.74,"8,046",-11.33,"66,978",-1.17,142,222.73,"211,168",16.90,"10,532",-41.63,5,25.00,"222,284",-3.24,-,-,-,-,"42,109",-63.10,407,-84.80,"15,458",-27.40,-,-,"325,269",11.81,"41,647",-1.14
2002M04,"1,354,883",10.69,"370,983",-12.79,"368,929",-4.29,-,-,333,-80.98,"368,596",-3.94,"22,377",83.21,-,-,"81,165",68.57,"8,990","1,227.92","152,826",104.95,"35,060",83.51,654,395.45,"1,231",4.50,"312,668",21.59,"439,260",48.05,"499,088",2.48,"7,435",-8.73,"73,072",12.99,160,240.43,"195,869",5.82,"10,310",-42.00,5,25.00,"212,237",0.45,-,-,-,-,"33,589",-71.35,444,-73.06,"29,591",40.81,-,-,"310,624",19.79,"42,731",-0.03
2002M05,"1,433,291",7.37,"371,943",-18.65,"381,569",-2.90,-,-,"2,258",-40.81,"379,311",-2.53,"36,101",178.77,-,-,"75,551",62.65,"6,928","2,660.16","169,843",113.28,"36,726",117.42,-,-,"1,137",-11.10,"353,493",8.07,"452,316",53.71,"502,528",2.46,"8,735",25.97,"76,991",20.11,219,200.00,"193,985",4.87,"10,522",-34.97,5,25.00,"212,071",-2.81,-,-,-,-,"38,516",-76.97,384,-87.61,"37,368",69.19,-,-,"359,147",13.50,"43,416",-2.44
2002M06,"1,498,097",14.09,"348,681",-25.22,"395,815",2.39,-,-,"3,576",11.85,"392,239",2.31,"41,288",165.13,-,-,"89,873",32.75,763,-53.79,"197,615",193.35,"40,898",203.38,-,-,"1,149",1.23,"382,015",30.25,"525,257",78.36,"487,846",-0.50,"9,768",13.20,"78,029",21.87,141,291.67,"195,550",6.05,"11,104",-27.80,4,0.00,"193,250",-11.28,-,-,-,-,"23,436",-85.82,402,-81.34,"25,853",15.18,-,-,"391,448",32.41,"44,257",-1.51
2002M07,"1,641,581",22.91,"351,925",-27.65,"414,307",4.75,-,-,"3,114",37.36,"411,193",4.56,"41,718",164.05,-,-,"84,615",52.41,"2,536",-2.31,"245,738",246.15,"45,732",189.37,-,-,"1,083",4.54,"453,927",55.50,"512,647",48.23,"478,532",-3.18,"7,959",-41.08,"77,605",19.89,160,220.00,"208,392",14.83,"10,054",-31.25,4,-60.00,"174,358",-20.69,-,-,"2,702",-,"59,563",-56.82,374,-55.90,"39,094",50.90,-,-,"505,246",76.75,"43,797",-4.46
2002M08,"1,551,709",19.84,"326,672",-22.79,"409,017",4.74,-,-,"2,299",62.02,"406,718",4.53,"43,008",210.53,-,-,"70,966",18.60,487,-86.03,"255,257",229.57,"49,250",213.81,-,-,"1,167",13.52,"395,885",27.86,"482,245",34.80,"483,091",1.74,"8,533",21.57,"78,005",21.11,213,176.62,"218,789",18.82,"11,901",-11.35,82,"1,950.00","165,568",-19.54,-,-,"3,082",-,"35,022",-53.12,550,77.42,"42,539",70.05,-,-,"460,351",45.18,"45,379",-0.24
2002M09,"1,543,661",14.19,"343,827",-30.82,"396,889",2.89,-,-,281,-80.65,"396,608",3.21,"42,040",105.48,-,-,"61,372",-3.06,525,-90.23,"255,787",211.21,"48,306",204.14,-,-,"1,102",-1.17,"393,813",40.28,"493,872",13.88,"478,403",1.89,"9,134",4.07,"80,460",20.44,227,187.34,"215,113",18.10,"11,180",-14.60,82,"1,540.00","162,207",-18.34,-,-,"2,793",-,"32,100",-68.91,404,-47.94,"35,591",54.23,-,-,"458,894",63.61,"42,008",0.53
2002M10,"1,543,215",15.38,"323,081",-25.84,"386,684",1.07,-,-,304,-72.21,"386,380",1.28,"43,010",112.05,-,-,"68,528",11.79,"1,074",-62.00,"276,450",270.14,"38,497",112.58,-,-,"1,190",15.53,"404,701",18.69,"483,866",31.81,"485,313",1.62,"8,050",23.52,"84,388",27.65,117,48.10,"207,994",17.23,"10,981",-14.22,82,"1,540.00","173,701",-19.08,-,-,"3,650",-,"29,080",-65.14,466,-68.53,"34,336",71.05,-,-,"463,855",33.82,"43,115",1.04
2002M11,"1,564,738",23.63,"308,129",-22.15,"379,970",-1.13,-,-,126,-90.74,"379,844",-0.81,"40,503",93.16,-,-,"56,219",0.47,419,-86.57,"312,660",246.23,"37,779",83.87,-,-,"1,113",14.27,"427,946",45.72,"484,008",28.37,"475,509",-0.66,"7,998",20.94,"77,909",15.71,90,-41.94,"208,280",12.76,"10,973",-6.68,82,"1,540.00","170,177",-18.22,-,-,"3,481",-,"28,055",-48.37,419,-6.05,"29,103",40.50,-,-,"500,698",71.46,"43,884",2.34
2002M12,"1,575,264",23.32,"318,001",-19.59,"368,071",-3.00,-,-,82,-85.33,"367,989",-2.88,"40,644",126.96,-,-,"49,226",-18.31,613,-81.10,"307,675",212.64,"36,869",85.21,-,-,"1,117",-5.50,"453,048",50.35,"477,408",25.09,"484,365",0.59,"9,032",21.17,"88,002",19.38,151,77.65,"199,115",7.51,"11,538",2.90,83,"1,560.00","176,444",-13.43,-,-,"5,909",-,"21,367",-63.90,354,-5.35,"22,003",12.64,-,-,"520,451",77.33,"43,761",4.26
2003M01,"1,650,754",26.20,"327,766",-18.47,"375,829",-0.72,-,-,74,-93.08,"375,755",-0.46,"51,365",144.17,-,-,"60,664",-13.26,"1,133",-85.73,"311,121",220.65,"45,582",83.86,-,-,"1,454",-14.57,"475,840",56.30,"574,992",48.72,"479,176",-3.58,"10,263",65.85,"80,980",12.02,145,-42.91,"200,731",3.65,"11,425",4.60,92,"1,740.00","175,540",-17.83,-,-,"6,247","1,684.86","28,832",-53.55,"1,561",63.28,"20,273",28.04,-,-,"496,095",62.40,"45,139",10.84
2003M02,"1,696,132",30.06,"331,174",-15.75,"370,204",-2.26,-,-,60,-96.22,"370,144",-1.86,"51,112",130.77,-,-,"59,039",-15.62,"1,333",-81.52,"336,742",211.96,"51,712",88.34,-,-,"1,309",12.65,"493,507",66.91,"601,427",52.92,"486,815",-4.19,"8,593",-14.73,"81,846",17.76,126,61.54,"208,065",1.55,"11,517",12.12,13,160.00,"176,655",-17.17,-,-,"6,254","1,681.77","29,243",-36.26,360,1.69,"15,473",-3.77,-,-,"510,858",70.74,"46,062",11.85
2003M03,"1,433,346",7.70,"329,834",-18.64,"364,280",-1.72,-,-,102,-90.19,"364,178",-1.47,"49,200",157.51,-,-,"67,303",-0.47,"2,287",-60.38,"338,948",191.01,"44,281",55.95,-,-,"1,248",6.94,"235,965",-25.24,"577,595",49.16,"508,247",-2.10,"9,601",19.33,"85,790",28.09,128,-9.86,"211,345",0.08,"11,832",12.34,13,160.00,"189,538",-14.73,-,-,"6,602",-,"29,638",-29.62,329,-19.16,"13,422",-13.17,-,-,"251,499",-22.68,"46,343",11.28
2003M04,"1,489,875",9.96,"332,250",-10.44,"369,068",0.04,-,-,94,-71.77,"368,974",0.10,"58,983",163.59,-,-,"79,637",-1.88,"3,194",-64.47,"327,001",113.97,"62,610",78.58,-,-,"1,225",-0.49,"255,907",-18.15,"594,845",35.42,"493,827",-1.05,"7,763",4.41,"81,012",10.87,94,-41.25,"207,873",6.13,"11,038",7.06,6,20.00,"186,041",-12.34,-,-,"7,318",-,"39,219",16.76,376,-15.32,"25,500",-13.83,-,-,"282,123",-9.18,"47,043",10.09
2003M05,"1,545,544",7.83,"340,043",-8.58,"366,403",-3.97,-,-,129,-94.29,"366,274",-3.44,"84,680",134.56,-,-,"98,471",30.34,"5,715",-17.51,"305,701",79.99,"75,524",105.64,-,-,"1,129",-0.70,"267,878",-24.22,"639,927",41.48,"501,310",-0.24,"8,228",-5.80,"79,969",3.87,349,59.36,"211,568",9.06,"12,251",16.43,17,240.00,"188,928",-10.91,-,-,"8,755",-,"39,700",3.07,351,-8.59,"24,235",-35.15,-,-,"283,235",-21.14,"48,382",11.44
2003M06,"1,523,116",1.67,"324,509",-6.93,"367,502",-7.15,-,-,11,-99.69,"367,491",-6.31,"87,277",111.39,-,-,"89,302",-0.64,"6,543",757.54,"292,600",48.07,"75,050",83.51,-,-,"1,095",-4.70,"279,238",-26.90,"619,586",17.96,"511,937",4.94,"9,212",-5.69,"91,231",16.92,304,115.60,"206,736",5.72,"11,813",6.39,17,325.00,"192,624",-0.32,-,-,"3,461",-,"28,537",21.77,433,7.71,"20,337",-21.34,-,-,"290,236",-25.86,"49,022",10.77
2003M07,"1,599,728",-2.55,"327,300",-7.00,"377,305",-8.93,-,-,315,-89.88,"376,990",-8.32,"109,901",163.44,-,-,"110,406",30.48,"10,801",325.91,"282,346",14.90,"69,351",51.65,-,-,"1,142",5.45,"311,176",-31.45,"663,014",29.33,"520,987",8.87,"8,462",6.32,"82,194",5.91,333,108.13,"207,867",-0.25,"11,123",10.63,37,825.00,"210,971",21.00,-,-,"3,442",27.39,"32,172",-45.99,333,-10.96,"32,742",-16.25,-,-,"297,609",-41.10,"49,762",13.62
2003M08,"1,589,045",2.41,"338,914",3.75,"374,306",-8.49,-,-,31,-98.65,"374,275",-7.98,"109,371",154.30,-,-,"101,158",42.54,"12,138","2,392.40","295,136",15.62,"72,710",47.63,-,-,"1,197",2.57,"284,115",-28.23,"651,378",35.07,"519,770",7.59,"9,772",14.52,"86,228",10.54,320,50.23,"216,350",-1.11,"10,833",-8.97,37,-54.88,"196,230",18.52,-,-,"3,417",10.87,"28,462",-18.73,339,-38.36,"38,136",-10.35,-,-,"302,707",-34.24,"45,175",-0.45
2003M09,"1,721,403",11.51,"329,799",-4.08,"380,607",-4.10,-,-,150,-46.62,"380,457",-4.07,"111,154",164.40,-,-,"104,248",69.86,"12,202","2,224.19","351,274",37.33,"95,534",97.77,400,-,"1,076",-2.36,"335,109",-14.91,"707,445",43.24,"511,560",6.93,"11,950",30.83,"97,752",21.49,364,60.35,"206,016",-4.23,"12,277",9.81,89,8.54,"183,112",12.89,-,-,"4,222",51.16,"28,790",-10.31,313,-22.52,"17,724",-50.20,-,-,"406,990",-11.31,"44,672",6.34
2003M10,"1,766,179",14.45,"334,467",3.52,"392,871",1.60,-,-,597,96.38,"392,274",1.53,"108,981",153.39,-,-,"95,549",39.43,"11,623",982.22,"384,851",39.21,"61,194",58.96,-,-,"1,084",-8.91,"375,559",-7.20,"748,896",54.77,"509,455",4.97,"9,902",23.01,"97,867",15.97,372,217.95,"200,539",-3.58,"12,664",15.33,89,8.54,"188,022",8.24,-,-,"9,192",151.84,"45,031",54.85,"1,142",145.06,"27,958",-18.58,-,-,"379,657",-18.15,"45,990",6.67
2003M11,"1,801,341",15.12,"350,424",13.73,"389,558",2.52,-,-,109,-13.49,"389,449",2.53,"108,265",167.30,-,-,"80,572",43.32,"14,257","3,302.63","424,694",35.83,"64,637",71.09,-,-,977,-12.22,"367,957",-14.02,"767,891",58.65,"529,905",11.44,"10,049",25.64,"100,259",28.69,460,411.11,"202,440",-2.80,"12,437",13.34,28,-65.85,"204,232",20.01,-,-,"8,188",135.22,"37,708",34.41,300,-28.40,"27,692",-4.85,-,-,"383,024",-23.50,"46,933",6.95
2003M12,"1,784,927",13.31,"327,698",3.05,"373,637",1.51,-,-,111,35.37,"373,526",1.50,"112,768",177.45,-,-,"58,733",19.31,"12,319","1,909.62","447,603",45.48,"68,540",85.90,-,-,"1,104",-1.16,"382,525",-15.57,"767,440",60.75,"538,443",11.16,"10,723",18.72,"116,683",32.59,655,333.77,"190,881",-4.14,"11,947",3.54,36,-56.63,"207,518",17.61,-,-,"10,907",84.58,"22,801",6.71,778,119.77,"18,007",-18.16,-,-,"381,316",-26.73,"46,013",5.15
2004M01,"1,925,157",16.62,"334,592",2.08,"409,768",9.03,-,-,423,471.62,"409,345",8.94,"100,496",95.65,-,-,"64,002",5.50,"11,972",956.66,"507,361",63.08,"67,444",47.96,-,-,"1,256",-13.62,"428,266",-10.00,"837,452",45.65,"528,947",10.39,"10,620",3.48,"103,750",28.12,542,273.79,"193,523",-3.59,"10,926",-4.37,135,46.74,"209,451",19.32,-,-,"8,371",34.00,"50,874",76.45,"2,785",78.41,"20,618",1.70,-,-,"431,205",-13.08,"47,690",5.65
2004M02,"2,077,217",22.47,"301,875",-8.85,"410,515",10.89,-,-,450,650.00,"410,065",10.79,"102,869",101.26,-,-,"88,685",50.21,"11,765",782.60,"530,636",57.58,"103,358",99.87,-,-,"1,192",-8.94,"526,322",6.65,"818,951",36.17,"521,751",7.18,"11,335",31.91,"103,402",26.34,651,416.67,"188,262",-9.52,"11,274",-2.11,137,953.85,"206,690",17.00,-,-,"9,613",53.71,"36,446",24.63,270,-25.00,"24,294",57.01,-,-,"617,677",20.91,"48,485",5.26
2004M03,"2,161,034",50.77,"315,049",-4.48,"411,446",12.95,-,-,468,358.82,"410,978",12.85,"108,537",120.60,-,-,"90,561",34.56,"11,008",381.33,"566,907",67.25,"180,269",307.10,-,-,"1,152",-7.69,"476,105",101.77,"1,002,721",73.60,"549,024",8.02,"12,094",25.97,"123,981",44.52,544,325.00,"192,248",-9.04,"11,629",-1.72,144,"1,007.69","208,384",9.94,-,-,"12,550",90.09,"27,703",-6.53,192,-41.64,"9,704",-27.70,-,-,"510,095",102.82,"49,237",6.24
2004M04,"2,235,369",50.04,"319,433",-3.86,"424,377",14.99,-,-,167,77.66,"424,210",14.97,"114,651",94.38,-,-,"100,270",25.91,"12,794",300.56,"556,198",70.09,"198,285",216.70,"10,350",-,"1,078",-12.00,"497,933",94.58,"1,083,457",82.14,"536,427",8.63,"9,193",18.42,"121,036",49.41,605,543.62,"187,636",-9.74,"10,927",-1.01,153,"2,450.00","206,877",11.20,-,-,"5,672",-22.49,"22,628",-42.30,196,-47.87,"19,177",-24.80,-,-,"515,759",82.81,"52,249",11.07
2004M05,"2,355,607",52.41,"358,087",5.31,"436,928",19.25,-,-,405,213.95,"436,523",19.18,"98,782",16.65,-,-,"99,211",0.75,"11,385",99.21,"578,625",89.28,"232,344",207.64,"8,800",-,"1,138",0.80,"530,307",97.97,"1,195,360",86.80,"527,896",5.30,"9,566",16.26,"119,465",49.39,676,93.70,"183,352",-13.34,"10,376",-15.30,145,752.94,"204,316",8.14,-,-,"3,306",-62.24,"21,718",-45.29,173,-50.71,"19,158",-20.95,-,-,"535,284",88.99,"52,885",9.31
2004M06,"2,246,742",47.51,"366,441",12.92,"424,695",15.56,-,-,324,"2,845.45","424,371",15.48,"92,807",6.34,-,-,"105,783",18.46,"13,643",108.51,"547,381",87.07,"187,773",150.20,"8,900",-,"1,033",-5.66,"498,286",78.44,"1,091,438",76.16,"549,561",7.35,"11,242",22.04,"125,818",37.91,668,119.74,"183,446",-11.27,"9,211",-22.03,138,711.76,"219,038",13.71,-,-,"5,301",53.16,"22,873",-19.85,177,-59.12,"13,728",-32.50,-,-,"509,871",75.67,"53,970",10.09
2004M07,"2,181,659",36.38,"357,982",9.37,"435,061",15.31,-,-,157,-50.16,"434,904",15.36,"91,836",-16.44,-,-,"105,114",-4.79,"13,562",25.56,"484,503",71.60,"172,857",149.25,"7,980",-,"1,084",-5.08,"511,680",64.43,"1,062,806",60.30,"529,587",1.65,"12,063",42.55,"125,334",52.49,900,170.27,"181,490",-12.69,"9,549",-14.15,185,400.00,"200,066",-5.17,-,-,-,-,"21,943",-31.79,202,-39.34,"13,938",-57.43,-,-,"503,351",69.13,"50,034",0.55
2004M08,"2,100,854",32.21,"390,745",15.29,"439,930",17.53,-,-,118,280.65,"439,812",17.51,"93,042",-14.93,"1,200",-,"91,004",-10.04,"11,803",-2.76,"447,523",51.63,"125,705",72.89,"3,040",-,"1,186",-0.92,"495,676",74.46,"978,998",50.30,"537,159",3.35,"11,161",14.21,"135,112",56.69,415,29.69,"181,218",-16.24,"8,713",-19.57,181,389.19,"200,359",2.10,-,-,-,-,"24,425",-14.18,219,-35.40,"27,284",-28.46,-,-,"484,336",60.00,"48,652",7.70
2004M09,"2,010,045",16.77,"376,956",14.30,"439,360",15.44,-,-,323,115.33,"439,037",15.40,"84,669",-23.83,"1,200",-,"64,392",-38.23,"16,921",38.67,"428,367",21.95,"94,980",-0.58,"6,790","1,597.50","1,246",15.80,"495,164",47.76,"889,049",25.67,"543,204",6.19,"11,861",-0.74,"131,535",34.56,420,15.38,"181,833",-11.74,"9,948",-18.97,495,456.18,"207,112",13.11,-,-,-,-,"20,704",-28.09,178,-43.13,"22,593",27.47,-,-,"485,820",19.37,"48,675",8.96
