期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),鋼骨鋼筋混凝土構造_原始值,鋼骨鋼筋混凝土構造_年增率(%),鋼骨鋼筋混凝土構造_原始值,鋼骨鋼筋混凝土構造_年增率(%),混凝土構造_原始值,混凝土構造_年增率(%),混凝土構造_原始值,混凝土構造_年增率(%),鋼構造_原始值,鋼構造_年增率(%),鋼構造_原始值,鋼構造_年增率(%),磚構造_原始值,磚構造_年增率(%),磚構造_原始值,磚構造_年增率(%),木構造_原始值,木構造_年增率(%),木構造_原始值,木構造_年增率(%),其他_原始值,其他_年增率(%),其他_原始值,其他_年增率(%)
2009M10,"2,202,889",22.21,"16,646,223",16.14,"433,477",328.69,"4,279,969",377.19,"1,532,911",2.79,"11,167,999",-6.40,"216,957",18.44,"1,118,345",-21.30,"12,987",-48.76,"54,405",-29.60,"3,633",674.63,"10,338",607.11,"2,924",152.07,"15,167",209.91
2009M11,"2,088,567",4.14,"14,831,118",-8.75,"104,526",-21.87,"706,911",-20.77,"1,680,657",2.84,"12,561,097",-5.46,"285,458",27.22,"1,497,457",-26.12,"15,276",101.16,"52,668",86.21,"1,451",-68.10,"6,828",-50.02,"1,199",38.93,"6,157",9.99
2009M12,"2,692,937",58.52,"20,226,047",68.99,"115,015",82.46,"765,477",38.74,"2,051,154",55.48,"15,058,804",61.49,"512,591",75.29,"4,349,015",117.05,"11,513",-47.95,"43,468",-45.74,922,44.74,"2,923",62.12,"1,742",33.08,"6,360",-5.39
2010M01,"1,695,105",7.71,"12,578,026",-2.46,"123,578",-3.64,"1,242,814",28.71,"1,400,195",14.38,"10,466,218",0.63,"159,722",-21.43,"821,389",-44.12,"9,466",-33.04,"38,678",-11.85,651,-77.85,"1,881",-83.31,"1,493",41.52,"7,046",62.54
2010M02,"1,993,546",89.07,"14,941,751",105.87,"204,389",19.43,"1,198,121",-3.62,"1,587,791",122.38,"12,270,884",133.90,"183,820",17.56,"1,390,078",92.29,"13,513",8.36,"69,559",59.32,"1,412",222.37,"2,726",48.47,"2,621",--,"10,383",--
2010M03,"2,731,480",108.15,"23,078,421",131.37,"181,916",46.45,"2,163,496",54.86,"2,007,481",99.26,"15,433,706",103.34,"530,935",235.93,"5,431,654",506.11,"7,262",-61.39,"33,801",-54.00,984,-57.29,"3,000",-68.43,"2,902",106.70,"12,764",52.75
2010M04,"2,301,522",56.64,"18,626,433",39.85,"374,821",381.08,"3,536,698",497.01,"1,480,015",33.13,"11,531,538",16.67,"428,134",60.92,"3,493,241",25.17,"17,076",57.63,"56,474",42.03,341,-58.41,"1,179",-63.02,"1,135",-43.42,"7,303",-19.41
2010M05,"2,628,411",137.72,"20,563,817",164.76,"166,837",-5.59,"1,193,139",-34.14,"1,911,765",148.43,"15,081,628",189.72,"516,865",237.57,"4,192,097",477.52,"16,612",204.08,"55,348",176.45,"12,134","3,118.57","20,518","1,618.43","4,198",765.57,"21,087",653.11
2010M06,"2,669,458",100.08,"21,259,024",127.60,"167,160",347.16,"1,104,270",436.03,"2,279,886",100.89,"19,079,094",130.35,"198,194",33.25,"981,787",22.45,"8,569",-17.71,"31,643",-21.47,"11,627",490.80,"40,841",642.70,"4,022",417.63,"21,389",410.36
2010M07,"2,504,260",49.85,"19,125,179",41.22,"178,723",82.72,"1,778,463",115.99,"1,946,675",38.30,"15,421,590",29.34,"362,092",137.42,"1,870,062",146.49,"14,292",206.30,"50,372",165.06,"2,365",-22.33,"4,126",-55.20,113,-97.99,566,-94.04
2010M08,"2,806,637",49.84,"25,086,012",70.57,"256,717",153.30,"1,496,036",162.66,"1,986,014",26.33,"17,140,595",30.02,"535,354",218.79,"6,314,870",651.13,"14,227",-3.15,"77,047",52.74,403,-95.29,"1,127",-95.89,"13,922",62.85,"56,337",54.41
2010M09,"2,501,445",62.69,"20,720,935",94.45,"278,071",286.65,"2,066,807",338.54,"1,794,372",44.42,"14,496,129",63.58,"389,408",92.67,"4,044,536",223.00,"23,627",187.64,"66,452",130.82,"13,874",155.69,"39,113",155.76,"2,093",-71.60,"7,898",-70.46
2010M10,"2,631,115",19.44,"21,632,378",29.95,"232,380",-46.39,"2,073,317",-51.56,"1,897,014",23.75,"14,867,352",33.12,"487,531",124.71,"4,647,959",315.61,"7,815",-39.82,"28,262",-48.05,"2,224",-38.78,"7,048",-31.82,"4,151",41.96,"8,440",-44.35
2010M11,"2,865,920",37.22,"20,958,438",41.31,"242,050",131.57,"1,752,995",147.98,"2,032,489",20.93,"15,835,123",26.06,"560,797",96.46,"3,254,550",117.34,"19,875",30.11,"66,300",25.88,"5,821",301.17,"16,268",138.25,"4,888",307.67,"33,202",439.26
2010M12,"3,845,118",42.79,"28,406,100",40.44,"360,074",213.07,"3,095,853",304.43,"2,903,269",41.54,"21,884,056",45.32,"515,773",0.62,"3,172,793",-27.05,"14,715",27.81,"50,156",15.39,"4,832",424.08,"15,828",441.50,"46,455","2,566.76","187,414","2,846.76"
2011M01,"3,466,094",104.48,"29,027,501",130.78,"520,609",321.28,"5,366,603",331.81,"2,303,987",64.55,"17,706,464",69.18,"609,982",281.90,"5,831,944",610.01,"12,263",29.55,"40,326",4.26,"3,265",401.54,"9,282",393.46,"15,988",970.86,"72,882",934.37
2011M02,"1,564,540",-21.52,"12,509,138",-16.28,"161,174",-21.14,"1,725,823",44.04,"1,173,985",-26.06,"9,609,130",-21.69,"218,040",18.62,"1,125,102",-19.06,"3,348",-75.22,"11,661",-83.24,"1,238",-12.32,"3,860",41.60,"6,755",157.73,"33,562",223.24
2011M03,"3,042,205",11.38,"24,240,325",5.03,"271,971",49.50,"2,086,093",-3.58,"2,396,170",19.36,"20,060,678",29.98,"327,654",-38.29,"1,942,967",-64.23,"22,970",216.30,"78,925",133.50,"6,096",519.51,"16,316",443.87,"17,344",497.66,"55,346",333.61
