期間,利率有關契約_原始值,利率有關契約_年增率(%),利率有關契約-店頭市場_原始值,利率有關契約-店頭市場_年增率(%),利率有關契約-店頭市場-遠期利率協議_原始值,利率有關契約-店頭市場-遠期利率協議_年增率(%),利率有關契約-店頭市場-換利_原始值,利率有關契約-店頭市場-換利_年增率(%),利率有關契約-店頭市場-買入選擇權_原始值,利率有關契約-店頭市場-買入選擇權_年增率(%),利率有關契約-店頭市場-賣出選擇權_原始值,利率有關契約-店頭市場-賣出選擇權_年增率(%),利率有關契約-交易所_原始值,利率有關契約-交易所_年增率(%),利率有關契約-交易所-期貨-長部位_原始值,利率有關契約-交易所-期貨-長部位_年增率(%),利率有關契約-交易所-期貨-短部位_原始值,利率有關契約-交易所-期貨-短部位_年增率(%),利率有關契約-交易所-買入選擇權_原始值,利率有關契約-交易所-買入選擇權_年增率(%),利率有關契約-交易所-賣出選擇權_原始值,利率有關契約-交易所-賣出選擇權_年增率(%),匯率有關契約_原始值,匯率有關契約_年增率(%),匯率有關契約-店頭市場_原始值,匯率有關契約-店頭市場_年增率(%),匯率有關契約-店頭市場-遠期契約_原始值,匯率有關契約-店頭市場-遠期契約_年增率(%),匯率有關契約-店頭市場-換匯_原始值,匯率有關契約-店頭市場-換匯_年增率(%),匯率有關契約-店頭市場-換匯換利_原始值,匯率有關契約-店頭市場-換匯換利_年增率(%),匯率有關契約-店頭市場-買入選擇權_原始值,匯率有關契約-店頭市場-買入選擇權_年增率(%),匯率有關契約-店頭市場-賣出選擇權_原始值,匯率有關契約-店頭市場-賣出選擇權_年增率(%),匯率有關契約-交易所_原始值,匯率有關契約-交易所_年增率(%),匯率有關契約-交易所-期貨-長部位_原始值,匯率有關契約-交易所-期貨-長部位_年增率(%),匯率有關契約-交易所-期貨-期貨-短部位_原始值,匯率有關契約-交易所-期貨-期貨-短部位_年增率(%),匯率有關契約-交易所-期貨-買入選擇權_原始值,匯率有關契約-交易所-期貨-買入選擇權_年增率(%),匯率有關契約-交易所-期貨-賣出選擇權_原始值,匯率有關契約-交易所-期貨-賣出選擇權_年增率(%),權益證券有關契約_原始值,權益證券有關契約_年增率(%),權益證券有關契約-店頭市場_原始值,權益證券有關契約-店頭市場_年增率(%),權益證券有關契約-交易所_原始值,權益證券有關契約-交易所_年增率(%),商品有關契約_原始值,商品有關契約_年增率(%),商品有關契約-店頭市場_原始值,商品有關契約-店頭市場_年增率(%),商品有關契約-交易所_原始值,商品有關契約-交易所_年增率(%),小計(利率、匯率、權益證券與商品有關契約)_原始值,小計(利率、匯率、權益證券與商品有關契約)_年增率(%),信用有關契約_原始值,信用有關契約_年增率(%),信用有關契約-信用違約交換_原始值,信用有關契約-信用違約交換_年增率(%),信用有關契約-買入信用違約選擇權_原始值,信用有關契約-買入信用違約選擇權_年增率(%),信用有關契約-賣出信用違約選擇權_原始值,信用有關契約-賣出信用違約選擇權_年增率(%),信用有關契約-其他_原始值,信用有關契約-其他_年增率(%),其他有關契約_原始值,其他有關契約_年增率(%),其他有關契約-遠期契約_原始值,其他有關契約-遠期契約_年增率(%),其他有關契約-交換_原始值,其他有關契約-交換_年增率(%),其他有關契約-選擇權_原始值,其他有關契約-選擇權_年增率(%),總計_原始值,總計_年增率(%)
2006M03,"1,441,170",25.30,"1,239,755",18.19,"148,361",173.78,"824,819",16.36,"137,464",-2.81,"129,111",-10.61,"201,415",98.88,"133,296",124.52,"67,924",62.09,65,--,130,--,"4,892,798",30.11,"4,892,798",30.11,"1,119,396",30.61,"2,603,919",34.27,"134,730",22.40,"522,962",21.04,"511,791",21.28,0,--,0,--,0,--,0,--,0,--,"8,213",-49.32,"3,573",-31.70,"4,640",-57.72,156,-99.59,156,-99.59,0,--,"6,342,337",27.75,"8,298","2,437.61","8,298","2,437.61",0,--,0,--,0,--,0,--,0,--,0,--,0,--,"6,350,635",27.91
2006M04,"1,196,746",76.54,"992,653",66.94,"52,781","1,179.54","699,690",52.48,"125,369",121.92,"114,813",52.86,"204,093",145.04,"99,812",81.26,"104,089",277.19,64,-79.62,128,-59.24,"4,035,141",25.01,"4,035,141",25.01,"1,113,439",47.54,"2,155,372",22.89,"131,474",79.97,"327,124",-0.21,"307,732",-3.35,0,--,0,--,0,--,0,--,0,--,"8,616",14.01,"5,012","1,033.94","3,604",-49.35,517,-96.83,517,-96.83,0,--,"5,241,020",33.37,"14,742","3,719.17","14,742","3,719.17",0,--,0,--,0,--,0,--,0,--,0,--,0,--,"5,255,762",33.73
2006M05,"1,552,799",89.57,"1,280,647",69.42,"239,479",208.87,"821,107",55.08,"100,404",72.46,"119,657",31.93,"272,152",330.71,"119,856",189.91,"152,008",608.07,96,-23.20,192,-23.51,"4,794,263",52.59,"4,794,263",52.59,"1,135,455",69.58,"2,360,031",38.08,"155,255",67.82,"584,499",74.38,"559,023",66.64,0,--,0,--,0,--,0,--,0,--,"17,013",91.85,"10,841","2,475.06","6,172",-26.93,"4,844",-87.17,"4,422",-88.29,422,--,"6,368,919",58.92,"7,788",453.12,"7,788",453.12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"6,376,707",59.06
2006M06,"1,437,864",18.50,"1,226,280",17.50,"125,350",184.61,"766,707",16.64,"162,077",11.48,"172,146",-12.57,"211,584",24.69,"114,759",-4.86,"96,825",97.34,0,--,0,--,"5,576,623",57.34,"5,576,623",57.34,"1,114,635",35.78,"2,551,150",26.53,"160,863",28.99,"889,436",200.47,"860,539",200.45,0,--,0,--,0,--,0,--,0,--,"10,369",13.37,"2,835",210.86,"7,534",-8.50,"2,360",429.15,"2,360",429.15,0,--,"7,027,216",47.41,"2,353",-62.93,"2,353",-62.93,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"7,029,569",47.26
2006M07,"1,096,830",27.85,"941,818",31.48,"113,716",134.60,"575,780",15.90,"135,550",38.79,"116,772",59.16,"155,012",9.48,"112,612",15.20,"42,400",-3.27,0,--,0,--,"5,215,658",44.74,"5,215,658",44.74,"1,193,707",40.68,"2,951,844",49.04,"94,835",7.26,"493,830",41.21,"481,442",43.21,0,--,0,--,0,--,0,--,0,--,"9,903",-3.23,746,-83.08,"9,157",57.17,"3,210",580.08,"3,210",580.08,0,--,"6,325,601",41.45,"2,407",-43.46,"2,407",-43.46,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"6,328,008",41.37
2006M08,"1,184,653",37.53,"855,010",21.30,"48,714",450.75,"591,005",22.85,"94,856",-27.12,"120,435",42.03,"329,643",110.64,"173,981",104.77,"155,662",118.50,0,-100.00,0,-100.00,"5,853,565",47.84,"5,853,565",47.84,"1,250,515",62.15,"3,102,205",43.32,"125,601",-8.98,"694,813",56.65,"680,431",53.87,0,--,0,--,0,--,0,--,0,--,"11,945",49.59,"1,355",-7.38,"10,590",62.37,"8,424",-47.55,"8,424",-47.55,0,--,"7,058,587",45.69,"2,245",-34.85,"2,245",-34.85,0,--,0,--,0,--,0,-100.00,0,--,0,--,0,-100.00,"7,060,832",45.63
2006M09,"1,185,914",0.24,"900,474",-10.17,"56,598",-57.41,"590,480",-0.24,"135,547",-15.84,"117,849",1.14,"285,440",58.01,"159,774",40.59,"125,666",88.11,0,-100.00,0,-100.00,"5,826,624",57.11,"5,826,624",57.11,"1,205,784",47.19,"3,013,602",44.90,"141,136",0.86,"739,615",117.16,"726,487",120.76,0,--,0,--,0,--,0,--,0,--,"13,495",134.70,"4,432",316.15,"9,063",93.45,"8,398","1,188.04","8,398","1,188.04",0,--,"7,034,431",43.62,"7,547",900.93,"7,547",900.93,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"7,041,978",43.75
2006M10,"918,930",-6.93,"710,927",-13.10,"18,293",-86.47,"487,200",9.46,"108,750",-18.70,"96,684",-7.10,"208,003",22.87,"114,980",0.74,"93,023",68.68,0,--,0,--,"5,514,188",36.74,"5,514,188",36.74,"1,448,005",73.45,"3,095,224",40.16,"88,202",24.94,"447,390",-3.78,"435,367",-4.12,0,--,0,--,0,--,0,--,0,--,"9,257",21.09,942,-64.84,"8,315",67.44,"4,578",-90.52,"4,578",-90.52,0,--,"6,446,953",27.01,"1,046",-60.60,"1,046",-60.60,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"6,447,999",26.96
2006M11,"1,144,947",5.09,"813,134",-12.02,"18,216",-88.96,"571,708",0.26,"105,680",11.30,"117,530",24.92,"331,813",100.78,"193,187",79.39,"138,626",140.77,0,--,0,--,"6,334,281",54.07,"6,334,281",54.07,"1,547,796",85.51,"3,671,231",79.04,"116,760",-29.35,"516,155",-3.45,"482,339",-8.41,0,--,0,--,0,--,0,--,0,--,"13,480",41.84,"1,691",61.66,"11,789",39.38,"6,621","110,250.00","6,621","110,250.00",0,--,"7,499,329",43.93,"8,395",2.79,"7,909",-3.16,0,--,0,--,486,--,0,--,0,--,0,--,0,--,"7,507,724",43.87
2006M12,"873,851",15.03,"626,854",2.60,"23,913",-73.63,"379,319",11.12,"118,655",22.67,"104,967",27.72,"246,997",66.07,"114,408",2.02,"132,589",262.38,0,--,0,--,"6,304,659",25.94,"6,304,659",25.94,"1,651,360",45.07,"3,467,472",46.97,"117,676",-17.46,"557,451",-19.40,"510,700",-24.25,0,--,0,--,0,--,0,--,0,--,"10,253",47.80,735,14.84,"9,518",51.15,"6,537","27,137.50","6,537","27,137.50",0,--,"7,195,300",24.64,"4,158",564.22,"4,125",558.95,0,--,33,--,0,--,"9,499",--,0,--,"9,499",--,0,--,"7,208,957",24.87
