期間,就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%)
1980M07,"6,717",1.57,"3,492",-2.69,"1,246",1.17,455,11.13,832,7.16,351,22.24,341,6.45,"4,403",1.26,"2,254",-2.61,844,1.34,330,9.90,480,2.42,232,18.43,263,11.35,"2,315",2.16,"1,237",-2.84,402,0.82,125,14.52,353,14.36,119,30.40,78,-7.25,104,0.20,14,7.59,24,-10.44,9,-29.00,31,-5.59,12,13.47,15,69.27,60,19.89,11,13.35,16,23.93,5,-21.37,14,19.07,7,32.90,8,56.88,44,-18.18,3,-8.76,8,-41.68,4,-36.17,17,-19.07,5,-3.91,6,90.10,"4,555",3.87,"2,635",1.58,641,4.63,471,15.48,458,2.92,143,8.36,207,6.74,"1,248",4.53,443,7.53,221,-1.17,234,16.73,170,-6.18,66,-1.85,114,4.21,"3,306",3.62,"2,192",0.46,420,7.95,237,14.28,288,9.21,77,19.02,93,10.04
1980M08,"6,672",1.85,"3,396",-3.57,"1,308",4.50,453,9.54,839,7.03,348,27.22,328,7.15,"4,427",0.92,"2,247",-4.30,888,2.57,323,6.76,485,5.92,236,28.03,249,8.65,"2,245",3.74,"1,150",-2.12,421,8.82,130,17.10,354,8.59,112,25.54,79,2.69,110,7.36,17,29.32,28,24.45,11,-9.18,30,-8.55,12,-1.70,13,21.79,61,-1.48,12,3.82,19,42.66,6,-31.97,11,-28.31,7,-1.95,6,-0.72,49,20.65,5,229.91,9,-2.15,5,40.76,19,8.59,5,-1.34,7,53.75,"4,612",3.09,"2,711",-0.70,528,-7.58,499,19.16,513,14.32,145,22.56,215,15.97,"1,231",6.50,446,4.14,161,-14.35,234,20.62,194,12.87,76,21.00,120,8.25,"3,381",1.91,"2,265",-1.60,367,-4.25,265,17.90,320,15.22,69,24.32,96,27.32
1980M09,"6,528",0.88,"3,260",-6.62,"1,303",5.79,440,4.65,835,8.70,370,29.47,319,16.90,"4,375",0.52,"2,195",-6.70,883,4.77,315,5.03,497,7.82,244,25.65,241,19.39,"2,153",1.61,"1,066",-6.46,420,8.00,125,3.70,339,10.00,126,37.58,78,9.80,90,-2.84,12,-22.74,23,7.40,9,-33.45,28,9.54,10,3.54,9,10.97,50,-14.00,9,-26.73,16,9.52,5,-46.17,11,-0.81,6,-26.88,4,-1.19,40,16.38,2,-2.30,7,2.89,4,-9.19,17,17.00,4,119.76,4,26.24,"4,805",4.95,"2,794",1.35,508,2.08,515,6.17,602,17.54,163,21.28,223,15.96,"1,307",9.28,473,8.23,143,1.64,241,8.37,238,11.90,84,26.60,127,9.53,"3,498",3.42,"2,321",0.06,364,2.25,274,4.29,364,21.55,79,16.09,96,25.72
1980M10,"6,518",1.16,"3,244",-5.98,"1,264",3.95,449,7.15,852,8.81,373,23.79,336,22.81,"4,391",1.18,"2,199",-5.20,874,5.43,325,8.08,503,3.02,243,20.23,247,23.48,"2,127",1.10,"1,045",-7.58,390,0.76,124,4.79,350,18.36,129,31.09,89,20.97,83,8.92,12,43.01,20,1.09,12,-9.00,26,12.97,8,17.35,6,0.85,48,7.12,9,48.32,15,12.65,6,0.56,10,-5.77,4,-20.14,4,6.04,35,11.52,3,27.73,5,-23.13,5,-17.87,15,30.31,4,121.51,2,-6.52,"4,850",4.19,"2,814",0.93,523,1.34,515,5.56,604,15.86,168,16.44,226,14.59,"1,306",5.41,472,2.59,141,-8.81,236,4.74,244,14.82,84,12.09,130,15.62,"3,544",3.75,"2,342",0.60,381,5.69,279,6.26,361,16.57,84,21.11,96,13.23
1980M11,"6,538",1.76,"3,280",-5.47,"1,260",1.97,465,12.20,835,10.88,356,26.41,342,26.62,"4,400",1.27,"2,200",-6.14,874,2.18,340,14.38,492,7.24,246,28.37,249,25.44,"2,137",2.79,"1,081",-4.06,386,1.50,125,6.66,343,16.56,110,22.22,93,29.90,79,1.25,13,-14.02,19,-2.92,11,-10.96,22,11.71,9,29.62,5,14.64,47,1.89,10,3.32,15,0.03,6,9.57,8,-15.45,5,35.70,3,4.42,32,0.35,3,-44.62,5,-10.62,5,-27.30,14,37.89,3,21.05,2,32.31,"4,863",3.43,"2,775",-2.79,540,5.64,517,11.63,611,17.68,178,22.53,242,16.03,"1,311",5.19,476,0.73,147,-4.69,234,7.63,235,15.20,85,9.22,134,11.43,"3,552",2.79,"2,299",-3.48,393,10.10,282,15.18,376,19.29,93,37.97,109,22.23
1980M12,"6,652",2.21,"3,372",-3.77,"1,246",0.42,470,13.39,867,10.94,355,20.12,341,25.97,"4,403",0.36,"2,211",-6.36,854,0.41,336,15.29,505,5.36,244,21.16,252,24.64,"2,249",6.03,"1,161",1.58,392,0.44,134,8.89,362,19.79,111,17.90,89,29.88,84,4.13,17,-8.03,16,-4.00,14,37.66,23,0.83,11,16.34,4,1.40,54,15.52,13,5.56,11,-2.88,8,46.13,12,20.02,7,23.39,3,49.78,30,-11.43,4,-37.17,5,-6.31,6,27.74,11,-13.68,4,6.01,0,-71.35,"4,773",2.64,"2,686",-3.41,566,8.54,508,11.24,599,12.00,169,13.11,245,18.31,"1,316",7.70,477,7.56,163,4.62,234,10.69,231,10.06,77,-2.27,134,9.31,"3,458",0.84,"2,209",-5.49,403,10.21,274,11.71,368,13.25,91,30.40,111,31.33
1981M01,"6,703",2.04,"3,374",-2.58,"1,261",3.58,482,12.18,874,4.64,371,15.79,340,12.51,"4,429",1.90,"2,224",-2.39,858,3.80,332,10.25,518,3.57,242,10.37,255,15.36,"2,274",2.31,"1,150",-2.95,403,3.12,150,16.73,356,6.22,130,27.44,86,4.82,65,3.00,13,17.71,15,39.49,7,-24.38,19,1.32,7,-27.23,4,14.62,39,-2.80,10,16.90,9,12.71,5,-19.50,8,-10.68,4,-29.00,3,10.79,26,12.97,4,19.92,6,125.52,2,-32.58,11,12.63,3,-24.61,1,31.19,"4,770",2.86,"2,725",2.20,579,6.59,521,2.74,562,2.30,173,12.85,208,-3.81,"1,317",2.94,474,7.11,175,3.64,238,0.10,231,2.50,83,3.86,116,-7.12,"3,452",2.82,"2,251",1.22,403,7.93,284,5.07,331,2.16,90,22.57,92,0.71
1981M02,"6,590",0.94,"3,321",-2.40,"1,259",5.23,480,12.03,817,-1.73,372,6.49,340,6.39,"4,397",1.40,"2,212",-2.46,864,6.04,341,13.24,490,0.20,238,4.58,253,6.79,"2,192",0.03,"1,109",-2.26,395,3.51,139,9.18,327,-4.50,134,10.08,87,5.23,95,31.25,20,66.50,23,80.16,14,8.68,26,34.86,6,-52.83,5,115.73,60,41.00,15,77.44,15,102.83,8,5.87,15,42.33,3,-62.45,4,202.80,35,17.24,5,39.78,8,49.79,6,12.50,12,26.52,3,-38.75,1,-23.74,"4,876",4.16,"2,768",2.47,621,14.27,506,-2.45,590,9.37,179,6.87,211,0.60,"1,337",3.51,464,4.88,200,15.45,235,-2.47,226,-0.65,87,4.74,124,0.32,"3,538",4.41,"2,303",2.00,420,13.71,272,-2.43,364,16.67,92,8.98,87,1.01
1981M03,"6,548",2.20,"3,248",-0.96,"1,257",8.34,497,12.02,836,1.66,361,-0.46,351,3.05,"4,398",2.24,"2,184",-0.92,859,8.08,360,11.07,497,2.52,238,1.36,260,0.51,"2,150",2.10,"1,064",-1.04,397,8.89,137,14.60,338,0.43,123,-3.79,91,11.06,72,5.58,16,35.91,18,17.10,11,-0.69,21,5.26,5,-43.14,2,-23.99,42,-3.09,11,29.45,11,1.56,7,10.28,10,-12.80,2,-50.58,1,-40.26,30,20.92,5,51.75,7,51.99,4,-15.66,11,31.58,2,-32.15,1,22.97,"4,973",2.81,"2,775",1.96,645,8.63,518,-2.05,622,5.14,182,1.62,231,3.90,"1,373",2.26,464,3.69,217,12.21,240,-3.37,231,-2.44,90,2.37,132,1.74,"3,600",3.02,"2,311",1.62,428,6.90,278,-0.87,391,10.19,92,0.90,99,6.91
1981M04,"6,503",1.24,"3,227",-1.81,"1,262",5.94,467,2.67,828,4.45,356,0.22,363,5.87,"4,392",1.45,"2,182",-1.22,865,5.35,341,4.51,490,2.88,240,1.90,274,4.87,"2,111",0.81,"1,045",-3.03,397,7.25,126,-2.02,339,6.82,115,-3.11,89,9.07,57,-5.97,11,-3.24,16,5.50,7,-14.74,15,-14.49,4,-4.04,3,0.63,37,1.51,8,-12.56,11,1.16,5,16.71,7,-12.81,4,98.49,1,-4.60,20,-17.25,3,29.69,5,17.80,2,-52.31,8,-15.86,0,-92.86,1,5.41,"5,067",4.56,"2,822",3.83,680,7.14,527,1.64,612,10.06,198,8.53,227,-3.59,"1,403",5.52,485,8.63,229,6.86,236,-1.68,236,15.91,92,5.03,124,-9.26,"3,664",4.20,"2,337",2.89,451,7.28,292,4.49,376,6.68,106,11.76,103,4.31
1981M05,"6,564",1.17,"3,330",-1.64,"1,220",2.89,461,2.65,857,7.10,330,-1.69,366,10.29,"4,408",2.36,"2,236",0.85,852,3.81,331,2.79,502,7.67,217,-7.31,270,9.65,"2,155",-1.18,"1,094",-6.38,368,0.82,130,2.31,355,6.30,113,11.33,96,12.12,67,-14.21,12,-38.75,21,31.73,8,-34.81,18,-15.67,6,30.16,3,-45.44,40,-13.96,8,-40.26,13,19.13,4,-33.21,9,-17.38,4,67.80,2,-36.87,27,-14.59,3,-34.55,8,60.33,4,-36.42,10,-14.02,1,-28.45,1,-53.00,"5,023",5.07,"2,793",5.43,708,10.94,488,-3.95,622,8.39,183,5.66,228,-3.92,"1,396",3.56,481,5.20,235,7.97,212,-9.68,251,13.23,88,10.14,129,-5.72,"3,627",5.66,"2,311",5.48,472,12.48,277,0.94,372,5.36,96,1.88,99,-1.46
1981M06,"6,702",2.67,"3,443",-0.25,"1,213",4.73,477,4.43,869,7.76,351,6.38,350,7.51,"4,421",3.72,"2,241",1.79,847,6.56,337,0.87,509,10.02,230,3.10,257,4.34,"2,282",0.69,"1,202",-3.86,366,0.72,140,14.14,360,4.72,121,13.23,93,17.41,90,4.78,16,21.61,20,22.06,9,-5.94,32,15.63,6,-26.00,7,-38.05,53,-7.84,11,-2.47,14,21.69,5,-33.15,13,-12.66,4,-13.88,5,-24.40,37,29.76,5,169.87,6,22.85,4,80.22,19,49.86,1,-50.66,2,-59.74,"4,887",3.01,"2,665",1.56,734,7.11,486,-1.55,614,10.17,168,4.61,220,-1.52,"1,382",-0.18,461,-3.00,251,4.02,222,-7.52,239,6.86,82,8.30,128,-1.21,"3,504",4.32,"2,204",2.56,483,8.79,263,4.11,375,12.38,86,1.34,92,-1.95
1981M07,"6,844",1.89,"3,453",-1.12,"1,293",3.75,496,9.13,899,8.06,369,4.96,334,-2.07,"4,507",2.37,"2,264",0.42,870,3.12,351,6.43,520,8.44,248,6.90,253,-3.56,"2,337",0.97,"1,189",-3.91,423,5.05,145,16.28,379,7.53,121,1.18,81,2.93,103,-0.91,12,-10.72,24,0.56,9,4.71,37,18.91,12,1.28,9,-41.41,55,-8.71,10,-4.45,16,3.55,5,2.57,14,-2.66,6,-7.27,4,-54.08,48,9.78,2,-32.83,8,-5.23,4,7.19,24,36.25,6,11.86,5,-23.84,"4,759",4.48,"2,714",3.00,701,9.31,470,-0.06,529,15.50,151,4.98,194,-6.04,"1,306",4.59,461,3.97,252,14.28,225,-3.62,190,11.36,68,1.85,110,-3.49,"3,453",4.44,"2,253",2.81,448,6.69,245,3.44,339,17.95,83,7.68,84,-9.19
1981M08,"6,736",0.96,"3,325",-2.09,"1,317",0.68,479,5.86,904,7.78,371,6.69,339,3.38,"4,498",1.61,"2,236",-0.48,888,0.09,347,7.64,528,8.89,250,5.87,248,-0.08,"2,238",-0.32,"1,090",-5.23,429,1.93,132,1.45,376,6.27,121,8.45,90,14.26,123,11.41,17,3.49,27,-3.14,12,7.19,38,29.89,15,27.40,13,-0.02,70,14.87,12,3.85,18,-6.99,7,20.21,17,56.63,9,33.98,6,4.43,53,7.15,5,2.61,9,5.06,5,-6.60,22,14.57,6,17.69,6,-4.09,"4,878",5.77,"2,821",4.05,640,21.11,500,0.13,555,8.03,159,9.61,204,-5.05,"1,315",6.86,485,8.59,211,30.78,232,-1.10,199,2.85,76,0.57,113,-5.83,"3,563",5.38,"2,336",3.15,429,16.86,268,1.21,355,11.16,83,19.48,92,-4.08
1981M09,"6,634",1.63,"3,217",-1.32,"1,311",0.61,453,2.96,929,11.20,377,1.94,347,8.73,"4,428",1.22,"2,146",-2.22,895,1.38,330,4.54,550,10.80,252,3.14,255,5.94,"2,206",2.46,"1,071",0.53,416,-1.03,123,-1.05,379,11.79,125,-0.38,91,17.39,114,26.79,17,46.23,28,21.40,12,37.14,32,15.21,15,44.28,10,20.84,68,34.81,13,37.88,18,12.86,5,16.58,16,52.45,9,52.02,7,62.82,46,16.59,4,78.33,10,40.76,6,60.38,16,-7.53,6,34.43,3,-20.44,"5,021",4.50,"2,831",1.33,561,10.49,539,4.70,666,10.65,187,14.30,237,6.27,"1,404",7.43,504,6.60,164,14.38,247,2.21,267,11.87,92,9.66,131,2.83,"3,617",3.40,"2,327",0.25,397,8.95,292,6.90,400,9.86,94,19.24,107,10.81
1981M10,"6,679",2.46,"3,209",-1.10,"1,323",4.68,447,-0.45,928,8.88,416,11.57,356,6.05,"4,465",1.68,"2,141",-2.64,906,3.66,329,1.30,549,9.16,281,15.57,259,4.76,"2,214",4.09,"1,067",2.16,418,6.97,118,-5.03,380,8.47,135,4.04,97,9.67,118,41.86,18,53.16,27,36.97,15,26.03,33,29.76,17,104.81,8,32.77,68,41.60,14,52.16,17,13.30,9,46.81,16,56.14,7,77.42,5,41.50,49,42.22,4,56.54,10,109.74,6,2.39,17,12.11,9,132.25,3,18.72,"5,009",3.29,"2,797",-0.61,574,9.86,528,2.60,676,11.89,186,10.49,248,9.83,"1,382",5.85,478,1.34,173,22.50,244,3.58,269,10.32,82,-2.52,137,5.28,"3,627",2.35,"2,319",-1.00,401,5.18,284,1.78,407,12.95,104,23.42,111,15.97
1981M11,"6,754",3.30,"3,265",-0.48,"1,333",5.79,470,1.21,908,8.68,423,18.80,355,3.98,"4,506",2.40,"2,172",-1.27,914,4.65,355,4.39,535,8.69,277,12.37,253,1.85,"2,248",5.17,"1,093",1.13,419,8.39,115,-7.45,373,8.68,146,33.23,102,9.65,107,34.67,16,22.90,23,19.62,15,34.62,27,19.19,18,98.47,8,82.72,65,39.79,14,40.14,17,14.43,9,58.57,12,42.87,8,43.11,6,119.11,41,27.29,2,-33.86,7,34.77,5,5.91,15,5.19,10,186.01,3,33.08,"4,972",2.25,"2,747",-1.01,594,9.98,525,1.59,667,9.16,191,7.26,248,2.57,"1,361",3.79,484,1.65,168,14.70,235,0.19,256,9.09,82,-3.35,135,1.01,"3,611",1.67,"2,263",-1.56,425,8.22,290,2.76,411,9.20,109,17.01,114,4.48
1981M12,"6,808",2.34,"3,281",-2.70,"1,322",6.11,492,4.73,942,8.56,413,16.27,358,4.94,"4,530",2.90,"2,181",-1.36,906,6.02,358,6.59,559,10.55,265,8.84,261,3.57,"2,278",1.27,"1,100",-5.27,417,6.30,134,0.04,383,5.77,147,32.56,97,8.78,91,8.43,15,-12.53,21,36.15,14,3.09,24,4.26,10,-12.81,7,96.99,58,7.31,11,-17.96,15,45.25,9,11.25,12,3.76,6,-15.22,5,39.41,33,10.41,4,7.03,6,16.63,5,-7.84,12,4.79,4,-8.69,3,549.76,"4,972",4.16,"2,777",3.38,584,3.10,527,3.81,667,11.40,174,3.20,242,-1.23,"1,362",3.54,499,4.65,166,1.53,229,-2.09,257,11.44,81,5.04,130,-2.63,"3,609",4.39,"2,278",3.11,418,3.73,298,8.84,410,11.38,93,1.66,112,0.44
1982M01,"6,855",2.26,"3,311",-1.88,"1,331",5.51,488,1.16,974,11.43,393,5.96,358,5.27,"4,552",2.79,"2,190",-1.54,916,6.79,351,5.50,574,10.93,253,4.92,268,5.09,"2,302",1.22,"1,121",-2.54,414,2.79,137,-8.50,399,12.16,140,7.89,91,5.79,94,44.58,21,59.72,25,69.44,12,63.16,22,18.21,9,25.71,5,24.64,59,50.48,16,62.99,17,87.38,6,13.19,12,50.19,5,22.12,3,1.31,36,35.84,5,51.07,8,40.65,6,163.21,10,-5.68,4,30.73,2,109.79,"4,950",3.79,"2,787",2.27,591,2.06,526,0.88,655,16.40,180,3.90,212,1.59,"1,352",2.67,492,3.68,172,-2.04,233,-1.93,256,10.93,84,1.13,116,-0.20,"3,598",4.21,"2,296",1.97,419,3.84,293,3.22,398,20.22,96,6.45,96,3.85
1982M02,"6,744",2.35,"3,266",-1.66,"1,298",3.15,486,1.20,953,16.67,401,7.66,340,-0.05,"4,511",2.59,"2,180",-1.45,899,4.07,347,1.80,561,14.46,273,14.74,251,-0.57,"2,233",1.87,"1,086",-2.08,400,1.13,139,-0.27,393,19.97,127,-4.95,89,1.47,111,16.86,21,4.40,32,35.99,15,4.58,28,7.09,9,54.86,6,19.53,77,27.68,18,15.19,24,57.79,9,9.08,18,20.95,5,84.27,4,-11.41,34,-1.83,4,-29.06,8,-3.56,6,-1.18,11,-10.30,4,28.47,2,216.36,"5,069",3.97,"2,811",1.57,640,3.09,527,4.07,676,14.45,190,5.81,226,6.89,"1,394",4.23,495,6.67,192,-4.13,226,-3.59,265,17.25,90,3.09,125,0.48,"3,675",3.87,"2,316",0.54,448,6.53,301,10.70,410,12.72,99,8.40,101,16.05
1982M03,"6,681",2.03,"3,246",-0.06,"1,273",1.32,501,0.93,915,9.49,383,6.09,363,3.40,"4,487",2.03,"2,185",0.06,871,1.38,363,0.84,548,10.23,255,7.15,265,2.06,"2,194",2.01,"1,061",-0.29,402,1.20,138,1.19,367,8.41,128,4.04,98,7.20,89,24.00,22,39.04,23,23.55,13,17.26,20,-2.36,6,38.05,5,211.49,62,47.25,18,72.21,18,60.72,7,-1.35,13,25.10,3,44.41,3,200.49,27,-8.94,4,-30.39,5,-32.23,6,50.50,8,-28.88,3,31.21,2,226.92,"5,185",4.25,"2,825",1.78,668,3.49,558,7.74,679,9.18,201,10.35,254,10.12,"1,450",5.57,503,8.31,203,-6.34,236,-1.65,268,16.26,94,4.12,146,10.92,"3,735",3.75,"2,322",0.47,465,8.47,322,15.85,411,5.00,107,16.42,108,9.07
1982M04,"6,640",2.11,"3,220",-0.21,"1,271",0.69,511,9.43,908,9.60,374,5.16,357,-1.84,"4,463",1.62,"2,172",-0.43,879,1.68,369,8.13,531,8.37,244,1.70,267,-2.56,"2,177",3.14,"1,047",0.24,391,-1.47,142,12.95,377,11.39,130,12.36,90,0.36,101,78.02,25,119.08,27,73.22,11,48.06,23,49.74,7,75.07,8,180.35,71,94.37,21,157.39,19,67.84,8,40.50,15,116.01,5,38.71,4,212.00,29,47.78,4,27.81,9,86.30,3,70.18,8,-6.15,2,950.63,4,154.18,"5,231",3.23,"2,849",0.93,696,2.37,566,7.28,664,8.44,211,6.34,245,8.09,"1,470",4.80,506,4.40,219,-4.72,256,8.82,251,6.27,100,8.85,137,10.50,"3,761",2.62,"2,342",0.22,478,5.98,309,6.03,413,9.80,110,4.17,108,5.18
1982M05,"6,668",1.58,"3,248",-2.44,"1,291",5.83,479,3.81,926,8.06,379,14.92,344,-5.93,"4,459",1.14,"2,183",-2.37,894,4.91,342,3.23,539,7.40,246,12.92,256,-5.35,"2,209",2.49,"1,066",-2.59,397,7.95,137,5.30,387,8.99,134,18.79,88,-7.57,134,99.98,29,145.65,34,66.40,17,119.10,35,89.53,10,83.41,9,201.71,90,124.56,22,159.87,24,84.82,11,183.22,21,137.14,7,66.80,5,206.74,44,63.23,7,109.72,10,35.32,6,51.19,14,45.45,3,144.09,4,195.74,"5,185",3.23,"2,840",1.69,697,-1.51,541,10.83,675,8.49,193,5.30,239,4.59,"1,463",4.81,499,3.76,224,-5.01,248,16.97,263,4.81,96,9.56,134,3.48,"3,722",2.62,"2,340",1.25,473,0.23,294,6.14,413,10.96,97,1.40,105,6.05
1982M06,"6,808",1.59,"3,359",-2.43,"1,313",8.21,474,-0.68,934,7.45,387,10.49,342,-2.30,"4,484",1.43,"2,196",-1.99,908,7.16,323,-4.04,553,8.71,253,9.92,251,-2.52,"2,325",1.89,"1,163",-3.25,405,10.66,150,7.43,381,5.67,135,11.58,91,-1.71,136,50.62,27,69.06,35,72.30,14,66.83,37,15.39,13,124.98,9,28.30,85,62.23,21,90.78,24,75.20,9,96.26,18,36.28,7,56.90,6,7.40,50,34.31,6,20.72,11,66.15,5,32.25,19,0.66,6,366.88,3,90.65,"5,054",3.42,"2,725",2.24,731,-0.43,519,6.98,669,8.93,186,10.79,224,1.73,"1,448",4.71,493,6.98,233,-7.15,237,6.70,262,9.87,93,13.40,129,1.18,"3,606",2.92,"2,232",1.25,498,3.07,282,7.21,407,8.33,94,8.32,94,2.49
1982M07,"6,888",0.65,"3,327",-3.65,"1,320",2.08,492,-0.90,"1,016",12.96,392,6.42,342,2.27,"4,538",0.70,"2,183",-3.56,911,4.70,337,-4.11,597,14.73,260,4.90,250,-1.26,"2,350",0.55,"1,143",-3.82,409,-3.30,155,6.87,419,10.52,132,9.54,91,13.38,155,50.92,23,83.96,43,78.81,21,136.51,36,-1.80,17,40.22,15,78.00,92,67.30,16,49.89,30,86.21,13,163.73,16,18.89,9,44.91,9,120.40,64,32.28,7,254.94,13,63.20,9,106.38,20,-13.68,8,35.41,7,42.55,"4,971",4.47,"2,758",1.61,746,6.52,496,5.42,612,15.70,161,7.03,198,2.03,"1,394",6.80,497,7.77,253,0.26,224,-0.45,235,23.67,73,8.09,113,2.70,"3,577",3.58,"2,261",0.36,493,10.04,272,10.80,377,11.25,88,6.17,85,1.16
1982M08,"6,837",1.51,"3,226",-2.98,"1,314",-0.26,500,4.32,"1,027",13.60,406,9.51,364,7.45,"4,534",0.79,"2,144",-4.09,898,1.08,348,0.20,612,15.90,267,6.67,265,6.47,"2,304",2.95,"1,082",-0.72,416,-3.05,152,15.17,415,10.37,140,15.40,100,10.15,186,51.60,28,65.23,44,60.69,28,134.58,51,32.63,19,27.06,16,23.97,110,57.05,22,76.19,32,81.36,16,142.52,20,20.55,11,13.62,8,22.99,77,44.42,7,37.76,12,21.69,11,123.76,31,42.09,8,49.66,8,24.95,"5,020",2.90,"2,808",-0.45,642,0.30,521,4.26,657,18.46,162,1.81,230,12.71,"1,396",6.14,514,5.95,201,-4.77,225,-2.81,247,24.24,74,-3.32,135,20.22,"3,624",1.71,"2,295",-1.78,441,2.80,296,10.36,409,15.22,88,6.51,95,3.51
1982M09,"6,826",2.88,"3,229",0.36,"1,327",1.18,500,10.35,"1,000",7.66,406,7.65,364,4.95,"4,506",1.77,"2,119",-1.27,910,1.70,351,6.36,595,8.08,262,4.30,269,5.49,"2,319",5.12,"1,110",3.64,416,0.06,149,21.00,405,7.06,143,14.38,95,3.44,188,64.58,33,88.30,41,47.36,23,95.31,57,75.45,20,36.06,15,42.23,115,69.01,27,110.08,30,65.60,13,152.14,25,52.75,13,48.93,7,-0.65,73,58.05,5,23.65,11,14.20,10,48.62,32,98.31,7,17.56,8,128.55,"5,046",0.50,"2,786",-1.57,569,1.51,540,0.10,717,7.62,187,0.41,246,3.72,"1,424",1.38,522,3.57,148,-9.92,235,-4.78,280,5.15,94,1.43,145,11.04,"3,622",0.15,"2,264",-2.68,422,6.22,305,4.22,437,9.27,94,-0.59,101,-5.26
1982M10,"6,855",2.63,"3,235",0.84,"1,339",1.17,487,8.87,"1,003",8.10,420,1.16,370,3.85,"4,522",1.29,"2,118",-1.09,915,1.04,350,6.19,590,7.57,274,-2.59,276,6.50,"2,332",5.33,"1,118",4.69,424,1.45,137,16.36,413,8.86,147,9.01,94,-3.23,195,65.60,42,135.07,44,63.32,21,47.59,52,55.25,23,37.23,13,52.85,124,80.61,33,140.47,30,79.73,13,49.01,24,47.22,17,129.19,7,18.83,72,44.83,9,117.51,14,36.09,8,45.27,28,62.74,6,-33.13,6,118.11,"5,022",0.25,"2,768",-1.02,558,-2.72,540,2.26,716,5.90,192,3.30,247,-0.45,"1,405",1.65,508,6.34,150,-12.91,239,-2.07,275,2.40,91,10.81,141,3.32,"3,617",-0.28,"2,260",-2.54,408,1.66,301,5.98,441,8.21,101,-2.59,106,-5.07
1982M11,"6,975",3.28,"3,311",1.42,"1,367",2.55,489,3.92,996,9.78,424,0.32,388,9.18,"4,517",0.26,"2,118",-2.48,919,0.48,346,-2.54,572,6.99,279,1.01,283,11.75,"2,458",9.35,"1,193",9.18,448,7.07,143,23.79,424,13.78,145,-1.00,105,2.83,194,82.22,40,152.10,43,86.26,22,49.28,57,113.07,19,9.29,13,52.92,128,95.75,30,114.74,32,92.90,15,64.34,30,151.17,12,53.82,9,52.24,66,60.79,10,412.78,11,69.76,6,22.24,27,82.48,7,-25.94,4,54.43,"4,931",-0.82,"2,695",-1.90,581,-2.18,517,-1.40,701,5.12,196,2.58,241,-2.98,"1,417",4.14,520,7.42,167,-0.85,231,-1.63,274,7.02,91,9.91,134,-0.32,"3,514",-2.69,"2,175",-3.89,414,-2.70,287,-1.21,427,3.93,105,-2.97,107,-6.15
