期間,南美洲_原始值,南美洲_年增率(%),南美洲_原始值,南美洲_年增率(%),南美洲_原始值,南美洲_年增率(%),南美洲_原始值,南美洲_年增率(%),阿根廷_原始值,阿根廷_年增率(%),阿根廷_原始值,阿根廷_年增率(%),阿根廷_原始值,阿根廷_年增率(%),阿根廷_原始值,阿根廷_年增率(%),玻利維亞_原始值,玻利維亞_年增率(%),玻利維亞_原始值,玻利維亞_年增率(%),玻利維亞_原始值,玻利維亞_年增率(%),玻利維亞_原始值,玻利維亞_年增率(%),巴西_原始值,巴西_年增率(%),巴西_原始值,巴西_年增率(%),巴西_原始值,巴西_年增率(%),巴西_原始值,巴西_年增率(%),智利_原始值,智利_年增率(%),智利_原始值,智利_年增率(%),智利_原始值,智利_年增率(%),智利_原始值,智利_年增率(%),哥倫比亞_原始值,哥倫比亞_年增率(%),哥倫比亞_原始值,哥倫比亞_年增率(%),哥倫比亞_原始值,哥倫比亞_年增率(%),哥倫比亞_原始值,哥倫比亞_年增率(%),厄瓜多_原始值,厄瓜多_年增率(%),厄瓜多_原始值,厄瓜多_年增率(%),厄瓜多_原始值,厄瓜多_年增率(%),厄瓜多_原始值,厄瓜多_年增率(%),圭亞那（法屬）_原始值,圭亞那（法屬）_年增率(%),圭亞那（法屬）_原始值,圭亞那（法屬）_年增率(%),圭亞那（法屬）_原始值,圭亞那（法屬）_年增率(%),圭亞那（法屬）_原始值,圭亞那（法屬）_年增率(%),蓋亞那_原始值,蓋亞那_年增率(%),蓋亞那_原始值,蓋亞那_年增率(%),蓋亞那_原始值,蓋亞那_年增率(%),蓋亞那_原始值,蓋亞那_年增率(%),巴拉圭_原始值,巴拉圭_年增率(%),巴拉圭_原始值,巴拉圭_年增率(%),巴拉圭_原始值,巴拉圭_年增率(%),巴拉圭_原始值,巴拉圭_年增率(%),秘魯_原始值,秘魯_年增率(%),秘魯_原始值,秘魯_年增率(%),秘魯_原始值,秘魯_年增率(%),秘魯_原始值,秘魯_年增率(%),蘇利南_原始值,蘇利南_年增率(%),蘇利南_原始值,蘇利南_年增率(%),蘇利南_原始值,蘇利南_年增率(%),蘇利南_原始值,蘇利南_年增率(%),烏拉圭_原始值,烏拉圭_年增率(%),烏拉圭_原始值,烏拉圭_年增率(%),烏拉圭_原始值,烏拉圭_年增率(%),烏拉圭_原始值,烏拉圭_年增率(%),委內瑞拉_原始值,委內瑞拉_年增率(%),委內瑞拉_原始值,委內瑞拉_年增率(%),委內瑞拉_原始值,委內瑞拉_年增率(%),委內瑞拉_原始值,委內瑞拉_年增率(%)
2012M12,"9,470",-16.15,"326,391",-12.51,"12,283",-24.93,"421,827",-21.71,879,-1.01,"30,290",3.23,273,-26.22,"9,391",-22.92,31,6.90,"1,083",14.24,1,-66.67,23,-77.23,"4,464",-10.56,"153,810",-6.71,"7,367",-27.60,"252,974",-24.49,"1,077",-13.91,"37,123",-10.16,"4,125",-12.61,"141,645",-8.86,935,-19.05,"32,218",-15.53,119,0.00,"4,080",3.71,405,-23.58,"13,962",-20.31,14,-64.10,485,-62.46,4,-33.33,152,-19.15,-,-,-,-,16,-20.00,546,-16.64,5,--,186,--,116,-58.72,"3,987",-57.02,-,-,10,-97.91,602,-37.94,"20,761",-35.20,329,-62.40,"11,287",-60.83,12,-42.86,422,-38.48,6,-14.29,200,-8.68,439,8.66,"15,138",13.41,24,41.18,839,47.45,489,-34.54,"16,853",-31.71,5,-54.55,187,-47.47
2013M01,"9,282",-7.07,"320,605",-3.30,"13,108",2.94,"451,219",7.07,858,-40.17,"29,637",-37.74,600,17.88,"20,664",22.68,26,62.50,915,70.07,2,-50.00,65,-56.38,"3,987",-12.20,"137,730",-8.63,"6,775",14.42,"233,230",19.04,"1,037",10.67,"35,806",15.16,"4,861",-9.48,"167,317",-5.84,952,-8.37,"32,883",-4.64,108,2.86,"3,715",7.34,574,45.69,"19,819",51.57,28,33.33,965,40.26,0,-100.00,13,-87.13,-,-,-,-,9,-55.00,297,-54.31,21,950.00,738,985.29,108,2.86,"3,723",6.95,3,-85.71,117,-83.47,868,20.39,"29,979",25.31,637,-13.45,"21,925",-9.99,15,-25.00,507,-23.41,15,150.00,511,150.49,357,48.75,"12,346",54.67,45,164.71,"1,534",167.71,489,-5.60,"16,908",-1.69,7,-53.33,235,-53.28
2013M02,"7,702",-11.24,"261,872",-10.62,"7,918",-40.15,"268,315",-39.74,652,52.69,"22,163",53.75,652,96.98,"22,109",98.38,977,"13,857.14","33,234","13,747.50",1,-88.89,26,-90.97,"3,247",-21.85,"110,391",-21.33,"3,485",-49.57,"118,092",-49.23,554,-24.52,"18,821",-24.07,"3,081",-36.81,"104,411",-36.38,698,-33.84,"23,718",-33.43,76,18.75,"2,563",19.21,299,-35.14,"10,171",-34.64,8,-83.33,277,-82.92,4,0.00,137,4.58,-,-,-,-,13,225.00,452,211.72,9,-18.18,304,-16.71,64,-63.22,"2,166",-63.09,3,-93.02,98,-93.19,477,-46.82,"16,215",-46.50,310,-65.63,"10,517",-65.36,16,60.00,552,65.77,4,0.00,147,18.55,410,-13.87,"13,929",-13.37,6,-66.67,220,-64.11,292,7.75,"9,917",8.55,274,"13,600.00","9,301","11,106.02"
2013M03,"10,276",-25.86,"346,821",-26.23,"15,505",9.75,"521,538",9.21,960,72.35,"32,386",71.50,785,-14.58,"26,402",-14.98,28,40.00,942,39.14,10,-,337,"3,644.44","4,727",-39.66,"159,527",-39.97,"9,378",42.20,"315,450",41.48,"1,053",6.36,"35,537",5.81,"4,713",-17.91,"158,525",-18.32,"1,103",-6.45,"37,231",-6.90,103,77.59,"3,449",74.99,570,-4.68,"19,234",-5.14,12,20.00,395,21.91,0,-100.00,13,-82.89,1,-50.00,43,-41.10,9,12.50,304,15.15,12,140.00,401,130.46,154,19.38,"5,213",19.37,5,-82.76,174,-82.55,691,-44.09,"23,316",-44.40,411,-39.20,"13,840",-39.42,21,40.00,702,40.96,7,-50.00,227,-50.76,440,13.99,"14,850",13.44,48,20.00,"1,617",20.67,519,-42.78,"17,512",-43.08,15,-44.44,491,-45.44
2013M04,"9,161",-10.55,"307,203",-11.60,"9,774",-36.25,"326,676",-37.00,731,-21.82,"24,519",-22.72,633,92.99,"21,159",90.81,15,-11.76,510,-10.53,8,300.00,279,262.34,"4,534",-6.55,"152,046",-7.65,"6,051",-33.59,"202,242",-34.36,814,-18.92,"27,292",-19.88,"2,511",-50.69,"83,908",-51.27,928,-3.13,"31,106",-4.33,126,10.53,"4,205",9.48,465,-14.84,"15,585",-15.86,14,0.00,469,-2.09,5,25.00,158,25.40,1,0.00,32,33.33,14,75.00,464,74.44,4,-60.00,140,-59.42,377,158.22,"12,649",155.85,6,-82.35,195,-83.13,753,-6.81,"25,266",-7.90,354,-35.40,"11,837",-36.11,16,-27.27,524,-29.95,6,-25.00,205,-25.45,283,-22.04,"9,487",-23.03,20,-41.18,671,-41.24,223,-61.28,"7,464",-61.83,26,-13.33,865,-15.20
2013M05,"10,230",-21.35,"345,130",-22.14,"11,643",-16.87,"391,501",-17.71,944,2.94,"31,864",1.91,"2,164",17.54,"72,755",16.32,18,-5.26,615,-3.30,5,400.00,169,397.06,"4,903",-35.30,"165,419",-35.95,"6,400",17.91,"215,187",16.71,"1,009",-6.83,"34,055",-7.76,"2,673",-54.39,"89,889",-54.85,"1,132",11.86,"38,185",10.74,96,18.52,"3,227",16.67,520,-4.59,"17,554",-5.56,18,28.57,593,29.19,2,0.00,68,17.24,-,-,-,-,12,-50.00,398,-51.58,10,66.67,330,52.07,120,-30.64,"4,041",-31.52,25,-71.91,854,-71.75,924,11.46,"31,187",10.44,178,-70.23,"5,993",-70.52,28,86.67,949,88.29,4,-33.33,151,-25.25,340,17.24,"11,478",16.14,22,-52.17,746,-52.36,276,-46.82,"9,306",-47.43,29,-6.45,992,-4.52
2013M06,"9,958",5.20,"334,168",5.13,"17,198",45.61,"575,194",45.49,974,7.74,"32,683",7.62,"3,116",115.64,"104,231",115.59,20,100.00,675,108.98,15,650.00,508,559.74,"4,774",12.46,"160,215",12.40,"6,647",36.18,"222,301",36.08,979,-7.29,"32,865",-7.35,"6,125",31.61,"204,858",31.52,"1,057",4.97,"35,458",4.88,148,39.62,"4,958",39.86,524,7.38,"17,569",7.23,32,10.34,"1,077",9.12,5,400.00,151,655.00,-,-,-,-,10,-56.52,348,-55.33,6,-25.00,216,-22.30,110,-10.57,"3,681",-10.79,6,-93.68,199,-93.75,852,24.93,"28,598",24.78,271,-35.01,"9,056",-35.11,24,14.29,811,13.59,6,50.00,196,41.01,406,7.12,"13,617",6.93,35,-2.78,"1,162",-4.44,219,-58.29,"7,336",-58.37,784,558.82,"26,212",555.79
2013M07,"10,962",9.85,"365,772",9.55,"14,418",-13.71,"479,486",-13.95,"1,329",47.50,"44,356",47.21,"1,724",-25.59,"57,339",-25.77,31,40.91,"1,044",39.01,0,-100.00,5,-96.62,"5,422",14.17,"180,915",13.87,"6,791",-9.72,"225,846",-9.96,937,-11.85,"31,276",-12.03,"4,905",-17.55,"163,109",-17.78,"1,201",30.12,"40,072",29.77,135,-16.67,"4,483",-16.80,468,1.96,"15,605",1.70,26,116.67,856,106.76,3,0.00,93,-13.08,-,-,-,-,6,-53.85,213,-50.81,12,500.00,383,538.33,181,44.80,"6,033",44.36,27,-73.79,894,-73.84,776,1.57,"25,908",1.30,465,-4.91,"15,448",-5.32,11,37.50,360,29.50,3,-50.00,114,-46.23,330,-24.49,"11,014",-24.72,44,-25.42,"1,470",-25.87,264,-48.34,"8,802",-48.54,276,268.00,"9,177",265.62
2013M08,"9,567",-5.29,"319,953",-5.02,"11,628",-27.80,"387,607",-27.59,836,-24.62,"27,976",-24.35,"1,160",-9.09,"38,683",-8.81,31,47.62,"1,021",42.80,7,600.00,220,400.00,"4,676",12.13,"156,389",12.48,"5,814",-32.68,"193,811",-32.47,899,-15.27,"30,076",-14.95,"3,776",-22.26,"125,865",-22.03,"1,103",5.25,"36,886",5.56,147,-75.17,"4,898",-75.09,533,1.52,"17,819",1.81,28,133.33,938,136.87,0,-100.00,12,-89.19,-,-,-,-,12,-40.00,402,-41.06,0,-100.00,1,-99.85,104,-28.28,"3,490",-27.83,27,12.50,909,13.20,703,-24.16,"23,510",-23.97,601,-2.44,"20,042",-2.11,16,-5.88,533,-4.48,5,-28.57,173,-28.22,306,-33.19,"10,234",-33.02,41,173.33,"1,366",172.11,346,-42.04,"11,560",-41.95,10,-72.97,330,-73.06
2013M09,"9,630",-4.97,"323,265",-5.27,"14,582",-12.86,"487,867",-13.15,996,-11.55,"33,436",-11.84,"1,322",78.89,"44,232",78.41,14,-17.65,465,-16.52,28,600.00,924,528.57,"4,458",8.07,"149,633",7.70,"7,761",-30.57,"259,666",-30.80,"1,006",-21.53,"33,779",-21.79,"4,872",55.16,"163,002",54.63,"1,065",11.40,"35,761",11.11,105,-84.56,"3,523",-84.57,421,-8.28,"14,135",-8.48,26,13.04,871,10.96,2,-,65,"3,150.00",-,-,-,-,10,-56.52,324,-57.42,12,140.00,391,152.26,212,41.33,"7,131",40.93,16,-51.52,546,-50.68,645,-9.92,"21,651",-10.18,355,-59.05,"11,880",-59.20,16,-44.83,547,-44.30,7,40.00,237,28.80,475,20.25,"15,933",19.82,45,32.35,"1,492",31.69,310,-63.70,"10,400",-63.83,24,60.00,789,54.40
2013M10,"10,165",-0.41,"345,976",-0.92,"15,084",1.09,"511,662",0.58,"1,071",27.96,"36,458",27.27,541,66.46,"18,339",65.53,26,30.00,881,25.68,7,250.00,251,258.57,"4,620",0.15,"157,249",-0.35,"8,904",6.32,"302,032",5.77,"1,088",1.59,"37,047",1.12,"4,831",26.23,"163,869",25.60,"1,161",8.71,"39,506",8.13,79,-21.78,"2,690",-21.55,506,-5.07,"17,220",-5.53,40,207.69,"1,346",195.82,4,100.00,125,98.41,-,-,-,-,12,-66.67,413,-66.12,13,30.00,430,32.31,89,-35.04,"3,029",-35.33,44,214.29,"1,503",216.42,764,0.92,"25,990",0.32,507,-76.08,"17,194",-76.21,16,-15.79,547,-14.26,4,-78.95,150,-76.45,475,14.73,"16,156",13.96,98,18.07,"3,311",17.58,333,-52.22,"11,327",-52.50,11,-45.00,376,-45.90
2013M11,"8,887",5.86,"302,284",4.90,"13,116",2.94,"444,614",2.00,833,-10.53,"28,336",-11.35,411,59.92,"13,939",58.79,15,-31.82,526,-30.79,2,-,62,"1,140.00","4,314",24.90,"146,731",23.75,"8,100",-2.44,"274,583",-3.34,891,-13.16,"30,314",-13.93,"3,883",6.71,"131,626",5.74,"1,052",14.85,"35,790",13.84,103,11.96,"3,506",11.80,417,-10.32,"14,176",-11.22,13,-13.33,452,-14.56,3,-,102,"5,000.00",-,-,-,-,13,30.00,442,27.01,6,-14.29,191,-19.75,108,-33.74,"3,674",-34.25,8,300.00,283,349.21,675,-9.88,"22,959",-10.71,485,47.87,"16,425",46.18,21,-8.70,698,-9.70,19,46.15,634,47.79,292,-13.86,"9,932",-14.75,61,74.29,"2,066",71.74,248,-14.48,"8,424",-15.28,21,-47.50,712,-48.59
2013M12,"9,729",2.73,"329,223",0.87,"11,071",-9.87,"373,405",-11.48,967,10.01,"32,720",8.02,463,69.60,"15,612",66.24,18,-41.94,617,-43.03,4,300.00,140,508.70,"4,695",5.17,"158,868",3.29,"5,707",-22.53,"192,471",-23.92,809,-24.88,"27,392",-26.21,"4,195",1.70,"141,468",-0.12,"1,167",24.81,"39,493",22.58,70,-41.18,"2,345",-42.52,563,39.01,"19,067",36.56,25,78.57,831,71.34,2,-50.00,61,-59.87,-,-,-,-,17,6.25,568,4.03,9,80.00,311,67.20,137,18.10,"4,633",16.20,72,-,"2,443","24,330.00",789,31.06,"26,692",28.57,358,8.81,"12,083",7.05,9,-25.00,297,-29.62,9,50.00,313,56.50,260,-40.77,"8,789",-41.94,133,454.17,"4,488",434.92,294,-39.88,"9,937",-41.04,17,240.00,565,202.14
2014M01,"8,761",-5.61,"292,021",-8.92,"11,172",-14.77,"372,386",-17.47,876,2.10,"29,207",-1.45,317,-47.17,"10,571",-48.84,19,-26.92,628,-31.37,18,800.00,616,847.69,"4,266",7.00,"142,194",3.24,"6,442",-4.92,"214,718",-7.94,757,-27.00,"25,224",-29.55,"3,633",-25.26,"121,094",-27.63,"1,145",20.27,"38,159",16.04,114,5.56,"3,791",2.05,418,-27.18,"13,923",-29.75,19,-32.14,645,-33.16,1,--,28,115.38,-,-,-,-,14,55.56,461,55.22,11,-47.62,365,-50.54,119,10.19,"3,974",6.74,65,"2,066.67","2,175","1,758.97",667,-23.16,"22,221",-25.88,479,-24.80,"15,959",-27.21,17,13.33,570,12.43,3,-80.00,89,-82.58,237,-33.61,"7,895",-36.05,61,35.56,"2,032",32.46,225,-53.99,"7,491",-55.70,0,-100.00,3,-98.72
2014M02,"7,844",1.84,"259,036",-1.08,"10,671",34.77,"352,410",31.34,717,9.97,"23,678",6.84,591,-9.36,"19,517",-11.72,14,-98.57,459,-98.62,9,800.00,303,"1,065.38","3,772",16.17,"124,558",12.83,"6,691",91.99,"220,986",87.13,792,42.96,"26,155",38.97,"2,718",-11.78,"89,767",-14.03,913,30.80,"30,144",27.09,103,35.53,"3,401",32.70,475,58.86,"15,674",54.10,18,125.00,579,109.03,4,0.00,130,-5.11,-,-,-,-,9,-30.77,290,-35.84,2,-77.78,67,-77.96,179,179.69,"5,895",172.16,45,"1,400.00","1,501","1,431.63",596,24.95,"19,696",21.47,377,21.61,"12,441",18.29,18,12.50,600,8.70,8,100.00,266,80.95,185,-54.88,"6,101",-56.20,68,"1,033.33","2,259",926.82,168,-42.47,"5,545",-44.09,31,-88.69,"1,019",-89.04
2014M03,"9,597",-6.61,"316,530",-8.73,"9,239",-40.41,"304,716",-41.57,935,-2.60,"30,853",-4.73,353,-55.03,"11,640",-55.91,21,-25.00,704,-25.27,23,130.00,761,125.82,"4,652",-1.59,"153,431",-3.82,"3,100",-66.94,"102,256",-67.58,961,-8.74,"31,687",-10.83,"4,597",-2.46,"151,618",-4.36,"1,188",7.71,"39,192",5.27,138,33.98,"4,568",32.44,606,6.32,"19,976",3.86,26,116.67,851,115.44,3,--,114,776.92,-,-,-,-,11,22.22,375,23.36,5,-58.33,161,-59.85,221,43.51,"7,304",40.11,29,480.00,958,450.57,653,-5.50,"21,536",-7.63,902,119.46,"29,740",114.88,14,-33.33,451,-35.75,7,0.00,230,1.32,231,-47.50,"7,606",-48.78,25,-47.92,809,-49.97,99,-80.92,"3,275",-81.30,27,80.00,881,79.43
2014M04,"8,953",-2.27,"295,282",-3.88,"10,938",11.91,"360,753",10.43,870,19.02,"28,699",17.05,274,-56.71,"9,039",-57.28,22,46.67,725,42.16,7,-12.50,217,-22.22,"3,996",-11.87,"131,796",-13.32,"4,737",-21.72,"156,227",-22.75,740,-9.09,"24,412",-10.55,"5,226",108.12,"172,372",105.43,"1,215",30.93,"40,084",28.86,85,-32.54,"2,806",-33.27,701,50.75,"23,118",48.33,9,-35.71,292,-37.74,3,-40.00,99,-37.34,0,-100.00,13,-59.38,8,-42.86,258,-44.40,10,150.00,340,142.86,124,-67.11,"4,087",-67.69,46,666.67,"1,513",675.90,763,1.33,"25,168",-0.39,492,38.98,"16,219",37.02,15,-6.25,489,-6.68,5,-16.67,164,-20.00,291,2.83,"9,597",1.16,19,-5.00,614,-8.49,202,-9.42,"6,671",-10.62,20,-23.08,671,-22.43
2014M05,"9,114",-10.91,"301,998",-12.50,"14,462",24.21,"479,203",22.40,895,-5.19,"29,659",-6.92,334,-84.57,"11,067",-84.79,8,-55.56,279,-54.63,8,60.00,251,48.52,"4,298",-12.34,"142,412",-13.91,"7,065",10.39,"234,081",8.78,790,-21.70,"26,166",-23.17,"5,333",99.51,"176,711",96.59,"1,182",4.42,"39,159",2.55,104,8.33,"3,437",6.51,559,7.50,"18,511",5.45,11,-38.89,357,-39.80,1,-50.00,33,-51.47,-,-,-,-,12,0.00,404,1.51,3,-70.00,115,-65.15,122,1.67,"4,046",0.12,92,268.00,"3,063",258.67,811,-12.23,"26,880",-13.81,"1,171",557.87,"38,809",547.57,26,-7.14,846,-10.85,8,100.00,279,84.77,222,-34.71,"7,369",-35.80,42,90.91,"1,405",88.34,188,-31.88,"6,216",-33.20,288,893.10,"9,544",862.10
2014M06,"9,594",-3.66,"319,263",-4.46,"11,806",-31.35,"392,872",-31.70,884,-9.24,"29,422",-9.98,697,-77.63,"23,192",-77.75,33,65.00,"1,084",60.59,3,-80.00,108,-78.74,"4,248",-11.02,"141,357",-11.77,"5,239",-21.18,"174,352",-21.57,842,-13.99,"28,030",-14.71,"4,691",-23.41,"156,103",-23.80,"1,333",26.11,"44,355",25.09,113,-23.65,"3,770",-23.96,520,-0.76,"17,294",-1.57,26,-18.75,881,-18.20,2,-60.00,76,-49.67,-,-,-,-,13,30.00,423,21.55,16,166.67,539,149.54,128,16.36,"4,264",15.84,175,"2,816.67","5,831","2,830.15",728,-14.55,"24,215",-15.33,748,176.01,"24,900",174.96,24,0.00,814,0.37,8,33.33,270,37.76,369,-9.11,"12,293",-9.72,48,37.14,"1,584",36.32,469,114.16,"15,593",112.55,32,-95.92,"1,049",-96.00
2014M07,"8,896",-18.85,"297,017",-18.80,"12,300",-14.69,"410,699",-14.35,870,-34.54,"29,042",-34.53,735,-57.37,"24,543",-57.20,27,-12.90,888,-14.94,9,--,305,"6,000.00","4,108",-24.23,"137,160",-24.19,"6,197",-8.75,"206,923",-8.38,839,-10.46,"28,024",-10.40,"4,187",-14.64,"139,784",-14.30,"1,212",0.92,"40,484",1.03,173,28.15,"5,792",29.20,552,17.95,"18,421",18.05,21,-19.23,703,-17.87,1,-66.67,41,-55.91,-,-,-,-,6,0.00,199,-6.57,3,-75.00,111,-71.02,106,-41.44,"3,546",-41.22,80,196.30,"2,675",199.22,684,-11.86,"22,828",-11.89,746,60.43,"24,901",61.19,14,27.27,454,26.11,3,0.00,94,-17.54,266,-19.39,"8,884",-19.34,105,138.64,"3,519",139.39,209,-20.83,"6,985",-20.64,36,-86.96,"1,197",-86.96
