期間,提存戶數(家)_原始值,提存戶數(家)_年增率(%),提存戶數-家數提存率(%)_原始值,提存戶數-家數提存率(%)_年增率(%),有餘額戶數(家)_原始值,有餘額戶數(家)_年增率(%),提存廠商開戶時員工人數(人)_原始值,提存廠商開戶時員工人數(人)_年增率(%),提存金額(千元)_原始值,提存金額(千元)_年增率(%),撥發金額(千元)_原始值,撥發金額(千元)_年增率(%),累計提存金額(含孳息、收益) (千元)_原始值,累計提存金額(含孳息、收益) (千元)_年增率(%),累計撥發金額(千元)_原始值,累計撥發金額(千元)_年增率(%),基金餘額(千元)_原始值,基金餘額(千元)_年增率(%)
1995,"24,218",2.53,14.15,-,"21,855",3.03,"1,627,586",0.97,"24,610,032",10.35,"15,150,411",-1.52,"193,263,294",18.97,"97,080,217",31.39,"89,379,301",7.36
1996,"25,176",3.96,15.19,-,"22,798",4.31,"1,661,032",2.05,"26,169,966",6.34,"17,739,614",17.09,"225,941,581",16.91,"115,315,964",18.78,"105,061,587",17.55
1997,"28,750",14.20,17.13,-,"25,140",10.27,"1,811,255",9.04,"29,951,499",14.45,"20,219,829",13.98,"262,762,690",16.30,"135,535,793",17.53,"121,604,570",15.75
1998,"36,655",27.50,14.37,-,"32,911",30.91,"2,277,958",25.77,"43,236,474",44.35,"24,699,540",22.16,"313,982,582",19.49,"160,235,332",18.22,"142,413,528",17.11
1999,"42,203",15.14,11.81,-,"38,709",17.62,"2,555,277",12.17,"53,693,743",24.19,"27,268,581",10.40,"376,792,705",20.00,"187,503,913",17.02,"177,276,158",24.48
2000,"45,930",8.83,12.66,-,"42,651",10.18,"2,735,359",7.05,"51,322,772",-4.42,"25,740,158",-5.61,"428,115,477",13.62,"213,244,071",13.73,"236,842,642",33.60
