期間,識字率(%)_原始值,識字率(%)_年增率(%),識字率(%)_原始值,識字率(%)_年增率(%),識字率(%)_原始值,識字率(%)_年增率(%),不識字率(%)_原始值,不識字率(%)_年增率(%),不識字率(%)_原始值,不識字率(%)_年增率(%),不識字率(%)_原始值,不識字率(%)_年增率(%),戶籍登記15歲以上人口_原始值,戶籍登記15歲以上人口_年增率(%),戶籍登記15歲以上人口_原始值,戶籍登記15歲以上人口_年增率(%),戶籍登記15歲以上人口_原始值,戶籍登記15歲以上人口_年增率(%),戶籍登記15歲以上人口-識字_原始值,戶籍登記15歲以上人口-識字_年增率(%),戶籍登記15歲以上人口-識字_原始值,戶籍登記15歲以上人口-識字_年增率(%),戶籍登記15歲以上人口-識字_原始值,戶籍登記15歲以上人口-識字_年增率(%),研究所_原始值,研究所_年增率(%),研究所_原始值,研究所_年增率(%),研究所_原始值,研究所_年增率(%),戶籍登記15歲以上人口-研究所畢業_原始值,戶籍登記15歲以上人口-研究所畢業_年增率(%),戶籍登記15歲以上人口-研究所畢業_原始值,戶籍登記15歲以上人口-研究所畢業_年增率(%),戶籍登記15歲以上人口-研究所畢業_原始值,戶籍登記15歲以上人口-研究所畢業_年增率(%),戶籍登記15歲以上人口-研究所肄業_原始值,戶籍登記15歲以上人口-研究所肄業_年增率(%),戶籍登記15歲以上人口-研究所肄業_原始值,戶籍登記15歲以上人口-研究所肄業_年增率(%),戶籍登記15歲以上人口-研究所肄業_原始值,戶籍登記15歲以上人口-研究所肄業_年增率(%),大學學院_原始值,大學學院_年增率(%),大學學院_原始值,大學學院_年增率(%),大學學院_原始值,大學學院_年增率(%),戶籍登記15歲以上人口-大學學院畢業_原始值,戶籍登記15歲以上人口-大學學院畢業_年增率(%),戶籍登記15歲以上人口-大學學院畢業_原始值,戶籍登記15歲以上人口-大學學院畢業_年增率(%),戶籍登記15歲以上人口-大學學院畢業_原始值,戶籍登記15歲以上人口-大學學院畢業_年增率(%),戶籍登記15歲以上人口-大學學院肄業_原始值,戶籍登記15歲以上人口-大學學院肄業_年增率(%),戶籍登記15歲以上人口-大學學院肄業_原始值,戶籍登記15歲以上人口-大學學院肄業_年增率(%),戶籍登記15歲以上人口-大學學院肄業_原始值,戶籍登記15歲以上人口-大學學院肄業_年增率(%),二、三年制專科_原始值,二、三年制專科_年增率(%),二、三年制專科_原始值,二、三年制專科_年增率(%),二、三年制專科_原始值,二、三年制專科_年增率(%),戶籍登記15歲以上人口-二、三年制專科畢業_原始值,戶籍登記15歲以上人口-二、三年制專科畢業_年增率(%),戶籍登記15歲以上人口-二、三年制專科畢業_原始值,戶籍登記15歲以上人口-二、三年制專科畢業_年增率(%),戶籍登記15歲以上人口-二、三年制專科畢業_原始值,戶籍登記15歲以上人口-二、三年制專科畢業_年增率(%),戶籍登記15歲以上人口-二、三年制專科肄業_原始值,戶籍登記15歲以上人口-二、三年制專科肄業_年增率(%),戶籍登記15歲以上人口-二、三年制專科肄業_原始值,戶籍登記15歲以上人口-二、三年制專科肄業_年增率(%),戶籍登記15歲以上人口-二、三年制專科肄業_原始值,戶籍登記15歲以上人口-二、三年制專科肄業_年增率(%),五年制後二年專科_原始值,五年制後二年專科_年增率(%),五年制後二年專科_原始值,五年制後二年專科_年增率(%),五年制後二年專科_原始值,五年制後二年專科_年增率(%),戶籍登記15歲以上人口-五年制後二年專科畢業_原始值,戶籍登記15歲以上人口-五年制後二年專科畢業_年增率(%),戶籍登記15歲以上人口-五年制後二年專科畢業_原始值,戶籍登記15歲以上人口-五年制後二年專科畢業_年增率(%),戶籍登記15歲以上人口-五年制後二年專科畢業_原始值,戶籍登記15歲以上人口-五年制後二年專科畢業_年增率(%),戶籍登記15歲以上人口-五年制後二年專科肄業_原始值,戶籍登記15歲以上人口-五年制後二年專科肄業_年增率(%),戶籍登記15歲以上人口-五年制後二年專科肄業_原始值,戶籍登記15歲以上人口-五年制後二年專科肄業_年增率(%),戶籍登記15歲以上人口-五年制後二年專科肄業_原始值,戶籍登記15歲以上人口-五年制後二年專科肄業_年增率(%),戶籍登記15歲以上人口-五年制前三年專科肄業_原始值,戶籍登記15歲以上人口-五年制前三年專科肄業_年增率(%),戶籍登記15歲以上人口-五年制前三年專科肄業_原始值,戶籍登記15歲以上人口-五年制前三年專科肄業_年增率(%),戶籍登記15歲以上人口-五年制前三年專科肄業_原始值,戶籍登記15歲以上人口-五年制前三年專科肄業_年增率(%),高中、高職_原始值,高中、高職_年增率(%),高中、高職_原始值,高中、高職_年增率(%),高中、高職_原始值,高中、高職_年增率(%),戶籍登記15歲以上人口-高中畢業_原始值,戶籍登記15歲以上人口-高中畢業_年增率(%),戶籍登記15歲以上人口-高中畢業_原始值,戶籍登記15歲以上人口-高中畢業_年增率(%),戶籍登記15歲以上人口-高中畢業_原始值,戶籍登記15歲以上人口-高中畢業_年增率(%),戶籍登記15歲以上人口-高中肄業_原始值,戶籍登記15歲以上人口-高中肄業_年增率(%),戶籍登記15歲以上人口-高中肄業_原始值,戶籍登記15歲以上人口-高中肄業_年增率(%),戶籍登記15歲以上人口-高中肄業_原始值,戶籍登記15歲以上人口-高中肄業_年增率(%),戶籍登記15歲以上人口-高職畢業_原始值,戶籍登記15歲以上人口-高職畢業_年增率(%),戶籍登記15歲以上人口-高職畢業_原始值,戶籍登記15歲以上人口-高職畢業_年增率(%),戶籍登記15歲以上人口-高職畢業_原始值,戶籍登記15歲以上人口-高職畢業_年增率(%),戶籍登記15歲以上人口-高職肄業_原始值,戶籍登記15歲以上人口-高職肄業_年增率(%),戶籍登記15歲以上人口-高職肄業_原始值,戶籍登記15歲以上人口-高職肄業_年增率(%),戶籍登記15歲以上人口-高職肄業_原始值,戶籍登記15歲以上人口-高職肄業_年增率(%),國中、初職_原始值,國中、初職_年增率(%),國中、初職_原始值,國中、初職_年增率(%),國中、初職_原始值,國中、初職_年增率(%),戶籍登記15歲以上人口-國中畢業_原始值,戶籍登記15歲以上人口-國中畢業_年增率(%),戶籍登記15歲以上人口-國中畢業_原始值,戶籍登記15歲以上人口-國中畢業_年增率(%),戶籍登記15歲以上人口-國中畢業_原始值,戶籍登記15歲以上人口-國中畢業_年增率(%),戶籍登記15歲以上人口-國中肄業_原始值,戶籍登記15歲以上人口-國中肄業_年增率(%),戶籍登記15歲以上人口-國中肄業_原始值,戶籍登記15歲以上人口-國中肄業_年增率(%),戶籍登記15歲以上人口-國中肄業_原始值,戶籍登記15歲以上人口-國中肄業_年增率(%),戶籍登記15歲以上人口-初職畢業_原始值,戶籍登記15歲以上人口-初職畢業_年增率(%),戶籍登記15歲以上人口-初職畢業_原始值,戶籍登記15歲以上人口-初職畢業_年增率(%),戶籍登記15歲以上人口-初職畢業_原始值,戶籍登記15歲以上人口-初職畢業_年增率(%),戶籍登記15歲以上人口-初職肄業_原始值,戶籍登記15歲以上人口-初職肄業_年增率(%),戶籍登記15歲以上人口-初職肄業_原始值,戶籍登記15歲以上人口-初職肄業_年增率(%),戶籍登記15歲以上人口-初職肄業_原始值,戶籍登記15歲以上人口-初職肄業_年增率(%),國小_原始值,國小_年增率(%),國小_原始值,國小_年增率(%),國小_原始值,國小_年增率(%),戶籍登記15歲以上人口-國小畢業_原始值,戶籍登記15歲以上人口-國小畢業_年增率(%),戶籍登記15歲以上人口-國小畢業_原始值,戶籍登記15歲以上人口-國小畢業_年增率(%),戶籍登記15歲以上人口-國小畢業_原始值,戶籍登記15歲以上人口-國小畢業_年增率(%),戶籍登記15歲以上人口-國小肄業_原始值,戶籍登記15歲以上人口-國小肄業_年增率(%),戶籍登記15歲以上人口-國小肄業_原始值,戶籍登記15歲以上人口-國小肄業_年增率(%),戶籍登記15歲以上人口-國小肄業_原始值,戶籍登記15歲以上人口-國小肄業_年增率(%),戶籍登記15歲以上人口-自修_原始值,戶籍登記15歲以上人口-自修_年增率(%),戶籍登記15歲以上人口-自修_原始值,戶籍登記15歲以上人口-自修_年增率(%),戶籍登記15歲以上人口-自修_原始值,戶籍登記15歲以上人口-自修_年增率(%),戶籍登記15歲以上人口-不識字_原始值,戶籍登記15歲以上人口-不識字_年增率(%),戶籍登記15歲以上人口-不識字_原始值,戶籍登記15歲以上人口-不識字_年增率(%),戶籍登記15歲以上人口-不識字_原始值,戶籍登記15歲以上人口-不識字_年增率(%)
2009,97.91,-,99.50,-,96.33,-,2.09,-,0.50,-,3.67,-,"19,341,754",1.10,"9,666,432",0.80,"9,675,322",1.40,"18,938,238",1.23,"9,617,744",0.85,"9,320,494",1.64,"855,052",8.30,"543,941",7.53,"311,111",9.69,"634,161",8.54,"415,743",7.71,"218,418",10.17,"220,891",7.63,"128,198",6.95,"92,693",8.58,"3,731,899",6.29,"1,873,991",5.65,"1,857,908",6.93,"2,710,133",7.22,"1,343,354",6.34,"1,366,779",8.10,"1,021,766",3.89,"530,637",3.96,"491,129",3.82,"1,388,602",-0.89,"688,827",-0.86,"699,775",-0.93,"1,168,367",-0.09,"564,353",0.12,"604,014",-0.28,"220,235",-4.98,"124,474",-5.07,"95,761",-4.85,"962,239",-1.58,"527,072",-1.67,"435,167",-1.46,"902,469",-1.56,"491,755",-1.65,"410,714",-1.45,"59,770",-1.87,"35,317",-2.03,"24,453",-1.65,"97,184",3.69,"29,602",-0.57,"67,582",5.68,"1,808,239",0.23,"954,417",-0.38,"853,822",0.92,"1,247,529",0.34,"654,725",-0.46,"592,804",1.25,"560,710",-0.02,"299,692",-0.20,"261,018",0.19,"3,550,782",0.72,"1,809,540",0.80,"1,741,242",0.63,"895,551",2.41,"529,548",2.29,"366,003",2.59,"2,666,068",-0.83,"1,413,663",-1.64,"1,252,405",0.11,"2,329,534",-0.73,"1,224,032",-1.53,"1,105,502",0.18,"336,534",-1.52,"189,631",-2.38,"146,903",-0.39,"40,025",-1.74,"23,689",-2.71,"16,336",-0.30,"9,481",-1.76,"6,761",-2.33,"2,720",-0.33,"2,858,578",-1.88,"1,192,448",-3.16,"1,666,130",-0.94,"2,485,297",-1.88,"1,064,562",-3.08,"1,420,735",-0.96,"373,281",-1.88,"127,886",-3.81,"245,395",-0.84,"74,538",-4.42,"24,245",-7.60,"50,293",-2.81,"403,516",-4.97,"48,688",-7.44,"354,828",-4.62
2010,98.04,-,99.54,-,96.56,-,1.96,-,0.46,-,3.44,-,"19,537,812",1.01,"9,743,926",0.80,"9,793,886",1.23,"19,155,700",1.15,"9,699,103",0.85,"9,456,597",1.46,"924,708",8.15,"583,708",7.31,"341,000",9.61,"690,331",8.86,"448,288",7.83,"242,043",10.82,"234,377",6.11,"135,420",5.63,"98,957",6.76,"3,981,133",6.68,"1,990,841",6.24,"1,990,292",7.13,"2,885,152",6.46,"1,420,419",5.74,"1,464,733",7.17,"1,095,981",7.26,"570,422",7.50,"525,559",7.01,"1,382,450",-0.44,"686,763",-0.30,"695,687",-0.58,"1,170,122",0.15,"566,437",0.37,"603,685",-0.05,"212,328",-3.59,"120,326",-3.33,"92,002",-3.93,"950,752",-1.19,"519,600",-1.42,"431,152",-0.92,"891,940",-1.17,"485,054",-1.36,"406,886",-0.93,"58,812",-1.60,"34,546",-2.18,"24,266",-0.76,"99,000",1.87,"29,537",-0.22,"69,463",2.78,"1,795,115",-0.73,"943,562",-1.14,"851,553",-0.27,"1,227,322",-1.62,"640,623",-2.15,"586,699",-1.03,"567,793",1.26,"302,939",1.08,"264,854",1.47,"3,554,175",0.10,"1,811,563",0.11,"1,742,612",0.08,"912,345",1.88,"539,199",1.82,"373,146",1.95,"2,635,458",-1.15,"1,388,110",-1.81,"1,247,348",-0.40,"2,300,776",-1.23,"1,201,049",-1.88,"1,099,727",-0.52,"334,682",-0.55,"187,061",-1.36,"147,621",0.49,"39,265",-1.90,"22,973",-3.02,"16,292",-0.27,"9,282",-2.10,"6,574",-2.77,"2,708",-0.44,"2,800,222",-2.04,"1,154,060",-3.22,"1,646,162",-1.20,"2,434,641",-2.04,"1,030,817",-3.17,"1,403,824",-1.19,"365,581",-2.06,"123,243",-3.63,"242,338",-1.25,"71,795",-3.68,"22,613",-6.73,"49,182",-2.21,"382,112",-5.30,"44,823",-7.94,"337,289",-4.94
2011,98.17,-,99.58,-,96.76,-,1.83,-,0.42,-,3.24,-,"19,723,122",0.95,"9,818,529",0.77,"9,904,593",1.13,"19,361,398",1.07,"9,777,295",0.81,"9,584,103",1.35,"1,014,165",9.67,"635,615",8.89,"378,550",11.01,"752,881",9.06,"483,053",7.76,"269,828",11.48,"261,284",11.48,"152,562",12.66,"108,722",9.87,"4,194,774",5.37,"2,090,414",5.00,"2,104,360",5.73,"3,041,088",5.40,"1,486,994",4.69,"1,554,094",6.10,"1,153,686",5.27,"603,420",5.78,"550,266",4.70,"1,381,078",-0.10,"686,970",0.03,"694,108",-0.23,"1,170,143",0.00,"566,949",0.09,"603,194",-0.08,"210,935",-0.66,"120,021",-0.25,"90,914",-1.18,"940,898",-1.04,"513,050",-1.26,"427,848",-0.77,"883,373",-0.96,"479,266",-1.19,"404,107",-0.68,"57,525",-2.19,"33,784",-2.21,"23,741",-2.16,"101,707",2.73,"29,804",0.90,"71,903",3.51,"1,794,423",-0.04,"937,405",-0.65,"857,018",0.64,"1,212,221",-1.23,"627,921",-1.98,"584,300",-0.41,"582,202",2.54,"309,484",2.16,"272,718",2.97,"3,557,066",0.08,"1,811,889",0.02,"1,745,177",0.15,"922,013",1.06,"545,440",1.16,"376,573",0.92,"2,602,989",-1.23,"1,363,800",-1.75,"1,239,189",-0.65,"2,271,767",-1.26,"1,179,658",-1.78,"1,092,109",-0.69,"331,222",-1.03,"184,142",-1.56,"147,080",-0.37,"38,421",-2.15,"22,210",-3.32,"16,211",-0.50,"9,155",-1.37,"6,423",-2.30,"2,732",0.89,"2,736,189",-2.29,"1,113,338",-3.53,"1,622,851",-1.42,"2,380,822",-2.21,"995,778",-3.40,"1,385,044",-1.34,"355,367",-2.79,"117,560",-4.61,"237,807",-1.87,"68,520",-4.56,"20,937",-7.41,"47,583",-3.25,"361,724",-5.34,"41,234",-8.01,"320,490",-4.98
2012,98.29,-,99.62,-,96.97,-,1.71,-,0.38,-,3.03,-,"19,904,145",0.92,"9,893,797",0.77,"10,010,348",1.07,"19,562,871",1.04,"9,855,727",0.80,"9,707,144",1.28,"1,098,507",8.32,"684,726",7.73,"413,781",9.31,"815,363",8.30,"518,206",7.28,"297,157",10.13,"283,144",8.37,"166,520",9.15,"116,624",7.27,"4,432,693",5.67,"2,199,894",5.24,"2,232,799",6.10,"3,206,420",5.44,"1,557,275",4.73,"1,649,145",6.12,"1,226,273",6.29,"642,619",6.50,"583,654",6.07,"1,382,614",0.11,"688,794",0.27,"693,820",-0.04,"1,173,457",0.28,"569,198",0.40,"604,259",0.18,"209,157",-0.84,"119,596",-0.35,"89,561",-1.49,"937,792",-0.33,"508,253",-0.93,"429,539",0.40,"881,150",-0.25,"475,039",-0.88,"406,111",0.50,"56,642",-1.53,"33,214",-1.69,"23,428",-1.32,"104,264",2.51,"30,591",2.64,"73,673",2.46,"1,757,557",-2.05,"916,355",-2.25,"841,202",-1.85,"1,177,713",-2.85,"608,451",-3.10,"569,262",-2.57,"579,844",-0.41,"307,904",-0.51,"271,940",-0.29,"3,553,114",-0.11,"1,809,416",-0.14,"1,743,698",-0.08,"926,091",0.44,"549,046",0.66,"377,045",0.13,"2,588,378",-0.56,"1,349,120",-1.08,"1,239,258",0.01,"2,254,484",-0.76,"1,164,713",-1.27,"1,089,771",-0.21,"333,894",0.81,"184,407",0.14,"149,487",1.64,"37,547",-2.27,"21,446",-3.44,"16,101",-0.68,"8,946",-2.28,"6,233",-2.96,"2,713",-0.70,"2,669,125",-2.45,"1,072,434",-3.67,"1,596,691",-1.61,"2,326,343",-2.29,"961,260",-3.47,"1,365,083",-1.44,"342,782",-3.54,"111,174",-5.43,"231,608",-2.61,"66,243",-3.32,"19,419",-7.25,"46,824",-1.60,"341,274",-5.65,"38,070",-7.67,"303,204",-5.39
2013,98.39,-,99.65,-,97.15,-,1.61,-,0.35,-,2.85,-,"20,026,916",0.62,"9,939,573",0.46,"10,087,343",0.77,"19,704,761",0.73,"9,904,514",0.50,"9,800,247",0.96,"1,169,441",6.46,"724,676",5.83,"444,765",7.49,"878,032",7.69,"553,393",6.79,"324,639",9.25,"291,409",2.92,"171,283",2.86,"120,126",3.00,"4,669,964",5.35,"2,310,535",5.03,"2,359,429",5.67,"3,378,509",5.37,"1,633,838",4.92,"1,744,671",5.79,"1,291,455",5.32,"676,697",5.30,"614,758",5.33,"1,381,245",-0.10,"688,612",-0.03,"692,633",-0.17,"1,177,883",0.38,"571,985",0.49,"605,898",0.27,"203,362",-2.77,"116,627",-2.48,"86,735",-3.16,"930,323",-0.80,"502,526",-1.13,"427,797",-0.41,"874,560",-0.75,"470,110",-1.04,"404,450",-0.41,"55,763",-1.55,"32,416",-2.40,"23,347",-0.35,"106,301",1.95,"31,272",2.23,"75,029",1.84,"1,718,887",-2.20,"892,918",-2.56,"825,969",-1.81,"1,155,310",-1.90,"594,448",-2.30,"560,862",-1.48,"563,577",-2.81,"298,470",-3.06,"265,107",-2.51,"3,559,368",0.18,"1,813,085",0.20,"1,746,283",0.15,"909,949",-1.74,"542,270",-1.23,"367,679",-2.48,"2,548,302",-1.55,"1,321,643",-2.04,"1,226,659",-1.02,"2,242,922",-0.51,"1,153,335",-0.98,"1,089,587",-0.02,"305,380",-8.54,"168,308",-8.73,"137,072",-8.31,"36,928",-1.65,"20,871",-2.68,"16,057",-0.27,"8,890",-0.63,"6,124",-1.75,"2,766",1.95,"2,602,380",-2.50,"1,032,214",-3.75,"1,570,166",-1.66,"2,272,110",-2.33,"927,491",-3.51,"1,344,619",-1.50,"330,270",-3.65,"104,723",-5.80,"225,547",-2.62,"62,783",-5.22,"17,768",-8.50,"45,015",-3.86,"322,155",-5.60,"35,059",-7.91,"287,096",-5.31
