期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-計_原始值,資產--對非金融機構證券投資-計_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--企業及個人存款-計_原始值,負債與淨值--企業及個人存款-計_年增率(%),負債與淨值--企業及個人存款-支票存款_原始值,負債與淨值--企業及個人存款-支票存款_年增率(%),負債與淨值--企業及個人存款-活期存款_原始值,負債與淨值--企業及個人存款-活期存款_年增率(%),負債與淨值--企業及個人存款-活期儲蓄存款_原始值,負債與淨值--企業及個人存款-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-定期存款_原始值,負債與淨值--企業及個人存款-定期存款_年增率(%),負債與淨值--企業及個人存款-可轉讓定期存單_原始值,負債與淨值--企業及個人存款-可轉讓定期存單_年增率(%),負債與淨值--企業及個人存款-定期儲蓄存款_原始值,負債與淨值--企業及個人存款-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-外匯存款_原始值,負債與淨值--企業及個人存款-外匯存款_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_原始值,負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2002M03,"21,683,242",5.61,"1,277,466",62.65,"12,432,002",-2.58,"2,134,873",0.49,"466,177",26.19,"9,830,952",-4.25,"2,082,362",6.27,"841,589",22.41,"61,978",-3.45,"1,178,795",-2.40,"132,334",-12.14,"45,624",-0.35,"2,056,609",38.53,"128,051",-41.19,"46,848",10.90,"128,026",-0.85,"3,353,920",13.50,"159,183",35.98,"13,369,643",6.59,"237,332",-5.55,"825,505",14.22,"2,982,783",27.73,"2,150,320",-12.15,"198,331",-27.66,"6,011,502",6.74,"963,870",9.51,"660,578",-0.50,"272,918",-3.51,"2,660,684",-0.64,"1,530,751",-2.33,"276,575",-14.12,"236,234",140.55,"2,481,124",11.49,"1,566,303",-2.13
2002M04,"21,807,765",7.04,"1,302,001",61.34,"12,438,812",-1.72,"2,168,031",2.78,"472,162",31.12,"9,798,619",-3.81,"2,017,470",2.29,"821,607",16.28,"63,731",8.68,"1,132,132",-6.21,"128,754",-1.56,"45,624",-0.35,"2,266,858",49.68,"162,794",-32.45,"47,064",15.12,"133,038",-0.85,"3,265,350",15.33,"188,438",47.18,"13,317,722",7.09,"219,066",-2.76,"848,824",17.26,"2,970,413",31.51,"2,172,546",-10.80,"188,592",-25.34,"6,000,336",5.77,"917,945",5.86,"671,185",-1.12,"269,909",-0.19,"2,738,164",1.61,"1,539,675",-1.75,"272,564",-16.46,"244,570",145.11,"2,540,566",18.51,"1,564,647",-1.97
2002M05,"21,918,805",6.35,"1,262,690",39.81,"12,353,401",-1.90,"2,076,957",2.74,"476,205",31.28,"9,800,239",-4.00,"1,999,113",2.02,"883,122",21.99,"55,223",0.59,"1,060,768",-10.16,"121,021",7.34,"45,623",-0.35,"2,432,690",58.85,"168,067",-44.25,"46,718",17.48,"127,142",-2.51,"3,362,340",12.35,"201,795",61.51,"13,238,130",6.36,"213,443",1.53,"863,247",20.81,"2,910,634",31.75,"2,180,977",-9.83,"186,658",-25.02,"6,001,193",5.32,"881,978",-6.78,"695,273",0.53,"266,318",-4.61,"2,734,149",1.27,"1,539,999",-1.99,"269,281",-19.96,"259,059",142.03,"2,748,216",17.83,"1,506,584",-5.38
2002M06,"21,973,716",4.65,"1,246,719",28.18,"12,366,845",-2.56,"2,017,912",-1.07,"487,572",33.04,"9,861,361",-4.12,"1,887,254",-2.53,"885,262",23.90,"48,795",-10.97,"953,197",-18.32,"128,220",0.99,"45,617",-0.02,"2,649,961",75.73,"157,132",-52.26,"44,408",0.14,"127,478",1.99,"3,320,082",3.16,"260,995",110.41,"13,398,317",5.29,"265,550",1.98,"929,936",22.63,"2,925,436",27.16,"2,259,414",-5.36,"190,053",-29.92,"6,018,431",4.97,"809,497",-20.09,"701,337",0.96,"263,404",-3.42,"2,734,172",-0.71,"1,548,188",-2.42,"278,501",-15.88,"277,444",162.05,"2,610,398",8.58,"1,449,148",-8.69
2002M07,"22,000,516",4.20,"1,125,811",7.08,"12,261,671",-2.97,"1,997,622",-1.37,"498,997",18.79,"9,765,052",-4.18,"1,814,528",-12.29,"871,370",15.76,"43,507",-24.21,"899,651",-28.52,"114,653",-17.34,"45,605",-0.05,"2,851,707",85.85,"189,378",-35.91,"44,705",5.93,"131,644",1.44,"3,420,814",7.91,"301,784",124.80,"13,292,748",4.92,"228,110",-31.10,"905,340",31.51,"2,880,783",28.76,"2,268,805",-4.29,"184,661",-26.34,"6,065,281",5.26,"759,768",-26.20,"690,222",-2.31,"295,891",-9.32,"2,699,754",-2.02,"1,542,679",-3.02,"265,393",-22.54,"309,976",184.67,"2,694,284",8.97,"1,450,464",-9.17
2002M08,"21,882,945",3.87,"1,047,929",-11.20,"12,293,743",-1.40,"1,967,826",-0.07,"494,090",20.00,"9,831,827",-2.53,"1,836,508",-13.22,"886,575",12.54,"47,927",-10.78,"902,006",-29.24,"116,201",-22.43,"45,606",-0.05,"2,860,577",67.89,"179,702",-16.34,"44,238",1.90,"127,428",1.88,"3,331,013",10.27,"237,319",36.71,"13,404,161",5.35,"260,203",24.45,"913,890",19.31,"2,917,620",27.06,"2,260,250",-5.49,"183,883",-25.76,"6,104,495",4.75,"763,820",-22.44,"678,889",-2.95,"278,855",0.62,"2,694,694",-2.03,"1,527,515",-4.32,"250,575",-21.49,"315,298",150.31,"2,585,699",7.17,"1,437,455",-9.40
2002M09,"21,864,788",2.06,"1,042,428",-11.54,"12,342,494",-1.70,"1,955,276",-2.37,"482,691",18.38,"9,904,527",-2.37,"1,812,858",-10.99,"876,226",11.70,"42,541",-20.22,"894,091",-25.42,"112,734",-17.68,"45,606",-0.05,"2,851,482",60.21,"220,230",-12.40,"44,755",-1.73,"133,331",8.57,"3,258,870",-0.37,"234,992",39.50,"13,345,019",3.34,"232,227",-5.62,"916,860",22.61,"2,869,694",21.43,"2,252,503",-5.79,"171,938",-29.43,"6,133,436",2.35,"768,361",-17.36,"704,035",-3.67,"281,873",-10.15,"2,704,279",-1.06,"1,535,345",-3.57,"224,768",-29.77,"342,980",133.07,"2,592,559",3.26,"1,434,283",-9.52
2002M10,"21,709,847",1.87,"1,112,195",-4.89,"12,269,469",-1.53,"1,923,923",-4.87,"480,261",19.75,"9,865,285",-1.71,"1,842,581",-11.52,"886,428",5.91,"35,333",-33.02,"920,820",-22.80,"115,024",-10.90,"38,542",-15.53,"2,851,323",59.63,"203,162",-0.84,"43,724",-14.48,"131,091",3.28,"3,102,736",-4.68,"233,282",42.39,"13,392,079",3.92,"218,385",3.59,"916,863",22.03,"2,899,460",20.77,"2,226,209",-5.53,"171,984",-27.09,"6,170,299",2.68,"788,879",-14.44,"689,469",-2.72,"261,119",-13.46,"2,629,040",-3.35,"1,472,734",-7.10,"218,423",-31.48,"361,944",133.85,"2,502,880",1.63,"1,421,611",-10.80
2002M11,"21,892,661",2.45,"1,197,760",7.68,"12,286,854",-0.95,"1,915,346",-6.21,"465,957",16.88,"9,905,551",-0.59,"1,831,850",-12.22,"894,745",6.95,"39,228",-24.57,"897,877",-25.07,"111,440",-18.70,"38,542",-15.53,"2,917,130",53.48,"142,069",-25.17,"42,866",-9.19,"127,669",0.83,"3,196,481",-3.68,"246,450",56.30,"13,497,700",4.26,"250,359",19.93,"912,239",21.67,"2,938,814",16.64,"2,224,469",-4.69,"164,342",-26.60,"6,212,913",3.28,"794,564",-11.17,"702,789",-2.43,"264,727",-9.23,"2,562,734",-4.87,"1,437,900",-8.68,"211,001",-33.09,"367,968",100.16,"2,606,259",5.48,"1,433,033",-9.87
2002M12,"22,093,880",1.81,"1,226,579",4.27,"12,504,851",-1.65,"1,932,859",-9.37,"476,662",3.63,"10,095,330",-0.27,"1,835,923",-9.20,"919,810",9.88,"36,497",-30.06,"879,616",-22.34,"97,691",-26.02,"38,539",-15.53,"2,972,402",50.51,"181,600",-14.51,"42,657",-11.33,"133,458",3.99,"3,060,180",-5.76,"226,671",43.35,"13,749,921",3.54,"257,892",0.95,"1,047,871",16.34,"3,004,381",9.95,"2,198,046",-3.40,"173,860",-20.96,"6,227,816",3.82,"840,055",-6.40,"691,510",-9.50,"276,492",-3.03,"2,612,647",-3.40,"1,444,540",-6.92,"215,485",-32.77,"377,303",86.22,"2,545,820",5.18,"1,398,031",-10.74
2003M01,"22,115,882",2.36,"1,270,220",3.69,"12,471,249",-1.25,"2,021,595",-8.97,"476,769",2.65,"9,972,885",0.29,"1,962,999",-4.02,"941,750",12.54,"43,208",-26.60,"978,041",-14.92,"90,955",-32.60,"38,540",-15.53,"2,733,135",42.53,"183,969",2.74,"39,022",-17.36,"180,110",-19.81,"3,145,683",-0.40,"262,593",55.43,"13,763,327",3.76,"278,599",22.02,"842,386",-0.49,"3,170,699",10.27,"2,174,569",-0.98,"170,667",-21.14,"6,286,717",4.95,"839,690",-7.86,"646,872",-6.65,"255,538",-17.09,"2,595,935",-3.12,"1,441,457",-5.97,"210,161",-32.73,"384,270",80.85,"2,579,475",7.91,"1,417,711",-10.10
2003M02,"22,085,961",2.43,"1,270,840",1.88,"12,439,937",-0.80,"2,023,279",-8.86,"462,703",-1.40,"9,953,955",1.04,"1,893,137",-8.59,"945,831",12.70,"38,564",-32.11,"908,742",-22.66,"87,139",-34.27,"38,524",-15.56,"2,949,432",55.02,"161,991",3.46,"39,426",-16.62,"141,637",-1.50,"3,063,898",-6.40,"270,333",78.44,"13,797,610",3.73,"253,835",1.80,"904,733",12.87,"3,129,962",7.15,"2,179,520",0.71,"159,304",-25.60,"6,327,897",5.28,"842,359",-10.48,"654,528",-0.64,"241,605",-12.17,"2,569,753",-4.06,"1,428,772",-6.78,"208,711",-27.99,"397,583",81.58,"2,518,071",4.12,"1,427,767",-8.97
2003M03,"22,098,927",1.92,"1,242,731",-2.72,"12,382,874",-0.40,"2,018,530",-5.45,"448,674",-3.75,"9,915,670",0.86,"1,906,458",-8.45,"977,029",16.09,"40,318",-34.95,"889,111",-24.57,"85,529",-35.37,288,-99.37,"2,986,479",45.21,"194,337",51.77,"39,672",-15.32,"137,710",7.56,"3,122,849",-6.89,"302,538",90.06,"13,731,286",2.70,"225,108",-5.15,"931,247",12.81,"3,124,393",4.75,"2,120,897",-1.37,"145,154",-26.81,"6,344,932",5.55,"839,555",-12.90,"655,251",-0.81,"246,992",-9.50,"2,601,974",-2.21,"1,422,268",-7.09,"205,401",-25.73,"395,544",67.44,"2,539,119",2.34,"1,420,822",-9.29
2003M04,"22,558,590",3.44,"1,167,467",-10.33,"12,431,164",-0.06,"2,030,873",-6.33,"444,931",-5.77,"9,955,360",1.60,"1,882,945",-6.67,"950,482",15.69,"35,747",-43.91,"896,716",-20.79,"90,738",-29.53,288,-99.37,"3,041,724",34.18,"232,040",42.54,"38,842",-17.47,"136,471",2.58,"3,536,911",8.32,"276,743",46.86,"13,744,808",3.21,"224,972",2.70,"946,276",11.48,"3,148,699",6.00,"2,091,957",-3.71,"147,644",-21.71,"6,351,997",5.86,"833,263",-9.23,"649,923",-3.17,"246,389",-8.71,"2,641,142",-3.54,"1,417,752",-7.92,"188,317",-30.91,"398,362",62.88,"2,993,526",17.83,"1,419,380",-9.28
2003M05,"22,817,768",4.10,"1,186,346",-6.05,"12,444,914",0.74,"1,995,129",-3.94,"431,651",-9.36,"10,018,134",2.22,"1,843,845",-7.77,"932,972",5.64,"37,541",-32.02,"873,332",-17.67,"93,344",-22.87,288,-99.37,"3,142,305",29.17,"234,642",39.61,"33,880",-27.48,"132,831",4.47,"3,705,373",10.20,"284,491",40.98,"13,801,603",4.26,"250,313",17.27,"933,532",8.14,"3,193,698",9.73,"2,060,850",-5.51,"149,715",-19.79,"6,350,922",5.83,"862,573",-2.20,"674,854",-2.94,"260,491",-2.19,"2,638,863",-3.49,"1,411,873",-8.32,"164,034",-39.08,"413,039",59.44,"3,156,904",14.87,"1,423,489",-5.52
2003M06,"23,005,465",4.70,"1,169,738",-6.17,"12,651,135",2.30,"1,991,811",-1.29,"447,681",-8.18,"10,211,643",3.55,"1,832,051",-2.93,"900,283",1.70,"41,427",-15.10,"890,341",-6.59,"93,230",-27.29,288,-99.37,"3,151,010",18.91,"213,771",36.05,"31,920",-28.12,"136,014",6.70,"3,726,308",12.24,"308,000",18.01,"13,986,343",4.39,"251,083",-5.45,"1,033,053",11.09,"3,255,634",11.29,"2,037,200",-9.84,"148,732",-21.74,"6,360,155",5.68,"900,486",11.24,"696,859",-0.64,"245,207",-6.91,"2,662,544",-2.62,"1,418,184",-8.40,"167,243",-39.95,"424,438",52.98,"3,099,654",18.74,"1,415,177",-2.34
2003M07,"23,233,505",5.60,"1,170,713",3.99,"12,579,141",2.59,"1,962,253",-1.77,"451,688",-9.48,"10,165,200",4.10,"1,811,692",-0.16,"920,419",5.63,"43,542",0.08,"847,731",-5.77,"111,636",-2.63,288,-99.37,"3,289,943",15.37,"187,194",-1.15,"30,669",-31.40,"135,996",3.31,"3,916,233",14.48,"299,842",-0.64,"14,035,193",5.59,"235,675",3.32,"1,006,581",11.18,"3,343,327",16.06,"2,017,187",-11.09,"139,232",-24.60,"6,357,731",4.82,"935,460",23.12,"685,113",-0.74,"259,010",-12.46,"2,601,349",-3.64,"1,401,442",-9.16,"167,088",-37.04,"430,785",38.97,"3,344,620",24.14,"1,410,505",-2.75
2003M08,"23,465,741",7.23,"1,137,960",8.59,"12,603,604",2.52,"1,908,330",-3.02,"449,832",-8.96,"10,245,442",4.21,"1,792,609",-2.39,"898,546",1.35,"41,257",-13.92,"852,806",-5.45,"109,707",-5.59,288,-99.37,"3,426,490",19.78,"181,132",0.80,"33,676",-23.88,"130,874",2.70,"4,049,401",21.57,"310,423",30.80,"14,151,812",5.58,"273,407",5.07,"1,014,846",11.05,"3,431,668",17.62,"2,005,454",-11.27,"146,881",-20.12,"6,348,003",3.99,"931,553",21.96,"683,783",0.72,"252,604",-9.41,"2,614,102",-2.99,"1,403,964",-8.09,"159,699",-36.27,"437,030",38.61,"3,443,288",33.17,"1,413,000",-1.70
2003M09,"24,271,788",11.01,"1,365,361",30.98,"12,705,845",2.94,"1,949,873",-0.28,"449,839",-6.81,"10,306,133",4.05,"1,704,619",-5.97,"876,095",-0.01,"38,629",-9.20,"789,895",-11.65,"107,715",-4.45,288,-99.37,"3,686,972",29.30,"210,288",-4.51,"32,675",-26.99,"139,177",4.38,"4,318,848",32.53,"314,149",33.68,"14,189,973",6.33,"249,788",7.56,"1,093,244",19.24,"3,461,953",20.64,"1,990,115",-11.65,"145,978",-15.10,"6,331,821",3.23,"917,074",19.35,"713,861",1.40,"311,114",10.37,"2,668,199",-1.33,"1,398,816",-8.89,"161,381",-28.20,"463,230",35.06,"4,027,729",55.36,"1,422,152",-0.85
2003M10,"24,526,434",12.97,"1,372,005",23.36,"12,662,432",3.20,"1,892,540",-1.63,"437,950",-8.81,"10,331,942",4.73,"1,622,375",-11.95,"848,592",-4.27,"38,112",7.87,"735,671",-20.11,"104,880",-8.82,288,-99.25,"3,905,248",36.96,"186,043",-8.43,"31,751",-27.38,"134,443",2.56,"4,506,969",45.26,"331,274",42.01,"14,249,050",6.40,"236,633",8.36,"1,131,373",23.40,"3,491,341",20.41,"2,024,243",-9.07,"158,494",-7.84,"6,331,961",2.62,"875,005",10.92,"704,862",2.23,"337,608",29.29,"2,594,324",-1.32,"1,388,721",-5.70,"154,754",-29.15,"488,186",34.88,"4,256,356",70.06,"1,410,020",-0.82
