期間,日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%)
2004M10,"663,716",12.13,"6,374,992",14.98,"282,897",10.78,"1,592,239",17.80,"4,499,856",14.29,"15,245,039",3.23,"10,107,131",1.49,"1,212,471",12.61,"3,299,217",5.64,"191,374",17.34,"433,159",-2.96,"1,687",-,"2,538,852",15.46,"7,038,708",14.71,"22,283,747",6.60,"652,032",12.45,"6,410,989",15.06,"331,937",28.44,"1,610,320",15.90,"4,468,732",13.88,"15,286,681",3.47,"10,123,226",1.41,"1,198,270",12.72,"3,295,917",5.89,"202,512",36.88,"465,080",-0.64,"1,676",-,"2,594,289",16.45,"7,063,021",14.81,"22,349,702",6.81
2004M11,"670,601",11.75,"6,377,565",14.13,"280,480",8.76,"1,595,234",16.20,"4,501,851",13.76,"15,379,474",3.86,"10,163,268",1.84,"1,206,613",11.05,"3,316,054",6.25,"190,948",29.01,"498,332",5.44,"4,259",-,"2,546,315",14.14,"7,048,166",13.90,"22,427,640",6.82,"655,039",11.16,"6,405,730",13.69,"296,885",-1.58,"1,660,531",19.29,"4,448,314",12.88,"15,400,302",4.01,"10,192,506",2.07,"1,185,245",9.21,"3,308,289",6.36,"179,384",21.14,"532,184",11.53,"2,694",-,"2,612,455",14.44,"7,060,769",13.45,"22,461,071",6.80
2004M12,"677,333",10.86,"6,481,956",14.73,"286,720",6.89,"1,661,719",17.96,"4,533,517",14.11,"15,458,373",4.12,"10,202,323",2.12,"1,216,469",8.27,"3,331,293",6.64,"178,370",16.51,"527,820",16.01,"2,098",-,"2,625,772",14.77,"7,159,289",14.35,"22,617,662",7.16,"669,848",10.14,"6,698,152",12.68,"319,808",1.31,"1,788,254",11.71,"4,590,090",13.95,"15,525,077",4.86,"10,251,688",2.76,"1,244,762",10.81,"3,325,983",6.82,"177,421",12.43,"523,729",20.64,"1,494",-,"2,777,910",10.03,"7,368,000",12.44,"22,893,077",7.19
2005M01,"702,884",-5.39,"6,546,459",10.86,"301,181",1.55,"1,653,953",16.03,"4,591,325",9.76,"15,641,596",4.72,"10,279,967",2.79,"1,245,452",10.04,"3,394,558",6.05,"180,893",8.56,"539,364",23.56,"1,362",-,"2,658,018",7.83,"7,249,343",9.04,"22,890,939",6.05,"729,005",-5.17,"6,621,124",10.47,"337,649",7.14,"1,689,434",21.47,"4,594,041",7.15,"15,686,543",4.55,"10,287,030",2.76,"1,223,716",7.11,"3,436,522",6.21,"184,148",5.29,"554,021",25.85,"1,106",-,"2,756,088",11.37,"7,350,129",8.69,"23,036,672",5.84
2005M02,"874,735",23.82,"6,550,282",8.45,"297,614",8.75,"1,552,861",8.33,"4,699,807",8.46,"15,797,455",4.73,"10,352,813",3.05,"1,237,995",8.43,"3,466,780",6.60,"186,314",2.26,"552,504",19.98,"1,049",-,"2,725,210",12.91,"7,425,017",10.06,"23,222,472",6.38,"781,748",17.71,"6,615,982",8.15,"324,372",3.75,"1,598,850",9.38,"4,692,760",8.06,"15,789,377",4.62,"10,392,643",3.14,"1,181,368",7.57,"3,474,387",7.16,"188,812",-0.64,"551,153",13.53,"1,014",-,"2,704,970",10.93,"7,397,730",9.09,"23,187,107",6.01
2005M03,"755,977",13.20,"6,618,768",7.70,"283,266",6.39,"1,626,669",9.79,"4,708,833",7.07,"15,865,677",4.79,"10,441,732",3.54,"1,204,639",6.56,"3,495,870",7.76,"181,347",-19.06,"541,133",18.55,956,-,"2,665,912",10.36,"7,374,745",8.24,"23,240,422",5.86,"724,599",12.18,"6,647,521",6.43,"295,125",2.67,"1,703,377",6.35,"4,649,019",6.71,"15,863,355",4.86,"10,489,354",4.17,"1,176,625",2.80,"3,489,980",8.12,"174,351",-31.89,"532,114",23.96,931,-,"2,723,101",7.42,"7,372,120",6.97,"23,235,475",5.52
2005M04,"737,868",11.94,"6,561,246",5.49,"278,136",4.94,"1,629,650",6.20,"4,653,460",5.27,"15,967,217",5.24,"10,520,254",4.42,"1,201,296",4.95,"3,510,839",8.37,"195,740",-17.71,"538,176",13.41,912,-,"2,645,654",7.60,"7,299,114",6.10,"23,266,331",5.51,"718,085",12.45,"6,554,535",4.94,"330,434",17.74,"1,624,730",3.20,"4,599,371",4.75,"16,003,673",5.39,"10,557,317",4.70,"1,176,314",3.75,"3,507,575",8.65,"217,128",-1.20,"544,487",4.75,852,-,"2,673,249",7.21,"7,272,620",5.64,"23,276,293",5.47
2005M05,"731,015",11.72,"6,535,701",5.29,"282,027",3.64,"1,630,090",4.20,"4,623,584",5.79,"16,040,112",5.46,"10,564,932",4.77,"1,202,769",5.13,"3,519,205",8.97,"211,295",-5.97,"541,065",2.43,846,-,"2,643,132",6.11,"7,266,716",5.91,"23,306,828",5.60,"706,693",11.70,"6,495,392",5.78,"293,487",2.74,"1,615,094",4.55,"4,586,811",6.42,"15,994,422",5.35,"10,570,326",4.90,"1,172,070",3.94,"3,507,543",9.11,"205,825",-10.25,"537,856",0.81,802,-,"2,615,274",6.17,"7,202,085",6.33,"23,196,507",5.65
2005M06,"727,466",11.81,"6,539,809",6.66,"276,162",2.57,"1,610,520",4.56,"4,653,127",7.66,"16,096,628",5.94,"10,622,800",5.25,"1,238,620",8.67,"3,529,324",9.31,"191,997",-11.09,"513,180",-0.62,707,-,"2,614,148",6.26,"7,267,275",7.15,"23,363,903",6.32,"708,645",11.55,"6,762,042",7.75,"312,553",1.84,"1,787,733",6.73,"4,661,756",8.57,"16,120,045",6.03,"10,683,979",5.59,"1,246,873",7.11,"3,521,745",9.40,"178,170",-12.04,"488,503",-2.16,775,-,"2,808,931",7.33,"7,470,687",8.10,"23,590,732",6.68
2005M07,"729,213",11.31,"6,679,152",7.30,"292,455",3.72,"1,683,633",5.86,"4,703,064",8.06,"16,163,190",5.99,"10,656,782",5.04,"1,263,578",8.93,"3,580,483",9.45,"182,317",-10.26,"479,155",1.94,875,-,"2,705,301",7.03,"7,408,365",7.68,"23,571,555",6.51,"711,553",11.36,"6,802,176",7.43,"346,933",2.42,"1,753,004",8.44,"4,702,239",7.44,"16,133,642",5.94,"10,629,759",4.48,"1,265,572",11.53,"3,580,876",9.38,"186,204",-8.60,"470,391",6.28,840,-,"2,811,490",8.37,"7,513,729",7.79,"23,647,371",6.52
2005M08,"724,230",10.19,"6,771,144",7.31,"303,631",4.58,"1,738,899",7.34,"4,728,614",7.49,"16,181,762",6.07,"10,638,310",4.60,"1,272,643",9.01,"3,607,623",9.83,"189,242",-4.23,"473,014",8.79,930,-,"2,766,760",7.76,"7,495,374",7.59,"23,677,136",6.55,"704,268",10.19,"6,776,498",5.82,"318,301",2.31,"1,761,462",4.78,"4,696,735",6.47,"16,132,014",6.18,"10,606,118",4.55,"1,257,777",8.59,"3,599,646",10.05,"192,090",0.13,"475,472",11.22,911,-,"2,784,031",5.80,"7,480,766",6.22,"23,612,780",6.19
